INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
10081;10;100810101;;10920;15090;20900;0.66;0.249;52.4;45.9;4.8;1.7;35.3;3.8;18.4;5.8;8.4;4.2
10081;10;100810102;15.0;14820;19520;24970;0.52;0.223;58.6;53.8;3.1;1.7;39.4;6.2;8.8;3.1;3.5;2.2
10081;10;100810103;11.6;16220;20680;26140;0.48;0.259;66.8;58.9;3.3;4.6;33.1;9.7;6.0;2.1;2.6;1.3
10081;10;100810201;61.0;9050;11970;15080;0.5;0.22;44.8;;;;22.1;1.5;37.4;10.7;18.0;8.7
10081;10;100810203;52.0;10260;13010;16350;0.47;0.215;49.0;;;;26.2;2.0;29.7;9.0;13.2;7.5
10081;10;100810205;30.5;12410;16230;21140;0.54;0.238;60.5;52.6;5.4;2.5;31.4;4.5;14.7;3.4;7.6;3.7
10323;10;103230101;27.6;12730;17610;22840;0.57;0.243;58.4;51.0;3.9;3.5;36.4;5.3;12.5;4.0;5.5;3.0
10323;10;103230102;27.5;12520;17040;22280;0.57;0.259;64.2;55.8;4.6;3.8;29.1;6.8;12.7;3.7;5.9;3.1
10323;10;103230103;30.0;12320;16690;23060;0.64;0.279;62.1;55.6;3.7;2.8;34.6;6.5;10.9;3.9;4.5;2.5
10323;10;103230104;45.0;10570;13970;18200;0.55;0.245;53.5;45.4;5.8;2.3;29.3;2.3;23.4;5.9;11.0;6.5
10323;10;103230201;23.5;13490;18020;22580;0.5;0.218;56.0;50.1;3.6;2.3;40.7;4.2;10.5;3.5;4.8;2.2
10323;10;103230202;19.6;14300;19140;23720;0.49;0.225;54.6;48.4;3.5;2.7;44.1;5.1;8.8;3.3;3.6;1.9
10333;10;103330101;;19190;23820;31130;0.5;0.231;74.2;67.1;2.7;4.4;30.0;10.1;3.7;2.1;1.1;0.5
10333;10;103330102;13.8;15900;20470;27170;0.55;0.26;64.7;56.5;2.5;5.7;37.5;7.1;6.9;2.7;2.6;1.6
10333;10;103330103;;15800;20490;26920;0.54;0.279;69.0;58.2;2.9;7.9;33.0;7.8;6.6;2.0;2.8;1.8
10333;10;103330201;28.3;12270;18130;24490;0.67;0.294;62.1;53.6;3.6;4.9;32.2;7.4;13.6;3.8;6.1;3.7
10333;10;103330202;15.4;15520;19860;25560;0.51;0.242;68.7;61.8;3.0;3.9;32.9;5.7;7.8;2.2;3.6;2.0
10362;10;103620101;14.0;16170;21700;29720;0.62;0.302;72.5;58.7;3.8;10.0;30.0;8.4;6.2;1.5;3.0;1.7
10362;10;103620102;17.4;14770;19970;25940;0.56;0.248;64.6;57.0;3.6;4.0;34.6;6.6;8.3;1.9;4.2;2.2
10362;10;103620103;10.3;16490;21640;27920;0.53;0.235;64.5;58.2;2.9;3.4;38.5;7.0;5.9;2.2;2.4;1.3
10362;10;103620104;18.2;15060;20420;28030;0.64;0.295;71.7;61.6;3.3;6.8;28.8;8.5;8.3;1.9;3.9;2.5
10362;10;103620105;12.2;16090;20600;26670;0.51;0.245;70.2;61.1;3.4;5.7;32.7;6.3;6.8;1.8;3.2;1.8
10387;10;103870101;23.7;13510;19420;28080;0.75;0.346;69.7;59.0;3.3;7.4;26.4;14.4;8.9;2.1;4.1;2.7
10387;10;103870201;;18370;26490;40190;0.82;0.355;70.4;55.4;2.1;12.9;33.8;17.3;4.1;0.9;1.9;1.3
10387;10;103870202;20.2;14050;19170;24930;0.57;0.299;74.5;63.8;3.3;7.4;23.5;7.8;11.5;2.9;5.6;3.0
10387;10;103870203;17.4;15250;20230;26140;0.54;0.25;75.4;67.7;3.4;4.3;25.7;6.3;8.0;1.7;4.0;2.3
10387;10;103870204;22.6;13570;19250;26050;0.65;0.313;67.5;58.1;3.5;5.9;29.7;8.6;10.1;2.8;4.5;2.8
10387;10;103870301;31.2;11930;16020;20650;0.54;0.218;62.1;56.6;4.5;1.0;25.0;2.6;20.0;5.2;9.6;5.2
10387;10;103870302;30.0;12180;17420;22580;0.6;0.26;60.1;51.8;4.0;4.3;33.2;5.2;14.7;2.8;7.9;4.0
10387;10;103870401;26.1;12980;18110;23540;0.58;0.268;67.8;61.3;3.2;3.3;27.0;5.8;12.8;3.5;6.0;3.3
