IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
770010000;77;77000;77001;ZZZZZZ;7700100;Z;1125;191;174;200;319;158;83;266;684;175;888;5;29;172;191;112;39;237;103;1085;40;68;1125;0
770020000;77;77000;77002;ZZZZZZ;7700200;Z;825;150;104;166;181;139;84;196;467;162;661;20;35;50;114;109;60;178;95;805;20;32;778;47
770030000;77;77000;77003;ZZZZZZ;7700300;Z;351;43;58;66;103;58;23;66;232;53;311;5;19;20;54;65;45;68;34;339;12;19;351;0
770040000;77;77000;77004;ZZZZZZ;7700400;Z;284;41;40;45;77;69;13;52;186;45;255;5;25;45;45;15;20;60;40;270;14;19;284;0
770050000;77;77117;77005;ZZZZZZ;7700500;Z;3278;728;531;752;708;386;172;935;1958;385;2492;0;166;372;559;423;267;414;291;3180;98;176;3209;69
770060000;77;77000;77006;ZZZZZZ;7700600;Z;995;174;144;141;262;153;121;236;542;217;845;0;45;100;145;150;70;245;90;921;74;95;911;84
770070000;77;77000;77007;ZZZZZZ;7700700;Z;376;73;60;72;94;54;22;97;219;59;323;0;5;42;79;42;42;69;42;365;11;10;376;0
770080000;77;77000;77008;ZZZZZZ;7700800;Z;1242;353;227;249;221;145;47;450;666;126;877;0;20;96;172;117;81;147;243;1190;52;106;1230;12
770090000;77;77000;77009;ZZZZZZ;7700900;Z;125;21;18;28;20;28;10;25;74;26;110;0;0;5;20;15;10;50;10;125;0;0;125;0
770100000;77;77000;77010;ZZZZZZ;7701000;Z;917;183;151;189;223;129;41;244;561;113;732;15;25;70;174;139;105;134;70;895;22;37;917;0
770110000;77;77000;77011;ZZZZZZ;7701100;Z;514;110;74;97;133;63;37;135;318;61;390;5;25;30;60;79;75;86;30;494;20;28;514;0
770120000;77;77000;77012;ZZZZZZ;7701200;Z;300;58;52;40;83;46;21;79;174;47;242;0;10;25;30;40;15;76;45;291;9;7;300;0
770130000;77;77000;77013;ZZZZZZ;7701300;Z;356;58;59;56;101;64;17;82;217;57;322;5;10;19;83;45;24;91;44;349;7;9;356;0
770140101;77;77406;77014;ZZZZZZ;7701401;H;2157;549;434;492;328;233;122;706;1224;227;1609;0;26;81;210;390;230;280;392;1476;681;767;2157;0
770140102;77;77406;77014;ZZZZZZ;7701401;H;4042;607;727;809;754;688;456;868;2260;914;3434;0;86;584;581;497;218;995;473;3678;364;474;3932;110
770140103;77;77406;77014;ZZZZZZ;7701401;H;2154;240;369;394;378;393;379;344;1179;632;1914;0;28;383;320;212;90;686;195;1960;194;203;2154;0
770140104;77;77406;77014;ZZZZZZ;7701401;H;3222;634;636;584;615;473;279;872;1803;546;2593;0;37;226;432;549;244;653;453;2790;432;510;3174;48
770140105;77;77406;77014;ZZZZZZ;7701401;H;2311;312;323;357;543;437;340;440;1242;629;1998;0;49;363;353;223;92;690;229;2137;174;274;2240;71
770150000;77;77000;77015;ZZZZZZ;7701500;Z;95;24;5;26;20;18;3;25;56;14;69;5;0;10;0;15;20;15;5;91;4;4;95;0
770160000;77;77401;77016;ZZZZZZ;7701600;Z;1666;299;293;298;373;264;141;399;971;296;1345;0;56;15;169;298;241;349;216;1513;153;180;1664;2
770180000;77;77301;77018;ZZZZZZ;7701800;Z;7521;1954;1646;2014;1425;378;104;2569;4659;293;5611;0;124;941;1271;1381;433;501;960;6766;755;1241;7480;41
770190000;77;77000;77019;ZZZZZZ;7701900;Z;327;70;35;65;79;50;28;83;177;67;245;0;10;15;35;35;40;95;15;321;6;12;325;2
770200000;77;77000;77020;ZZZZZZ;7702000;Z;658;152;105;135;142;96;27;198;379;81;487;5;25;25;137;76;96;86;36;646;12;23;658;0
770210000;77;77000;77021;ZZZZZZ;7702100;Z;148;19;21;25;43;31;8;26;94;27;136;0;10;5;44;24;10;29;15;148;0;5;148;0
770220000;77;77123;77022;ZZZZZZ;7702200;Z;1135;130;152;104;256;342;150;200;549;386;1007;5;113;108;115;94;78;381;113;1053;82;110;1131;4
770230000;77;77000;77023;ZZZZZZ;7702300;Z;304;76;55;67;60;26;21;99;167;38;201;0;15;10;49;54;34;29;10;297;7;13;304;0
770240000;77;77000;77024;ZZZZZZ;7702400;Z;364;71;66;71;83;58;14;98;217;48;285;14;5;14;10;53;63;72;53;355;9;13;364;0
770250000;77;77000;77025;ZZZZZZ;7702500;Z;861;154;112;147;201;164;84;197;477;187;739;10;35;40;140;140;95;180;100;825;36;49;861;0
770260000;77;77000;77026;ZZZZZZ;7702600;Z;368;69;58;57;108;61;15;101;227;40;310;10;5;20;70;60;55;50;40;355;13;20;368;0
770270000;77;77000;77027;ZZZZZZ;7702700;Z;1180;260;159;228;223;151;159;326;603;251;916;10;15;51;82;224;142;293;97;1134;46;71;1099;81
770290000;77;77000;77029;ZZZZZZ;7702900;Z;205;38;38;44;45;34;8;49;132;25;168;0;15;10;25;40;15;45;20;197;8;9;205;0
770300000;77;77000;77030;ZZZZZZ;7703000;Z;774;162;119;148;168;124;53;208;446;120;639;0;35;30;60;156;136;131;91;744;30;40;774;0
770310000;77;77121;77031;ZZZZZZ;7703100;Z;827;165;120;161;198;135;49;211;491;125;697;10;39;70;119;124;75;161;99;790;37;52;823;4
770320000;77;77000;77032;ZZZZZZ;7703200;Z;906;202;134;177;206;115;73;258;516;132;677;0;20;49;104;119;138;163;84;847;59;72;906;0
770330000;77;77000;77033;ZZZZZZ;7703300;Z;241;48;50;48;52;31;11;76;140;25;195;5;5;21;36;41;21;26;41;228;13;16;241;0
770340000;77;77000;77034;ZZZZZZ;7703400;Z;739;133;119;132;179;129;47;175;441;123;615;5;60;85;110;105;60;130;60;719;20;32;731;8
770350000;77;77000;77035;ZZZZZZ;7703500;Z;559;110;75;102;139;100;33;136;341;82;433;5;11;25;125;65;37;125;40;538;21;32;556;3
770360000;77;77000;77036;ZZZZZZ;7703600;Z;140;33;21;24;32;23;7;40;80;20;121;11;5;5;11;21;11;32;26;131;9;14;140;0
770370101;77;77209;77037;ZZZZZZ;7703701;H;2947;538;455;525;744;489;196;749;1703;495;2385;0;85;720;370;205;115;515;375;2826;121;218;2909;38
770370102;77;77209;77037;ZZZZZZ;7703701;H;2929;516;436;532;652;521;272;678;1661;590;2385;0;105;595;450;180;75;680;300;2820;109;186;2866;63
