INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
03095;03;30950101;27.2;12880;17370;23150;0.59;0.288;52.9;41.8;3.8;7.3;38.6;9.9;13.1;2.5;7.2;3.4
03095;03;30950102;;14640;19650;25560;0.56;0.253;55.3;47.6;2.5;5.2;41.0;8.2;9.3;2.4;4.9;2.0
03095;03;30950103;24.8;13190;17630;23120;0.56;0.245;59.4;52.0;3.5;3.9;34.8;5.7;12.7;2.7;6.9;3.1
03095;03;30950105;14.1;16200;21050;26420;0.49;0.244;59.6;50.9;2.4;6.3;41.2;7.8;6.7;2.1;3.1;1.5
03095;03;30950106;;18660;23390;28840;0.44;0.216;65.7;58.4;2.0;5.3;37.3;9.7;3.7;1.5;1.5;0.7
03095;03;30950111;13.3;15560;20570;26950;0.55;0.235;54.3;48.0;2.9;3.4;43.9;8.9;7.1;2.2;3.2;1.7
03185;03;31850101;23.8;13440;19750;27250;0.7;0.364;62.8;49.9;3.3;9.6;30.7;16.1;9.7;1.6;5.4;2.7
03185;03;31850102;20.9;14000;19410;26380;0.64;0.308;59.9;49.9;2.9;7.1;36.4;9.6;10.2;1.5;5.8;2.9
03185;03;31850103;19.0;14610;19540;25900;0.58;0.256;57.1;51.4;3.3;2.4;37.3;9.1;10.7;1.7;6.3;2.7
03185;03;31850104;20.9;14100;18510;23350;0.5;0.222;56.3;50.4;3.8;2.1;37.7;6.6;11.3;2.5;6.0;2.8
03185;03;31850105;32.4;11420;16810;21670;0.61;0.246;50.6;46.2;3.1;1.3;39.3;6.8;14.3;3.8;7.4;3.1
03185;03;31850106;32.5;11970;15840;20990;0.57;0.246;47.7;40.7;3.6;3.4;38.1;7.1;18.7;3.1;10.6;5.0
03185;03;31850108;15.6;15310;20640;26280;0.53;0.246;61.7;55.4;2.9;3.4;36.9;8.2;8.0;1.4;4.5;2.1
03185;03;31850110;15.6;15740;22250;29380;0.61;0.272;62.2;52.9;2.1;7.2;40.3;8.9;5.8;1.6;2.8;1.4
03185;03;31850111;10.4;17610;22510;30070;0.55;0.277;60.9;50.4;1.9;8.6;40.8;12.3;4.6;1.5;2.0;1.1
03185;03;31850112;15.2;15140;20290;25230;0.5;0.233;58.3;52.7;2.8;2.8;39.3;7.9;8.4;2.6;3.9;1.9
03185;03;31850113;29.6;12410;16910;22000;0.57;0.234;50.1;45.3;3.3;1.5;38.9;5.6;16.0;3.6;8.6;3.8
03185;03;31850114;17.2;14930;20120;25840;0.54;0.225;57.2;52.2;3.0;2.0;38.8;7.6;9.4;2.0;5.1;2.3
03185;03;31850115;35.4;11300;16000;22240;0.68;0.267;41.2;37.0;2.9;1.3;44.2;6.8;18.3;3.8;9.9;4.6
03185;03;31850116;23.0;13720;18220;23450;0.53;0.229;46.8;41.1;3.5;2.2;46.1;9.0;9.8;2.1;5.4;2.3
03185;03;31850117;31.7;12170;16000;21080;0.56;0.228;45.3;40.6;2.9;1.8;41.8;5.7;16.7;3.2;9.3;4.2
03190;03;31900101;19.6;14480;20230;28440;0.69;0.321;69.2;56.8;3.4;9.0;28.5;10.3;9.7;1.2;5.5;3.0
03190;03;31900102;19.1;14300;19720;27020;0.64;0.299;59.5;49.6;2.9;7.0;35.6;11.5;9.2;1.5;5.0;2.7
03190;03;31900103;;14520;19460;24500;0.51;0.225;67.7;63.4;2.4;1.9;29.8;5.2;10.3;2.4;5.5;2.4
03190;03;31900104;25.6;12900;18020;23820;0.61;0.259;61.8;56.3;2.8;2.7;32.0;6.1;12.9;2.2;7.7;3.0
03190;03;31900105;11.1;16790;21930;28260;0.52;0.249;68.3;61.3;2.1;4.9;32.9;8.3;6.4;1.5;3.3;1.6
03190;03;31900106;12.4;16610;22250;29250;0.57;0.285;67.3;54.8;3.0;9.5;32.4;11.3;6.6;1.2;3.6;1.8
03190;03;31900107;;12580;16680;22590;0.6;0.241;50.8;45.1;3.0;2.7;38.8;6.6;15.2;3.5;7.9;3.8
03190;03;31900108;40.0;10800;14600;20020;0.63;0.239;42.8;38.4;4.2;0.2;37.6;4.7;24.0;5.7;12.4;5.9
03190;03;31900109;16.2;15390;20450;26240;0.53;0.229;57.1;50.4;2.5;4.2;41.7;8.2;6.8;2.1;3.2;1.5
03310;03;33100101;26.1;12850;18820;26320;0.72;0.328;44.6;38.8;2.6;3.2;46.8;13.3;10.9;1.1;6.3;3.5
03310;03;33100102;25.8;13050;17800;24190;0.63;0.286;47.0;39.4;3.4;4.2;43.6;10.5;12.7;1.5;7.5;3.7
03310;03;33100103;25.9;12920;17530;23000;0.57;0.261;55.2;48.9;4.1;2.2;35.3;8.1;13.7;2.1;7.8;3.8
03310;03;33100104;17.0;15180;20320;26170;0.54;0.284;58.6;51.1;2.5;5.0;37.4;10.2;8.5;1.8;4.7;2.0
03310;03;33100105;21.1;13750;19340;26930;0.68;0.295;61.3;50.3;3.7;7.3;36.1;8.5;10.1;1.7;5.5;2.9
