INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
22050;22;220500102;20.7;14090;19590;25790;0.6;0.26;54.8;46.6;3.7;4.5;41.7;7.3;10.1;2.0;5.3;2.8
22050;22;220500103;28.4;12610;17300;23190;0.61;0.281;56.1;47.6;3.7;4.8;34.2;7.4;15.8;3.0;8.8;4.0
22050;22;220500104;12.7;16660;22400;28490;0.53;0.261;58.5;50.2;2.8;5.5;41.3;10.4;6.1;1.0;3.6;1.5
22050;22;220500106;18.9;14380;19930;27950;0.68;0.3;66.3;54.5;4.5;7.3;32.5;9.6;8.1;1.0;4.8;2.3
22050;22;220500107;;19230;26050;34500;0.59;0.289;59.2;49.0;2.2;8.0;41.0;16.1;3.5;0.9;1.7;0.9
22050;22;220500201;9.3;18490;24400;31860;0.55;0.266;68.2;59.0;3.0;6.2;34.5;10.4;4.7;1.8;1.8;1.1
22093;22;220930101;;15730;21380;28130;0.58;0.293;69.9;60.0;3.0;6.9;30.5;10.4;5.6;1.6;2.6;1.4
22093;22;220930102;11.7;15800;20520;26380;0.52;0.249;62.8;55.0;2.8;5.0;38.0;8.1;6.3;1.8;2.8;1.7
22093;22;220930103;8.7;17890;22550;27830;0.44;0.217;74.3;65.3;2.6;6.4;28.3;7.2;5.4;2.2;2.1;1.1
22093;22;220930104;9.3;17820;22850;29170;0.5;0.257;64.7;57.8;2.3;4.6;37.6;9.7;4.9;1.8;2.0;1.1
22093;22;220930106;;17910;22400;28200;0.46;0.225;75.7;63.8;2.1;9.8;25.4;9.7;5.0;2.3;1.8;0.9
22093;22;220930201;8.3;18180;23030;28590;0.45;0.242;67.7;56.9;2.6;8.2;34.4;11.0;3.8;1.9;1.2;0.7
