INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
32013;32;320130101;;15540;20320;27350;0.58;0.256;60.5;51.9;2.8;5.8;38.2;8.6;8.1;1.2;4.7;2.2
32013;32;320130102;31.4;11960;16820;23320;0.67;0.321;69.0;58.5;4.3;6.2;21.6;7.6;16.4;1.7;10.1;4.6
32013;32;320130201;13.1;16780;22000;29020;0.56;0.27;64.2;55.4;2.2;6.6;36.8;9.2;6.3;1.4;3.3;1.6
32013;32;320130202;12.8;15820;21070;28090;0.58;0.268;65.1;57.2;2.4;5.5;35.5;9.3;7.1;1.6;3.8;1.7
32013;32;320130203;20.1;13940;19260;25430;0.6;0.281;51.1;43.5;2.8;4.8;44.8;8.9;10.4;2.0;5.8;2.6
32013;32;320130204;9.9;17080;22380;28490;0.51;0.252;60.8;54.3;2.3;4.2;39.9;10.2;5.3;1.5;2.7;1.1
32013;32;320130301;35.2;11360;15940;21850;0.66;0.254;56.8;52.2;3.7;0.9;30.2;4.3;19.0;4.4;10.0;4.6
32013;32;320130302;;9760;12200;17010;0.59;0.256;41.5;35.7;4.2;1.6;32.7;2.7;30.6;8.1;15.5;7.0
32013;32;320130401;10.0;17410;22040;28080;0.48;0.237;60.7;53.7;2.2;4.8;41.6;8.6;5.5;1.3;3.0;1.2
32013;32;320130501;;19360;23990;30340;0.46;0.257;60.9;52.9;1.9;6.1;40.0;13.3;3.7;1.2;1.7;0.8
32013;32;320130601;;19120;25160;32400;0.53;0.272;67.8;53.3;1.9;12.6;37.1;12.6;3.4;1.1;1.6;0.7
