IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
410010000;41;41000;41001;ZZZZZZ;4100100;Z;185;32;19;33;53;29;18;40;109;36;160;5;5;0;24;19;39;53;15;184;1;1;185;0
410020000;41;41204;41002;ZZZZZZ;4100200;Z;882;165;104;158;196;163;96;209;480;194;700;22;49;32;70;65;156;238;69;871;11;15;854;28
410030000;41;41401;41003;ZZZZZZ;4100300;Z;616;99;107;92;126;144;49;155;337;125;496;5;31;56;61;81;82;130;50;607;9;17;575;41
410040000;41;41000;41004;ZZZZZZ;4100400;Z;264;46;29;31;54;61;44;58;120;87;219;15;0;0;15;30;75;70;15;264;0;0;264;0
410060000;41;41000;41006;ZZZZZZ;4100600;Z;444;87;62;92;103;59;41;112;252;80;385;5;10;15;25;85;110;110;25;420;24;26;444;0
410070000;41;41000;41007;ZZZZZZ;4100700;Z;721;166;89;161;147;101;57;204;389;128;530;10;20;40;70;115;115;110;50;710;11;13;721;0
410080000;41;41000;41008;ZZZZZZ;4100800;Z;737;161;111;154;148;107;55;214;397;127;566;20;20;60;60;70;85;166;85;726;11;15;737;0
410090000;41;41000;41009;ZZZZZZ;4100900;Z;697;121;103;119;159;153;42;159;397;141;614;5;20;45;96;116;101;186;45;682;15;20;697;0
410100000;41;41000;41010;ZZZZZZ;4101000;Z;1033;192;163;200;229;167;82;255;603;175;830;10;41;71;107;107;143;184;167;1022;11;17;963;70
410120000;41;41000;41012;ZZZZZZ;4101200;Z;226;30;19;31;74;50;22;40;136;50;202;5;16;5;48;11;27;58;32;223;3;6;226;0
410130000;41;41000;41013;ZZZZZZ;4101300;Z;278;54;24;60;55;55;31;64;147;68;233;15;0;15;15;30;66;81;10;278;0;2;278;0
410140000;41;41000;41014;ZZZZZZ;4101400;Z;173;31;23;33;47;23;16;40;101;32;164;5;21;0;0;26;42;47;21;173;0;0;173;0
410160000;41;41000;41016;ZZZZZZ;4101600;Z;1020;217;130;221;171;181;99;262;550;208;798;20;10;25;101;157;147;256;81;1000;20;41;1020;0
410170000;41;41000;41017;ZZZZZZ;4101700;Z;686;123;103;106;162;96;97;161;363;163;572;21;31;21;72;98;93;185;52;683;3;8;686;0
410180101;41;41501;41018;410011;4101801;H;3357;1074;619;694;512;348;110;1305;1721;332;2283;0;40;51;160;286;592;358;797;1736;1621;1394;3357;0
410180102;41;41501;41018;410011;4101801;H;1165;327;230;208;176;183;41;380;623;163;838;4;22;19;60;116;190;166;262;760;406;382;1165;0
