IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
090010000;09;09000;09001;ZZZZZZ;0900100;Z;67;7;4;18;16;8;14;12;36;20;63;5;16;5;10;5;5;0;16;65;2;3;67;0
090020000;09;09000;09002;ZZZZZZ;0900200;Z;666;127;80;106;177;136;41;162;396;108;540;0;20;51;77;82;82;171;56;641;25;57;666;0
090030000;09;09000;09003;ZZZZZZ;0900300;Z;429;52;46;68;88;115;60;69;234;126;382;0;15;5;26;56;62;155;62;412;17;44;429;0
090040000;09;09000;09004;ZZZZZZ;0900400;Z;123;18;12;20;27;29;19;18;67;38;103;5;10;10;10;15;25;20;10;122;1;2;120;3
090050000;09;09000;09005;ZZZZZZ;0900500;Z;130;14;12;25;25;41;14;18;71;41;116;10;5;5;0;19;10;34;34;118;12;13;130;0
090060000;09;09000;09006;ZZZZZZ;0900600;Z;51;7;3;13;9;14;6;9;26;17;38;0;0;0;9;5;5;19;0;48;3;4;51;0
090070000;09;09000;09007;ZZZZZZ;0900700;Z;71;10;11;11;15;18;6;13;39;19;65;5;0;10;10;10;0;20;10;68;3;7;71;0
090080000;09;09000;09008;ZZZZZZ;0900800;Z;117;9;10;18;24;39;17;11;73;34;101;14;5;10;10;14;10;29;10;106;11;10;117;0
090090000;09;09000;09009;ZZZZZZ;0900900;Z;260;72;30;57;57;32;11;80;151;29;192;10;21;21;57;5;5;21;52;243;17;22;260;0
090110000;09;09000;09011;ZZZZZZ;0901100;Z;65;9;4;14;10;20;7;10;39;16;51;5;0;5;5;5;20;10;0;56;9;8;65;0
090120000;09;09000;09012;ZZZZZZ;0901200;Z;25;8;2;8;1;3;2;10;11;3;16;5;0;0;5;0;5;0;0;25;0;0;25;0
090130000;09;09000;09013;ZZZZZZ;0901300;Z;76;14;8;15;21;14;5;18;43;16;52;0;0;0;16;16;0;21;0;73;3;4;76;0
090140000;09;09000;09014;ZZZZZZ;0901400;Z;194;22;11;37;33;62;28;26;94;74;167;15;0;5;20;10;25;86;5;188;6;10;194;0
090150000;09;09201;09015;ZZZZZZ;0901500;Z;707;110;82;107;158;163;88;153;360;194;562;5;40;24;69;94;30;215;85;676;31;63;707;0
090160000;09;09000;09016;ZZZZZZ;0901600;Z;207;32;30;28;60;40;16;45;124;38;171;33;14;19;24;24;5;33;19;206;1;8;207;0
090170000;09;09000;09017;ZZZZZZ;0901700;Z;111;9;17;14;24;30;17;15;58;38;100;5;0;15;20;5;0;45;10;102;9;11;111;0
090180000;09;09000;09018;ZZZZZZ;0901800;Z;85;12;11;13;17;26;6;20;43;23;66;0;9;5;9;9;5;19;9;75;10;11;85;0
090190000;09;09000;09019;ZZZZZZ;0901900;Z;564;94;59;101;128;123;57;126;302;135;492;5;10;15;70;55;40;166;130;533;31;47;564;0
090200000;09;09000;09020;ZZZZZZ;0902000;Z;56;3;7;6;16;13;10;4;34;18;47;0;5;0;0;5;0;26;10;56;0;0;56;0
090210000;09;09000;09021;ZZZZZZ;0902100;Z;141;27;21;20;28;29;16;34;76;31;122;6;6;12;0;35;41;17;6;138;3;6;141;0
090220000;09;09000;09022;ZZZZZZ;0902200;Z;223;47;24;46;55;38;13;54;134;35;172;10;5;25;29;20;20;44;20;218;5;8;223;0
090230000;09;09000;09023;ZZZZZZ;0902300;Z;121;18;17;27;26;21;12;23;72;26;90;0;5;5;20;10;15;30;5;113;8;10;121;0
