IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
250010000;25;25000;25001;ZZZZZZ;2500100;Z;263;57;46;54;55;38;13;83;144;36;210;5;5;25;20;30;40;55;30;262;1;6;263;0
250020000;25;25000;25002;ZZZZZZ;2500200;Z;304;63;38;56;62;71;14;86;151;67;265;5;5;15;45;30;50;76;40;303;1;4;304;0
250030000;25;25000;25003;ZZZZZZ;2500300;Z;342;66;36;54;78;73;35;83;169;90;281;0;0;11;32;48;53;85;53;340;2;4;342;0
250040000;25;25000;25004;ZZZZZZ;2500400;Z;1040;213;155;222;201;184;65;273;582;185;840;5;29;20;133;113;196;211;133;998;42;67;1040;0
250050000;25;25000;25005;ZZZZZZ;2500500;Z;96;13;17;12;21;26;7;21;47;28;80;0;0;0;11;16;16;37;0;95;1;1;96;0
250060000;25;25000;25006;ZZZZZZ;2500600;Z;89;21;14;18;17;13;8;27;45;17;64;0;5;0;5;15;15;20;5;89;0;1;89;0
250070000;25;25000;25007;ZZZZZZ;2500700;Z;103;28;23;21;19;8;5;36;59;8;74;10;0;5;29;5;15;5;5;103;0;0;103;0
250080000;25;25000;25008;ZZZZZZ;2500800;Z;473;82;65;71;108;106;41;115;246;113;403;5;5;15;86;50;55;136;50;462;11;24;473;0
250090000;25;25000;25009;ZZZZZZ;2500900;Z;169;40;28;34;33;19;15;47;100;23;135;31;10;5;16;31;10;21;10;168;1;2;169;0
250110000;25;25000;25011;ZZZZZZ;2501100;Z;735;135;105;113;178;105;98;194;380;161;586;0;25;40;89;84;60;199;89;726;9;27;735;0
250120000;25;25000;25012;ZZZZZZ;2501200;Z;158;37;23;43;34;11;10;49;93;16;115;5;5;0;20;5;40;35;5;154;4;4;158;0
250130000;25;25000;25013;ZZZZZZ;2501300;Z;253;50;35;52;57;32;25;69;140;44;197;0;15;45;25;20;20;45;25;249;4;5;253;0
250140000;25;25000;25014;ZZZZZZ;2501400;Z;856;169;97;164;163;157;106;201;454;201;700;5;38;76;104;104;85;214;73;834;22;29;850;6
250150000;25;25000;25015;ZZZZZZ;2501500;Z;687;147;93;116;104;130;97;164;357;166;545;15;10;10;80;95;120;195;20;681;6;9;687;0
250160000;25;25000;25016;ZZZZZZ;2501600;Z;163;29;28;33;27;29;17;40;91;32;135;25;5;5;30;30;0;30;10;160;3;5;163;0
250170000;25;25000;25017;ZZZZZZ;2501700;Z;87;13;15;11;28;16;5;18;55;15;78;15;0;5;15;5;15;10;15;87;0;0;87;0
250180000;25;25000;25018;ZZZZZZ;2501800;Z;652;126;95;123;137;121;49;163;362;127;517;5;10;31;78;52;89;188;63;647;5;10;652;0
250190000;25;25108;25019;ZZZZZZ;2501900;Z;376;62;44;69;86;87;28;83;209;84;307;0;20;13;33;39;70;104;28;372;4;11;376;0
250200000;25;25601;25020;ZZZZZZ;2502000;Z;945;127;137;151;187;228;116;174;509;262;794;0;20;26;88;119;151;270;119;923;22;64;913;32
250210000;25;25000;25021;ZZZZZZ;2502100;Z;1624;293;210;269;313;315;224;384;811;429;1325;40;45;85;100;216;231;462;146;1599;25;49;1621;3
250220000;25;25101;25022;ZZZZZZ;2502200;Z;1441;293;195;263;334;213;143;390;771;280;1114;10;20;65;231;181;131;312;165;1425;16;27;1441;0
250240000;25;25000;25024;ZZZZZZ;2502400;Z;841;201;112;180;165;135;48;243;465;133;667;5;21;41;108;77;144;200;72;832;9;18;840;1
250250000;25;25000;25025;ZZZZZZ;2502500;Z;665;153;110;136;124;86;56;187;373;105;515;35;20;20;80;85;120;120;35;657;8;13;665;0
250260000;25;25000;25026;ZZZZZZ;2502600;Z;195;35;26;28;52;36;18;46;111;38;179;14;9;0;14;24;24;66;28;190;5;5;195;0
250290000;25;25000;25029;ZZZZZZ;2502900;Z;240;37;37;39;69;34;23;59;137;44;192;10;10;0;25;30;39;54;25;227;13;14;240;0
250300000;25;25000;25030;ZZZZZZ;2503000;Z;433;85;61;91;95;76;25;112;247;74;335;5;15;20;60;60;65;75;35;423;10;25;433;0
250310101;25;25601;25031;250011;2503101;H;2011;388;359;364;372;356;173;475;1161;375;1623;6;44;61;174;198;358;456;327;1722;290;401;2011;0
250310102;25;25601;25031;250011;2503101;H;1718;349;322;298;344;253;153;439;971;309;1370;0;28;35;73;196;362;364;313;1458;260;376;1718;0
250310103;25;25601;25031;250011;2503101;H;1299;161;121;197;288;350;183;202;695;403;1147;0;14;45;85;138;187;512;165;1120;179;254;1163;136
250310104;25;25601;25031;250021;2503101;H;2855;544;472;546;613;387;293;689;1639;528;2312;0;74;120;325;344;490;582;379;2610;245;361;2734;121
250310105;25;25601;25031;250021;2503101;H;2979;687;522;533;483;487;266;860;1528;592;2292;3;39;84;204;296;564;652;450;2700;279;508;2963;16
250310106;25;25601;25031;250021;2503101;H;936;227;152;165;153;183;56;288;475;172;709;0;18;4;28;84;161;172;242;691;245;369;936;0
250310107;25;25601;25031;250021;2503101;H;1589;290;214;262;332;278;212;393;800;395;1298;0;35;30;128;166;256;431;252;1416;172;217;1589;0
250320000;25;25000;25032;ZZZZZZ;2503200;Z;420;107;53;90;89;55;26;134;232;54;339;10;25;10;71;45;61;66;50;418;2;6;420;0
250330000;25;25203;25033;ZZZZZZ;2503300;Z;523;88;59;86;112;115;63;116;264;143;435;0;5;20;65;25;95;185;40;520;3;7;523;0
250350000;25;25103;25035;ZZZZZZ;2503500;Z;2544;503;362;454;573;492;161;696;1373;476;2021;0;71;257;438;267;161;559;267;2521;23;99;2520;24
250360000;25;25602;25036;ZZZZZZ;2503600;Z;2255;346;258;333;425;444;450;460;1044;751;1866;0;75;175;295;163;149;817;192;2176;79;207;1980;275
250380000;25;25000;25038;ZZZZZZ;2503800;Z;163;25;17;29;38;33;21;29;93;41;135;5;20;10;10;10;15;55;10;161;2;5;163;0
250390000;25;25000;25039;ZZZZZZ;2503900;Z;909;177;161;177;170;149;74;216;527;166;765;10;15;25;100;116;193;225;80;881;28;30;909;0
250400000;25;25000;25040;ZZZZZZ;2504000;Z;817;141;124;172;191;127;61;186;505;125;680;0;30;19;107;95;167;174;88;792;25;47;817;0
250410000;25;25000;25041;ZZZZZZ;2504100;Z;369;83;70;75;77;55;10;95;237;37;297;25;20;25;55;30;86;45;10;362;7;13;369;0
250420000;25;25000;25042;ZZZZZZ;2504200;Z;238;52;35;56;53;27;16;68;136;34;196;15;10;5;15;21;77;31;21;233;5;8;238;0
250430000;25;25601;25043;ZZZZZZ;2504300;Z;1980;320;222;302;383;414;339;429;948;603;1659;0;66;208;152;188;152;655;238;1937;43;104;1895;85
250440000;25;25000;25044;ZZZZZZ;2504400;Z;55;14;5;11;6;18;1;14;26;14;43;0;5;5;0;5;5;19;5;54;1;1;55;0
250450000;25;25000;25045;ZZZZZZ;2504500;Z;54;6;5;5;15;13;9;11;25;18;49;0;0;0;0;5;5;32;5;54;0;0;54;0
250460000;25;25000;25046;ZZZZZZ;2504600;Z;76;20;9;21;9;9;8;23;38;15;58;10;5;5;5;10;5;15;5;76;0;0;76;0
250470101;25;25201;25047;ZZZZZZ;2504701;H;2388;346;393;355;432;439;422;495;1178;714;2057;5;82;112;230;270;255;795;308;2351;37;71;2193;195
250470102;25;25201;25047;ZZZZZZ;2504701;H;2675;413;359;458;510;542;393;575;1335;765;2242;0;51;148;291;393;275;865;219;2642;33;75;2605;70
250480000;25;25601;25048;ZZZZZZ;2504800;Z;3640;663;504;631;754;719;370;850;1970;820;3012;15;79;231;338;376;523;955;494;3497;143;232;3613;27
250490000;25;25000;25049;ZZZZZZ;2504900;Z;138;34;20;40;25;15;4;44;77;17;112;5;20;5;0;20;41;10;10;136;2;3;138;0
250500000;25;25000;25050;ZZZZZZ;2505000;Z;450;118;67;129;75;47;15;137;267;46;328;15;20;31;60;51;91;45;15;444;6;11;450;0
250510000;25;25000;25051;ZZZZZZ;2505100;Z;625;123;93;106;127;99;77;152;340;134;512;41;15;10;36;83;124;166;36;607;18;23;625;0
250520000;25;25000;25052;ZZZZZZ;2505200;Z;67;13;15;10;14;11;4;15;45;7;55;15;0;0;10;10;0;10;10;65;2;2;67;0
250530000;25;25000;25053;ZZZZZZ;2505300;Z;104;18;10;12;23;19;22;22;49;34;70;11;0;0;11;5;11;33;0;104;0;1;104;0
250540000;25;25000;25054;ZZZZZZ;2505400;Z;495;110;43;110;85;103;45;134;243;118;383;0;9;28;80;52;61;109;43;487;8;14;495;0
250550000;25;25000;25055;ZZZZZZ;2505500;Z;330;84;48;92;51;44;11;103;193;34;228;0;10;24;53;58;24;49;10;329;1;7;330;0
250560101;25;25602;25056;250081;2505601;H;2916;330;1184;491;401;334;176;688;1836;391;2584;0;61;548;387;296;99;378;815;2768;148;172;2840;76
250560102;25;25602;25056;250081;2505601;H;2919;324;1197;546;376;316;160;601;1954;364;2602;0;81;573;397;283;128;407;733;2778;141;194;2871;48
250560103;25;25602;25056;250081;2505601;H;2180;243;855;414;315;246;108;494;1452;235;1943;0;59;382;307;289;63;276;567;2074;107;158;2106;74
250560104;25;25602;25056;250081;2505601;H;2479;276;1142;467;330;156;108;625;1656;198;2197;7;61;319;386;388;168;202;666;2323;156;203;2408;71
250560105;25;25602;25056;250081;2505601;D;241;45;28;31;47;59;32;59;112;71;197;0;14;23;36;11;3;84;26;239;3;5;237;4
250560201;25;25602;25056;250101;2505602;H;2386;358;415;414;554;422;223;499;1407;481;2028;3;66;312;327;258;199;584;279;2307;79;130;2314;72
250560301;25;25602;25056;250091;2505603;H;1320;272;372;218;202;168;88;370;753;197;1049;0;33;119;139;147;115;232;263;1177;143;247;1305;15
250560302;25;25602;25056;250091;2505603;H;2166;222;522;315;420;442;245;407;1203;555;1941;0;40;349;256;199;122;602;373;2019;147;224;2160;6
250560303;25;25602;25056;250091;2505603;H;2315;201;821;412;329;334;219;475;1381;459;2125;0;18;280;270;192;77;470;817;2216;99;161;1944;371
250560304;25;25602;25056;250091;2505603;H;2569;331;694;443;417;387;297;532;1510;527;2237;0;41;188;445;336;207;590;429;2451;118;183;2567;2
250560401;25;25602;25056;250171;2505604;H;1829;174;959;272;203;134;87;459;1194;176;1654;6;43;206;297;162;93;189;658;1700;129;165;1657;172
250560402;25;25602;25056;250171;2505604;H;2208;238;771;391;314;211;282;459;1355;394;1964;3;48;239;329;297;155;361;532;2032;176;230;1917;291
250560501;25;25602;25056;250071;2505605;H;2878;304;703;581;414;502;375;462;1686;730;2574;0;101;469;474;290;106;753;380;2784;94;166;2878;0
250560502;25;25602;25056;250071;2505605;H;3333;326;1123;538;457;476;414;662;1926;746;3013;9;51;417;439;433;196;752;717;3172;161;251;3223;110
250560503;25;25602;25056;250171;2505605;H;2382;249;764;476;373;290;229;414;1532;435;2132;0;63;293;357;371;177;449;423;2296;85;170;2382;0
250560504;25;25602;25056;250061;2505605;H;2032;261;364;382;347;413;265;392;1090;550;1772;0;40;171;273;264;133;602;287;1945;87;149;2032;0
250560505;25;25602;25056;250161;2505605;H;3152;401;668;566;534;579;403;540;1840;771;2747;0;82;213;440;439;318;853;403;3000;152;273;3100;51
250560506;25;25602;25056;250161;2505605;H;1819;202;468;305;306;285;253;331;1038;451;1618;0;48;69;236;352;239;483;190;1713;106;176;1695;125
250560601;25;25602;25056;250071;2505606;H;3282;465;676;518;621;592;410;655;1847;781;2821;0;65;412;371;344;231;852;545;3105;178;286;3231;51
250560701;25;25602;25056;250101;2505607;H;1789;336;438;293;289;263;171;508;955;326;1452;0;37;93;181;258;203;330;351;1603;186;224;1708;81
250560702;25;25602;25056;250101;2505607;H;2415;306;445;368;448;484;364;443;1274;698;2109;0;41;157;249;230;285;716;431;1993;423;556;2272;144
