INSEE_COM;DEP;IRIS;TYP_IRIS;LAB_IRIS;P19_NSCOL15P_DIPLMIN;P19_NSCOL15P_BEPC;P19_NSCOL15P_CAPBEP;P19_NSCOL15P_BAC;P19_NSCOL15P_SUP2;P19_NSCOL15P_SUP34;P19_NSCOL15P_SUP5
50002;50;500020000;Z;5;675.991705264463;190.67709868993;785.198514092373;530.00671508828;361.797571873196;340.285283815871;289.438057498554
50003;50;500030000;Z;5;591.291232344944;178.639834190602;632.391804313358;430.162090214042;218.520804291628;196.776969635395;198.613841383239
50004;50;500040000;Z;5;125.457863731569;13.021798853086;147.941731334354;63.3289111741594;24.1005926986962;15.9965558103309;5.06317611635443
50006;50;500060000;Z;5;16.0;2.0;45.0;17.0;15.0;6.0;10.0
50008;50;500080000;Z;5;52.4738041002278;17.1548974943052;134.211845102506;57.5193621867882;44.4009111617312;19.1731207289294;13.1184510250569
50013;50;500130000;Z;5;89.5605170986392;22.1133130544192;106.853081734427;42.8666570989193;16.9135727544442;17.0239716702526;12.0564222982452
50015;50;500150000;Z;5;178.039422173917;38.6016550770822;166.826377823972;73.2408488007683;39.6721264337495;39.6721264337495;21.3619142335574
50016;50;500160000;Z;5;38.6368715083799;18.3016759776536;45.7541899441341;14.2346368715084;9.15083798882682;14.2346368715084;7.11731843575419
50022;50;500220000;Z;5;27.5087719298246;9.82456140350877;32.4210526315789;13.7543859649123;6.87719298245614;0.982456140350877;2.94736842105263
50025;50;500250101;H;4;430.475700558496;141.735451662719;453.998189340338;416.255749736008;290.991823161862;283.6594418572;266.082730981984
50025;50;500250102;H;4;686.914053356633;98.1706556899096;476.30620579146;252.673016741072;140.664888070594;126.26454674392;93.4981222963135
50025;50;500250103;H;4;692.534545110218;134.734266423207;610.856066609558;271.417382589034;119.224191171264;118.186299677266;79.0793768850155
50025;50;500250201;H;4;381.388998439205;119.341638103503;516.781374833822;324.398750695927;208.938689078836;174.973075592101;131.362471381564
50027;50;500270000;Z;5;171.939316070033;32.5764736680072;198.091123511956;129.919629905838;77.6496063047081;64.4535703799694;29.6434772902138
50028;50;500280000;Z;5;19.0566037735849;2.85849056603774;22.8679245283019;14.2924528301887;6.66981132075472;3.81132075471698;7.62264150943396
50029;50;500290000;Z;5;438.008360944709;51.1546415294425;248.742951914934;97.2627863980807;62.1216978500354;40.0798383415234;22.0830997307089
50031;50;500310000;Z;5;487.0;152.0;511.0;319.0;183.0;177.0;106.0
50032;50;500320000;Z;5;123.106174731265;43.3624008722748;206.433798536365;143.676259541011;103.960962940035;69.0525517070098;68.1386674840093
50034;50;500340000;Z;5;56.1150291371992;18.9503464278195;105.16045637358;74.720874534762;79.749850541432;38.1909206170846;34.583896746918
50036;50;500360000;Z;5;108.0;18.0;119.0;49.0;25.0;6.0;2.0
50038;50;500380000;Z;5;97.605599596059;15.4836818554934;105.027069012649;53.2032710834875;26.1405564955312;13.5079939207945;7.19077850369295
50040;50;500400000;Z;5;40.0238095238095;4.88095238095238;34.1666666666667;16.5952380952381;7.80952380952381;2.92857142857143;0.976190476190476
50041;50;500410101;H;Z;189.37342070522;118.389711348246;470.995217339332;314.833311797399;183.160280468674;154.865584691566;177.903552150964
50041;50;500410102;H;Z;210.429130309673;59.3263580706867;381.487865809986;243.68603415871;155.575207100452;82.6800685512501;55.5201546699292
50041;50;500410103;H;Z;274.93016997241;80.5360829997511;508.253204443857;305.498427866838;188.213381174903;106.584121977455;79.6274705848451
50041;50;500410104;H;Z;300.249530639534;57.5267153174977;409.7566629017;257.814977962208;116.903816002274;60.1177958714582;66.3619642880272
50041;50;500410105;H;Z;240.420774619116;65.2837914653106;417.922068939609;192.421997525921;154.21183774697;60.5432796614392;44.8686278289967
50041;50;500410106;H;Z;204.666234783732;72.6462382355154;545.55176966292;318.717546698556;251.40492061919;128.02435345879;84.2284441653142
50044;50;500440000;Z;5;59.1869022901696;6.17463796810734;95.2523679535438;35.7729957155862;26.5188680739643;12.3177339432346;10.2741919604071
50045;50;500450000;Z;5;74.0;14.0;152.0;92.0;52.0;43.0;21.0
50046;50;500460000;Z;5;67.9812035423649;15.2772575155035;95.8948768106845;76.946048558098;39.283469192674;22.0915020688826;12.1300883435253
50048;50;500480000;Z;5;123.0;23.0;144.0;58.0;34.0;18.0;14.0
50049;50;500490000;Z;5;127.386018237082;24.0729483282675;184.559270516717;92.2796352583587;38.1155015197568;26.0790273556231;18.0547112462006
50052;50;500520000;Z;5;27.6137931034483;6.90344827586207;30.5724137931034;21.6965517241379;10.848275862069;6.90344827586207;8.87586206896552
50058;50;500580000;Z;5;272.693266832919;85.8478802992523;376.720698254365;236.334164588529;128.266832917706;135.336658354115;103.017456359102
50059;50;500590000;Z;5;61.1789621155404;3.05629162477949;78.6570493079338;37.809079678084;25.5339352560352;15.3344691676192;11.2211274183685
50060;50;500600000;Z;5;94.7700618839457;24.4546451900397;129.390446840832;49.9129445050618;22.409404389185;10.1871505029008;3.05603239138359
50062;50;500620000;Z;5;23.6106194690265;2.05309734513274;27.716814159292;16.4247787610619;8.21238938053097;9.23893805309735;6.15929203539823
50066;50;500660000;Z;5;374.39826839827;129.375412286127;505.54195011338;377.181689342404;207.351190476191;215.250283446712;199.479862399506
50069;50;500690000;Z;5;54.0;4.0;106.0;46.0;25.0;11.0;7.0
50072;50;500720000;Z;5;25.6372093023256;11.8325581395349;44.3720930232558;28.5953488372093;13.8046511627907;16.7627906976744;8.87441860465116
50074;50;500740000;Z;5;643.285381297058;92.1075652629735;514.289505217548;222.953892855152;125.932639444518;80.9577835000988;47.9876987361624
50076;50;500760000;Z;5;654.270775684266;174.83609825769;847.644740881645;492.577874550924;237.234903027505;220.575456867542;118.053073187382
50077;50;500770000;Z;5;117.0;39.0;228.0;136.0;110.0;109.0;77.0
50079;50;500790000;Z;5;68.1666666666667;18.3134328358209;101.741293532338;51.8880597014925;30.5223880597015;18.3134328358209;10.1741293532338
50081;50;500810000;Z;5;102.0;34.0;184.0;120.0;72.0;70.0;37.0
50082;50;500820000;Z;5;1459.88794053783;239.873899513713;1412.6262347463;588.893484883141;407.819703052807;186.226996326807;149.986751655397
50083;50;500830000;Z;5;85.2246919457588;14.2446210532206;125.116498222343;69.3316077296711;57.0965921445198;37.7365650905402;25.4271205420591
50084;50;500840000;Z;5;108.768719507835;26.154525945072;129.46247970301;69.008756589597;40.6197479325174;38.5299435666839;26.0512450777444
50085;50;500850000;Z;5;190.739570109247;54.4018030667105;303.105601169509;170.786578460684;132.42876264075;70.1510289913209;49.1062615860401
50086;50;500860000;Z;5;79.7557910153701;7.00713900961561;86.6726377684836;38.5594222779064;19.7935370795202;6.99990803550972;15.7811755644448
50087;50;500870000;Z;5;338.096882030539;73.3862407585056;570.157176111129;273.540509923751;192.439051594266;116.52228153358;62.8015039406789
50088;50;500880000;Z;5;27.0;7.0;38.0;16.0;11.0;7.0;9.0
50090;50;500900000;Z;5;231.0;38.0;147.0;54.0;28.0;9.0;9.0
