INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
58086;58;580860101;21.8;13630;18620;24770;0.6;0.291;49.1;40.1;2.5;6.5;46.5;10.5;8.8;1.2;5.4;2.2
58086;58;580860102;9.3;16850;21450;26820;0.46;0.239;51.9;45.4;1.9;4.6;48.8;9.2;4.7;1.5;2.3;0.9
58086;58;580860103;;10380;13210;17120;0.51;0.221;42.2;;;;30.8;1.2;32.6;5.4;18.8;8.4
58086;58;580860104;11.7;17490;22800;28800;0.5;0.255;59.3;49.6;1.9;7.8;44.0;9.8;4.0;1.6;1.8;0.6
58086;58;580860105;;17030;22040;27920;0.49;0.217;61.6;53.0;2.5;6.1;41.5;6.8;5.0;1.8;2.3;0.9
58194;58;581940101;16.4;15560;20560;25790;0.5;0.245;60.4;55.2;2.4;2.8;37.9;8.5;8.1;1.5;4.6;2.0
58194;58;581940102;20.9;14020;19750;26990;0.66;0.309;67.9;57.2;3.0;7.7;30.6;9.3;9.5;1.1;5.5;2.9
58194;58;581940103;15.8;15800;21160;29680;0.66;0.301;61.2;53.1;1.7;6.4;39.2;11.7;7.5;1.4;4.3;1.8
58194;58;581940104;23.0;13520;19240;26070;0.65;0.322;66.3;58.3;3.2;4.8;27.7;12.1;10.3;1.3;6.0;3.0
58194;58;581940105;;18830;25520;34370;0.61;0.303;60.7;50.5;1.5;8.7;44.4;13.6;3.5;0.9;1.7;0.9
58194;58;581940106;16.6;15260;20160;25400;0.5;0.23;56.4;52.7;1.9;1.8;42.8;6.5;8.4;2.0;4.4;2.0
58194;58;581940107;21.1;13950;19340;25770;0.61;0.276;58.0;52.4;2.1;3.5;40.5;6.6;10.1;2.6;5.2;2.3
58194;58;581940108;49.6;10070;13200;17570;0.57;0.24;42.0;37.6;3.3;1.1;32.1;3.3;30.7;7.1;16.3;7.3
58194;58;581940109;50.3;9600;13140;16840;0.55;0.205;35.7;;;;30.9;2.1;37.1;6.4;21.9;8.8
58194;58;581940111;;15660;19920;24510;0.44;0.215;55.0;50.3;2.0;2.7;45.0;5.5;7.2;1.6;3.8;1.8
58194;58;581940112;;16150;20160;25240;0.45;0.208;53.6;48.8;2.6;2.2;46.2;5.7;7.8;2.0;4.4;1.4
58194;58;581940113;11.5;16950;23580;30560;0.58;0.269;60.9;54.5;1.8;4.6;43.1;9.6;5.2;1.4;2.6;1.2
58194;58;581940114;12.9;16510;22240;28300;0.53;0.244;66.8;61.1;1.7;4.0;37.0;6.3;6.6;2.2;2.9;1.5
58194;58;581940115;52.0;10570;12860;17880;0.57;0.236;47.8;;;;24.0;3.1;32.9;8.2;17.8;6.9
58194;58;581940116;34.6;11740;16550;22420;0.65;0.264;50.8;45.8;2.8;2.2;39.3;4.9;16.7;4.1;9.0;3.6
58194;58;581940117;17.1;14960;19690;26060;0.56;0.254;65.5;57.6;2.9;5.0;35.5;5.5;9.1;2.2;4.6;2.3
