IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
430010000;43;43000;43001;ZZZZZZ;4300100;Z;187;23;24;27;47;40;27;30;105;52;158;10;0;0;20;20;25;79;5;186;1;2;187;0
430020000;43;43401;43002;ZZZZZZ;4300200;Z;1511;176;204;196;336;369;230;251;802;458;1300;0;55;125;225;185;65;515;130;1473;38;63;1467;44
430030000;43;43000;43003;ZZZZZZ;4300300;Z;907;100;87;119;216;212;173;129;465;313;805;41;41;10;77;118;103;281;133;883;24;27;799;108
430040000;43;43000;43004;ZZZZZZ;4300400;Z;117;15;12;9;42;23;16;21;65;31;105;35;0;0;0;10;5;45;10;115;2;6;117;0
430050000;43;43000;43005;ZZZZZZ;4300500;Z;161;15;15;9;32;46;42;24;67;70;160;15;0;10;10;10;0;98;15;157;4;4;161;0
430060000;43;43000;43006;ZZZZZZ;4300600;Z;139;14;13;19;28;46;18;18;79;42;124;22;0;0;11;11;22;54;5;139;0;1;139;0
430070000;43;43000;43007;ZZZZZZ;4300700;Z;597;110;84;79;151;118;54;140;320;137;486;10;30;20;35;95;100;140;55;593;4;8;597;0
430080000;43;43000;43008;ZZZZZZ;4300800;Z;138;15;11;15;35;44;19;19;69;51;117;15;20;0;20;5;0;54;5;138;0;1;138;0
430090000;43;43000;43009;ZZZZZZ;4300900;Z;24;5;0;3;6;7;4;5;12;8;24;10;0;0;5;0;0;5;5;23;1;1;24;0
430100000;43;43000;43010;ZZZZZZ;4301000;Z;1208;268;158;253;241;221;68;340;667;201;927;20;40;80;174;164;119;202;129;1192;16;14;1208;0
430110000;43;43000;43011;ZZZZZZ;4301100;Z;178;27;19;27;42;39;25;37;91;49;172;30;5;15;20;5;10;59;30;174;4;8;178;0
430120000;43;00753;43012;ZZZZZZ;4301200;Z;6111;1201;859;1114;1187;1104;646;1603;3150;1359;4920;5;169;303;850;745;547;1586;715;5994;117;173;5995;116
430130000;43;43000;43013;ZZZZZZ;4301300;Z;327;43;31;46;90;84;33;59;170;98;299;11;16;0;37;48;27;118;43;324;3;4;327;0
430140000;43;43000;43014;ZZZZZZ;4301400;Z;63;10;7;12;16;8;10;13;36;14;55;5;0;0;20;5;5;15;5;63;0;1;63;0
430150000;43;43000;43015;ZZZZZZ;4301500;Z;54;4;5;7;11;16;11;8;28;18;64;5;0;5;0;16;11;16;11;54;0;0;54;0
430160000;43;43000;43016;ZZZZZZ;4301600;Z;896;127;118;147;200;200;104;160;509;227;740;60;20;15;70;90;115;280;90;883;13;20;896;0
430170000;43;43000;43017;ZZZZZZ;4301700;Z;273;51;29;49;60;63;22;59;157;58;210;15;10;10;39;29;34;49;24;272;1;4;273;0
430180000;43;43000;43018;ZZZZZZ;4301800;Z;1353;247;234;273;292;193;114;342;785;225;1060;51;60;45;174;191;106;305;126;1332;21;26;1314;39
430190000;43;43000;43019;ZZZZZZ;4301900;Z;96;16;11;11;22;27;9;20;51;25;86;5;5;0;0;9;14;41;14;96;0;0;96;0
430200000;43;43301;43020;ZZZZZZ;4302000;Z;4348;788;580;785;938;760;496;1030;2343;975;3574;30;180;115;469;520;583;1298;379;4324;24;57;4262;86
430210000;43;43000;43021;ZZZZZZ;4302100;Z;1029;183;105;178;202;220;140;213;533;283;851;35;55;20;75;140;105;362;60;1019;10;26;969;60
430220000;43;43000;43022;ZZZZZZ;4302200;Z;286;48;33;55;66;63;21;57;160;69;269;10;26;16;67;16;47;52;36;283;3;4;286;0
430230000;43;43000;43023;ZZZZZZ;4302300;Z;221;39;22;37;53;54;15;50;122;48;175;15;10;0;21;15;31;72;10;221;0;0;221;0
430240000;43;43000;43024;ZZZZZZ;4302400;Z;845;129;95;125;184;205;108;172;432;241;704;0;30;34;79;89;128;251;94;831;14;16;731;114
430250000;43;43000;43025;ZZZZZZ;4302500;Z;2936;587;396;587;574;495;297;766;1572;598;2417;25;96;136;343;329;516;725;246;2912;24;35;2869;67
430260000;43;43000;43026;ZZZZZZ;4302600;Z;419;58;52;65;89;101;54;79;224;116;372;28;19;14;14;56;52;108;80;411;8;8;419;0
430270000;43;43000;43027;ZZZZZZ;4302700;Z;47;2;5;4;14;12;11;3;29;15;44;5;0;0;0;5;10;15;10;47;0;0;47;0
430280000;43;43000;43028;ZZZZZZ;4302800;Z;458;97;80;91;118;40;32;137;261;60;345;10;10;40;55;75;50;55;50;457;1;4;458;0
430290000;43;43000;43029;ZZZZZZ;4302900;Z;100;17;9;13;24;19;19;23;48;30;74;25;0;0;5;5;0;40;0;100;0;1;100;0
430300000;43;43000;43030;ZZZZZZ;4303000;Z;402;86;61;97;70;67;20;104;238;60;336;20;20;5;30;140;35;55;30;399;3;10;402;0
430310000;43;43000;43031;ZZZZZZ;4303100;Z;136;21;14;27;31;33;11;28;83;25;150;19;5;5;10;5;5;58;43;134;2;5;136;0
430320000;43;43000;43032;ZZZZZZ;4303200;Z;1656;317;245;307;338;305;144;423;895;338;1362;0;35;80;175;284;145;500;143;1640;16;34;1656;0
430330000;43;43000;43033;ZZZZZZ;4303300;Z;637;77;65;96;151;180;69;98;353;186;552;10;30;15;35;95;85;247;35;628;9;14;637;0
430340000;43;43000;43034;ZZZZZZ;4303400;Z;345;64;56;60;70;66;29;90;182;73;295;30;20;10;15;50;35;100;35;341;4;6;345;0
430350000;43;43000;43035;ZZZZZZ;4303500;Z;70;6;8;6;15;27;9;9;34;27;58;0;10;10;0;0;5;34;0;66;4;5;70;0
430360000;43;43000;43036;ZZZZZZ;4303600;Z;413;75;68;65;100;74;30;105;227;81;340;0;25;20;20;41;86;101;46;411;2;5;413;0
430370000;43;43000;43037;ZZZZZZ;4303700;Z;280;59;39;42;59;51;30;74;142;64;230;55;5;0;10;20;25;70;45;277;3;5;280;0
430380000;43;00352;43038;ZZZZZZ;4303800;Z;991;160;122;193;189;226;101;204;547;240;835;10;20;25;120;120;175;260;105;974;17;35;991;0
430390000;43;43000;43039;ZZZZZZ;4303900;Z;601;114;100;97;131;95;63;143;340;118;487;40;35;5;65;75;75;129;65;596;5;7;601;0
430400101;43;43202;43040;ZZZZZZ;4304001;H;3736;507;560;595;723;671;680;734;1898;1104;3250;0;140;164;325;449;453;1255;463;3590;147;236;3535;201
430400102;43;43202;43040;ZZZZZZ;4304001;H;2985;441;376;437;617;598;516;594;1504;887;2574;5;59;115;305;368;388;943;392;2853;132;239;2891;94
430410000;43;43401;43041;ZZZZZZ;4304100;Z;4085;572;677;649;871;716;601;797;2256;1032;3560;0;134;212;465;659;482;1223;385;3952;133;190;3925;160
430420000;43;43000;43042;ZZZZZZ;4304200;Z;729;127;99;126;139;128;110;173;361;196;602;40;25;20;65;110;85;197;59;723;6;6;669;60
430430000;43;43000;43043;ZZZZZZ;4304300;Z;474;74;63;68;112;96;61;93;257;124;396;30;20;0;39;55;50;167;34;473;1;5;474;0
430440000;43;43000;43044;ZZZZZZ;4304400;Z;209;29;18;37;46;62;18;39;122;48;164;5;5;15;20;15;25;55;25;206;3;4;209;0
430450000;43;43401;43045;ZZZZZZ;4304500;Z;416;59;50;60;100;102;44;82;235;99;335;15;10;20;45;40;61;122;20;407;9;12;416;0
430460000;43;43401;43046;ZZZZZZ;4304600;Z;2516;368;325;363;535;625;300;498;1295;723;2130;5;30;120;345;280;165;895;290;2393;123;189;2458;58
