INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
69019;69;690190101;19.4;14050;18630;23520;0.51;0.244;65.7;61.1;3.4;1.2;28.8;7.9;10.0;3.1;4.4;2.5
69019;69;690190102;12.6;16570;21850;27350;0.49;0.229;78.7;71.8;3.2;3.7;22.8;6.5;6.8;3.0;2.6;1.2
69019;69;690190201;7.5;17770;22070;27380;0.44;0.202;78.1;72.4;3.1;2.6;22.9;7.4;5.7;3.2;1.7;0.8
69027;69;690270102;8.4;19090;25320;33320;0.56;0.247;75.4;69.9;2.4;3.1;29.7;9.1;4.0;1.7;1.5;0.8
69027;69;690270103;;12200;16410;21650;0.58;0.255;61.1;;;;30.8;4.8;14.1;4.8;5.8;3.5
69027;69;690270104;7.8;18600;23740;30130;0.49;0.235;77.3;71.4;2.7;3.2;25.8;8.8;4.6;2.0;1.7;0.9
69027;69;690270105;;25360;32460;42890;0.54;0.258;79.2;71.1;1.7;6.4;26.8;15.3;1.5;1.0;0.4;0.1
69029;69;690290101;24.9;13170;19550;27760;0.75;0.332;79.6;68.6;3.5;7.5;23.4;6.9;8.7;3.1;3.5;2.1
69029;69;690290102;11.5;16910;22840;29550;0.55;0.266;78.5;70.0;2.8;5.7;27.4;7.5;4.6;2.2;1.6;0.8
69029;69;690290103;;21260;28480;37400;0.57;0.278;78.0;69.2;2.4;6.4;30.8;11.2;2.3;1.1;0.8;0.4
69029;69;690290104;;22410;27940;36080;0.49;0.254;69.9;62.3;1.7;5.9;36.1;13.2;2.1;1.1;0.7;0.3
69029;69;690290201;17.8;15200;20450;26150;0.54;0.267;67.8;62.0;3.2;2.6;33.5;7.3;7.1;3.1;2.6;1.4
69029;69;690290202;37.5;11590;15030;19680;0.54;0.221;59.9;52.7;5.7;1.5;27.7;3.8;18.2;6.2;7.1;4.9
69029;69;690290203;;11820;15790;20860;0.57;0.228;71.0;65.1;5.2;0.7;19.6;3.5;16.6;6.3;6.3;4.0
69029;69;690290204;29.5;12290;17650;24290;0.68;0.27;74.0;67.7;3.6;2.7;23.1;5.0;11.3;5.0;3.8;2.5
69029;69;690290205;23.0;13560;19260;25380;0.61;0.269;77.5;70.2;3.7;3.6;20.7;7.1;9.9;4.0;3.9;2.0
69029;69;690290301;11.5;18110;23610;30230;0.51;0.246;83.7;76.8;3.2;3.7;22.1;6.4;5.4;2.2;2.0;1.2
69029;69;690290401;;19720;25130;32760;0.52;0.271;78.8;73.1;1.9;3.8;26.8;11.6;3.2;1.3;1.2;0.7
69029;69;690290402;12.4;16890;24080;32130;0.63;0.285;75.3;67.0;2.5;5.8;29.8;9.8;5.0;1.8;2.0;1.2
69029;69;690290501;41.0;11220;14570;19090;0.54;0.252;63.6;55.3;5.4;2.9;22.2;3.1;20.9;6.1;9.5;5.3
69029;69;690290502;51.0;10040;12990;16070;0.46;0.204;56.6;49.1;6.7;0.8;17.1;1.7;31.6;8.5;14.6;8.5
69029;69;690290601;11.3;18030;26380;39770;0.82;0.36;73.4;62.4;2.4;8.6;29.9;15.8;4.0;1.3;1.7;1.0
69029;69;690290602;13.0;16770;22710;28650;0.52;0.257;68.7;63.0;3.0;2.7;35.2;7.7;5.0;2.4;1.7;0.9
69034;69;690340101;10.9;18820;25740;35680;0.65;0.302;77.7;70.5;3.1;4.1;29.3;12.2;3.3;1.4;1.2;0.7
69034;69;690340102;13.9;16140;23210;31880;0.68;0.331;79.9;72.3;4.0;3.6;22.5;12.8;4.9;2.2;1.7;1.0
69034;69;690340103;;21050;28040;37450;0.59;0.326;73.5;64.6;2.7;6.2;30.5;16.2;2.7;1.0;1.2;0.5
69034;69;690340104;;20350;26040;35500;0.58;0.284;77.1;70.6;2.6;3.9;28.4;12.7;2.9;1.0;1.2;0.7
69034;69;690340105;;19790;25310;32700;0.51;0.271;75.6;66.9;3.2;5.5;29.7;12.0;2.8;1.2;1.1;0.5
