IRIS;REG;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;P17_NSCOL15P_DIPLMIN;P17_NSCOL15P_BEPC;P17_NSCOL15P_CAPBEP;P17_NSCOL15P_BAC;P17_NSCOL15P_SUP2;P17_NSCOL15P_SUP34;P17_NSCOL15P_SUP5
740100701;84;74;74601;74010;740071;7401007;H;1;272;111;337;299;207;274;449
740100702;84;74;74601;74010;740071;7401007;H;1;302;131;482;390;333;346;430
740100703;84;74;74601;74010;740071;7401007;H;1;318;100;364;171;112;97;111
740100801;84;74;74601;74010;740081;7401008;H;1;247;76;383;320;259;354;401
740100802;84;74;74601;74010;740081;7401008;H;1;344;159;769;537;457;492;691
740100901;84;74;74601;74010;740081;7401009;A;3;32;13;77;69;79;81;120
740100902;84;74;74601;74010;740081;7401009;H;1;153;69;226;232;193;314;362
740100903;84;74;74601;74010;740081;7401009;H;1;151;78;372;320;347;418;644
740101001;84;74;74601;74010;740141;7401010;H;1;560;173;764;569;446;470;390
740101002;84;74;74601;74010;740141;7401010;H;1;399;87;447;201;245;189;172
740101003;84;74;74601;74010;740141;7401010;A;3;30;2;33;16;7;18;13
740101101;84;74;74601;74010;740141;7401011;H;1;387;63;467;272;138;118;55
740101102;84;74;74601;74010;740141;7401011;H;1;668;56;346;252;98;82;87
740101103;84;74;74601;74010;740151;7401011;H;1;409;71;406;234;174;132;86
740101201;84;74;74601;74010;740151;7401012;A;3;98;62;306;381;79;87;32
740101202;84;74;74601;74010;740151;7401012;H;1;274;68;422;259;147;235;178
740101203;84;74;74601;74010;740151;7401012;H;1;168;96;310;275;210;177;146
740101301;84;74;74601;74010;ZZZZZZ;7401013;H;3;360;89;535;305;209;206;144
740101302;84;74;74601;74010;ZZZZZZ;7401013;H;3;417;87;552;342;243;178;122
740101303;84;74;74601;74010;ZZZZZZ;7401013;H;3;658;121;777;486;279;197;132
740101401;84;74;74601;74010;740181;7401014;H;1;304;63;328;180;84;62;54
740101402;84;74;74601;74010;740181;7401014;H;1;517;91;358;233;84;106;41
740101403;84;74;74601;74010;740181;7401014;H;1;444;79;362;204;147;202;130
740101501;84;74;74601;74010;740191;7401015;A;3;123;38;171;109;106;86;64
740101502;84;74;74601;74010;740191;7401015;H;1;336;100;512;330;235;266;191
740101503;84;74;74601;74010;740191;7401015;H;1;440;189;927;840;933;705;625
740101504;84;74;74601;74010;740191;7401015;H;1;716;239;944;778;522;483;398
740101601;84;74;74601;74010;ZZZZZZ;7401016;H;3;391;115;603;525;623;395;358
740120101;84;74;00652;74012;740091;7401201;H;1;480;85;491;381;233;210;120
740120201;84;74;00652;74012;740091;7401202;H;1;652;178;691;616;348;347;345
740120202;84;74;00652;74012;740091;7401202;H;1;900;292;1101;992;635;530;575
740120301;84;74;00652;74012;740101;7401203;H;1;527;163;673;532;357;295;262
740120302;84;74;00652;74012;740101;7401203;H;1;519;125;548;365;241;157;124
740120401;84;74;00652;74012;740111;7401204;H;1;758;134;501;314;123;153;79
740120402;84;74;00652;74012;740101;7401204;H;2;629;113;471;358;214;203;130
740120403;84;74;00652;74012;740111;7401204;H;1;566;63;371;167;66;52;18
740120404;84;74;00652;74012;740111;7401204;H;1;559;59;321;161;55;22;16
740120501;84;74;00652;74012;740111;7401205;H;1;918;228;919;660;356;295;233
740130000;84;74;74501;74013;ZZZZZZ;7401300;Z;5;177;69;405;281;235;219;258
740140000;84;74;74000;74014;ZZZZZZ;7401400;Z;5;170;88;389;308;199;173;113
740150000;84;74;74000;74015;ZZZZZZ;7401500;Z;5;95;21;224;156;139;90;67
740160000;84;74;00652;74016;ZZZZZZ;7401600;Z;5;193;68;367;306;207;251;397
740180000;84;74;74502;74018;ZZZZZZ;7401800;Z;5;161;59;394;250;188;144;95
740190000;84;74;74601;74019;ZZZZZZ;7401900;Z;5;287;78;473;375;331;282;360
740200000;84;74;74501;74020;ZZZZZZ;7402000;Z;5;98;55;264;157;158;117;109
740210000;84;74;00652;74021;ZZZZZZ;7402100;Z;5;231;63;407;187;125;80;86
740240000;84;74;74502;74024;ZZZZZZ;7402400;Z;5;269;86;401;285;224;168;180
740250000;84;74;74000;74025;ZZZZZZ;7402500;Z;5;124;54;326;194;130;105;113
740260000;84;74;74116;74026;ZZZZZZ;7402600;Z;5;580;136;1069;688;490;380;272
740270000;84;74;74205;74027;ZZZZZZ;7402700;Z;5;60;20;97;58;38;25;24
740290000;84;74;74000;74029;ZZZZZZ;7402900;Z;5;45;13;87;64;36;36;22
740300000;84;74;74000;74030;ZZZZZZ;7403000;Z;5;40;22;58;43;35;20;11
740310000;84;74;74000;74031;ZZZZZZ;7403100;Z;5;232;63;502;366;240;261;346
740320000;84;74;74000;74032;ZZZZZZ;7403200;Z;5;236;45;312;175;119;76;38
740330000;84;74;74107;74033;ZZZZZZ;7403300;Z;5;150;51;322;199;135;90;61
740340000;84;74;74000;74034;ZZZZZZ;7403400;Z;5;63;20;128;77;48;54;30
740350000;84;74;74000;74035;ZZZZZZ;7403500;Z;5;65;15;131;81;68;43;32
740360000;84;74;74000;74036;ZZZZZZ;7403600;Z;5;22;6;64;45;49;47;64
740370000;84;74;00652;74037;ZZZZZZ;7403700;Z;5;169;50;380;258;173;149;113
740380000;84;74;74000;74038;ZZZZZZ;7403800;Z;5;102;20;243;170;138;92;74
740400000;84;74;00652;74040;ZZZZZZ;7404000;Z;5;361;99;640;409;299;245;264
740410000;84;74;74000;74041;ZZZZZZ;7404100;Z;5;55;11;72;20;26;14;13
740420101;84;74;74502;74042;ZZZZZZ;7404201;H;1;569;50;204;112;54;22;13
740420102;84;74;74502;74042;ZZZZZZ;7404201;H;1;477;130;625;351;307;242;233
740420103;84;74;74502;74042;ZZZZZZ;7404201;H;1;299;67;360;324;233;208;194
740420104;84;74;74502;74042;ZZZZZZ;7404201;H;1;667;121;598;322;260;145;108
740420105;84;74;74502;74042;ZZZZZZ;7404201;H;1;399;76;627;325;222;128;119
740430000;84;74;74201;74043;ZZZZZZ;7404300;Z;5;612;230;1222;769;518;384;289
740440000;84;74;00652;74044;ZZZZZZ;7404400;Z;5;105;19;102;131;83;106;173
740450000;84;74;74000;74045;ZZZZZZ;7404500;Z;5;42;9;40;30;25;15;8
740460000;84;74;74000;74046;ZZZZZZ;7404600;Z;5;59;22;103;59;52;53;24
740480000;84;74;74201;74048;ZZZZZZ;7404800;Z;5;121;34;247;128;99;84;43
740490000;84;74;74000;74049;ZZZZZZ;7404900;Z;5;73;10;110;81;48;25;17
740500000;84;74;74000;74050;ZZZZZZ;7405000;Z;5;50;19;147;88;72;63;33
740510000;84;74;74000;74051;ZZZZZZ;7405100;Z;5;71;23;139;81;65;63;45
740520000;84;74;74000;74052;ZZZZZZ;7405200;Z;5;64;21;166;113;114;101;115
740530000;84;74;74112;74053;ZZZZZZ;7405300;Z;5;125;55;220;134;143;99;75
740540000;84;74;74000;74054;ZZZZZZ;7405400;Z;5;44;16;108;93;109;56;64
740550000;84;74;74000;74055;ZZZZZZ;7405500;Z;5;57;12;132;69;35;41;28
740560101;84;74;74301;74056;ZZZZZZ;7405601;H;4;207;102;374;356;223;241;224
740560102;84;74;74301;74056;ZZZZZZ;7405601;H;4;346;107;526;317;162;173;117
740560103;84;74;74301;74056;ZZZZZZ;7405601;H;4;229;109;352;331;148;252;163
740560104;84;74;74301;74056;ZZZZZZ;7405601;H;4;207;86;307;381;172;237;254
740570000;84;74;74000;74057;ZZZZZZ;7405700;Z;5;110;38;222;129;115;62;59
740580000;84;74;74108;74058;ZZZZZZ;7405800;Z;5;113;28;227;147;76;64;50
740590000;84;74;74000;74059;ZZZZZZ;7405900;Z;5;30;8;48;33;19;21;21
740600000;84;74;74000;74060;ZZZZZZ;7406000;Z;5;17;4;32;27;7;7;4
740610000;84;74;74000;74061;ZZZZZZ;7406100;Z;5;105;34;161;100;92;73;41
740620000;84;74;74206;74062;ZZZZZZ;7406200;Z;5;92;26;209;156;153;152;147
740630000;84;74;74108;74063;ZZZZZZ;7406300;Z;5;177;55;323;192;104;62;65
740640000;84;74;74502;74064;ZZZZZZ;7406400;Z;5;137;40;230;169;177;104;93
740650000;84;74;74000;74065;ZZZZZZ;7406500;Z;5;68;17;101;59;49;35;27
740660000;84;74;74000;74066;ZZZZZZ;7406600;Z;5;29;7;43;32;15;16;20
740670000;84;74;74601;74067;ZZZZZZ;7406700;Z;5;312;69;526;342;287;240;176
740680000;84;74;74000;74068;ZZZZZZ;7406800;Z;5;60;15;119;74;43;26;22
740690000;84;74;74000;74069;ZZZZZZ;7406900;Z;5;101;23;142;92;73;60;54
740700000;84;74;74117;74070;ZZZZZZ;7407000;Z;5;229;55;449;376;262;287;312
740710000;84;74;74000;74071;ZZZZZZ;7407100;Z;5;30;6;47;34;15;10;11
740720000;84;74;74601;74072;ZZZZZZ;7407200;Z;5;23;18;43;23;44;16;7
740730000;84;74;74000;74073;ZZZZZZ;7407300;Z;5;80;21;150;79;50;42;33
740740000;84;74;74000;74074;ZZZZZZ;7407400;Z;5;46;22;111;57;76;34;31
740750000;84;74;74000;74075;ZZZZZZ;7407500;Z;5;150;35;301;178;119;94;80
740760000;84;74;74000;74076;ZZZZZZ;7407600;Z;5;206;50;349;176;189;123;103
740770000;84;74;74000;74077;ZZZZZZ;7407700;Z;5;95;30;243;139;97;61;53
740780000;84;74;74000;74078;ZZZZZZ;7407800;Z;5;44;12;91;53;48;29;20
740790000;84;74;74205;74079;ZZZZZZ;7407900;Z;5;50;8;144;102;73;46;38
740800000;84;74;74000;74080;ZZZZZZ;7408000;Z;5;280;77;377;241;172;115;108
740810101;84;74;74502;74081;740121;7408101;H;1;392;80;378;218;139;79;68
740810102;84;74;74502;74081;740121;7408101;H;1;540;61;463;242;162;69;88
740810201;84;74;74502;74081;740121;7408102;H;1;1214;88;418;253;59;62;35
740810301;84;74;74502;74081;740121;7408103;H;1;643;119;787;392;260;180;128
740810401;84;74;74502;74081;740131;7408104;H;1;896;169;993;648;322;231;118
