IRIS;REG;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;P17_ACT1564;P17_ACTOCC1564;P17_CHOM1564;P17_INACT1564;P17_ETUD1564;P17_RETR1564;P17_AINACT1564;C17_ACT1564_CS1;C17_ACT1564_CS2;C17_ACT1564_CS3;C17_ACT1564_CS4;C17_ACT1564_CS5;C17_ACT1564_CS6;P17_ACTOCC15P_TP;P17_SAL15P_TP;P17_SAL15P_CDI;P17_SAL15P_CDD;P17_SAL15P_INTERIM;P17_SAL15P_EMPAID;P17_SAL15P_APPR;P17_NSAL15P_INDEP;P17_NSAL15P_EMPLOY;P17_NSAL15P_AIDFAM;P17_ACTOCC15P_ILT1;P17_ACTOCC15P_ILT2P;P17_ACTOCC15P_ILT2;P17_ACTOCC15P_ILT3;P17_ACTOCC15P_ILT4;P17_ACTOCC15P_ILT5;C17_ACTOCC15P;C17_ACTOCC15P_PAS;C17_ACTOCC15P_MAR;C17_ACTOCC15P_VELO;C17_ACTOCC15P_2ROUESMOT;C17_ACTOCC15P_VOIT;C17_ACTOCC15P_TCOM
974010101;4;974;9D402;97401;ZZZZZZ;9740101;H;Z;2861;2054;807;1062;422;125;515;46;175;400;709;884;494;410;340;1272;234;13;64;33;323;130;10;747;1333;1323;0;8;3;2061;85;110;5;41;1738;83
974010102;4;974;9D402;97401;ZZZZZZ;9740101;H;Z;1782;1356;426;525;207;110;208;59;105;219;425;571;343;274;231;930;128;0;39;18;156;88;5;476;888;872;0;10;5;1363;71;43;8;26;1184;31
974010201;4;974;9D402;97401;ZZZZZZ;9740102;H;Z;831;585;246;387;130;39;217;23;61;20;167;327;184;184;148;353;74;5;38;8;74;26;8;266;319;319;0;0;0;585;44;38;3;3;488;10
974010202;4;974;9D402;97401;ZZZZZZ;9740102;D;Z;8;8;0;0;0;0;0;3;3;0;0;0;3;3;0;0;0;0;0;0;8;0;0;5;3;3;0;0;0;8;0;0;0;0;5;3
974020101;4;974;9D301;97402;ZZZZZZ;9740201;H;Z;1536;1061;474;624;249;102;272;28;67;137;324;576;322;186;173;697;128;8;64;18;106;49;3;391;681;675;0;3;3;1072;36;82;20;13;893;28
974020102;4;974;9D301;97402;ZZZZZZ;9740201;H;Z;1530;1126;404;595;220;87;288;48;79;150;337;544;304;207;179;765;146;13;31;13;105;65;5;356;785;785;0;0;0;1142;41;54;42;10;949;46
974020103;4;974;9D301;97402;ZZZZZZ;9740201;H;Z;825;551;274;392;112;54;226;46;51;39;161;268;212;109;97;339;87;0;23;3;71;26;8;217;339;339;0;0;0;556;34;48;8;8;436;23
974020104;4;974;9D301;97402;ZZZZZZ;9740201;H;Z;2274;1347;928;725;261;46;418;16;82;91;376;885;612;305;292;869;217;18;107;23;92;36;0;472;891;888;0;3;0;1362;51;114;38;23;1066;69
974020105;4;974;9D301;97402;ZZZZZZ;9740201;D;Z;8;5;3;8;5;0;3;3;0;0;5;0;0;3;3;3;0;0;0;0;3;0;0;3;3;3;0;0;0;5;3;0;0;0;3;0
974030101;4;974;9D601;97403;ZZZZZZ;9740301;H;4;1682;1196;486;613;205;114;294;10;110;115;364;628;379;347;313;705;207;14;83;29;118;51;0;514;692;688;0;3;1;1196;40;164;20;40;902;30
974030102;4;974;9D601;97403;ZZZZZZ;9740301;H;4;1537;1096;441;589;205;119;265;45;100;105;399;468;314;268;235;655;162;8;59;17;144;57;4;394;712;711;0;1;0;976;35;60;25;40;797;20
974030103;4;974;9D601;97403;ZZZZZZ;9740301;D;4;5;3;2;1;0;0;1;0;0;0;10;0;10;0;0;2;0;0;0;0;1;0;0;0;3;3;0;0;0;10;0;0;0;0;10;0
974040101;4;974;9D402;97404;974312;9740401;H;1;2252;1557;695;763;292;129;341;33;121;204;589;710;453;365;302;1027;130;18;56;44;205;96;0;675;902;882;0;15;5;1577;72;103;21;51;1275;55
974040102;4;974;9D402;97404;974301;9740401;H;1;1471;1008;463;436;170;60;206;18;73;174;277;516;327;227;202;670;111;3;63;25;64;66;10;452;558;556;0;0;2;1011;33;78;25;38;811;25
974040201;4;974;9D402;97404;974301;9740402;H;1;1270;881;389;459;127;73;260;30;111;117;233;388;341;202;164;527;106;0;58;15;121;56;3;482;404;399;0;5;0;886;18;43;0;23;767;35
974040301;4;974;9D402;97404;974312;9740403;H;1;931;768;163;345;149;114;82;13;89;240;277;218;66;117;84;522;38;3;10;10;107;101;0;254;537;530;0;8;0;791;40;41;8;15;682;5
974040401;4;974;9D402;97404;974301;9740404;H;1;481;385;96;240;78;48;114;48;38;35;92;174;81;101;85;221;37;3;15;3;69;33;5;200;186;183;0;2;0;385;41;3;0;10;324;7
974040501;4;974;9D402;97404;974312;9740405;H;2;373;321;52;145;43;30;73;5;35;63;138;88;40;55;40;203;55;0;0;0;48;20;5;78;253;253;0;0;0;331;20;0;0;13;298;0
974050101;4;974;9D302;97405;ZZZZZZ;9740501;H;1;1292;887;405;521;162;135;224;46;67;110;273;507;216;164;139;598;93;13;42;17;97;43;7;383;527;527;0;0;0;910;20;60;3;20;776;32
974050102;4;974;9D302;97405;ZZZZZZ;9740501;H;1;2174;1399;775;993;307;184;503;73;134;96;443;814;474;291;254;860;194;15;67;40;144;87;3;561;849;844;0;5;0;1409;46;60;13;25;1229;37
974050103;4;974;9D302;97405;ZZZZZZ;9740501;H;1;1070;746;324;392;127;82;183;67;87;109;253;303;190;112;95;454;84;0;15;7;131;55;7;297;456;454;0;3;0;754;25;20;3;30;664;12
974050104;4;974;9D302;97405;ZZZZZZ;9740501;D;3;37;36;1;6;5;0;1;13;3;0;5;8;5;1;1;21;3;0;0;0;8;0;5;20;16;16;0;0;0;33;13;0;0;0;20;0
974050201;4;974;9D302;97405;ZZZZZZ;9740502;H;1;899;594;306;411;117;42;251;33;45;22;188;294;252;140;115;371;66;0;37;10;70;35;5;266;328;328;0;0;0;594;25;30;3;28;492;17
974060000;4;974;9D101;97406;ZZZZZZ;9740600;Z;5;2833;1922;911;1247;455;226;566;114;201;134;470;1032;696;510;464;1081;298;8;203;31;186;123;3;917;1017;1010;0;3;3;1889;93;155;21;0;1553;67
974070101;4;974;9D602;97407;974361;9740701;H;2;986;464;522;530;254;33;243;0;41;13;123;341;330;108;92;310;56;13;38;10;36;15;0;335;144;144;0;0;0;479;20;82;44;10;298;26
974070102;4;974;9D602;97407;974361;9740701;H;1;1012;671;341;471;171;67;233;8;108;66;201;351;209;115;89;422;85;15;28;10;82;59;0;487;214;212;0;3;0;708;49;117;46;8;464;25
974070201;4;974;9D602;97407;974351;9740702;H;1;1635;889;746;779;309;76;394;3;78;41;278;534;497;190;177;577;153;36;41;19;41;28;3;604;292;287;0;2;3;894;28;143;43;31;594;56
974070301;4;974;9D602;97407;974351;9740703;H;2;1300;723;577;718;256;79;383;0;51;15;182;463;421;178;170;465;114;30;23;43;31;25;0;493;238;238;0;0;0;731;23;77;38;23;497;73
974070302;4;974;9D602;97407;974351;9740703;H;2;1187;570;617;590;132;84;373;0;15;0;148;442;394;115;115;369;97;15;33;41;10;8;0;374;199;199;0;0;0;572;8;104;18;13;382;48
974070401;4;974;9D602;97407;974331;9740704;H;2;1325;686;639;767;220;61;485;3;13;18;181;494;460;190;182;486;90;15;39;41;13;5;0;428;260;260;0;0;0;689;10;79;46;21;481;51
974070402;4;974;9D602;97407;974331;9740704;H;2;705;392;313;407;142;25;239;8;38;8;99;272;178;79;68;224;107;2;13;10;31;13;0;280;120;120;0;0;0;400;0;56;20;15;272;36
974070501;4;974;9D602;97407;974341;9740705;H;2;747;390;358;327;124;33;169;0;31;8;121;260;258;83;83;311;38;10;8;13;18;3;0;253;147;147;0;0;0;399;13;51;23;5;271;36
974070502;4;974;9D602;97407;974341;9740705;H;2;753;476;277;367;185;41;142;5;33;23;134;294;195;78;73;317;71;15;8;23;20;23;0;329;147;142;0;5;0;476;13;53;41;13;342;15
974070503;4;974;9D602;97407;974341;9740705;H;2;1066;522;544;524;231;38;254;0;28;5;145;430;265;104;104;336;96;13;31;28;18;5;0;331;196;194;0;3;0;527;3;92;41;5;349;38
974070504;4;974;9D602;97407;974341;9740705;H;2;1041;488;553;476;218;20;238;0;15;28;165;324;303;91;91;338;59;2;33;28;25;8;0;330;163;163;0;0;0;493;20;69;25;3;350;25
974070601;4;974;9D602;97407;974331;9740706;H;1;1288;797;491;1082;207;37;839;2;42;58;237;426;394;154;138;620;89;9;18;20;43;15;0;468;345;343;0;1;1;820;51;80;24;14;581;70
974070602;4;974;9D602;97407;974331;9740706;H;2;1109;535;574;590;195;53;342;0;59;18;116;352;379;152;137;287;126;12;13;20;56;20;0;310;225;225;0;0;0;535;18;63;13;13;378;51
974070701;4;974;9D602;97407;974361;9740707;A;2;287;184;103;82;30;0;52;0;4;5;18;161;79;35;35;134;41;0;9;3;1;0;0;158;29;29;0;0;0;187;5;101;5;3;60;13
974070702;4;974;9D602;97407;974331;9740707;A;2;31;26;5;10;0;0;10;0;2;0;10;5;10;8;5;13;2;3;3;3;3;2;0;21;8;8;0;0;0;28;8;0;0;0;21;0
974070703;4;974;9D602;97407;974361;9740707;A;2;88;67;21;47;10;14;23;1;5;7;36;20;14;11;7;49;6;2;0;0;10;0;0;44;24;24;0;0;0;67;8;0;1;5;54;0
974080101;4;974;9D602;97408;974371;9740801;H;2;1132;747;385;476;166;47;262;5;52;89;235;419;242;120;105;504;100;5;35;15;57;41;3;280;479;479;0;0;0;759;22;60;26;15;591;44
974080102;4;974;9D602;97408;974371;9740801;H;1;1373;1083;291;472;156;112;204;0;81;218;452;365;230;158;129;780;122;6;19;21;94;53;0;345;750;745;0;2;2;1095;27;27;10;41;960;30
974080103;4;974;9D602;97408;974371;9740801;H;1;1360;1107;253;495;235;63;197;5;124;208;399;384;193;127;112;775;91;15;25;12;88;105;0;380;732;725;0;5;2;1112;34;43;22;35;955;23
974080201;4;974;9D602;97408;974381;9740802;H;1;2372;1702;670;878;373;139;366;5;97;250;559;796;481;243;222;1158;253;20;67;45;89;77;2;589;1123;1105;0;15;3;1710;25;117;20;67;1414;66
974080301;4;974;9D602;97408;974381;9740803;H;1;3817;2835;983;1219;534;162;523;5;176;393;1045;1193;764;420;369;1981;362;50;99;72;168;109;5;913;1934;1916;0;17;1;2847;63;135;46;79;2398;126
974080302;4;974;9D602;97408;974391;9740803;D;2;6;3;3;0;0;0;0;0;0;0;0;3;3;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;3;0
974080303;4;974;9D602;97408;974391;9740803;D;2;60;27;32;12;2;0;10;0;10;2;0;20;15;2;2;10;5;0;0;0;12;0;0;27;0;0;0;0;0;27;2;25;0;0;0;0
974080304;4;974;9D602;97408;974391;9740803;D;2;35;10;25;16;7;0;8;0;0;0;8;10;14;2;2;5;2;0;2;0;0;0;0;10;0;0;0;0;0;10;0;10;0;0;0;0
974080401;4;974;9D602;97408;974381;9740804;H;1;1703;1415;288;599;191;120;288;0;114;263;564;438;295;193;172;1040;158;11;15;18;98;87;0;449;976;969;0;5;2;1426;10;29;11;31;1319;25
974080501;4;974;9D602;97408;974391;9740805;H;1;1962;1635;327;716;273;99;344;16;112;276;588;550;371;235;191;1175;178;2;33;24;145;82;2;497;1145;1137;0;9;0;1642;21;49;18;48;1449;57
974080601;4;974;9D602;97408;974391;9740806;H;1;1578;1309;269;520;235;95;190;6;103;329;480;352;268;150;131;952;125;8;20;13;111;94;0;265;1058;1048;0;10;0;1322;12;20;8;42;1201;39
974080602;4;974;9D602;97408;974391;9740806;D;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
974080701;4;974;9D602;97408;974391;9740807;H;1;718;515;203;360;89;59;213;15;55;30;123;279;187;110;95;325;76;11;22;2;64;13;0;239;276;257;0;19;0;515;37;20;6;18;395;39
974090101;4;974;9D502;97409;974401;9740901;H;1;1084;676;408;613;241;55;318;18;95;48;187;406;242;117;108;416;101;5;15;19;80;61;3;413;286;286;0;0;0;717;35;52;10;10;582;27
974090102;4;974;9D502;97409;974401;9740901;H;1;1715;1107;608;1078;337;109;631;6;117;74;309;659;344;245;225;717;210;2;28;23;70;74;0;641;484;484;0;0;0;1124;35;161;21;22;852;34
974090103;4;974;9D502;97409;974441;9740901;H;2;843;443;400;442;162;25;255;0;38;52;123;334;165;91;68;287;61;0;13;8;45;35;5;259;195;195;0;0;0;453;18;62;5;10;351;8
974090104;4;974;9D502;97409;974431;9740901;H;2;1259;645;614;897;278;61;558;0;84;28;130;549;230;141;120;406;113;0;18;8;56;46;3;386;264;248;0;13;3;645;18;157;8;13;412;38
974090105;4;974;9D502;97409;974401;9740901;H;1;2728;1622;1106;1471;528;141;803;18;134;78;477;902;761;334;301;1073;291;10;18;35;121;99;5;886;766;766;0;0;0;1652;58;108;30;20;1416;20
974090201;4;974;9D502;97409;974411;9740902;H;1;1104;751;353;568;241;33;294;5;63;51;201;441;257;165;150;513;130;0;20;8;45;38;5;416;343;340;0;3;0;759;20;64;8;8;635;25
974090202;4;974;9D502;97409;974411;9740902;H;1;1764;1050;714;881;323;106;453;2;111;88;255;667;429;222;209;651;222;7;13;35;71;58;0;520;537;535;0;3;0;1057;25;58;15;18;868;73
974090203;4;974;9D502;97409;974411;9740902;H;1;1477;984;494;727;291;53;382;3;123;73;242;556;355;210;180;655;145;10;29;9;86;56;0;510;479;479;0;0;0;986;23;33;28;18;861;23
974090301;4;974;9D502;97409;974421;9740903;H;1;3669;2573;1096;1511;675;155;680;28;299;272;851;1232;721;425;364;1690;321;19;41;68;257;180;8;1207;1376;1376;0;0;0;2583;64;58;41;35;2325;60
974090401;4;974;9D502;97409;974421;9740904;H;1;1938;1367;570;893;332;64;498;18;147;121;429;683;457;229;208;989;173;3;13;35;82;74;5;622;751;746;0;3;3;1372;30;30;25;33;1207;46
974090501;4;974;9D502;97409;974421;9740905;H;1;1358;982;377;924;327;54;543;37;119;71;201;502;351;204;182;593;190;5;20;13;136;55;2;552;463;461;0;3;0;1022;49;71;15;21;831;35
974090601;4;974;9D502;97409;974431;9740906;H;1;802;507;294;464;159;56;250;3;28;45;142;314;189;121;109;348;96;5;8;5;18;36;0;214;301;299;0;3;0;507;20;45;5;10;416;10
974090602;4;974;9D502;97409;974431;9740906;H;1;903;477;426;696;192;54;451;3;33;15;97;351;312;155;152;337;97;0;15;8;30;5;0;276;216;216;0;0;0;492;3;82;0;3;390;15
974090701;4;974;9D502;97409;974441;9740907;H;1;1658;1121;537;1004;328;113;564;18;126;83;242;629;380;235;220;612;233;0;28;67;89;95;3;587;539;539;0;0;0;1127;30;66;23;15;912;80
974090801;4;974;9D502;97409;974441;9740908;H;1;1435;1053;382;634;204;88;343;57;97;109;260;478;321;191;176;643;153;8;15;31;99;102;5;527;529;526;0;2;0;1056;31;61;8;8;906;43
974100101;4;974;9D404;97410;974451;9741001;H;2;1337;736;600;1039;358;103;579;3;43;69;209;539;292;207;195;479;135;0;20;23;47;40;2;519;227;227;0;0;0;751;45;179;5;3;482;38
974100102;4;974;9D404;97410;974451;9741001;H;1;1308;734;574;820;302;100;418;0;55;50;151;511;345;177;174;479;131;8;38;23;51;33;0;517;245;244;0;1;0;760;30;128;5;13;544;40
974100103;4;974;9D404;97410;974461;9741001;H;2;657;343;314;426;138;50;237;0;25;10;101;239;190;78;75;230;58;5;8;13;25;5;0;211;132;129;0;3;0;343;20;50;8;5;242;18
974100104;4;974;9D404;97410;974461;9741001;H;1;862;420;442;435;123;25;287;0;18;3;83;362;226;108;95;257;96;0;23;10;15;20;0;309;111;111;0;0;0;420;15;58;10;13;287;38
974100105;4;974;9D404;97410;974461;9741001;H;1;1200;762;437;916;267;83;566;8;60;55;204;456;289;183;163;544;110;8;23;5;30;50;3;483;289;287;0;0;2;772;8;91;10;18;609;38
974100106;4;974;9D404;97410;974471;9741001;H;1;1479;862;616;994;309;75;610;60;76;55;202;519;342;143;138;551;133;10;20;15;102;43;10;494;389;384;0;0;5;883;58;55;3;5;717;45
974100107;4;974;9D404;97410;974471;9741001;H;1;1419;957;462;641;226;69;346;18;68;65;320;529;334;143;126;690;133;10;13;3;89;38;0;537;438;438;0;0;0;975;20;21;10;13;883;28
974100108;4;974;9D404;97410;974471;9741001;H;1;1716;1188;528;683;249;88;346;43;88;133;350;551;432;182;139;836;131;10;15;11;146;46;13;671;538;538;0;0;0;1205;50;43;2;30;1036;43
974100109;4;974;9D404;97410;974451;9741001;H;1;1573;1137;436;746;323;104;319;15;91;128;345;568;343;101;80;830;131;10;2;30;104;51;0;554;604;601;0;0;3;1158;33;38;25;23;1007;33
974100110;4;974;9D404;97410;974471;9741001;D;2;5;5;0;15;3;0;13;0;3;0;3;0;0;3;3;0;3;0;0;0;3;0;0;3;3;3;0;0;0;5;3;0;0;0;3;0
974100201;4;974;9D404;97410;974481;9741002;H;1;1355;868;488;789;277;68;444;50;70;33;224;492;373;161;151;568;121;2;23;13;91;48;8;523;349;344;0;3;3;873;58;63;10;8;707;28
974100202;4;974;9D404;97410;974481;9741002;H;1;1567;955;612;874;289;68;516;64;63;43;233;594;369;139;134;648;138;11;5;10;114;53;3;626;357;357;0;0;0;975;45;50;2;8;839;30
974100203;4;974;9D404;97410;974481;9741002;H;1;900;631;269;493;169;45;278;170;64;10;116;297;166;80;50;318;50;3;10;9;213;38;10;444;207;200;0;8;0;651;33;45;0;3;550;20
974100204;4;974;9D404;97410;974481;9741002;D;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
974110101;4;974;9D603;97411;974101;9741101;H;2;1093;845;248;309;127;49;133;3;33;77;243;509;216;137;120;527;128;3;26;123;29;23;0;744;114;111;0;2;0;871;28;131;33;25;462;194
974110102;4;974;9D603;97411;974101;9741101;H;2;1450;1013;437;591;286;59;246;0;44;170;319;539;261;155;144;734;148;0;28;23;55;26;5;819;202;197;0;5;0;1021;13;229;30;30;620;99
974110103;4;974;9D603;97411;974091;9741101;H;2;1187;1016;171;309;112;36;161;0;143;287;388;271;85;103;80;663;105;5;0;22;75;163;2;851;183;172;0;4;8;1043;54;330;26;38;540;56
974110104;4;974;9D603;97411;974091;9741101;H;2;603;470;133;264;97;31;135;0;88;113;152;170;22;69;59;302;52;0;10;3;46;99;0;451;61;56;0;2;3;514;46;181;8;18;231;31
974110105;4;974;9D603;97411;974121;9741101;H;2;1555;1034;521;903;385;86;432;3;140;205;333;569;182;219;180;624;130;8;43;35;136;96;0;923;150;145;0;0;5;1072;56;274;15;31;538;158
974110106;4;974;9D603;97411;974131;9741101;H;3;1021;599;422;433;137;57;240;0;47;99;201;391;184;135;126;455;80;9;5;16;31;10;0;509;98;98;0;0;0;607;16;90;24;16;311;151
974110107;4;974;9D603;97411;974061;9741101;H;2;917;551;366;667;295;46;327;3;26;69;164;383;125;141;131;449;45;0;15;19;17;23;0;449;120;114;0;5;1;555;9;79;40;4;346;78
974110108;4;974;9D603;97411;974131;9741101;H;3;759;427;332;439;158;46;235;0;33;33;120;284;198;133;125;276;70;2;35;8;33;8;0;369;63;60;0;3;0;432;18;71;28;13;202;100
974110109;4;974;9D603;97411;974131;9741101;H;3;793;607;186;488;167;75;246;0;38;87;201;275;159;115;108;436;52;0;45;20;38;23;0;496;117;117;0;0;0;608;0;93;5;10;423;77
974110110;4;974;9D603;97411;974121;9741101;H;2;977;740;238;336;134;70;133;5;81;182;312;282;54;111;86;487;86;6;1;19;66;93;0;643;116;116;0;0;0;759;20;159;32;14;494;40
974110111;4;974;9D603;97411;974091;9741101;H;2;739;627;113;276;117;54;105;0;63;239;212;177;38;90;76;432;51;2;11;8;62;101;0;570;98;98;0;0;0;669;30;166;13;20;422;18
974110112;4;974;9D603;97411;974101;9741101;H;2;678;518;160;279;129;52;98;0;38;166;191;188;63;64;59;396;46;0;8;15;36;37;0;446;91;86;0;5;0;536;13;155;13;23;298;35
974110113;4;974;9D603;97411;974111;9741101;H;2;774;530;244;311;128;28;155;0;36;69;173;270;162;114;107;366;52;10;39;10;36;21;0;453;80;72;0;5;2;533;5;104;13;30;307;72
974110114;4;974;9D603;97411;974121;9741101;H;2;1714;1110;605;691;265;92;334;10;96;205;383;612;258;177;167;810;128;13;43;33;47;40;0;907;208;202;0;6;0;1115;15;235;41;27;677;120
974110115;4;974;9D603;97411;974111;9741101;H;2;608;446;162;220;78;77;66;0;28;76;154;208;112;72;59;302;33;3;30;10;40;33;3;383;71;71;0;0;0;454;0;43;3;8;360;40
974110116;4;974;9D603;97411;974111;9741101;H;2;1214;1026;188;335;156;91;88;3;92;328;414;276;80;95;77;714;96;0;13;15;118;96;0;865;186;181;0;2;3;1053;20;48;23;23;912;28
974110201;4;974;9D603;97411;974031;9741102;H;2;2080;1501;579;906;447;99;360;0;72;279;550;708;361;255;230;1026;217;18;63;49;83;61;0;1271;246;246;0;0;0;1517;30;220;3;52;1061;151
974110202;4;974;9D603;97411;974031;9741102;H;1;1392;1081;311;525;218;85;222;0;70;317;305;399;220;188;175;771;120;0;42;18;64;95;0;889;222;220;0;2;0;1111;13;34;5;69;888;102
974110203;4;974;9D603;97411;974031;9741102;A;2;8;8;0;3;3;0;0;0;0;0;3;5;0;0;0;8;0;0;0;0;0;0;0;8;0;0;0;0;0;8;5;0;0;0;3;0
974110301;4;974;9D603;97411;974021;9741103;H;1;856;614;242;254;97;51;105;5;46;66;178;310;214;104;92;431;90;2;15;10;46;25;0;503;116;113;0;2;0;619;5;27;0;10;496;81
974110302;4;974;9D603;97411;974021;9741103;D;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
974110401;4;974;9D603;97411;974041;9741104;H;1;479;384;96;152;62;34;56;0;36;75;126;148;84;41;33;279;44;3;13;0;23;25;3;304;85;85;0;0;0;389;3;15;5;13;335;18
974110402;4;974;9D603;97411;974041;9741104;H;1;904;629;275;312;118;38;155;5;41;73;164;298;289;160;140;425;80;5;38;20;38;36;3;526;119;119;0;0;0;642;13;52;0;23;506;49
974110403;4;974;9D603;97411;974041;9741104;D;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
974110501;4;974;9D603;97411;974051;9741105;H;3;851;557;294;374;106;69;199;0;39;49;116;372;199;156;144;402;55;3;38;15;23;34;0;509;61;61;0;0;0;570;18;78;15;15;345;98
974110502;4;974;9D603;97411;974051;9741105;H;3;829;497;333;377;122;54;202;0;41;35;107;322;224;127;114;361;75;2;15;8;18;36;0;423;94;94;0;0;0;512;5;88;8;8;336;68
974110503;4;974;9D603;97411;974051;9741105;H;3;1477;1083;395;571;269;74;228;0;61;205;506;401;195;181;159;747;151;8;35;34;89;39;3;865;239;235;0;1;3;1103;20;44;10;27;916;86
974110504;4;974;9D603;97411;974061;9741105;H;2;2167;1664;503;683;303;113;267;0;101;366;641;720;233;283;245;1140;215;15;66;58;126;82;0;1342;361;356;0;5;0;1704;20;58;18;54;1386;168
974110505;4;974;9D603;97411;974061;9741105;H;2;1224;825;399;459;196;37;227;3;52;100;308;484;203;134;128;558;134;16;33;21;35;39;0;652;184;179;0;5;0;836;18;53;14;24;602;125
974110601;4;974;9D603;97411;974071;9741106;H;2;1577;950;628;652;243;82;327;3;59;101;356;581;319;223;213;685;98;13;52;36;53;21;3;806;155;151;0;0;4;964;28;72;13;55;633;163
974110602;4;974;9D603;97411;974071;9741106;H;2;1832;1065;767;807;364;67;376;8;83;113;246;846;372;259;244;759;143;15;48;20;58;25;5;897;176;168;0;7;0;1073;28;110;18;15;664;238
974110603;4;974;9D603;97411;974071;9741106;H;2;1414;923;491;754;339;28;387;3;52;81;326;539;313;235;208;653;123;15;23;26;71;36;0;777;170;165;0;3;3;946;21;93;8;21;655;148
974110604;4;974;9D603;97411;974081;9741106;H;2;1134;630;504;580;245;77;259;0;74;55;248;384;204;172;160;371;127;6;34;26;33;39;0;472;163;163;0;0;0;635;8;58;8;11;448;103
974110605;4;974;9D603;97411;974081;9741106;H;2;1119;668;450;551;275;57;219;1;57;82;250;374;236;137;127;444;97;10;26;23;49;20;1;550;121;121;0;0;0;671;8;57;11;13;459;122
974110606;4;974;9D603;97411;974081;9741106;H;2;2309;1724;585;1097;706;98;293;5;101;292;646;787;344;232;207;1148;260;10;69;95;98;62;0;1266;475;470;0;2;3;1742;10;146;30;45;1288;223
974110701;4;974;9D603;97411;974151;9741107;H;3;845;513;332;450;157;33;260;0;28;13;93;388;262;108;103;376;81;5;20;5;20;13;0;446;75;75;0;0;0;521;13;82;21;3;311;91
974110702;4;974;9D603;97411;974151;9741107;H;3;688;355;332;325;112;41;173;0;10;5;94;255;221;89;89;276;38;0;23;10;13;3;0;297;66;63;0;3;0;363;8;43;3;5;198;107
974110703;4;974;9D603;97411;974151;9741107;H;3;734;407;327;936;734;13;189;0;19;8;117;301;174;121;115;292;64;5;20;23;11;3;0;343;76;76;0;0;0;405;0;46;5;0;246;107
974110704;4;974;9D603;97411;974141;9741107;H;3;789;452;337;418;183;25;210;0;35;30;153;310;172;134;132;292;65;3;39;13;20;28;0;381;78;76;0;3;0;459;3;45;10;11;306;85
974110705;4;974;9D603;97411;974141;9741107;H;3;1042;703;338;463;187;40;236;0;63;71;219;379;224;133;123;480;71;5;41;31;52;34;0;573;141;140;0;1;0;714;43;76;4;10;466;115
974110706;4;974;9D603;97411;974141;9741107;H;3;512;264;248;284;88;43;152;0;15;8;105;196;138;102;100;173;61;5;13;5;18;5;0;233;46;46;0;0;0;279;13;28;7;3;157;72
974110707;4;974;9D603;97411;974151;9741107;H;3;784;385;400;368;101;36;231;0;21;10;58;339;263;154;146;212;106;8;30;10;11;10;0;344;43;40;0;3;0;387;11;93;25;3;170;86
974110708;4;974;9D603;97411;974141;9741107;H;3;502;262;240;284;123;8;154;0;21;31;51;172;159;72;67;154;36;5;31;8;30;0;0;215;49;46;0;3;0;264;10;28;8;8;165;44
974110709;4;974;9D603;97411;974141;9741107;A;3;55;53;2;8;3;0;5;0;3;28;13;8;5;2;2;30;15;0;0;0;2;8;0;40;15;15;0;0;0;55;5;8;2;0;40;0
974110801;4;974;9D603;97411;974171;9741108;H;3;757;433;324;382;182;30;169;0;18;32;119;285;194;131;126;271;82;16;31;18;13;3;0;335;98;98;0;0;0;427;13;38;0;0;285;92
974110802;4;974;9D603;97411;974171;9741108;H;3;1292;827;464;573;310;43;220;0;40;68;245;539;272;155;142;574;107;13;36;43;40;20;3;637;198;190;0;8;0;835;8;30;13;3;586;196
974110803;4;974;9D603;97411;974161;9741108;H;1;1356;1012;344;598;252;100;246;8;126;175;321;437;216;127;124;754;79;3;29;10;76;65;3;844;173;171;0;3;0;1016;26;20;8;33;883;46
974110804;4;974;9D603;97411;974161;9741108;H;2;1238;774;464;659;386;48;225;0;70;36;273;478;300;200;186;505;134;8;34;20;51;32;0;608;176;176;0;0;0;784;15;53;3;26;552;136
974110805;4;974;9D603;97411;974161;9741108;H;2;1347;1015;332;511;224;101;186;3;62;128;394;480;219;135;127;776;94;9;36;31;46;33;0;795;231;228;0;3;0;1025;20;45;10;41;807;101
974110806;4;974;9D603;97411;974161;9741108;H;2;722;501;222;584;386;71;127;0;15;64;230;257;106;108;108;340;86;8;18;40;5;10;0;387;119;116;0;3;0;506;15;35;10;13;357;75
974110807;4;974;9D603;97411;974171;9741108;A;3;18;11;7;391;389;0;2;0;0;0;5;8;10;1;1;10;0;0;0;1;0;0;0;10;1;0;0;1;0;15;0;10;0;0;5;0
