IRIS;REG;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;P17_ACT1564;P17_ACTOCC1564;P17_CHOM1564;P17_INACT1564;P17_ETUD1564;P17_RETR1564;P17_AINACT1564;C17_ACT1564_CS1;C17_ACT1564_CS2;C17_ACT1564_CS3;C17_ACT1564_CS4;C17_ACT1564_CS5;C17_ACT1564_CS6;P17_ACTOCC15P_TP;P17_SAL15P_TP;P17_SAL15P_CDI;P17_SAL15P_CDD;P17_SAL15P_INTERIM;P17_SAL15P_EMPAID;P17_SAL15P_APPR;P17_NSAL15P_INDEP;P17_NSAL15P_EMPLOY;P17_NSAL15P_AIDFAM;P17_ACTOCC15P_ILT1;P17_ACTOCC15P_ILT2P;P17_ACTOCC15P_ILT2;P17_ACTOCC15P_ILT3;P17_ACTOCC15P_ILT4;P17_ACTOCC15P_ILT5;C17_ACTOCC15P;C17_ACTOCC15P_PAS;C17_ACTOCC15P_MAR;C17_ACTOCC15P_VELO;C17_ACTOCC15P_2ROUESMOT;C17_ACTOCC15P_VOIT;C17_ACTOCC15P_TCOM
974190302;4;974;9D202;97419;ZZZZZZ;9741903;D;4;5;3;2;7;2;0;5;0;0;0;0;0;0;1;1;0;1;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
974190303;4;974;9D202;97419;ZZZZZZ;9741903;D;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
974190401;4;974;9D202;97419;ZZZZZZ;9741904;H;4;292;179;113;125;43;14;68;25;20;0;45;85;50;46;38;98;33;2;6;6;20;16;0;80;101;101;0;0;0;185;15;10;0;0;160;0
974190402;4;974;9D202;97419;ZZZZZZ;9741904;D;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
974200101;4;974;9D401;97420;974721;9742001;H;2;850;539;312;378;174;35;168;5;18;56;142;345;202;152;139;344;91;13;30;13;35;18;0;167;377;377;0;0;0;544;3;63;8;5;383;83
974200102;4;974;9D401;97420;974721;9742001;H;1;845;509;336;346;125;33;188;3;59;20;148;282;249;107;99;338;71;5;23;13;36;23;0;198;311;311;0;0;0;509;28;43;13;13;377;35
974200201;4;974;9D401;97420;974731;9742002;H;1;1843;1294;549;588;273;95;221;5;114;128;428;678;356;181;173;896;184;2;39;40;91;47;0;373;925;920;0;5;0;1299;33;58;8;13;1116;71
974200202;4;974;9D401;97420;974731;9742002;H;1;1219;841;378;418;142;66;210;13;58;119;309;390;233;119;114;592;111;3;15;23;74;28;0;269;576;574;0;0;3;847;28;48;5;5;736;24
974200301;4;974;9D401;97420;974731;9742003;H;1;2217;1501;716;717;320;69;328;69;145;115;443;740;505;241;213;1013;150;13;51;23;163;76;13;476;1025;1025;0;0;0;1501;64;76;5;21;1292;43
974200302;4;974;9D401;97420;974731;9742003;D;2;5;0;5;2;0;0;2;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
974200401;4;974;9D401;97420;974721;9742004;H;1;2270;1619;651;1003;404;117;483;20;82;129;538;778;563;269;242;1220;152;13;41;38;118;58;0;404;1235;1227;0;3;5;1639;39;53;8;23;1438;79
974200501;4;974;9D401;97420;974721;9742005;H;1;1744;1138;606;785;357;68;360;9;81;86;305;663;450;238;220;790;165;8;38;39;54;41;3;412;725;722;0;1;3;1139;28;67;8;10;931;96
974200601;4;974;9D401;97420;974721;9742006;H;2;346;212;133;151;41;18;92;10;10;18;56;118;92;41;41;133;28;0;23;3;10;21;0;74;143;143;0;0;0;218;2;8;0;3;194;10
974210101;4;974;9D000;97421;ZZZZZZ;9742101;H;4;957;591;366;502;138;34;330;46;31;26;108;359;364;143;130;373;86;1;28;12;68;33;1;317;285;284;0;1;0;543;26;72;0;15;420;10
974210201;4;974;9D000;97421;ZZZZZZ;9742102;H;4;479;297;181;179;44;15;120;36;26;5;41;113;184;77;68;165;32;1;15;4;63;24;3;248;58;57;0;1;0;277;26;36;0;0;210;5
974210202;4;974;9D000;97421;ZZZZZZ;9742102;D;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
974210301;4;974;9D000;97421;ZZZZZZ;9742103;H;4;831;502;329;548;126;45;377;41;72;31;92;236;307;120;108;320;56;1;18;20;63;30;1;352;157;157;0;0;0;523;26;92;0;0;394;10
974210302;4;974;9D000;97421;ZZZZZZ;9742103;D;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
974210303;4;974;9D000;97421;ZZZZZZ;9742103;D;4;1;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
974210401;4;974;9D000;97421;ZZZZZZ;9742104;H;4;536;255;281;274;80;22;172;20;20;0;61;164;236;74;69;129;48;0;13;16;38;10;1;139;117;116;0;1;0;236;15;15;0;0;179;26
974210501;4;974;9D000;97421;ZZZZZZ;9742105;H;4;229;129;99;141;37;10;94;61;0;0;46;46;61;27;16;46;2;0;8;5;59;6;3;120;10;10;0;0;0;143;26;26;0;5;82;5
974220101;4;974;9D601;97422;974741;9742201;H;2;1244;738;505;597;233;97;266;3;95;118;264;457;180;165;142;428;143;5;39;5;85;40;3;403;346;338;0;8;0;749;33;98;0;28;547;43
974220102;4;974;9D601;97422;974741;9742201;H;1;850;614;236;383;161;53;169;8;110;71;191;281;145;134;113;328;98;3;26;20;76;75;5;366;266;266;0;0;0;630;55;86;0;0;454;36
974220103;4;974;9D601;97422;974741;9742201;H;1;1654;838;815;936;405;99;432;8;62;75;293;623;406;263;251;450;166;16;99;44;40;23;3;491;350;347;0;3;0;841;23;96;10;20;627;64
974220104;4;974;9D601;97422;974741;9742201;H;2;715;472;243;320;111;73;136;5;61;60;167;237;136;91;89;300;66;3;20;5;43;40;0;207;270;265;0;5;0;477;13;23;3;10;422;8
974220105;4;974;9D601;97422;974751;9742201;H;2;1212;787;426;596;277;102;217;7;71;85;300;441;222;203;183;529;96;0;61;10;67;35;0;435;363;358;0;5;0;799;31;71;8;18;644;28
974220106;4;974;9D601;97422;974751;9742201;H;1;1855;1181;674;850;340;178;333;10;129;137;430;663;340;321;278;643;192;15;93;45;131;74;2;625;572;567;0;5;0;1198;20;100;8;46;994;30
974220107;4;974;9D601;97422;974751;9742201;H;2;751;405;345;396;125;51;220;10;28;54;173;259;148;110;100;243;69;5;30;13;33;18;0;222;189;184;0;3;3;410;18;52;2;21;300;18
974220201;4;974;9D601;97422;974761;9742202;H;1;1536;1010;526;672;265;89;318;35;95;117;302;572;334;204;187;658;114;10;57;18;94;66;0;541;477;472;0;5;0;1018;12;58;5;15;905;23
974220202;4;974;9D601;97422;974761;9742202;H;1;1326;921;404;438;200;76;162;8;86;101;364;448;253;151;130;591;137;2;31;21;83;60;0;451;472;470;0;3;0;924;36;30;6;5;827;19
974220203;4;974;9D601;97422;974761;9742202;H;1;2297;1450;847;1165;600;133;432;13;129;162;488;866;481;287;265;963;192;5;70;50;103;84;3;735;735;728;0;8;0;1463;43;83;5;38;1234;60
974220204;4;974;9D601;97422;974781;9742202;H;1;1326;855;471;552;207;96;249;23;88;98;252;465;313;153;135;558;99;3;21;28;72;77;3;468;392;387;0;6;0;859;33;26;3;16;755;26
974220301;4;974;9D601;97422;974771;9742203;H;1;2387;1540;847;1020;361;168;490;42;143;123;445;926;523;328;286;975;207;14;84;37;148;80;8;850;703;695;0;8;0;1553;74;58;3;25;1342;52
974220401;4;974;9D601;97422;974771;9742204;H;1;1101;798;302;454;163;87;204;13;70;84;278;370;232;147;129;560;73;10;28;18;70;67;3;363;466;461;0;3;3;829;41;10;5;18;739;16
974220501;4;974;9D601;97422;974791;9742205;H;1;2045;1387;658;802;343;104;356;42;139;230;434;700;391;272;234;890;135;11;54;22;160;139;3;748;664;659;0;5;0;1413;53;86;8;43;1192;31
974220601;4;974;9D601;97422;974781;9742206;H;1;1506;1053;454;659;276;59;324;36;131;68;295;544;342;253;219;622;128;11;33;44;122;77;19;572;484;484;0;0;0;1055;42;44;3;31;919;18
974220701;4;974;9D601;97422;974781;9742207;H;1;1422;959;463;609;189;84;335;64;110;54;243;509;388;221;198;568;136;5;43;18;110;76;8;590;374;363;0;8;3;964;61;59;8;18;801;18
974220801;4;974;9D601;97422;974771;9742208;H;1;1718;1015;703;719;228;82;409;35;124;51;234;681;452;231;213;614;142;10;41;34;117;64;5;611;417;412;0;5;0;1028;71;36;6;10;884;21
974220901;4;974;9D601;97422;974791;9742209;H;1;1681;1028;653;612;193;87;332;62;66;71;341;544;448;248;231;619;184;8;33;35;110;40;5;571;464;462;0;0;3;1035;23;66;3;18;907;18
974221001;4;974;9D601;97422;974791;9742210;H;1;1600;1063;537;579;229;86;264;104;107;76;267;520;432;269;234;668;103;13;25;36;149;68;18;642;439;431;0;3;5;1081;59;51;3;33;930;5
974221101;4;974;9D601;97422;974791;9742211;H;1;1144;771;372;407;160;52;195;106;64;38;193;435;236;224;185;445;65;11;54;21;125;53;8;425;357;354;0;3;0;782;50;61;0;10;629;31
974221201;4;974;9D601;97422;974801;9742212;H;1;3010;1761;1249;1367;475;163;729;104;136;87;436;1062;852;446;411;1041;262;11;115;51;183;104;4;1154;615;610;0;5;0;1770;77;173;5;22;1435;58
974221202;4;974;9D601;97422;974801;9742212;H;1;1506;991;516;678;176;96;406;118;72;41;244;527;386;210;190;560;149;11;36;23;167;62;5;672;340;338;0;3;0;1012;43;38;5;8;893;25
974221203;4;974;9D601;97422;974801;9742212;H;1;1598;1036;562;569;182;84;302;136;106;43;248;525;401;235;210;522;137;10;42;51;175;90;10;762;276;271;0;3;3;1037;64;71;3;5;862;33
974221204;4;974;9D601;97422;974801;9742212;D;2;51;43;8;8;3;3;3;18;10;3;3;8;3;5;3;10;3;0;0;0;28;3;3;38;8;8;0;0;0;46;10;5;0;0;30;0
974221205;4;974;9D601;97422;974801;9742212;D;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
974230101;4;974;9D203;97423;ZZZZZZ;9742301;H;4;1457;912;545;562;166;74;322;10;71;20;263;524;444;246;227;550;160;7;78;22;62;40;4;381;541;535;0;5;1;850;31;66;5;5;663;80
974230102;4;974;9D203;97423;ZZZZZZ;9742301;H;4;1601;933;668;610;221;53;336;55;51;30;226;468;587;266;249;542;154;10;64;30;107;33;3;392;551;545;0;6;0;975;21;157;10;20;707;61
974230103;4;974;9D203;97423;ZZZZZZ;9742301;D;4;12;8;4;2;2;0;0;20;0;0;0;0;0;0;0;2;0;0;0;0;6;0;0;6;2;2;0;0;0;20;20;0;0;0;0;0
974230201;4;974;9D203;97423;ZZZZZZ;9742302;H;4;433;301;131;139;48;29;62;5;15;57;91;91;106;61;46;158;36;3;24;9;47;25;1;78;225;222;0;3;0;269;21;20;0;16;187;25
974240101;4;974;9D201;97424;ZZZZZZ;9742401;H;4;735;456;279;302;72;46;184;5;30;45;135;275;210;122;111;270;77;0;24;9;54;30;3;419;48;47;0;1;0;525;40;215;5;15;240;10
974240102;4;974;9D201;97424;ZZZZZZ;9742401;H;4;791;422;369;312;63;33;216;15;40;10;50;340;240;129;120;240;83;3;31;18;31;18;3;373;54;54;0;0;0;375;20;100;5;5;225;20
974240103;4;974;9D201;97424;ZZZZZZ;9742401;H;4;335;165;170;121;39;12;70;10;20;5;40;105;115;59;53;92;39;0;17;0;17;2;0;140;27;27;0;0;0;180;20;20;0;0;120;20
974240104;4;974;9D201;97424;ZZZZZZ;9742401;H;4;473;223;250;202;60;27;115;0;30;0;30;140;250;76;71;118;50;1;28;3;16;7;0;171;52;52;0;0;0;255;15;15;0;0;210;15
974240105;4;974;9D201;97424;ZZZZZZ;9742401;D;4;180;69;111;96;26;4;66;10;0;0;15;50;90;27;19;28;12;0;9;3;16;1;0;57;12;12;0;0;0;50;0;0;0;0;35;15
