INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
51108;51;511080102;;16710;21030;25900;0.44;0.213;83.9;77.5;3.2;3.2;21.1;4.2;6.1;2.6;2.3;1.2
51108;51;511080103;10.7;16560;22280;29090;0.56;0.266;73.2;65.2;1.7;6.3;32.8;6.8;4.8;1.8;1.9;1.1
51108;51;511080104;27.1;12840;16350;20690;0.48;0.222;63.3;;;;29.5;3.1;14.8;4.2;7.2;3.4
51108;51;511080105;8.9;17770;22460;29320;0.51;0.236;76.6;69.9;2.0;4.7;29.6;7.7;4.4;1.8;1.7;0.9
51108;51;511080202;41.1;11220;14240;18830;0.53;0.234;59.1;52.1;5.3;1.7;26.7;2.3;21.1;4.8;11.0;5.3
51108;51;511080203;22.7;13560;18680;24170;0.57;0.244;71.0;64.7;4.1;2.2;26.6;4.6;11.1;2.5;5.7;2.9
51108;51;511080204;9.6;18120;22810;29240;0.49;0.227;70.6;66.0;1.9;2.7;35.4;6.3;4.3;1.7;1.7;0.9
51108;51;511080301;36.2;11620;15790;21380;0.62;0.258;55.1;49.5;4.3;1.3;36.6;4.2;15.7;5.3;6.6;3.8
51108;51;511080302;32.6;11800;15710;20860;0.58;0.234;66.5;;;;25.6;3.2;15.6;4.0;7.5;4.1
51108;51;511080303;38.9;10850;15130;20550;0.64;0.251;61.7;55.0;5.2;1.5;25.5;4.4;18.8;5.6;8.3;4.9
51108;51;511080304;29.3;12460;17160;22230;0.57;0.244;70.4;64.3;4.3;1.8;24.4;3.8;13.8;4.1;6.3;3.4
51108;51;511080401;16.9;15130;21370;30200;0.71;0.34;76.5;66.0;2.6;7.9;26.8;12.2;6.0;1.6;2.8;1.6
51108;51;511080402;24.9;13180;18840;25940;0.68;0.289;81.1;71.5;3.9;5.7;19.2;6.3;10.1;2.9;4.6;2.6
51108;51;511080403;11.5;17500;22860;30040;0.55;0.298;79.8;67.8;2.3;9.7;25.2;10.5;4.6;1.2;2.2;1.2
51108;51;511080501;;18630;23780;31690;0.55;0.256;67.8;58.4;2.2;7.2;37.5;10.3;3.4;1.0;1.6;0.8
51108;51;511080502;38.1;11200;15620;21240;0.64;0.286;61.4;52.6;5.1;3.7;29.0;4.8;17.1;3.5;9.0;4.6
51108;51;511080503;41.4;10700;14670;20130;0.64;0.236;58.8;53.6;4.8;0.4;29.6;3.2;19.0;5.4;8.8;4.8
51108;51;511080601;19.5;14720;20190;25860;0.55;0.255;59.0;54.1;2.7;2.2;39.3;6.7;10.0;2.5;5.1;2.4
51108;51;511080602;15.7;15040;19430;24020;0.46;0.203;63.7;60.3;2.8;0.6;36.5;3.5;8.6;2.3;4.2;2.1
51108;51;511080603;14.8;16520;21070;26590;0.48;0.221;59.6;54.8;2.0;2.8;43.5;5.4;6.0;2.5;2.4;1.1
51108;51;511080604;;18320;21680;26660;0.38;0.175;60.1;56.3;1.6;2.2;45.4;4.8;3.8;2.1;1.2;0.5
51230;51;512300101;13.5;15880;21020;28620;0.61;0.281;79.3;66.5;3.5;9.3;23.8;8.2;5.9;1.8;2.7;1.4
51230;51;512300102;;18060;24830;32420;0.58;0.295;76.9;63.3;2.2;11.4;30.4;10.7;3.7;1.2;1.6;0.9
51230;51;512300201;16.2;15050;20060;25370;0.51;0.254;69.1;60.1;3.8;5.2;30.8;8.3;7.1;1.8;3.6;1.7
51230;51;512300301;15.8;15520;20290;27180;0.57;0.321;61.4;51.5;2.5;7.4;34.2;16.3;6.1;1.3;3.1;1.7
51230;51;512300302;13.1;16580;22030;30300;0.62;0.304;77.0;64.2;2.7;10.1;26.8;10.4;5.7;1.4;2.8;1.5
51230;51;512300401;47.0;10450;13660;17000;0.48;0.22;58.7;50.7;6.8;1.2;20.1;1.9;27.0;8.8;11.2;7.0
51230;51;512300402;;17450;22720;28900;0.5;0.27;63.3;53.2;2.7;7.4;37.6;13.1;4.2;1.2;2.0;1.0
51230;51;512300501;10.4;17480;21720;27870;0.48;0.233;72.2;63.6;2.4;6.2;31.2;8.6;5.6;1.6;2.7;1.3
51230;51;512300502;14.5;15660;21310;30770;0.71;0.313;73.4;61.1;2.9;9.4;29.6;11.3;5.3;1.6;2.4;1.3
51230;51;512300601;32.8;12260;16300;21020;0.54;0.229;68.7;61.7;5.4;1.6;23.7;3.1;16.0;4.8;7.4;3.8
51230;51;512300602;24.3;13220;17610;22470;0.53;0.235;57.4;49.8;4.1;3.5;38.9;4.7;11.6;3.1;5.6;2.9
51454;51;514540101;;20440;29270;42440;0.75;0.375;82.1;65.4;1.9;14.8;21.5;20.8;2.7;0.9;1.0;0.8
51454;51;514540201;12.3;16860;23020;34420;0.76;0.363;83.3;71.0;2.7;9.6;23.4;12.7;4.2;1.1;1.8;1.3
51454;51;514540202;11.6;18200;27020;37680;0.72;0.344;85.6;69.2;2.6;13.8;22.1;13.2;3.6;0.9;1.5;1.2
51454;51;514540203;11.8;17320;23300;31570;0.61;0.315;79.8;70.8;2.8;6.2;24.3;11.8;4.5;1.4;1.8;1.3
51454;51;514540301;;18640;28520;43810;0.88;0.398;88.0;69.4;2.5;16.1;19.3;17.2;3.0;0.7;1.4;0.9
51454;51;514540302;12.1;18720;29000;44080;0.87;0.396;88.4;67.3;2.1;19.0;21.2;15.9;2.8;0.7;1.2;0.9
51454;51;514540401;9.1;20490;30080;47320;0.89;0.41;85.6;67.1;1.8;16.7;23.8;17.6;2.3;0.5;1.1;0.7
