IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
160010000;16;16000;16001;ZZZZZZ;1600100;Z;484;55;49;53;119;156;53;76;252;156;443;34;24;0;29;43;43;193;78;427;57;62;444;40
160020000;16;16000;16002;ZZZZZZ;1600200;Z;525;110;81;103;95;96;40;148;274;102;398;5;20;5;45;64;65;120;74;511;14;13;516;9
160030000;16;16000;16003;ZZZZZZ;1600300;Z;857;147;138;171;169;162;71;195;489;174;707;5;45;20;80;115;135;176;130;832;25;28;844;13
160050000;16;16000;16005;ZZZZZZ;1600500;Z;1591;199;176;204;316;380;315;267;755;569;1416;35;90;30;80;175;185;600;220;1541;50;59;1428;163
160070000;16;16000;16007;ZZZZZZ;1600700;Z;468;53;45;60;110;108;92;70;244;155;419;30;20;5;35;45;76;172;35;420;48;48;468;0
160080000;16;16000;16008;ZZZZZZ;1600800;Z;319;57;39;54;72;58;39;73;172;74;255;5;10;15;10;45;55;100;15;308;11;13;319;0
160090000;16;16000;16009;ZZZZZZ;1600900;Z;368;35;51;48;83;93;57;54;211;103;363;24;10;5;34;34;53;121;82;325;43;45;368;0
160100000;16;16000;16010;ZZZZZZ;1601000;Z;180;16;20;27;50;33;33;25;98;57;183;5;0;0;5;11;75;65;22;176;4;5;180;0
160110000;16;16000;16011;ZZZZZZ;1601100;Z;581;113;88;108;135;103;34;140;345;96;486;31;20;26;61;87;72;113;77;577;4;13;581;0
160120000;16;16000;16012;ZZZZZZ;1601200;Z;509;87;72;84;123;104;39;114;294;101;410;10;15;20;10;70;115;115;55;495;14;17;509;0
160130000;16;16000;16013;ZZZZZZ;1601300;Z;329;43;36;47;79;81;43;56;171;102;295;10;10;5;25;35;35;120;55;321;8;9;329;0
160140000;16;16000;16014;ZZZZZZ;1601400;Z;127;27;10;27;25;25;11;33;72;22;102;20;15;0;10;0;15;36;5;116;11;12;127;0
160150101;16;16601;16015;160011;1601501;H;3046;245;1185;461;464;387;303;527;1963;556;2798;3;85;291;427;418;227;557;790;2751;295;331;2798;248
