INSEE_COM;DEP;IRIS;TYP_IRIS;LAB_IRIS;P19_NSCOL15P_DIPLMIN;P19_NSCOL15P_BEPC;P19_NSCOL15P_CAPBEP;P19_NSCOL15P_BAC;P19_NSCOL15P_SUP2;P19_NSCOL15P_SUP34;P19_NSCOL15P_SUP5
12001;12;120010000;Z;5;124.014864848516;33.3001186430835;277.354670514977;141.272989719736;146.930400154037;59.9412264324238;33.0558815934336
12002;12;120020000;Z;5;107.446566707788;41.6906455267597;212.811629984311;126.029462012095;74.3382908769538;64.1367955238183;17.2690963645113
12003;12;120030000;Z;5;63.1842105263158;16.046783625731;84.2456140350877;45.1315789473684;33.0964912280702;25.0730994152047;9.02631578947368
12004;12;120040000;Z;5;103.592390001012;16.2164988086489;107.291344517278;67.3500303188203;36.9377821677769;21.7993872016723;6.6120348179085
12006;12;120060000;Z;5;87.0;13.0;77.0;55.0;24.0;18.0;8.0
12008;12;120080000;Z;5;82.9084967320262;28.921568627451;177.385620915033;140.751633986928;103.153594771242;54.9509803921569;41.4542483660131
12009;12;120090000;Z;5;4.23529411764706;7.41176470588235;6.35294117647059;7.41176470588235;2.11764705882353;2.11764705882353;1.05882352941176
12011;12;120110000;Z;5;164.344860338563;37.4305455692213;145.464776034922;128.087904051549;71.6364970200597;53.2733005557607;36.7012494738218
12012;12;120120000;Z;5;100.0;40.0;183.0;144.0;51.0;47.0;22.0
12013;12;120130000;Z;5;869.419868940747;210.310866401257;1017.18520039329;497.199499926993;186.270778250327;143.625752339909;66.4797085019952
12016;12;120160000;Z;5;184.0;41.0;197.0;101.0;80.0;53.0;25.0
12017;12;120170000;Z;5;45.8948094328256;13.9403557144243;40.7980899957621;38.8527093344488;16.912189228286;17.9242871160492;10.9613126020504
12018;12;120180000;Z;5;19.0;7.0;35.0;38.0;25.0;17.0;13.0
12021;12;120210000;Z;5;363.815505507421;81.3684080885169;340.664724464841;239.193532192842;139.318176038374;63.5637723448987;60.6470601625629
12022;12;120220000;Z;5;15.4336283185841;5.78761061946903;24.1150442477876;27.0088495575221;7.71681415929203;2.89380530973451;10.6106194690265
12025;12;120250000;Z;5;247.954348041405;44.3791281069417;230.944935648266;152.156591238672;72.4686324644482;38.8656526867922;28.9074081667987
12026;12;120260000;Z;5;139.53090101748;52.5947400185522;235.179949874808;163.243755990292;107.798390544577;47.3786419672307;36.2966896817606
12028;12;120280000;Z;5;109.576923076923;18.9269230769231;146.434615384615;76.7038461538462;32.8730769230769;9.96153846153846;9.96153846153846
12029;12;120290000;Z;5;36.0;14.0;41.0;33.0;19.0;17.0;8.0
12031;12;120310000;Z;5;45.1563916927655;14.4060922550236;55.9306860074543;54.1287408726837;40.7968826276577;26.0442041094675;13.5285639212427
