IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
610010101;61;00461;61001;610011;6100101;H;2721;240;768;401;482;403;426;448;1588;685;2474;3;57;272;320;313;173;754;582;2618;102;147;2624;97
610010102;61;00461;61001;610011;6100101;H;2130;252;494;317;328;375;364;385;1149;596;1884;3;73;182;280;227;130;664;326;2050;80;111;2123;7
610010103;61;00461;61001;610011;6100101;H;2691;377;675;374;455;453;357;642;1402;648;2316;0;70;111;266;395;248;746;481;2593;99;129;2467;224
610010201;61;00461;61001;610021;6100102;H;1727;252;239;225;398;358;254;354;897;476;1474;0;38;62;163;252;190;588;180;1707;20;40;1703;24
610010202;61;00461;61001;610021;6100102;H;2961;659;606;541;565;359;230;882;1577;502;2302;0;53;28;179;457;476;556;552;2725;235;348;2961;0
610010203;61;00461;61001;610021;6100102;H;1818;223;321;285;295;358;336;295;973;550;1593;0;11;46;159;306;228;634;210;1760;57;95;1813;5
610010301;61;00461;61001;610031;6100103;A;330;52;70;37;50;29;91;70;147;113;278;0;11;1;19;38;37;120;51;319;11;12;253;77
610010302;61;00461;61001;610031;6100103;H;2138;517;432;345;378;316;149;654;1172;312;1619;0;33;26;124;234;282;382;538;1699;439;551;2081;57
610010303;61;00461;61001;610031;6100103;H;873;244;181;139;133;121;54;310;444;119;628;1;17;3;30;88;123;122;243;635;238;218;873;0
610010304;61;00461;61001;610031;6100103;H;1893;471;378;336;268;204;238;597;931;365;1425;0;33;29;94;208;284;385;391;1587;306;358;1724;169
610010401;61;00461;61001;610041;6100104;H;1855;319;331;270;368;342;224;411;1016;427;1533;0;64;78;160;262;186;505;277;1775;80;99;1768;87
610010402;61;00461;61001;610041;6100104;H;2640;319;529;356;595;498;343;531;1496;614;2331;20;26;215;342;322;197;767;442;2532;108;152;2241;399
610010403;61;00461;61001;610041;6100104;H;1742;210;311;279;322;371;249;323;943;477;1530;0;25;95;226;227;160;552;246;1666;76;84;1725;17
610010404;61;00461;61001;610041;6100104;A;329;48;129;42;63;37;10;133;162;35;287;0;5;49;40;41;16;40;95;326;3;3;259;70
610020000;61;61000;61002;ZZZZZZ;6100200;Z;716;136;87;134;127;151;81;171;380;164;572;20;20;10;60;106;101;189;66;706;10;14;713;3
610050000;61;61000;61005;ZZZZZZ;6100500;Z;276;71;36;67;50;32;20;86;152;39;204;0;10;31;20;61;31;36;15;274;2;3;276;0
610060101;61;61302;61006;610051;6100601;H;2194;389;382;346;469;453;155;517;1241;436;1805;11;28;41;116;347;391;558;313;2006;188;192;2187;7
610060102;61;61302;61006;610051;6100601;H;2985;364;524;414;568;511;604;551;1446;988;2616;13;97;160;280;375;296;1028;366;2857;128;133;2812;173
610060103;61;61302;61006;610051;6100601;H;2549;260;519;544;525;519;181;407;1626;516;2294;8;92;81;142;312;234;642;782;2476;72;189;1882;667
610060104;61;61302;61006;610051;6100601;A;90;23;22;25;16;3;1;32;56;2;67;0;14;0;1;5;4;2;41;90;0;0;0;90
610060105;61;61302;61006;610051;6100601;A;24;2;5;5;8;4;0;2;20;2;22;0;6;5;0;7;0;4;0;24;0;0;24;0
610060201;61;61302;61006;610061;6100602;D;1035;148;271;196;149;162;110;189;632;214;909;0;19;61;122;239;79;256;133;1027;8;13;986;49
610060202;61;61302;61006;610061;6100602;H;2094;367;408;342;422;387;168;511;1200;382;1726;0;34;18;115;326;343;519;370;1969;125;151;2081;13
610060203;61;61302;61006;610061;6100602;H;1304;233;163;188;214;333;174;314;579;412;1072;0;7;28;75;133;158;480;192;1236;68;91;1304;0
610060204;61;61302;61006;610061;6100602;H;1548;260;163;241;237;338;309;351;673;525;1291;0;23;53;75;149;191;588;212;1516;32;69;1514;35
610070000;61;61000;61007;ZZZZZZ;6100700;Z;4256;783;494;746;910;798;525;1001;2206;1049;3467;111;85;226;437;447;558;1276;327;4204;52;71;4165;91
610080000;61;61000;61008;ZZZZZZ;6100800;Z;1298;219;166;175;251;290;196;303;625;370;1074;0;15;15;82;158;153;462;188;1255;43;53;1242;56
610100000;61;61000;61010;ZZZZZZ;6101000;Z;115;18;18;15;29;27;8;22;66;27;100;10;10;0;15;10;15;30;10;103;12;12;111;4
610110000;61;61000;61011;ZZZZZZ;6101100;Z;431;98;59;76;117;55;26;125;244;62;330;0;20;20;56;76;56;72;30;431;0;7;431;0
610120000;61;61000;61012;ZZZZZZ;6101200;Z;207;46;28;45;38;40;10;53;125;29;169;5;5;0;15;36;26;56;26;204;3;3;207;0
610130000;61;61000;61013;ZZZZZZ;6101300;Z;145;19;29;26;36;23;12;31;88;26;149;5;19;10;14;29;29;29;14;142;3;4;145;0
610140000;61;61000;61014;ZZZZZZ;6101400;Z;246;35;44;39;59;57;12;53;147;46;205;0;5;15;55;15;20;65;30;243;3;8;246;0
610150000;61;61000;61015;ZZZZZZ;6101500;Z;266;50;37;58;55;50;16;67;148;51;235;15;20;10;25;50;30;50;35;266;0;1;266;0
610170000;61;61000;61017;ZZZZZZ;6101700;Z;73;17;5;17;13;12;8;21;37;14;48;10;5;0;10;0;5;19;0;73;0;0;73;0
610180000;61;61000;61018;ZZZZZZ;6101800;Z;56;10;4;6;18;13;6;13;28;16;44;5;0;0;0;25;5;5;5;56;0;0;56;0
610200000;61;61000;61020;ZZZZZZ;6102000;Z;218;30;25;24;66;50;23;43;124;51;190;15;5;0;20;40;20;60;30;215;3;6;218;0
610210000;61;61000;61021;ZZZZZZ;6102100;Z;107;13;16;13;31;14;21;24;55;28;88;5;5;5;15;10;10;34;5;103;4;3;107;0
610230000;61;61000;61023;ZZZZZZ;6102300;Z;608;97;80;106;133;120;72;139;330;139;498;0;20;25;44;104;88;188;29;606;2;7;608;0
610240000;61;61000;61024;ZZZZZZ;6102400;Z;615;140;91;124;127;93;42;176;342;97;488;30;15;10;69;89;94;121;59;612;3;4;615;0
610260000;61;61000;61026;ZZZZZZ;6102600;Z;191;34;23;33;46;38;17;41;108;42;158;10;15;5;20;26;15;61;5;190;1;0;191;0
610280000;61;61000;61028;ZZZZZZ;6102800;Z;468;105;67;100;108;56;32;139;264;65;381;45;15;29;35;70;60;77;52;447;21;20;468;0
610290000;61;61000;61029;ZZZZZZ;6102900;Z;861;136;104;141;158;182;139;176;426;258;728;31;21;10;67;113;128;328;31;853;8;14;861;0
610300000;61;61000;61030;ZZZZZZ;6103000;Z;265;69;31;70;42;41;12;82;147;36;212;0;0;5;50;20;40;76;20;265;0;0;265;0
610320000;61;61000;61032;ZZZZZZ;6103200;Z;342;55;47;53;80;70;37;76;182;84;276;5;10;5;46;20;26;133;31;338;4;5;342;0
610340000;61;61000;61034;ZZZZZZ;6103400;Z;211;23;37;34;48;46;23;42;115;54;205;15;5;15;10;10;15;105;30;209;2;3;211;0
610350000;61;61000;61035;ZZZZZZ;6103500;Z;271;46;52;43;71;42;16;66;167;38;232;20;5;5;34;54;54;39;20;263;8;8;271;0
610360000;61;61000;61036;ZZZZZZ;6103600;Z;205;40;26;35;30;55;18;49;89;66;161;5;10;5;20;25;10;65;20;196;9;11;205;0
610370000;61;61000;61037;ZZZZZZ;6103700;Z;139;21;22;26;29;23;19;33;76;30;124;31;0;0;36;10;21;21;5;135;4;5;139;0
610380000;61;61103;61038;ZZZZZZ;6103800;Z;1464;166;170;188;248;283;409;230;635;599;1305;0;50;70;95;105;140;705;140;1444;20;30;1241;223
610390000;61;61000;61039;ZZZZZZ;6103900;Z;125;15;18;22;32;25;13;26;66;32;122;15;0;5;5;10;15;59;15;125;0;3;125;0
610400000;61;61000;61040;ZZZZZZ;6104000;Z;1117;265;146;221;210;173;102;327;590;200;845;50;35;15;101;151;161;261;71;1111;6;7;1117;0
610410000;61;61000;61041;ZZZZZZ;6104100;Z;214;39;25;48;44;40;17;54;117;42;187;20;0;10;10;20;39;49;39;212;2;3;214;0
610430000;61;61000;61043;ZZZZZZ;6104300;Z;1111;219;147;206;227;196;117;276;616;218;882;10;36;21;97;144;185;292;97;1101;10;17;1111;0
610440000;61;61000;61044;ZZZZZZ;6104400;Z;461;72;56;94;116;79;44;106;256;99;385;0;10;15;25;50;70;150;65;456;5;7;461;0
610460000;61;61000;61046;ZZZZZZ;6104600;Z;130;17;11;19;37;35;10;19;73;38;101;0;10;0;20;0;15;45;10;129;1;1;130;0
610480000;61;61000;61048;ZZZZZZ;6104800;Z;124;25;19;20;24;28;8;32;73;19;110;10;5;0;5;15;25;50;0;121;3;3;124;0
610490000;61;61000;61049;ZZZZZZ;6104900;Z;124;32;13;22;22;24;10;37;64;23;81;5;0;10;15;10;20;15;5;119;5;5;124;0
610500000;61;61000;61050;ZZZZZZ;6105000;Z;610;76;71;90;144;171;58;112;326;172;541;5;21;36;57;72;98;180;72;588;22;35;610;0
610510000;61;61000;61051;ZZZZZZ;6105100;Z;354;100;54;88;62;34;16;118;199;37;270;5;20;15;25;60;40;70;35;353;1;3;341;13
610520000;61;61000;61052;ZZZZZZ;6105200;Z;185;29;33;36;40;35;14;44;104;38;158;0;5;5;20;40;15;64;10;182;3;7;185;0
610530000;61;61000;61053;ZZZZZZ;6105300;Z;240;51;33;40;61;35;20;64;132;44;165;5;0;5;30;40;20;45;20;239;1;0;240;0
610540000;61;61000;61054;ZZZZZZ;6105400;Z;249;39;40;38;67;46;19;59;143;47;200;0;10;5;15;20;55;80;15;241;8;8;249;0
