INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
75101;75;751010201;13.0;18780;30010;46970;0.94;0.408;92.3;80.3;3.8;8.2;13.4;20.9;2.6;0.4;1.4;0.8
75101;75;751010202;;22930;36960;58140;0.95;0.489;83.5;71.3;2.8;9.4;10.1;40.6;1.2;0.2;0.7;0.3
75101;75;751010203;11.5;19000;32720;53180;1.04;0.439;89.7;76.4;2.5;10.8;18.7;22.0;1.8;0.4;0.9;0.5
75101;75;751010204;;20220;32360;49390;0.9;0.426;91.6;82.1;2.6;6.9;16.4;20.2;1.9;0.5;0.9;0.5
75101;75;751010301;11.8;21840;36830;59390;1.02;0.525;76.6;63.3;2.4;10.9;16.4;38.7;1.1;0.3;0.5;0.3
75101;75;751010401;;25010;42650;69710;1.05;0.527;96.4;82.5;1.9;12.0;14.7;32.1;0.6;0.2;0.3;0.1
75101;75;751010402;;22360;37540;64600;1.13;0.45;92.7;81.2;2.3;9.2;12.9;27.8;1.0;0.2;0.5;0.3
75102;75;751020601;;21560;36910;57870;0.98;0.482;93.7;78.0;2.4;13.3;11.5;21.6;1.3;0.4;0.6;0.3
75102;75;751020602;;22380;35660;59260;1.03;0.418;98.5;82.8;2.9;12.8;12.4;16.9;1.5;0.3;0.7;0.5
75102;75;751020701;12.2;20220;33590;53470;0.99;0.496;96.7;84.9;2.8;9.0;11.5;22.5;1.6;0.4;0.8;0.4
75102;75;751020702;12.4;20960;34180;52890;0.93;0.494;97.1;85.8;2.4;8.9;11.1;27.9;1.6;0.2;0.9;0.5
75102;75;751020703;13.4;18370;31950;52880;1.08;0.451;98.0;83.6;3.5;10.9;8.8;20.2;2.2;0.5;1.1;0.6
75102;75;751020801;18.3;15760;29440;46890;1.06;0.437;103.1;88.3;3.9;10.9;8.6;14.2;2.5;0.5;1.3;0.7
75102;75;751020802;;20640;34320;51220;0.89;0.415;98.9;85.0;4.0;9.9;12.5;17.4;1.6;0.4;0.7;0.5
75102;75;751020803;13.1;18960;31910;50150;0.98;0.414;96.7;86.5;3.2;7.0;12.1;17.7;2.1;0.3;1.2;0.6
75102;75;751020804;15.4;17670;30320;46050;0.94;0.376;108.1;90.0;5.1;13.0;7.0;10.9;2.4;0.3;1.3;0.8
75102;75;751020805;15.8;16770;28260;45790;1.03;0.391;105.3;94.4;3.6;7.3;9.0;9.8;3.0;0.4;1.7;0.9
75103;75;751030901;14.9;18770;31720;46880;0.89;0.397;97.1;84.5;3.6;9.0;14.4;13.9;2.3;0.5;1.2;0.6
75103;75;751030902;15.1;19620;32290;46230;0.82;0.39;95.0;83.0;4.5;7.5;12.3;16.7;2.1;0.4;1.1;0.6
75103;75;751030903;12.1;19790;33220;50990;0.94;0.407;101.4;87.1;3.3;11.0;10.2;15.1;1.9;0.6;0.9;0.4
75103;75;751030904;18.5;16480;28460;42600;0.92;0.399;101.9;89.9;4.2;7.8;10.5;11.7;2.6;0.5;1.4;0.7
75103;75;751030905;;18820;32070;51770;1.03;0.49;93.1;78.8;3.5;10.8;11.3;23.7;1.9;0.5;0.9;0.5
75103;75;751031001;12.3;19620;33250;51210;0.95;0.39;97.3;81.1;3.9;12.3;13.7;14.6;2.3;0.6;1.0;0.7
75103;75;751031002;11.2;21760;37700;59860;1.01;0.422;100.0;83.5;2.6;13.9;15.4;15.2;1.4;0.4;0.6;0.4
75103;75;751031003;10.7;21800;35290;53590;0.9;0.428;102.3;85.8;3.3;13.2;14.4;18.7;1.3;0.2;0.7;0.4
75103;75;751031004;11.5;21630;35390;57110;1.0;0.505;97.4;78.7;2.2;16.5;12.1;22.9;1.3;0.3;0.7;0.3
75103;75;751031101;9.3;21770;37280;59630;1.02;0.482;95.2;79.8;2.9;12.5;14.3;24.4;1.4;0.4;0.6;0.4
75103;75;751031102;;24440;41090;64920;0.99;0.434;92.8;72.9;2.6;17.3;18.0;26.0;1.2;0.3;0.6;0.3
75103;75;751031103;;22060;36490;63190;1.13;0.495;85.6;69.8;1.6;14.2;19.1;29.7;1.0;0.2;0.5;0.3
75103;75;751031104;9.4;23470;38190;58650;0.92;0.48;94.9;76.8;2.4;15.7;16.6;24.7;1.0;0.2;0.5;0.3
75103;75;751031201;13.7;17760;31660;51870;1.08;0.47;93.1;77.0;2.6;13.5;14.1;22.0;2.3;0.5;1.2;0.6
75103;75;751031202;13.4;18160;31320;51370;1.06;0.444;89.6;73.0;3.0;13.6;14.3;23.9;1.9;0.4;0.9;0.6
75103;75;751031203;11.6;19650;30900;46050;0.85;0.402;87.9;78.5;2.7;6.7;21.4;17.8;2.3;0.4;1.3;0.6
75103;75;751031204;16.8;17180;29070;43590;0.91;0.382;101.1;85.2;5.0;10.9;10.9;12.4;2.8;0.5;1.5;0.8
75104;75;751041301;13.3;19880;33950;54040;1.01;0.49;96.1;84.3;2.7;9.1;15.1;22.3;1.6;0.3;0.8;0.5
75104;75;751041302;13.1;18730;30500;48730;0.98;0.424;91.5;79.1;3.9;8.5;12.6;22.6;2.0;0.5;1.0;0.5
75104;75;751041303;13.3;18470;29860;48520;1.01;0.407;97.0;81.6;3.6;11.8;15.1;14.3;2.8;0.6;1.4;0.8
75104;75;751041401;17.8;15450;24170;37120;0.9;0.413;75.9;65.8;3.4;6.7;23.4;21.3;5.1;1.1;2.7;1.3
