IRIS;REG;DEP;UU2010;COM;LIBCOM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;P17_LOG;P17_RP;P17_RSECOCC;P17_LOGVAC;P17_MAISON;P17_APPART;P17_RP_1P;P17_RP_2P;P17_RP_3P;P17_RP_4P;P17_RP_5PP;P17_RP_M30M2;P17_RP_3040M2;P17_RP_4060M2;P17_RP_6080M2;P17_RP_80100M2;P17_RP_100120M2;P17_RP_120M2P;P17_RP_ACHTOT;P17_RP_ACH19;P17_RP_ACH45;P17_RP_ACH70;P17_RP_ACH90;P17_RP_ACH05;P17_RP_ACH14;P17_RPMAISON_ACHTOT;P17_RPMAISON_ACH19;P17_RPMAISON_ACH45;P17_RPMAISON_ACH70;P17_RPMAISON_ACH90;P17_RPMAISON_ACH05;P17_RPMAISON_ACH14;P17_RPAPPART_ACHTOT;P17_RPAPPART_ACH19;P17_RPAPPART_ACH45;P17_RPAPPART_ACH70;P17_RPAPPART_ACH90;P17_RPAPPART_ACH05;P17_RPAPPART_ACH14;P17_MEN_ANEM0002;P17_MEN_ANEM0204;P17_MEN_ANEM0509;P17_MEN_ANEM10P;P17_RP_PROP;P17_RP_LOC;P17_RP_LOCHLMV;P17_RP_GRAT;P17_RP_CCCOLL;P17_RP_CCIND;P17_RP_CINDELEC;P17_RP_GARL;P17_RP_VOIT1P;C17_RP_HSTU1P;C17_RP_HSTU1P_SUROCC;P17_NPER_RP_PROP;P17_NPER_RP_LOC;P17_NPER_RP_LOCHLMV;P17_NPER_RP_GRAT;P17_RP_SDB
620520000;32;62;62000;62052;Audembert;ZZZZZZ;6205200;Z;5;202;158;34;10;200;1;0;1;12;36;109;1;0;4;16;38;39;60;149;22;8;13;30;44;32;148;22;8;13;30;44;31;1;0;0;0;0;0;1;19;18;25;96;134;22;0;2;1.0;60.0;52.0;142;154;155;0;376;52;0;4;149.0
620530000;32;62;62000;62053;Audincthun;ZZZZZZ;6205300;Z;5;302;265;16;21;289;3;2;7;24;66;166;0;2;13;40;93;60;57;257;38;29;57;63;40;30;250;38;29;52;61;40;30;3;0;0;3;0;0;0;14;37;38;176;216;46;6;3;0.0;106.0;35.0;213;246;260;10;525;132;19;7;256.0
620540000;32;62;62000;62054;Audinghen;ZZZZZZ;6205400;Z;5;554;245;299;10;540;12;1;7;47;70;121;1;6;19;60;71;45;44;220;8;7;79;56;45;25;213;8;6;76;55;44;24;7;0;1;3;1;1;1;41;36;37;133;146;89;40;10;8.0;71.0;90.0;221;233;247;0;338;227;120;18;230.0
620550000;32;62;62000;62055;Audrehem;ZZZZZZ;6205500;Z;5;229;200;20;9;228;0;0;6;26;57;111;0;3;8;27;73;37;53;200;37;15;19;34;50;45;200;37;15;19;34;50;45;0;0;0;0;0;0;0;22;25;37;115;169;27;0;4;0.0;48.0;31.0;188;186;197;0;470;80;0;8;193.0
620560000;32;62;62000;62056;Audresselles;ZZZZZZ;6205600;Z;5;611;284;326;1;580;30;0;12;45;66;160;1;11;39;67;59;56;50;283;36;19;67;94;53;13;274;35;17;66;92;52;12;8;1;2;1;2;1;1;21;33;42;188;182;95;49;7;4.0;143.0;71.0;221;251;286;15;395;239;121;15;277.0
620570000;32;62;62205;62057;Audruicq;ZZZZZZ;6205700;Z;5;2348;2149;17;182;2121;218;8;106;286;591;1158;16;49;169;432;724;423;336;2073;187;178;379;641;310;378;1897;170;170;346;550;294;367;172;15;8;33;89;16;11;232;384;436;1097;1296;836;350;17;22.0;789.0;886.0;1626;1839;2145;40;3285;2016;825;34;2092.0
620580000;32;62;62000;62058;Aumerval;ZZZZZZ;6205800;Z;5;82;77;1;4;82;0;0;1;6;17;53;0;0;4;7;17;30;20;77;15;11;13;17;9;13;77;15;11;13;17;9;13;0;0;0;0;0;0;0;3;11;12;51;61;15;0;1;1.0;39.0;16.0;67;72;79;0;150;46;0;2;75.0
620590000;32;62;62000;62059;Autingues;ZZZZZZ;6205900;Z;5;122;113;3;6;122;0;0;0;5;19;88;0;0;4;10;28;26;46;113;31;8;13;30;26;4;113;31;8;13;30;26;4;0;0;0;0;0;0;0;4;11;15;83;97;14;0;2;0.0;40.0;29.0;105;109;112;0;255;31;0;5;112.0
620600000;32;62;62110;62060;Auxi-le-Château;ZZZZZZ;6206000;Z;5;1426;1182;32;212;1350;71;3;81;244;368;485;3;24;147;267;461;172;109;1152;218;174;368;272;86;33;1112;206;168;355;266;84;33;39;12;6;12;6;2;0;113;205;167;696;662;508;199;12;15.0;743.0;225.0;699;949;1185;26;1364;1168;404;32;1116.0
620610000;32;62;62000;62061;Averdoingt;ZZZZZZ;6206100;Z;5;122;110;6;7;122;0;0;1;7;28;74;0;2;3;16;35;27;27;102;15;10;11;27;16;23;102;15;10;11;27;16;23;0;0;0;0;0;0;0;10;15;21;64;88;19;0;3;1.0;40.0;28.0;96;102;105;5;224;63;0;6;107.0
620620000;32;62;62000;62062;Avesnes;ZZZZZZ;6206200;Z;5;22;19;3;0;21;0;0;0;1;2;16;0;0;0;3;6;4;6;19;10;3;2;1;0;3;19;10;3;2;1;0;3;0;0;0;0;0;0;0;3;2;5;9;15;3;0;1;0.0;4.0;1.0;18;18;15;0;38;11;0;3;19.0
620630000;32;62;62101;62063;Avesnes-le-Comte;ZZZZZZ;6206300;Z;5;923;809;6;108;827;95;4;39;107;238;421;5;12;72;197;277;123;122;795;133;70;140;285;106;62;716;115;58;125;274;86;57;78;18;11;14;11;19;3;90;154;113;452;471;326;89;11;7.0;405.0;266.0;591;670;801;26;1112;754;265;21;786.0
620640000;32;62;62116;62064;Avesnes-lès-Bapaume;ZZZZZZ;6206400;Z;5;75;73;0;2;75;0;0;1;2;24;46;0;0;4;16;22;14;18;65;0;20;13;24;6;3;65;0;20;13;24;6;3;0;0;0;0;0;0;0;10;9;10;44;66;7;0;0;0.0;50.0;14.0;62;66;69;0;146;16;0;0;72.0
620650101;32;62;00756;62065;Avion;620051;6206501;H;1;1542;1465;6;71;1254;288;12;141;167;632;513;56;145;195;523;346;121;79;1465;0;330;474;296;222;144;1211;0;321;465;234;172;19;254;0;9;9;62;50;124;157;219;234;856;546;907;578;12;9.0;1099.0;289.0;1021;1203;1453;36;1330;2012;1304;44;1433.0
620650102;32;62;00756;62065;Avion;620051;6206501;H;1;819;793;0;26;703;35;81;56;63;290;303;36;118;76;209;272;51;31;792;3;103;210;358;71;48;682;3;103;199;262;70;46;29;0;0;7;19;1;2;102;110;143;438;373;409;275;11;98.0;576.0;61.0;527;568;726;29;902;890;546;27;784.0
620650103;32;62;00756;62065;Avion;620051;6206501;H;1;1810;1658;6;146;1331;479;57;186;343;445;626;49;160;246;431;449;208;115;1655;49;506;381;264;277;179;1251;49;481;346;175;116;83;404;0;25;35;89;160;95;188;299;303;868;903;722;374;33;18.0;1104.0;426.0;1031;1306;1602;38;2158;1332;670;74;1610.0
620650104;32;62;00756;62065;Avion;620051;6206501;H;1;1164;1060;0;104;788;372;11;86;209;349;405;10;13;182;319;315;157;64;1046;13;248;271;56;70;388;735;12;240;209;34;31;209;308;1;8;62;22;38;177;166;241;274;379;460;581;332;19;98.0;553.0;311.0;852;900;1049;33;1373;1358;834;45;1042.0
620650105;32;62;00756;62065;Avion;620041;6206501;H;1;1093;1012;5;76;1061;33;0;46;86;595;284;0;16;100;567;198;83;49;1002;55;490;233;92;36;96;972;54;490;230;82;34;81;30;1;0;3;10;2;14;60;185;210;557;299;584;414;129;14.0;641.0;122.0;628;728;1012;50;802;1603;1140;210;992.0
620650106;32;62;00756;62065;Avion;620041;6206501;H;1;909;699;1;210;394;514;4;13;127;275;280;8;16;104;221;252;76;21;693;3;6;279;275;17;112;363;0;3;159;164;7;29;329;3;3;120;110;10;83;47;112;140;399;281;408;379;9;250.0;403.0;27.0;425;452;699;53;878;1152;1043;25;689.0
620650107;32;62;00756;62065;Avion;620041;6206501;H;2;790;637;4;149;73;714;106;139;145;171;76;106;11;246;217;42;12;3;637;6;44;285;294;4;4;70;0;41;26;1;3;0;564;6;3;257;293;1;4;84;231;87;235;3;618;599;16;565.0;41.0;9.0;154;245;534;58;3;1271;1223;45;626.0
620660000;32;62;62000;62066;Avondance;ZZZZZZ;6206600;Z;5;19;14;1;4;19;0;0;0;0;2;12;0;0;0;1;2;3;8;14;4;0;4;1;3;1;14;4;0;4;1;3;1;0;0;0;0;0;0;0;2;1;2;9;10;4;0;0;0.0;5.0;1.0;11;14;11;0;23;15;0;0;12.0
620670000;32;62;62000;62067;Avroult;ZZZZZZ;6206700;Z;5;227;215;2;10;227;0;0;2;23;76;113;1;0;5;9;86;67;46;213;35;16;17;57;52;35;213;35;16;17;57;52;35;0;0;0;0;0;0;0;12;35;27;141;182;29;0;4;3.0;89.0;49.0;198;199;211;5;507;91;0;9;210.0
620680000;32;62;62000;62068;Ayette;ZZZZZZ;6206800;Z;5;146;135;0;11;146;0;0;7;12;32;84;1;0;7;18;30;34;45;129;3;58;14;21;16;17;129;3;58;14;21;16;17;0;0;0;0;0;0;0;7;16;22;90;124;11;0;0;0.0;63.0;35.0;117;125;135;0;290;34;0;0;128.0
620690000;32;62;62000;62069;Azincourt;ZZZZZZ;6206900;Z;5;136;111;9;16;134;2;0;1;3;32;75;0;2;3;24;35;27;20;111;21;5;17;23;29;15;110;21;5;17;22;29;15;1;0;0;0;1;0;0;4;19;18;69;90;21;10;0;0.0;39.0;18.0;54;107;111;0;243;64;27;0;109.0
620700000;32;62;62000;62070;Bailleul-aux-Cornailles;ZZZZZZ;6207000;Z;5;110;97;0;12;110;0;0;2;6;24;65;0;0;5;4;39;24;25;95;25;15;9;20;13;12;95;25;15;9;20;13;12;0;0;0;0;0;0;0;7;11;11;68;84;12;0;1;0.0;57.0;12.0;84;89;91;0;222;40;0;1;96.0
620710000;32;62;62000;62071;Bailleul-lès-Pernes;ZZZZZZ;6207100;Z;5;186;168;4;15;183;0;0;5;13;34;116;0;1;6;24;43;47;47;162;20;22;21;45;31;23;160;20;22;21;45;30;23;0;0;0;0;0;0;0;17;16;28;107;147;17;0;4;0.0;58.0;35.0;147;153;167;0;361;52;0;9;162.0
620720000;32;62;62000;62072;Bailleulmont;ZZZZZZ;6207200;Z;5;108;101;2;5;107;0;0;1;14;23;62;0;1;5;16;36;18;25;101;44;8;11;25;12;2;100;42;8;11;25;12;2;0;0;0;0;0;0;0;4;5;14;78;90;9;1;2;0.0;53.0;26.0;72;91;100;14;217;20;2;3;97.0
620730000;32;62;62000;62073;Bailleul-Sir-Berthoult;ZZZZZZ;6207300;Z;5;602;568;1;33;571;28;0;7;57;141;362;2;2;8;94;189;129;143;566;10;129;82;139;119;87;536;10;124;74;133;111;84;26;0;5;5;5;7;3;74;72;78;344;473;91;22;3;1.0;381.0;128.0;503;527;576;5;1189;218;41;4;554.0
620740000;32;62;62000;62074;Bailleulval;ZZZZZZ;6207400;Z;5;108;94;0;14;108;0;0;1;7;21;65;0;3;5;4;21;27;33;93;39;10;11;22;7;3;93;39;10;11;22;7;3;0;0;0;0;0;0;0;4;11;6;72;83;8;0;2;1.0;49.0;21.0;80;91;94;0;215;20;0;5;91.0
620750000;32;62;62000;62075;Baincthun;ZZZZZZ;6207500;Z;5;546;499;15;32;541;5;0;4;27;92;376;1;1;11;42;125;129;191;484;59;34;88;117;154;33;480;59;34;87;115;153;33;4;0;0;1;2;1;0;36;58;59;346;429;55;0;15;0.0;253.0;84.0;448;484;494;0;1099;158;0;26;496.0
620760000;32;62;62000;62076;Bainghen;ZZZZZZ;6207600;Z;5;84;77;1;6;83;0;0;3;7;15;52;1;0;1;8;16;22;29;76;14;2;4;17;17;23;75;14;2;4;17;16;23;0;0;0;0;0;0;0;5;6;14;52;67;10;0;0;0.0;21.0;16.0;71;74;78;0;200;27;0;0;75.0
620770000;32;62;62000;62077;Bajus;ZZZZZZ;6207700;Z;5;149;137;5;7;144;2;0;3;6;30;98;0;0;2;14;42;30;49;132;11;4;25;44;25;23;131;10;4;25;44;25;23;1;1;0;0;0;0;0;10;20;14;93;130;7;0;0;0.0;46.0;48.0;119;129;135;0;351;14;0;0;134.0
620780000;32;62;62208;62078;Balinghem;ZZZZZZ;6207800;Z;5;536;436;76;24;437;2;1;29;67;90;249;3;12;42;63;125;104;88;431;30;27;58;114;122;80;405;29;27;55;106;111;77;2;0;0;0;2;0;0;45;56;93;241;340;89;13;7;0.0;145.0;142.0;365;403;434;10;923;231;26;14;422.0
620790000;32;62;62000;62079;Bancourt;ZZZZZZ;6207900;Z;5;40;35;0;5;40;0;0;1;4;9;21;0;2;2;8;8;6;9;34;0;24;3;2;2;3;34;0;24;3;2;2;3;0;0;0;0;0;0;0;2;3;6;24;27;5;1;3;1.0;18.0;8.0;26;35;35;5;69;11;1;7;35.0
620800000;32;62;62116;62080;Bapaume;ZZZZZZ;6208000;Z;5;1666;1462;22;182;1115;549;10;159;307;397;588;32;82;245;386;406;176;136;1448;25;308;481;449;119;67;1002;18;224;283;355;81;42;444;7;83;197;94;38;25;245;290;210;718;616;818;391;28;132.0;1006.0;248.0;941;1109;1451;52;1243;1738;831;65;1427.0
620810000;32;62;62000;62081;Baralle;ZZZZZZ;6208100;Z;5;208;195;5;8;208;0;0;7;13;60;115;0;3;4;25;68;41;54;194;53;59;16;32;21;13;194;53;59;16;32;21;13;0;0;0;0;0;0;0;9;23;20;143;167;27;6;1;0.0;121.0;47.0;153;172;200;0;399;79;17;2;187.0
620820000;32;62;62000;62082;Barastre;ZZZZZZ;6208200;Z;5;124;112;2;10;124;0;1;1;16;26;68;1;2;12;13;33;19;32;109;2;64;10;10;10;13;109;2;64;10;10;10;13;0;0;0;0;0;0;0;10;20;18;64;96;14;0;2;0.0;65.0;21.0;85;105;115;10;266;35;0;6;109.0
620830101;32;62;00752;62083;Barlin;ZZZZZZ;6208301;H;4;1412;1326;6;80;1214;172;31;54;385;423;433;9;133;259;469;304;89;62;1310;148;339;259;387;100;76;1135;144;337;243;291;85;35;149;4;2;15;96;14;18;109;285;262;671;327;979;666;20;50.0;1111.0;120.0;916;998;1306;41;765;2067;1405;30;1302.0
620830102;32;62;00752;62083;Barlin;ZZZZZZ;6208301;H;4;1006;928;7;72;855;152;4;24;160;273;466;4;20;70;256;336;150;90;877;102;168;211;222;131;44;775;102;159;202;177;96;41;102;0;9;9;45;36;3;135;146;101;546;518;402;252;7;8.0;754.0;100.0;677;789;915;10;1240;896;528;13;916.0
620830103;32;62;00752;62083;Barlin;ZZZZZZ;6208301;H;4;1102;1037;9;56;1045;57;0;30;162;435;411;1;19;150;366;330;123;48;978;112;283;225;197;58;103;949;112;282;217;177;58;103;28;0;1;7;20;0;0;108;191;196;543;419;610;454;9;9.0;839.0;119.0;825;852;1042;41;1013;1547;1132;16;1019.0
620840000;32;62;62000;62084;Barly;ZZZZZZ;6208400;Z;5;106;91;3;12;106;0;0;0;12;13;65;0;0;3;18;24;20;26;91;44;12;7;17;6;4;91;44;12;7;17;6;4;0;0;0;0;0;0;0;2;10;8;71;81;8;0;2;0.0;44.0;11.0;64;81;92;0;192;25;0;4;87.0
620850000;32;62;62000;62085;Basseux;ZZZZZZ;6208500;Z;5;61;59;1;1;61;0;0;1;1;13;44;0;0;1;2;20;19;17;58;16;3;8;21;5;5;58;16;3;8;21;5;5;0;0;0;0;0;0;0;2;6;5;46;59;0;0;0;0.0;28.0;16.0;51;55;60;0;137;0;0;0;59.0
620860000;32;62;62000;62086;Bavincourt;ZZZZZZ;6208600;Z;5;161;141;3;17;153;7;2;6;16;32;85;2;2;7;22;38;27;44;139;53;21;16;22;15;13;131;51;20;16;22;11;12;7;1;1;0;0;4;1;17;22;24;79;97;42;0;2;0.0;72.0;33.0;111;135;144;10;249;124;0;5;138.0
620870000;32;62;00264;62087;Bayenghem-lès-Éperlecques;ZZZZZZ;6208700;Z;5;385;367;3;16;382;3;2;5;38;86;236;1;3;10;37;121;96;99;353;45;18;33;103;98;56;350;44;17;32;103;98;56;3;1;1;1;0;0;0;18;45;64;239;310;53;9;3;0.0;99.0;116.0;325;349;363;5;868;136;25;5;357.0
620880000;32;62;62210;62088;Bayenghem-lès-Seninghem;ZZZZZZ;6208800;Z;5;139;128;3;8;132;7;1;0;10;28;89;1;0;8;15;36;26;42;122;14;7;17;52;22;10;120;14;7;16;52;21;10;2;0;0;1;0;1;0;12;17;20;79;107;19;0;2;0.0;55.0;26.0;123;124;125;0;265;54;0;5;123.0
620890000;32;62;62000;62089;Bazinghen;ZZZZZZ;6208900;Z;5;183;146;31;6;175;7;0;3;13;34;96;0;3;4;8;32;36;63;144;40;6;4;38;40;16;138;38;6;4;36;38;16;5;2;0;0;2;1;0;12;19;15;100;121;24;0;1;2.0;60.0;33.0;131;139;145;5;321;68;0;4;141.0
620900000;32;62;62000;62090;Béalencourt;ZZZZZZ;6209000;Z;5;73;59;9;6;73;0;0;0;2;18;39;0;1;0;5;20;20;13;57;21;6;8;15;3;4;57;21;6;8;15;3;4;0;0;0;0;0;0;0;4;7;13;35;52;7;0;0;0.0;20.0;7.0;51;59;60;0;111;19;0;0;58.0
620910000;32;62;62000;62091;Beaudricourt;ZZZZZZ;6209100;Z;5;44;39;1;4;44;0;0;0;4;10;25;0;0;1;7;13;11;8;38;12;4;6;10;5;2;38;12;4;6;10;5;2;0;0;0;0;0;0;0;2;1;3;33;36;3;0;0;0.0;14.0;6.0;32;33;39;0;83;7;0;0;35.0
620920000;32;62;62000;62092;Beaufort-Blavincourt;ZZZZZZ;6209200;Z;5;190;168;3;19;190;0;0;0;20;41;106;0;0;3;29;65;39;32;168;33;24;13;55;26;17;168;33;24;13;55;26;17;0;0;0;0;0;0;0;8;20;26;114;152;16;0;0;0.0;79.0;37.0;131;154;170;0;353;44;0;0;161.0
620930000;32;62;62000;62093;Beaulencourt;ZZZZZZ;6209300;Z;5;120;109;1;10;96;21;3;17;13;15;61;18;0;5;13;29;20;23;108;6;37;14;12;7;31;86;6;31;13;12;7;16;19;0;4;1;0;0;14;10;16;26;56;71;35;4;3;0.0;37.0;45.0;98;85;111;5;174;53;8;7;104.0
620940000;32;62;62000;62094;Beaumerie-Saint-Martin;ZZZZZZ;6209400;Z;5;192;151;25;16;176;0;1;4;14;33;99;0;1;3;17;58;37;34;147;24;17;20;38;31;16;146;24;17;20;37;31;16;0;0;0;0;0;0;0;10;22;24;95;120;30;13;1;0.0;52.0;42.0;103;140;146;5;310;85;28;2;149.0
620950000;32;62;62000;62095;Beaumetz-lès-Aire;ZZZZZZ;6209500;Z;5;113;94;5;14;108;5;0;1;15;19;59;0;0;3;20;33;24;14;94;5;13;46;13;2;15;91;5;13;44;13;2;14;3;0;0;2;0;0;1;3;17;17;57;69;21;3;4;2.0;30.0;19.0;80;83;95;0;161;66;8;12;91.0
620960000;32;62;62000;62096;Beaumetz-lès-Cambrai;ZZZZZZ;6209600;Z;5;242;220;1;21;236;6;0;8;18;49;144;3;2;11;29;69;43;63;220;10;146;24;18;9;13;214;9;145;22;18;8;12;6;1;1;2;0;1;1;23;26;35;136;179;39;1;2;1.0;136.0;21.0;170;190;220;15;459;117;6;5;202.0
620970000;32;62;62000;62097;Beaumetz-lès-Loges;ZZZZZZ;6209700;Z;5;442;416;3;23;416;26;3;6;39;92;276;2;6;15;52;146;99;97;396;56;56;54;124;71;36;376;55;48;54;116;68;36;20;1;8;0;8;3;0;31;65;56;264;312;99;30;5;6.0;219.0;129.0;366;372;419;0;751;242;70;6;412.0
620990000;32;62;62502;62099;Beaurains;ZZZZZZ;6209900;Z;5;2597;2441;11;145;1977;614;17;181;356;766;1121;16;39;274;551;942;386;232;2420;20;176;447;856;517;404;1894;20;167;404;760;356;187;521;0;8;40;96;161;216;333;466;359;1283;1460;967;597;15;151.0;1820.0;392.0;1985;2132;2415;50;3335;2213;1338;29;2396.0
621000000;32;62;62111;62100;Beaurainville;ZZZZZZ;6210000;Z;5;1066;903;90;73;956;31;5;60;121;222;495;11;12;81;194;309;181;116;896;77;74;190;337;119;99;861;76;69;186;330;105;95;23;0;5;2;3;11;2;84;159;142;518;604;293;115;6;20.0;389.0;239.0;759;787;892;15;1379;705;257;11;886.0
621010000;32;62;62000;62101;Beauvois;ZZZZZZ;6210100;Z;5;63;55;2;6;61;1;0;2;3;21;29;0;1;1;9;21;12;10;54;14;3;12;11;2;10;52;13;3;12;11;2;10;1;1;0;0;0;0;0;2;4;10;38;47;7;0;0;0.0;21.0;6.0;47;51;51;0;120;22;0;0;52.0
621020000;32;62;62000;62102;Bécourt;ZZZZZZ;6210200;Z;5;109;101;2;6;109;0;0;2;7;19;73;0;0;6;11;23;30;32;98;16;10;18;34;14;7;98;16;10;18;34;14;7;0;0;0;0;0;0;0;7;17;15;62;70;29;9;2;0.0;35.0;17.0;91;93;104;0;195;70;22;7;99.0
621030000;32;62;62000;62103;Béhagnies;ZZZZZZ;6210300;Z;5;53;50;0;3;51;2;0;1;4;3;42;0;0;1;7;14;8;20;50;2;19;8;8;11;2;48;2;17;8;8;11;2;2;0;2;0;0;0;0;3;8;2;37;42;8;0;0;0.0;29.0;12.0;43;47;50;0;101;25;0;0;50.0
621040000;32;62;62000;62104;Bellebrune;ZZZZZZ;6210400;Z;5;151;141;5;5;145;4;0;4;7;20;111;2;1;2;7;26;34;69;118;8;5;7;25;45;27;113;8;5;7;23;44;25;3;0;0;0;0;1;2;9;40;21;70;126;12;0;3;0.0;48.0;40.0;126;137;140;0;362;21;0;11;137.0
621050000;32;62;62000;62105;Belle-et-Houllefort;ZZZZZZ;6210500;Z;5;216;188;19;9;212;4;2;3;11;38;134;1;2;6;15;48;46;70;186;31;8;7;57;57;26;183;31;8;7;57;54;26;3;0;0;0;0;3;0;9;25;15;139;162;24;0;2;3.0;60.0;50.0;170;181;180;0;447;66;0;5;183.0
621060000;32;62;62000;62106;Bellonne;ZZZZZZ;6210600;Z;5;89;86;1;2;89;0;0;0;4;19;63;0;0;3;4;23;28;27;86;2;12;15;45;11;2;86;2;12;15;45;11;2;0;0;0;0;0;0;0;5;4;10;67;81;5;0;0;0.0;49.0;24.0;74;84;83;0;196;15;0;0;86.0
621070000;32;62;00752;62107;Bénifontaine;ZZZZZZ;6210700;Z;5;155;147;0;8;147;8;0;8;16;28;94;1;1;13;27;27;30;47;147;5;25;29;36;30;21;139;4;25;29;34;26;20;8;1;0;0;2;4;1;5;16;36;90;117;25;4;5;2.0;94.0;34.0;125;136;151;0;300;45;6;11;145.0
621080101;32;62;62401;62108;Berck;620061;6210801;H;1;1791;1319;298;174;1361;420;18;166;349;382;405;26;51;270;416;326;119;111;1307;72;93;245;432;233;232;973;71;84;206;326;119;167;329;1;9;39;103;114;62;177;295;228;618;616;666;316;37;43.0;738.0;420.0;880;1035;1301;30;1300;1368;677;72;1277.0
621080102;32;62;62401;62108;Berck;620071;6210801;H;1;1455;1194;175;86;745;702;16;134;326;328;390;17;39;233;373;363;119;50;1185;23;44;132;596;240;150;585;19;38;116;276;73;63;596;3;7;16;316;167;87;122;299;251;522;421;760;587;13;213.0;733.0;195.0;822;940;1177;26;893;1532;1190;36;1176.0
621080103;32;62;62401;62108;Berck;620071;6210801;H;1;2192;966;1058;169;478;1706;95;214;326;158;172;94;95;207;294;154;65;56;944;65;136;295;376;63;9;244;33;52;102;46;6;5;692;32;84;187;328;57;3;187;224;164;391;376;553;197;37;295.0;418.0;235.0;456;670;884;26;646;792;260;71;941.0
621080104;32;62;62401;62108;Berck;620071;6210801;H;1;2949;977;1454;519;540;2398;79;313;235;182;168;110;178;328;139;103;75;43;973;93;206;345;191;97;40;215;49;76;56;7;20;7;748;41;126;289;182;77;33;264;235;125;353;300;653;79;23;61.0;490.0;408.0;287;584;914;49;483;989;135;43;863.0
621080105;32;62;62401;62108;Berck;620061;6210801;H;1;1428;757;598;73;717;704;72;112;178;184;211;68;73;195;156;186;41;37;753;10;38;133;225;111;236;442;3;25;67;180;50;116;308;7;14;64;42;61;120;176;155;152;274;284;447;144;26;12.0;264.0;441.0;529;590;690;34;536;845;293;44;740.0
621080106;32;62;62401;62108;Berck;620071;6210801;H;1;1562;936;509;117;1079;461;83;126;190;224;313;88;76;149;157;255;103;108;926;88;169;256;209;141;63;708;75;144;205;162;94;28;199;13;21;41;42;47;35;104;226;111;495;591;342;51;3;88.0;503.0;301.0;536;717;857;12;1079;570;65;3;871.0
621080107;32;62;62401;62108;Berck;620061;6210801;H;1;1141;928;115;98;917;221;105;57;167;269;330;28;114;87;246;285;106;62;928;119;138;304;232;99;37;729;115;137;257;124;70;25;196;4;0;43;107;29;12;98;151;168;511;564;352;132;12;107.0;533.0;199.0;439;722;827;24;1098;730;276;25;891.0
621090000;32;62;62000;62109;Bergueneuse;ZZZZZZ;6210900;Z;5;108;93;9;6;105;3;0;1;8;30;54;0;3;3;22;34;17;14;93;13;3;33;27;5;12;90;12;3;31;27;5;12;3;1;0;2;0;0;0;10;14;13;56;64;27;0;2;1.0;49.0;18.0;84;78;95;5;151;64;0;3;92.0
621110000;32;62;62000;62111;Berlencourt-le-Cauroy;ZZZZZZ;6211100;Z;5;145;113;17;15;145;0;0;10;13;34;57;0;0;10;14;35;31;24;110;39;14;12;22;10;15;110;39;14;12;22;10;15;0;0;0;0;0;0;0;9;25;13;67;89;21;0;3;0.0;46.0;28.0;85;101;111;0;197;61;0;4;109.0
621120000;32;62;62000;62112;Berles-au-Bois;ZZZZZZ;6211200;Z;5;244;218;3;23;241;3;0;6;29;50;133;0;2;6;33;77;40;60;216;86;31;19;40;20;20;213;86;31;17;40;20;19;3;0;0;2;0;0;1;13;31;26;148;179;35;3;4;2.0;121.0;45.0;162;195;220;10;417;92;11;5;207.0
621130000;32;62;62108;62113;Berles-Monchel;ZZZZZZ;6211300;Z;5;183;175;1;7;180;2;0;2;11;32;130;0;0;5;14;62;48;46;174;43;17;22;52;27;13;172;42;17;22;52;26;13;1;1;0;0;0;0;0;11;16;28;120;151;22;0;2;0.0;85.0;36.0;145;160;175;10;421;62;0;5;173.0
621140000;32;62;62000;62114;Bermicourt;ZZZZZZ;6211400;Z;5;71;63;4;4;69;0;1;1;7;5;49;1;1;0;4;27;15;15;63;17;6;8;20;5;7;61;17;6;7;19;5;7;0;0;0;0;0;0;0;4;4;7;48;57;5;0;1;0.0;23.0;8.0;57;60;65;0;153;11;0;1;60.0
621150000;32;62;62000;62115;Berneville;ZZZZZZ;6211500;Z;5;213;197;4;12;210;3;0;0;13;45;139;0;0;2;16;57;59;62;196;47;12;8;73;23;33;194;47;10;8;73;23;33;2;0;2;0;0;0;0;11;19;33;134;178;15;4;4;0.0;77.0;63.0;180;185;194;0;420;45;15;15;193.0
621160000;32;62;62000;62116;Bernieulles;ZZZZZZ;6211600;Z;5;102;75;20;7;102;0;0;0;14;19;42;0;2;5;17;22;16;13;75;29;13;8;13;7;5;75;29;13;8;13;7;5;0;0;0;0;0;0;0;6;8;8;53;62;13;0;0;0.0;33.0;9.0;58;67;75;5;143;41;0;0;71.0
621170000;32;62;62000;62117;Bertincourt;ZZZZZZ;6211700;Z;5;425;373;5;47;400;25;1;11;42;105;214;1;7;28;64;122;74;77;371;9;166;74;60;30;32;349;9;163;61;59;26;31;22;0;3;13;1;4;1;38;57;50;228;276;91;28;6;2.0;254.0;53.0;277;338;365;0;653;251;86;14;365.0
621180000;32;62;62000;62118;Béthonsart;ZZZZZZ;6211800;Z;5;69;57;4;8;69;0;0;1;5;8;43;0;0;0;6;17;16;17;57;16;2;10;7;9;12;57;16;2;10;7;9;12;0;0;0;0;0;0;0;1;10;6;40;48;8;0;1;0.0;23.0;19.0;50;53;56;0;115;31;0;1;55.0
