IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
670010000;67;67701;67001;ZZZZZZ;6700100;Z;2123;314;295;345;497;485;187;438;1191;494;1780;5;50;230;225;200;180;690;200;2060;63;153;2123;0
670020000;67;67000;67002;ZZZZZZ;6700200;Z;377;55;54;65;103;64;37;68;234;75;341;0;19;20;15;66;74;83;65;369;8;10;377;0
670030000;67;67000;67003;ZZZZZZ;6700300;Z;446;75;66;74;110;80;41;96;256;94;377;5;15;25;54;64;62;119;34;439;7;8;446;0
670040000;67;67000;67004;ZZZZZZ;6700400;Z;1524;277;208;313;385;227;114;355;926;243;1277;10;60;60;209;283;219;298;139;1491;33;47;1524;0
670050000;67;67000;67005;ZZZZZZ;6700500;Z;868;167;101;170;216;137;77;203;504;161;723;10;20;102;107;82;112;188;102;856;12;17;868;0
670060000;67;67000;67006;ZZZZZZ;6700600;Z;212;34;32;42;50;39;17;44;131;38;198;5;0;0;35;45;35;59;20;210;2;2;212;0
670080000;67;67000;67008;ZZZZZZ;6700800;Z;1293;179;227;239;318;230;101;256;801;236;1097;5;21;154;182;177;136;321;101;1272;21;39;1293;0
670090000;67;67000;67009;ZZZZZZ;6700900;Z;395;64;48;68;105;72;38;88;224;82;309;0;15;26;51;36;51;77;51;387;8;12;395;0
670100000;67;67123;67010;ZZZZZZ;6701000;Z;1739;252;238;299;374;322;254;323;950;465;1427;15;60;100;249;249;165;488;101;1705;34;69;1641;98
670110000;67;67000;67011;ZZZZZZ;6701100;Z;996;207;147;223;206;149;64;264;585;147;808;5;20;55;104;168;161;201;94;968;28;40;996;0
670120000;67;67000;67012;ZZZZZZ;6701200;Z;682;115;103;129;176;114;45;159;415;108;548;11;11;11;84;90;137;153;53;657;25;36;682;0
670130000;67;67000;67013;ZZZZZZ;6701300;Z;276;47;41;50;73;39;26;62;164;50;230;5;0;5;30;50;40;75;25;273;3;4;276;0
670160000;67;67401;67016;ZZZZZZ;6701600;Z;713;95;125;130;185;109;69;143;448;122;625;6;15;45;117;141;99;115;87;703;10;30;713;0
670170000;67;67000;67017;ZZZZZZ;6701700;Z;302;57;52;62;66;39;26;82;168;52;250;5;10;5;35;20;75;60;40;300;2;3;302;0
670180000;67;67000;67018;ZZZZZZ;6701800;Z;656;118;90;123;155;111;59;151;382;123;529;24;5;24;78;93;103;142;59;643;13;18;656;0
670190000;67;67000;67019;ZZZZZZ;6701900;Z;1169;204;187;238;270;179;91;272;699;198;953;5;25;84;194;114;213;213;104;1150;19;32;1169;0
670200000;67;67304;67020;ZZZZZZ;6702000;Z;874;135;145;144;186;168;97;201;474;199;756;0;21;21;89;99;167;224;136;836;38;39;874;0
670210101;67;67213;67021;ZZZZZZ;6702101;H;3406;616;647;690;633;427;392;843;1914;649;2816;10;140;206;383;401;507;754;415;3037;369;431;3226;180
670210102;67;67213;67021;ZZZZZZ;6702101;H;3832;753;608;753;857;576;285;978;2243;611;3027;0;130;314;472;465;458;854;333;3630;202;274;3808;24
670220000;67;67116;67022;ZZZZZZ;6702200;Z;249;43;52;35;62;43;15;61;145;43;199;10;0;10;34;39;34;58;15;247;2;4;249;0
670230000;67;67000;67023;ZZZZZZ;6702300;Z;988;150;138;184;257;178;82;209;592;187;859;5;35;71;116;162;101;242;126;979;9;20;988;0
670250000;67;67000;67025;ZZZZZZ;6702500;Z;1875;221;236;344;542;394;137;304;1225;346;1633;0;40;115;226;246;396;490;120;1358;517;535;1875;0
670260000;67;67000;67026;ZZZZZZ;6702600;Z;150;19;30;21;38;23;18;30;85;36;122;0;5;36;31;0;0;31;20;149;1;2;150;0
670270000;67;67000;67027;ZZZZZZ;6702700;Z;167;29;16;26;41;35;20;38;85;43;151;0;0;14;24;24;9;66;14;161;6;4;162;5
670280000;67;67210;67028;ZZZZZZ;6702800;Z;5753;1079;1058;1167;1097;800;552;1412;3255;1086;4690;0;80;345;690;865;915;1170;625;5410;343;466;5630;123
