INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
19031;19;190310101;22.7;13510;18300;26470;0.71;0.317;60.9;50.7;3.9;6.3;32.6;12.3;10.7;1.2;6.0;3.5
19031;19;190310102;14.4;15680;21990;29850;0.64;0.281;60.0;52.3;2.5;5.2;40.4;11.4;5.9;1.1;3.0;1.8
19031;19;190310103;12.8;15960;21900;30970;0.69;0.344;56.6;47.0;2.3;7.3;39.1;16.6;5.4;0.8;3.0;1.6
19031;19;190310104;13.1;16050;22250;30850;0.67;0.294;58.3;48.1;2.1;8.1;43.9;10.7;5.4;0.9;3.0;1.5
19031;19;190310201;12.7;16290;21170;27190;0.51;0.242;58.8;52.1;3.1;3.6;40.0;9.6;6.2;1.7;3.1;1.4
19031;19;190310202;33.3;12190;15430;20030;0.51;0.21;58.0;51.2;5.9;0.9;27.5;3.6;19.8;6.3;8.5;5.0
19031;19;190310203;15.2;15450;20170;26640;0.55;0.255;68.4;57.5;3.4;7.5;31.9;7.3;7.4;1.9;3.7;1.8
19031;19;190310301;;17630;23190;29140;0.5;0.276;59.1;53.6;2.1;3.4;40.6;16.0;3.8;1.8;1.3;0.7
19031;19;190310302;;17990;23100;29190;0.48;0.228;63.8;57.9;2.2;3.7;37.4;10.0;4.6;1.6;2.0;1.0
19031;19;190310303;10.7;16600;21320;27130;0.49;0.263;68.4;60.5;2.1;5.8;32.6;11.4;5.0;1.7;2.3;1.0
19031;19;190310304;11.9;16470;21650;27320;0.5;0.244;62.5;55.6;2.6;4.3;37.5;11.7;5.3;2.2;2.0;1.1
19031;19;190310401;11.9;16300;21480;28960;0.59;0.269;71.8;62.1;2.9;6.8;31.3;7.6;5.7;1.3;2.9;1.5
19031;19;190310403;21.5;13750;18460;23880;0.55;0.246;61.3;54.6;3.9;2.8;36.4;6.6;8.8;2.3;4.2;2.3
19031;19;190310405;16.9;15110;20550;26250;0.54;0.241;66.7;57.8;3.8;5.1;33.2;7.1;7.6;2.2;3.5;1.9
19031;19;190310406;40.0;11030;14480;19930;0.61;0.251;54.8;47.0;5.6;2.2;29.7;6.5;18.8;6.0;8.3;4.5
19031;19;190310501;28.4;12700;16850;21420;0.52;0.226;54.0;47.7;5.2;1.1;39.2;5.3;12.2;4.4;5.0;2.8
19031;19;190310502;37.7;11780;14920;19640;0.53;0.224;53.0;;;;32.3;3.5;19.9;6.4;8.6;4.9
19031;19;190310503;25.7;13030;16910;21060;0.47;0.209;47.5;42.5;3.9;1.1;44.3;4.7;13.2;4.0;6.1;3.1
19031;19;190310601;;12840;16220;20750;0.49;0.251;56.3;49.7;4.8;1.8;30.8;6.7;17.4;4.5;8.4;4.5
19031;19;190310602;;16350;21430;27370;0.51;0.218;61.8;55.0;2.9;3.9;40.3;7.1;5.5;1.7;2.5;1.3
19031;19;190310603;12.2;16850;22450;30410;0.6;0.277;66.8;58.4;2.9;5.5;36.0;9.5;5.5;1.6;2.5;1.4
19031;19;190310701;13.1;15550;20730;27140;0.56;0.268;62.8;53.9;2.9;6.0;36.6;10.3;6.5;1.8;3.1;1.6
19031;19;190310702;8.7;18730;25220;34130;0.61;0.32;59.5;47.3;1.9;10.3;43.3;15.4;3.4;1.1;1.6;0.7
19272;19;192720101;18.9;14390;18770;24560;0.54;0.239;57.6;49.6;2.8;5.2;38.7;5.3;10.5;1.8;5.8;2.9
19272;19;192720102;9.6;18070;22680;29070;0.48;0.254;58.8;51.8;1.4;5.6;42.5;11.2;4.2;1.7;1.7;0.8
19272;19;192720201;24.6;13210;18920;25440;0.65;0.288;53.2;48.3;2.9;2.0;42.2;9.6;9.6;1.1;5.6;2.9
19272;19;192720202;14.5;15770;21500;28510;0.59;0.269;59.3;53.1;2.5;3.7;41.1;9.4;6.1;1.7;3.0;1.4
19272;19;192720301;;12150;17080;23310;0.65;0.282;59.2;51.0;3.6;4.6;33.9;7.0;12.4;2.7;6.1;3.6
19272;19;192720302;16.9;15280;20400;26750;0.56;0.252;56.7;51.9;2.6;2.2;40.4;8.0;8.7;1.7;4.9;2.1
19272;19;192720303;;17330;22410;28150;0.48;0.234;64.3;58.8;1.6;3.9;39.1;7.1;4.9;1.8;2.0;1.1
