INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
31044;31;310440101;;26240;33270;44340;0.54;0.264;70.4;62.3;1.7;6.4;38.7;14.5;1.4;0.7;0.5;0.2
31044;31;310440102;;18810;24710;31740;0.52;0.243;78.2;70.6;2.9;4.7;28.4;8.2;3.9;0.7;2.1;1.1
31044;31;310440103;;19550;26830;35470;0.59;0.266;74.5;67.2;2.6;4.7;27.3;13.9;3.4;1.5;1.3;0.6
31044;31;310440104;6.5;21040;29100;39230;0.63;0.294;80.6;70.5;2.8;7.3;27.4;11.3;3.3;1.3;1.2;0.8
31044;31;310440105;;23330;31030;42660;0.62;0.296;80.4;70.7;2.4;7.3;28.0;14.3;2.6;1.2;0.9;0.5
31044;31;310440106;17.4;14660;20950;29970;0.73;0.309;75.9;67.7;2.7;5.5;24.8;8.6;9.1;2.9;4.1;2.1
31044;31;310440108;16.0;15690;22660;30370;0.65;0.306;90.3;77.2;4.7;8.4;12.1;7.6;8.1;2.2;3.8;2.1
31069;31;310690101;17.0;15560;21740;29450;0.64;0.255;77.6;72.4;2.9;2.3;26.1;5.3;7.1;1.8;3.6;1.7
31069;31;310690102;;22760;28320;36280;0.48;0.23;69.3;62.8;1.7;4.8;40.3;8.7;1.7;0.6;0.8;0.3
31069;31;310690103;;11680;15200;21220;0.63;0.252;69.9;62.7;5.8;1.4;18.0;3.2;20.1;5.2;9.6;5.3
31069;31;310690104;13.5;16570;22310;31140;0.65;0.273;90.5;85.4;2.8;2.3;14.0;5.3;7.4;1.9;3.5;2.0
31069;31;310690105;9.9;19150;27710;37980;0.68;0.287;82.6;77.3;2.1;3.2;24.0;9.8;4.1;1.5;1.7;0.9
31069;31;310690106;;24590;33500;43300;0.56;0.286;81.6;73.8;1.6;6.2;28.0;11.9;2.1;0.9;0.8;0.4
31069;31;310690107;9.5;19330;26900;37590;0.68;0.308;82.9;75.8;2.6;4.5;22.3;11.7;3.5;1.0;1.7;0.8
31069;31;310690108;;22070;30200;40500;0.61;0.331;78.1;72.5;1.5;4.1;22.6;19.5;2.3;0.8;1.0;0.5
31069;31;310690109;8.7;19790;26540;34650;0.56;0.275;77.3;73.1;1.6;2.6;29.0;8.7;4.2;1.7;1.7;0.8
31069;31;310690111;13.0;16320;22110;28990;0.57;0.257;97.2;89.8;3.7;3.7;6.9;4.6;8.1;2.9;3.2;2.0
31113;31;311130101;16.2;15240;20880;28150;0.62;0.264;65.0;59.7;2.7;2.6;34.7;7.4;8.0;2.1;3.8;2.1
31113;31;311130102;10.9;17680;24170;31810;0.58;0.241;73.4;67.8;2.7;2.9;30.1;6.7;6.2;1.9;2.8;1.5
31113;31;311130103;11.4;17950;23880;31290;0.56;0.242;82.8;77.2;2.9;2.7;22.2;6.3;5.4;1.7;2.3;1.4
31113;31;311130105;;22130;29410;38490;0.56;0.269;77.8;67.9;2.3;7.6;30.0;11.2;2.8;1.0;1.2;0.6
31116;31;311160101;9.6;17190;22770;30220;0.57;0.252;80.4;73.2;3.4;3.8;22.5;8.3;5.8;2.1;2.4;1.3
31116;31;311160102;10.4;18260;24690;30880;0.51;0.261;68.8;61.6;2.9;4.3;34.2;9.5;4.5;1.7;1.9;0.9
31116;31;311160103;7.7;17470;22520;28240;0.48;0.211;79.2;72.6;3.5;3.1;24.5;5.9;5.9;2.4;2.3;1.2
31149;31;311490101;18.9;14450;19740;26090;0.59;0.255;68.8;64.0;3.1;1.7;30.0;6.3;9.9;2.0;5.2;2.7
31149;31;311490201;22.6;13820;19340;26190;0.64;0.266;67.8;62.2;3.1;2.5;27.8;6.4;12.0;3.9;5.5;2.6
31149;31;311490301;18.1;14630;20270;27540;0.64;0.282;67.8;62.5;2.9;2.4;31.2;7.8;9.1;2.4;4.4;2.3
31149;31;311490401;17.8;14690;20380;27100;0.61;0.252;73.3;67.4;3.4;2.5;27.7;5.9;8.2;2.5;4.0;1.7
31149;31;311490402;24.0;13270;18830;25820;0.67;0.271;72.3;66.4;2.8;3.1;25.2;5.6;11.2;3.2;5.5;2.5
