INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
83023;83;830230101;;10750;14580;20000;0.63;0.301;60.8;52.3;5.2;3.3;23.7;7.5;19.1;3.7;10.0;5.4
83023;83;830230201;36.5;11440;15110;20320;0.59;0.248;55.0;47.2;4.5;3.3;32.9;5.8;16.9;4.9;7.6;4.4
83023;83;830230202;21.3;13860;19410;25060;0.58;0.272;61.2;53.1;3.4;4.7;34.6;9.9;8.2;2.9;3.5;1.8
83023;83;830230301;14.1;15920;20980;26620;0.51;0.245;68.3;60.1;3.4;4.8;32.7;8.9;5.9;2.6;2.2;1.1
83023;83;830230501;10.6;16360;21600;28720;0.57;0.282;67.5;55.8;3.2;8.5;30.1;15.5;4.7;2.1;1.9;0.7
83042;83;830420101;12.9;16740;22040;29430;0.58;0.278;76.0;61.0;4.7;10.3;27.2;12.3;3.4;1.6;1.3;0.5
83042;83;830420102;28.8;12280;16650;22470;0.61;0.275;72.9;60.2;6.6;6.1;22.9;8.4;9.5;2.8;4.5;2.2
83042;83;830420103;13.4;15930;20780;26810;0.52;0.25;73.3;60.4;5.3;7.6;29.1;9.7;4.3;1.8;1.7;0.8
83042;83;830420104;17.0;14720;19310;25100;0.54;0.26;76.0;62.0;6.8;7.2;24.0;11.0;5.4;1.6;2.7;1.1
83047;83;830470101;5.9;20210;27060;34560;0.53;0.262;76.6;62.9;2.6;11.1;28.0;13.3;2.4;1.2;0.9;0.3
83047;83;830470102;10.0;17850;23150;28610;0.47;0.217;66.9;58.7;2.8;5.4;36.8;7.9;4.1;1.5;1.8;0.8
83047;83;830470103;10.5;16730;21770;26780;0.46;0.213;68.8;61.3;2.8;4.7;32.4;7.5;5.9;1.9;2.8;1.2
83047;83;830470104;10.6;17360;23470;30310;0.55;0.26;73.6;61.4;3.0;9.2;25.9;14.2;4.1;1.7;1.7;0.7
83047;83;830470105;6.4;19910;25380;31610;0.46;0.226;73.6;63.9;2.7;7.0;32.5;9.6;2.6;1.1;1.1;0.4
83049;83;830490101;8.8;17880;22980;28790;0.47;0.223;74.0;66.1;3.1;4.8;29.1;8.9;4.3;2.0;1.6;0.7
83049;83;830490102;10.0;18350;23920;31420;0.55;0.269;73.1;62.6;2.8;7.7;27.5;13.8;4.3;1.8;2.0;0.5
83049;83;830490103;21.4;13740;18960;24910;0.59;0.244;68.5;61.2;4.1;3.2;28.7;6.6;9.4;2.8;4.4;2.2
83050;83;830500101;;10520;13980;19530;0.64;0.269;59.6;51.4;5.6;2.6;24.2;4.1;22.2;3.2;12.7;6.3
83050;83;830500102;20.0;14110;18750;24690;0.56;0.26;60.8;52.1;3.3;5.4;35.9;9.0;9.1;2.5;4.4;2.2
83050;83;830500103;24.8;13230;18310;23360;0.55;0.239;60.5;53.3;3.5;3.7;35.3;7.2;9.9;3.3;4.2;2.4
83050;83;830500104;29.4;12470;16080;21280;0.55;0.218;69.6;64.0;4.2;1.4;20.2;3.4;17.5;6.7;6.6;4.2
83050;83;830500105;;12810;17540;22970;0.58;0.238;55.4;48.4;4.7;2.3;36.0;5.8;14.1;4.4;6.3;3.4
83050;83;830500106;16.1;15450;21240;27370;0.56;0.25;66.6;58.4;3.2;5.0;33.6;9.4;6.1;2.2;2.6;1.3
83050;83;830500107;9.4;17830;23070;28520;0.46;0.223;68.5;60.3;2.9;5.3;34.5;9.3;4.5;2.0;1.7;0.8
83050;83;830500108;8.6;19250;24880;32420;0.53;0.272;66.6;53.7;2.5;10.4;36.6;14.4;3.5;1.4;1.4;0.7
83050;83;830500109;9.9;18010;23290;29790;0.51;0.261;65.6;54.3;2.3;9.0;38.6;10.3;4.3;1.7;1.8;0.8
83050;83;830500110;24.7;13180;18320;23430;0.56;0.252;69.6;61.1;3.6;4.9;26.3;5.6;11.7;3.8;5.2;2.7
83050;83;830500111;8.5;18230;23860;29920;0.49;0.252;65.7;54.3;2.1;9.3;37.3;11.8;3.6;1.4;1.5;0.7
83050;83;830500112;8.6;19350;24990;32840;0.54;0.279;63.7;49.2;2.5;12.0;39.0;15.3;2.6;1.2;1.1;0.3
83061;83;830610101;29.4;12200;16880;22300;0.6;0.28;64.1;52.9;5.2;6.0;29.0;9.1;11.6;2.0;6.7;2.9
83061;83;830610102;;13320;17580;23070;0.56;0.247;65.4;56.9;5.0;3.5;31.1;6.4;10.1;2.8;5.0;2.3
83061;83;830610103;25.7;13090;18010;22750;0.54;0.239;66.3;58.4;4.9;3.0;28.3;6.1;11.7;3.4;5.6;2.7
83061;83;830610104;12.7;16580;21460;27300;0.5;0.234;62.1;54.5;3.7;3.9;40.2;8.6;4.7;1.6;2.1;1.0
83061;83;830610105;22.4;13570;18080;24090;0.58;0.245;51.1;44.0;3.9;3.2;46.9;7.9;7.7;2.6;3.5;1.6
