IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
800010101;80;80401;80001;800011;8000101;H;2877;308;439;353;527;475;776;435;1357;1086;2561;5;43;166;263;305;255;1097;427;2826;52;75;2512;365
800010102;80;80401;80001;800011;8000101;H;3202;484;571;605;536;547;459;640;1730;832;2716;5;107;222;332;424;316;891;419;3068;134;139;3151;51
800010201;80;80401;80001;800011;8000102;H;3764;590;724;590;818;667;375;905;2051;808;3174;3;79;127;321;550;425;931;738;3733;31;52;3717;47
800010301;80;80401;80001;800011;8000103;H;2014;326;382;366;428;337;174;514;1120;380;1688;3;44;29;122;273;344;456;417;1975;38;47;2014;0
800010401;80;80401;80001;800021;8000104;H;3837;675;615;650;849;662;386;928;2104;806;3163;3;61;163;378;579;418;949;612;3814;23;48;3803;34
800010501;80;80401;80001;800021;8000105;H;3137;688;615;480;642;475;236;961;1679;497;2446;3;20;72;147;488;380;630;705;3096;40;71;2985;152
800010502;80;80401;80001;800021;8000105;H;3122;520;626;531;624;584;238;732;1834;555;2602;3;43;68;225;481;460;721;600;3052;70;97;3122;0
800010503;80;80401;80001;800021;8000105;H;994;167;128;103;182;324;91;236;442;316;827;3;9;16;41;113;97;380;169;981;12;24;994;0
800020000;80;80000;80002;ZZZZZZ;8000200;Z;266;58;44;50;59;36;19;76;149;41;208;10;5;0;10;30;59;64;30;254;12;6;266;0
800030000;80;80000;80003;ZZZZZZ;8000300;Z;593;123;105;107;102;91;65;165;317;111;465;10;10;30;95;65;55;130;70;588;5;7;567;26
800040000;80;80000;80004;ZZZZZZ;8000400;Z;528;105;81;99;97;89;56;130;292;106;407;5;5;10;40;90;100;97;60;527;1;1;528;0
800050000;80;80000;80005;ZZZZZZ;8000500;Z;91;19;14;13;19;22;4;26;48;17;70;5;0;5;10;15;10;5;20;91;0;0;91;0
800060000;80;80000;80006;ZZZZZZ;8000600;Z;228;50;39;57;33;38;11;72;123;33;185;5;0;15;40;30;25;35;35;228;0;2;228;0
800080000;80;80000;80008;ZZZZZZ;8000800;Z;890;209;142;184;173;111;71;261;495;134;688;15;36;5;66;96;197;179;95;888;2;5;890;0
800090000;80;80000;80009;ZZZZZZ;8000900;Z;966;213;116;198;186;174;78;257;525;184;751;10;44;39;107;150;107;218;78;960;6;11;966;0
800100000;80;80112;80010;ZZZZZZ;8001000;Z;2838;580;396;566;550;475;270;722;1540;576;2266;5;30;174;383;379;224;737;333;2826;12;47;2838;0
800110000;80;80201;80011;ZZZZZZ;8001100;Z;2967;472;438;486;639;652;280;670;1532;765;2500;0;40;130;290;410;375;925;330;2944;23;53;2967;0
800130000;80;80104;80013;ZZZZZZ;8001300;Z;2378;482;405;423;428;367;272;641;1220;518;1906;15;20;35;216;336;381;532;371;2350;28;33;2282;96
800140000;80;80000;80014;ZZZZZZ;8001400;Z;54;13;14;8;9;7;3;17;29;8;30;10;0;0;5;5;0;5;5;54;0;2;54;0
800150000;80;80000;80015;ZZZZZZ;8001500;Z;67;9;8;9;23;16;3;12;44;11;64;5;5;5;0;5;5;30;10;66;1;3;67;0
800160101;80;80301;80016;ZZZZZZ;8001601;H;3452;680;546;566;639;614;406;931;1692;828;2772;1;36;68;261;458;472;908;567;3398;54;76;3452;0
800160201;80;80301;80016;ZZZZZZ;8001602;H;3320;486;640;517;595;469;614;709;1738;873;2838;9;84;102;283;429;460;929;542;3282;38;80;3005;315
800160301;80;80301;80016;ZZZZZZ;8001603;H;3156;575;603;574;599;467;339;735;1823;598;2582;1;102;67;298;454;518;723;418;3113;43;55;3156;0
800170000;80;80000;80017;ZZZZZZ;8001700;Z;466;113;61;89;78;96;29;131;243;92;364;5;0;16;57;62;82;110;31;457;9;11;466;0
800180000;80;80107;80018;ZZZZZZ;8001800;Z;250;36;28;38;64;53;31;46;143;61;195;5;15;15;5;10;35;100;10;247;3;3;250;0
800190000;80;80000;80019;ZZZZZZ;8001900;Z;793;145;114;163;162;143;66;195;452;146;625;15;15;0;85;105;150;180;75;789;4;4;793;0
800200000;80;80000;80020;ZZZZZZ;8002000;Z;738;158;100;133;176;140;31;200;423;116;580;0;15;84;120;70;65;147;79;729;9;19;738;0
800210101;80;80601;80021;800031;8002101;A;649;114;139;103;131;105;58;150;385;113;533;1;6;38;93;67;100;141;87;640;9;23;598;51
800210201;80;80601;80021;800041;8002102;H;1904;516;495;313;337;191;53;714;1056;135;1389;0;7;32;79;262;231;218;560;1578;326;340;1904;0
800210202;80;80601;80021;800041;8002102;H;1039;339;262;147;137;113;42;432;508;98;700;0;11;46;5;106;123;101;310;914;125;189;1039;0
800210203;80;80601;80021;800041;8002102;H;2718;1017;592;503;370;157;79;1263;1308;147;1701;3;10;58;93;315;343;182;698;2286;432;535;2718;0
800210204;80;80601;80021;800041;8002102;H;1796;358;365;419;340;248;66;469;1148;179;1438;0;15;38;78;272;365;237;433;1594;201;310;1761;35
800210301;80;80601;80021;800051;8002103;H;1851;289;484;340;309;259;169;406;1104;340;1562;0;36;111;236;279;190;378;332;1792;59;116;1771;80
800210401;80;80601;80021;800051;8002104;H;2173;451;519;454;340;247;162;601;1277;294;1729;0;42;124;278;290;258;368;368;2123;50;128;2095;78
800210501;80;80601;80021;800051;8002105;H;4151;729;1045;938;730;426;283;1050;2571;530;3410;0;55;268;542;765;373;624;783;3944;207;250;3980;171
800210602;80;80601;80021;800071;8002106;H;2436;221;1020;485;307;273;132;535;1589;313;2213;0;25;278;310;359;181;388;672;2279;158;189;2398;38
800210603;80;80601;80021;800071;8002106;H;1838;196;765;261;269;220;127;438;1130;269;1643;6;42;153;258;258;128;317;480;1757;81;110;1822;16
800210604;80;80601;80021;800071;8002106;H;2470;320;995;501;337;174;142;587;1663;220;2149;0;43;207;425;319;235;272;648;2396;74;119;2470;0
800210605;80;80601;80021;800071;8002106;H;3121;498;937;611;540;395;140;790;1945;386;2622;0;53;340;420;376;253;475;705;2970;151;184;3070;51
800210606;80;80601;80021;800061;8002106;H;2690;404;878;486;462;257;203;691;1664;335;2286;1;48;404;379;331;196;410;516;2583;107;134;2650;40
800210701;80;80601;80021;800061;8002107;H;3301;369;1170;459;606;434;262;1061;1735;504;2927;6;113;453;385;305;130;522;1014;3148;152;229;2647;654
800210702;80;80601;80021;800061;8002107;H;2974;528;752;605;438;438;212;749;1733;492;2446;0;48;355;422;416;159;535;511;2858;116;151;2974;0
800210801;80;80601;80021;800081;8002108;H;2976;585;691;555;513;427;205;823;1684;469;2387;3;27;201;255;491;302;531;575;2780;197;192;2906;70
800210802;80;80601;80021;800081;8002108;H;2474;603;429;491;467;354;130;811;1304;358;1871;0;51;116;279;412;191;410;412;2328;145;190;2474;0
800210803;80;80601;80021;800081;8002108;H;1862;354;326;340;376;277;188;500;982;380;1508;0;38;58;170;312;195;412;323;1708;154;193;1862;0
800210804;80;80601;80021;800081;8002108;H;1652;448;304;291;279;223;107;575;832;245;1204;0;11;31;152;184;190;275;360;1429;223;262;1652;0
800210805;80;80601;80021;800091;8002108;H;1230;174;190;214;261;238;154;247;667;316;1052;0;6;93;81;174;99;368;232;1193;38;69;1206;24
800210901;80;80601;80021;800091;8002109;H;2609;461;447;517;455;422;307;614;1399;596;2153;3;38;303;384;306;195;653;270;2511;97;164;2609;0
800210902;80;80601;80021;800091;8002109;H;2486;641;530;483;408;301;123;845;1348;293;1845;0;19;112;233;298;249;378;557;2187;300;374;2486;0
800210903;80;80601;80021;800091;8002109;H;768;105;126;129;177;169;62;153;446;168;663;0;28;48;82;123;69;203;110;738;29;110;768;0
800211001;80;80601;80021;800101;8002110;H;3434;711;899;721;535;351;216;1048;1991;396;2722;0;35;237;386;603;273;509;679;3222;212;287;3419;15
800211002;80;80601;80021;800111;8002110;H;3822;580;827;785;667;641;322;904;2262;656;3226;3;74;410;524;491;273;820;631;3668;155;278;3784;38
800211003;80;80601;80021;800101;8002110;H;2770;498;576;547;596;385;168;726;1644;400;2281;0;34;265;399;459;207;502;415;2654;116;168;2746;24
800211101;80;80601;80021;800111;8002111;H;2125;278;685;319;368;314;162;486;1296;343;1854;3;56;292;279;254;96;390;484;2029;96;123;2120;5
800211102;80;80601;80021;800111;8002111;H;3055;344;1124;561;523;277;225;665;2004;385;2712;0;74;433;458;384;195;431;736;2901;153;244;2962;93
800211103;80;80601;80021;800111;8002111;H;1961;371;423;384;404;241;137;531;1139;291;1590;3;30;256;313;292;100;328;268;1924;37;59;1961;0
800211201;80;80601;80021;800121;8002112;H;2404;250;998;348;306;325;177;564;1434;406;2153;3;54;440;246;180;126;404;699;2290;114;180;2328;76
800211202;80;80601;80021;800121;8002112;H;2271;412;577;359;451;343;128;593;1321;356;1854;0;39;425;336;172;39;400;442;2210;61;125;2256;15
800211203;80;80601;80021;800121;8002112;H;2506;354;792;408;430;326;195;609;1461;435;2137;0;51;454;365;212;42;445;567;2459;46;110;2450;56
800211301;80;80601;80021;800131;8002113;H;2038;121;1045;270;247;222;133;393;1390;255;1917;0;43;195;294;244;69;305;765;1879;159;199;2030;8
800211302;80;80601;80021;800131;8002113;H;4243;352;2153;633;516;370;219;900;2871;472;3915;7;94;796;572;525;129;475;1317;3988;255;331;4229;14
800211401;80;80601;80021;800101;8002114;H;2402;325;820;453;345;242;217;511;1525;365;2076;2;40;263;308;369;214;399;482;2283;119;152;2286;116
800211501;80;80601;80021;800141;8002115;H;2333;304;770;430;364;273;193;472;1517;344;2028;0;21;161;266;291;192;382;715;2014;320;376;1968;365
800211502;80;80601;80021;800141;8002115;H;2418;433;463;425;456;301;339;583;1313;521;1984;0;37;143;269;320;194;565;457;2309;109;257;2418;0
800211503;80;80601;80021;800141;8002115;H;2961;468;819;575;549;397;153;684;1905;372;2493;6;51;310;393;438;278;470;547;2772;189;287;2957;4
800211504;80;80601;80021;800141;8002115;H;2125;269;389;291;308;362;507;366;1028;732;1869;0;30;157;191;222;178;689;402;2032;93;123;1809;316
800211601;80;80601;80021;800131;8002116;H;3682;311;2211;466;327;237;129;871;2529;283;3367;0;58;329;398;395;178;307;1702;3176;506;604;3443;239
800211701;80;80601;80021;800131;8002117;H;3279;365;1228;616;319;298;452;710;1963;605;2915;0;64;330;315;535;208;637;827;3094;184;246;3080;199
