IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
620010000;62;00756;62001;ZZZZZZ;6200100;Z;1772;269;221;311;388;331;253;367;956;449;1493;10;44;125;263;217;92;516;225;1768;4;20;1701;71
620020000;62;62000;62002;ZZZZZZ;6200200;Z;222;59;28;56;44;25;10;72;127;22;181;5;10;5;20;39;39;29;34;221;1;4;222;0
620030000;62;62000;62003;ZZZZZZ;6200300;Z;627;99;107;98;172;124;28;138;387;102;540;0;31;42;145;52;42;125;104;626;1;1;627;0
620040101;62;62502;62004;ZZZZZZ;6200401;H;2582;465;426;450;531;436;274;654;1379;550;2113;10;83;152;392;358;225;586;307;2553;30;50;2450;132
620040102;62;62502;62004;ZZZZZZ;6200401;H;2792;508;477;459;555;619;174;703;1494;596;2235;0;49;122;235;353;377;696;402;2689;103;129;2779;13
620040103;62;62502;62004;ZZZZZZ;6200401;H;2424;383;485;431;473;424;227;547;1347;530;2069;0;34;127;304;456;196;627;324;2369;55;80;2414;11
620050000;62;62000;62005;ZZZZZZ;6200500;Z;988;214;187;189;214;130;53;294;557;136;773;5;20;25;136;121;172;167;126;976;12;13;977;11
620060000;62;62000;62006;ZZZZZZ;6200600;Z;303;56;45;49;79;43;32;63;179;60;258;0;0;15;54;44;54;54;39;303;0;1;303;0
620070000;62;62000;62007;ZZZZZZ;6200700;Z;769;200;87;212;126;91;53;227;442;100;605;0;35;80;140;75;70;120;85;766;3;7;769;0
620080000;62;62000;62008;ZZZZZZ;6200800;Z;833;205;153;175;151;108;40;251;498;83;589;10;26;53;114;118;81;87;100;830;3;6;833;0
620090000;62;62000;62009;ZZZZZZ;6200900;Z;259;66;32;53;59;26;23;79;144;36;176;5;0;10;26;36;41;36;21;259;0;2;259;0
620100000;62;62000;62010;ZZZZZZ;6201000;Z;239;52;36;45;46;46;14;70;126;43;205;0;0;10;10;35;20;90;40;238;1;3;239;0
620110000;62;62000;62011;ZZZZZZ;6201100;Z;653;116;93;116;146;126;56;154;355;144;515;0;45;30;120;75;40;155;50;648;5;6;653;0
620120000;62;62108;62012;ZZZZZZ;6201200;Z;249;69;29;68;38;33;12;81;135;33;192;0;0;50;15;30;10;45;40;249;0;2;249;0
620130000;62;62502;62013;ZZZZZZ;6201300;Z;1929;356;278;377;445;365;107;472;1170;287;1525;0;15;100;268;304;225;430;184;1920;9;25;1914;15
620140101;62;00752;62014;ZZZZZZ;6201401;H;2776;551;513;525;562;397;228;736;1588;452;2202;0;65;100;245;392;361;569;471;2752;23;28;2771;5
620140102;62;00752;62014;ZZZZZZ;6201401;H;2820;538;508;503;574;448;249;691;1609;521;2324;5;45;70;236;397;416;681;475;2801;19;30;2820;0
620140103;62;00752;62014;ZZZZZZ;6201401;H;1965;355;344;330;411;307;218;510;1050;405;1558;0;45;70;171;256;209;523;284;1952;13;21;1946;19
620140104;62;00752;62014;ZZZZZZ;6201401;H;2310;346;366;344;533;332;387;483;1258;568;1968;45;60;125;135;246;275;732;350;2285;25;36;1971;339
620150000;62;62000;62015;ZZZZZZ;6201500;Z;223;48;33;46;48;37;11;56;135;32;184;0;10;20;51;20;31;46;5;223;0;0;223;0
620160000;62;62000;62016;ZZZZZZ;6201600;Z;186;29;28;27;53;29;19;39;116;31;157;10;0;0;29;34;24;29;29;186;0;1;186;0
620170000;62;62000;62017;ZZZZZZ;6201700;Z;189;35;36;39;34;31;14;50;99;40;149;0;9;0;5;19;51;37;28;175;14;15;189;0
620180000;62;62000;62018;ZZZZZZ;6201800;Z;263;55;52;56;56;29;15;76;157;30;210;20;20;20;20;15;40;55;20;259;4;5;263;0
620190000;62;00756;62019;ZZZZZZ;6201900;Z;3906;719;655;713;803;677;338;951;2207;748;3147;15;80;199;597;497;363;858;539;3898;8;37;3819;87
