IRIS;REG;DEP;UU2010;COM;LIBCOM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;P17_LOG;P17_RP;P17_RSECOCC;P17_LOGVAC;P17_MAISON;P17_APPART;P17_RP_1P;P17_RP_2P;P17_RP_3P;P17_RP_4P;P17_RP_5PP;P17_RP_M30M2;P17_RP_3040M2;P17_RP_4060M2;P17_RP_6080M2;P17_RP_80100M2;P17_RP_100120M2;P17_RP_120M2P;P17_RP_ACHTOT;P17_RP_ACH19;P17_RP_ACH45;P17_RP_ACH70;P17_RP_ACH90;P17_RP_ACH05;P17_RP_ACH14;P17_RPMAISON_ACHTOT;P17_RPMAISON_ACH19;P17_RPMAISON_ACH45;P17_RPMAISON_ACH70;P17_RPMAISON_ACH90;P17_RPMAISON_ACH05;P17_RPMAISON_ACH14;P17_RPAPPART_ACHTOT;P17_RPAPPART_ACH19;P17_RPAPPART_ACH45;P17_RPAPPART_ACH70;P17_RPAPPART_ACH90;P17_RPAPPART_ACH05;P17_RPAPPART_ACH14;P17_MEN_ANEM0002;P17_MEN_ANEM0204;P17_MEN_ANEM0509;P17_MEN_ANEM10P;P17_RP_PROP;P17_RP_LOC;P17_RP_LOCHLMV;P17_RP_GRAT;P17_RP_CCCOLL;P17_RP_CCIND;P17_RP_CINDELEC;P17_RP_GARL;P17_RP_VOIT1P;C17_RP_HSTU1P;C17_RP_HSTU1P_SUROCC
120010000;76;12;12000;12001;Agen-d'Aveyron;ZZZZZZ;1200100;Z;5;517;446;33;38;492;25;2;16;39;132;257;1;3;23;50;134;117;118;441;52;11;54;149;126;50;422;49;10;46;146;123;48;19;3;1;7;3;3;2;28;54;55;309;389;48;3;9;4.0;211.0;122.0;381;421;443;0
120020000;76;12;12000;12002;Aguessac;ZZZZZZ;1200200;Z;5;489;380;49;59;393;93;1;22;59;107;192;1;6;36;64;110;96;66;373;77;30;64;106;67;29;303;60;21;40;93;60;29;68;16;9;24;11;7;0;61;54;52;212;295;76;3;9;5.0;195.0;115.0;278;356;372;10
120030000;76;12;12000;12003;Les Albres;ZZZZZZ;1200300;Z;5;217;157;28;31;210;7;0;3;23;42;89;0;1;7;31;39;47;31;157;25;11;51;36;18;15;150;24;10;49;33;18;15;7;1;1;2;3;0;0;11;21;25;100;122;28;9;7;9.0;92.0;31.0;140;148;151;0
120040000;76;12;12000;12004;Almont-les-Junies;ZZZZZZ;1200400;Z;5;248;205;26;17;221;26;1;10;18;44;132;1;0;13;24;45;60;62;198;46;15;30;52;38;17;182;44;14;27;47;35;15;15;1;1;3;5;3;2;17;19;18;151;159;40;3;6;4.0;107.0;48.0;174;196;205;0
120060000;76;12;12000;12006;Alrance;ZZZZZZ;1200600;Z;5;296;174;99;22;276;19;3;15;25;35;96;2;5;25;19;46;39;38;168;37;21;24;43;25;17;154;34;21;21;40;24;13;13;3;0;3;3;0;4;14;24;16;119;137;20;6;17;9.0;89.0;29.0;139;159;168;5
120070000;76;12;12000;12007;Ambeyrac;ZZZZZZ;1200700;Z;5;165;88;46;31;156;6;0;4;22;27;34;2;2;9;24;20;13;19;87;25;9;13;17;16;8;81;25;8;12;17;13;7;5;0;1;1;0;3;0;12;13;14;50;71;13;3;4;1.0;51.0;15.0;69;78;93;5
120080000;76;12;12000;12008;Anglars-Saint-Félix;ZZZZZZ;1200800;Z;5;407;323;38;46;397;8;1;6;31;93;192;1;4;11;32;76;88;111;319;101;13;28;60;46;70;312;97;13;28;60;44;69;6;3;0;0;0;2;1;41;64;51;168;260;54;1;9;4.0;126.0;102.0;295;306;321;10
120090000;76;12;12000;12009;Arnac-sur-Dourdou;ZZZZZZ;1200900;Z;5;90;15;65;10;89;1;0;1;0;7;7;1;0;1;7;1;3;2;15;7;1;1;4;1;1;15;7;1;1;4;1;1;0;0;0;0;0;0;0;0;0;4;11;13;2;0;0;0.0;8.0;2.0;9;14;15;0
120100000;76;12;12000;12010;Arques;ZZZZZZ;1201000;Z;5;74;55;13;7;73;2;0;3;5;18;29;0;1;1;2;16;12;23;45;10;7;4;11;6;8;43;10;7;3;11;5;8;2;0;0;1;0;1;0;8;11;6;29;48;7;0;0;0.0;36.0;7.0;48;50;57;0
120110000;76;12;12000;12011;Arvieu;ZZZZZZ;1201100;Z;5;668;371;252;45;642;23;2;3;46;113;207;2;4;29;63;97;88;88;360;106;34;70;67;57;26;348;104;31;65;66;57;25;11;2;3;5;1;0;0;30;40;44;257;318;39;9;14;17.0;215.0;46.0;290;344;380;5
120120000;76;12;12000;12012;Asprières;ZZZZZZ;1201200;Z;5;413;301;33;79;370;37;1;15;43;122;121;2;6;14;43;112;72;53;292;55;22;47;82;36;50;270;52;20;41;79;32;46;18;3;2;3;3;3;4;33;44;46;177;237;61;8;3;2.0;118.0;90.0;242;282;299;10
120130000;76;12;12302;12013;Aubin;ZZZZZZ;1201300;Z;5;2478;1801;133;544;2067;406;14;114;400;661;612;12;55;193;425;608;317;191;1798;516;230;405;474;114;59;1512;404;183;341;439;97;48;284;111;47;63;35;17;11;146;230;229;1196;1384;378;83;39;31.0;968.0;465.0;1374;1544;1805;30
120150000;76;12;12000;12015;Auriac-Lagast;ZZZZZZ;1201500;Z;5;145;100;34;11;140;5;1;0;10;20;69;0;1;4;14;26;26;29;100;23;17;23;20;11;6;97;23;17;23;18;10;6;3;0;0;0;2;1;0;5;9;11;75;92;6;0;2;6.0;70.0;5.0;74;88;100;0
120160000;76;12;12000;12016;Auzits;ZZZZZZ;1201600;Z;5;566;380;94;92;552;12;2;9;61;122;186;1;1;27;57;132;73;90;364;77;45;70;91;39;41;352;74;42;69;89;37;41;10;2;3;1;2;2;0;26;45;67;243;322;49;1;9;5.0;198.0;66.0;315;351;375;0
120170000;76;12;12000;12017;Ayssènes;ZZZZZZ;1201700;Z;5;238;108;110;21;228;7;3;4;22;25;54;6;4;12;21;28;17;20;106;60;14;5;8;12;7;104;59;14;5;8;12;6;1;1;0;0;0;0;0;10;14;8;76;94;4;0;10;6.0;36.0;9.0;77;98;109;0
120180000;76;12;12000;12018;Balaguier-d'Olt;ZZZZZZ;1201800;Z;5;151;76;73;2;134;16;0;1;14;32;29;0;1;3;12;23;16;21;72;34;4;4;9;10;10;70;34;4;4;9;9;9;0;0;0;0;0;0;0;4;15;15;42;63;12;0;2;1.0;31.0;14.0;66;72;76;0
120190000;76;12;12000;12019;Balaguier-sur-Rance;ZZZZZZ;1201900;Z;5;100;43;45;12;96;3;0;1;7;15;20;0;1;4;4;10;9;15;43;20;0;3;4;6;10;41;20;0;3;3;5;10;1;0;0;0;0;1;0;4;4;11;24;35;8;0;0;3.0;19.0;0.0;36;40;40;0
120210000;76;12;12000;12021;Le Bas Ségala;ZZZZZZ;1202100;Z;5;1036;710;249;77;1006;27;3;26;97;192;393;0;10;31;80;196;223;170;705;298;40;62;129;98;78;686;289;40;58;127;93;78;19;9;0;3;2;5;0;61;73;97;479;604;80;1;26;13.0;371.0;96.0;611;660;707;0
120220000;76;12;12000;12022;La Bastide-Pradines;ZZZZZZ;1202200;Z;5;123;58;58;7;122;1;2;10;13;15;18;2;4;7;13;17;9;7;54;31;2;3;5;5;9;53;30;2;3;5;5;9;1;1;0;0;0;0;0;14;7;8;30;45;6;0;8;0.0;16.0;9.0;31;51;57;5
120230000;76;12;12000;12023;La Bastide-Solages;ZZZZZZ;1202300;Z;5;123;56;58;9;113;5;0;7;11;14;24;1;2;8;11;2;15;17;54;25;3;4;7;9;6;50;24;2;3;7;8;6;4;1;1;1;0;1;0;4;6;5;41;46;7;3;3;0.0;25.0;16.0;47;52;55;0
120240000;76;12;12000;12024;Belcastel;ZZZZZZ;1202400;Z;5;158;94;55;9;146;12;3;5;11;28;47;1;3;7;14;21;30;19;90;24;5;12;30;12;8;81;21;5;10;28;10;8;9;3;0;2;2;2;0;4;12;6;72;77;11;0;6;2.0;56.0;15.0;74;91;88;0
120250000;76;12;12000;12025;Belmont-sur-Rance;ZZZZZZ;1202500;Z;5;613;405;157;51;493;115;5;24;71;99;206;1;11;37;74;96;83;103;394;118;30;36;141;40;29;324;103;27;30;97;39;28;68;14;3;5;44;1;1;43;50;50;262;287;97;33;21;27.0;154.0;125.0;283;357;400;0
120260000;76;12;12000;12026;Bertholène;ZZZZZZ;1202600;Z;5;546;431;46;69;522;22;1;16;46;134;234;1;6;28;51;135;109;101;422;113;36;38;130;56;49;403;107;35;34;125;54;48;19;6;1;4;5;2;1;18;59;74;280;364;59;17;8;9.0;179.0;128.0;360;414;435;10
120270000;76;12;12000;12027;Bessuéjouls;ZZZZZZ;1202700;Z;5;138;98;24;16;123;15;0;2;14;29;53;1;0;5;10;26;30;27;98;26;7;8;28;16;14;85;23;7;8;21;14;14;12;3;0;0;8;1;0;7;16;21;55;75;22;0;2;3.0;37.0;21.0;90;91;98;0
120280000;76;12;12000;12028;Boisse-Penchot;ZZZZZZ;1202800;Z;5;322;238;21;63;269;48;1;13;54;77;93;2;10;24;38;94;45;24;236;60;39;36;59;26;17;208;56;29;31;58;19;16;25;4;10;5;1;4;1;28;32;37;142;184;51;8;3;1.0;140.0;51.0;184;217;239;5
120290000;76;12;12000;12029;Bor-et-Bar;ZZZZZZ;1202900;Z;5;202;101;76;24;191;5;5;9;17;28;43;4;4;9;19;25;20;20;100;52;5;13;16;9;7;92;50;5;13;13;6;6;5;1;0;0;2;2;0;8;14;19;60;78;19;0;4;1.0;55.0;18.0;82;94;97;5
120300000;76;12;12000;12030;Bouillac;ZZZZZZ;1203000;Z;5;284;203;31;49;268;13;1;7;27;62;106;0;3;19;39;79;32;32;198;54;25;38;47;25;9;188;52;23;37;46;21;9;10;1;2;1;1;4;0;22;20;32;130;168;31;5;4;8.0;86.0;62.0;155;193;202;5
120310000;76;12;12000;12031;Bournazel;ZZZZZZ;1203100;Z;5;217;146;51;19;199;17;0;6;18;28;94;0;1;6;14;32;48;45;144;48;9;12;33;20;21;131;43;8;12;28;20;19;13;5;1;0;5;0;2;17;26;23;80;115;27;3;4;3.0;97.0;27.0;108;133;148;0
120320000;76;12;12000;12032;Boussac;ZZZZZZ;1203200;Z;5;287;236;28;23;278;7;1;11;28;69;127;1;1;14;21;73;72;54;229;79;13;21;32;46;37;223;77;11;20;32;45;37;6;2;2;1;0;1;0;21;31;33;151;206;25;8;5;2.0;134.0;49.0;225;217;232;0
120330000;76;12;12000;12033;Bozouls;ZZZZZZ;1203300;Z;5;1560;1247;158;155;1249;302;9;131;187;345;575;12;38;142;192;320;289;253;1229;193;50;158;350;332;146;975;182;48;112;257;251;125;244;9;2;45;87;80;20;124;232;186;705;883;338;77;27;57.0;550.0;410.0;1003;1165;1240;20
120340000;76;12;12000;12034;Brandonnet;ZZZZZZ;1203400;Z;5;190;136;36;18;182;3;0;2;19;41;74;0;1;5;15;49;31;35;135;64;5;14;18;17;17;132;64;5;14;16;17;16;2;0;0;0;2;0;0;11;25;11;89;108;22;2;6;0.0;75.0;19.0;121;128;145;5
120350000;76;12;12000;12035;Brasc;ZZZZZZ;1203500;Z;5;164;75;71;19;158;6;0;5;10;17;43;0;3;2;13;17;23;18;74;43;8;5;6;9;3;69;43;7;1;6;9;3;5;0;1;4;0;0;0;2;9;9;55;62;12;3;1;1.0;36.0;13.0;50;71;79;0
120360000;76;12;12000;12036;Brommat;ZZZZZZ;1203600;Z;5;636;309;244;83;609;26;4;5;42;86;172;4;4;18;57;80;65;81;303;79;27;42;109;32;14;286;76;25;40;106;27;12;17;3;2;2;3;5;2;28;36;33;212;235;66;9;8;4.0;95.0;86.0;250;288;305;5
120370000;76;12;12000;12037;Broquiès;ZZZZZZ;1203700;Z;5;581;280;225;76;545;30;6;13;40;61;160;7;5;23;45;84;58;58;275;124;39;14;44;29;25;244;116;31;12;38;26;21;26;6;8;1;6;3;2;32;41;37;170;235;34;0;11;6.0;91.0;57.0;187;257;275;5
120380000;76;12;12000;12038;Brousse-le-Château;ZZZZZZ;1203800;Z;5;207;88;114;6;198;10;0;8;13;21;46;0;3;12;13;15;22;22;87;44;8;3;14;13;4;82;42;8;3;13;12;4;5;2;0;0;1;2;0;8;9;14;57;72;8;0;8;0.0;37.0;9.0;58;79;82;0
120390000;76;12;12000;12039;Brusque;ZZZZZZ;1203900;Z;5;422;142;238;42;399;23;2;5;31;33;70;1;7;11;22;38;28;34;139;63;12;20;31;7;5;127;62;9;14;29;7;5;11;1;3;5;2;0;0;13;12;19;97;123;19;6;0;0.0;50.0;21.0;92;123;145;0
120410000;76;12;12000;12041;Cabanès;ZZZZZZ;1204100;Z;5;186;117;64;5;182;3;1;2;19;35;61;1;1;3;17;34;33;28;112;46;5;11;25;16;10;109;46;5;11;24;14;10;3;0;0;0;1;2;0;5;19;12;82;106;8;3;3;2.0;74.0;15.0;102;111;122;0
120420000;76;12;12000;12042;Calmels-et-le-Viala;ZZZZZZ;1204200;Z;5;142;92;38;12;134;7;1;5;11;23;52;1;5;1;13;17;32;24;92;45;12;8;7;15;6;85;43;9;8;7;14;5;6;2;3;0;0;1;0;4;9;12;67;79;7;0;6;4.0;31.0;10.0;69;89;94;0
120430000;76;12;12000;12043;Calmont;ZZZZZZ;1204300;Z;5;869;767;52;51;806;60;1;32;64;181;490;0;10;35;60;192;223;247;723;132;44;55;202;180;110;669;127;41;52;184;166;100;51;4;4;3;18;13;10;49;117;103;497;654;99;18;14;8.0;437.0;211.0;683;744;768;5
120440000;76;12;12000;12044;Camarès;ZZZZZZ;1204400;Z;5;811;499;229;83;637;149;14;29;86;126;244;7;19;49;95;122;98;109;488;156;35;66;136;58;37;371;124;27;52;83;54;31;114;31;7;14;52;4;6;62;68;63;306;357;125;32;17;19.0;240.0;109.0;352;441;470;0
120450000;76;12;12000;12045;Camboulazet;ZZZZZZ;1204500;Z;5;212;161;38;13;202;7;1;3;13;45;99;1;2;5;22;43;34;54;157;41;15;17;27;32;25;151;38;14;17;27;31;24;5;2;1;0;0;1;1;14;13;25;109;143;16;5;2;0.0;84.0;27.0;141;144;155;0
120460000;76;12;12000;12046;Camjac;ZZZZZZ;1204600;Z;5;342;260;43;39;300;24;14;8;28;61;147;2;3;27;29;63;59;76;257;66;25;32;56;30;47;225;66;23;27;54;27;28;17;0;2;5;2;2;6;19;29;49;162;214;39;7;6;11.0;115.0;75.0;206;225;246;0
120470000;76;12;12000;12047;Campagnac;ZZZZZZ;1204700;Z;5;345;210;92;43;327;15;3;4;30;53;120;4;2;12;41;70;38;43;205;73;16;17;43;42;14;192;68;15;16;39;40;14;13;5;1;1;4;2;0;22;23;23;142;174;25;7;11;2.0;86.0;35.0;133;184;220;10
120480000;76;12;12000;12048;Campouriez;ZZZZZZ;1204800;Z;5;327;183;111;33;303;24;0;9;34;50;90;1;1;20;34;57;41;28;182;91;17;18;35;14;6;164;89;15;12;33;8;6;18;2;2;6;2;6;0;11;25;25;121;148;30;1;5;4.0;68.0;43.0;153;173;187;0
120490000;76;12;12000;12049;Campuac;ZZZZZZ;1204900;Z;5;305;208;77;20;279;25;0;24;29;43;112;2;9;16;28;59;52;42;202;45;19;28;55;25;30;185;45;15;24;52;22;27;17;0;4;4;3;3;3;15;32;26;135;164;37;16;7;4.0;115.0;54.0;184;190;200;0
120500000;76;12;12000;12050;Canet-de-Salars;ZZZZZZ;1205000;Z;5;444;194;210;40;438;6;0;6;26;50;112;1;4;12;22;57;48;49;193;34;30;27;38;31;32;189;34;28;26;38;30;32;4;0;2;1;0;1;0;14;21;34;125;164;25;1;5;0.0;88.0;52.0;171;173;196;5
120510000;76;12;12000;12051;Cantoin;ZZZZZZ;1205100;Z;5;300;145;122;33;290;10;0;3;27;35;80;2;0;6;14;27;33;63;144;80;7;6;19;12;20;137;78;7;6;17;9;20;7;2;0;0;2;3;0;9;18;24;94;126;19;5;0;0.0;54.0;28.0;116;140;145;0
120520000;76;12;00364;12052;Capdenac-Gare;ZZZZZZ;1205200;Z;5;2748;2234;151;363;1989;748;35;221;523;709;746;24;100;262;541;716;364;226;2199;335;334;736;485;202;107;1603;201;238;535;376;153;100;587;132;96;198;108;47;7;280;382;321;1249;1426;758;139;50;62.0;1502.0;455.0;1465;1903;2218;36
120530000;76;12;12000;12053;La Capelle-Balaguier;ZZZZZZ;1205300;Z;5;191;134;43;13;188;2;0;3;13;41;77;0;2;4;16;30;41;41;133;50;2;5;32;18;27;133;50;2;5;32;18;27;0;0;0;0;0;0;0;17;21;21;76;110;20;0;5;0.0;56.0;37.0;115;126;133;0
120540000;76;12;12000;12054;La Capelle-Bleys;ZZZZZZ;1205400;Z;5;228;163;44;21;220;8;0;9;13;54;86;0;0;18;29;33;48;35;156;66;10;12;21;31;15;148;66;8;11;21;27;15;7;0;2;1;0;4;0;20;17;18;109;132;29;12;2;1.0;64.0;43.0;143;150;161;5
120550000;76;12;12000;12055;La Capelle-Bonance;ZZZZZZ;1205500;Z;5;102;38;53;11;99;3;0;1;7;12;18;0;0;7;7;10;6;8;38;19;1;3;7;6;2;35;18;1;3;5;6;2;3;1;0;0;2;0;0;1;5;4;28;32;4;0;2;0.0;13.0;4.0;25;36;40;5
120560000;76;12;12101;12056;Baraqueville;ZZZZZZ;1205600;Z;5;1574;1372;74;127;1151;368;63;121;195;394;600;30;70;135;210;388;305;235;1361;122;99;173;436;301;230;987;118;81;112;287;235;153;322;4;18;60;100;63;76;170;255;241;706;912;435;87;25;100.0;694.0;431.0;1128;1216;1318;5
120570000;76;12;12000;12057;Cassagnes-Bégonhès;ZZZZZZ;1205700;Z;5;623;436;92;95;555;66;1;23;73;117;222;1;6;41;55;147;104;82;435;91;49;78;107;64;46;384;85;43;68;96;51;42;50;6;6;10;10;13;4;31;62;57;285;362;56;19;18;11.0;200.0;113.0;330;389;434;0
120580000;76;12;12000;12058;Cassuéjouls;ZZZZZZ;1205800;Z;5;126;58;49;19;122;3;0;0;10;16;32;0;0;5;18;9;18;8;58;25;11;2;8;9;3;55;23;11;2;8;9;2;3;2;0;0;0;0;1;2;4;4;48;51;6;0;1;2.0;31.0;7.0;43;51;60;0
120590000;76;12;12000;12059;Castanet;ZZZZZZ;1205900;Z;5;286;206;44;36;278;8;0;4;22;39;141;0;0;5;23;48;51;79;201;67;26;42;32;12;22;193;63;23;42;32;12;21;8;4;3;0;0;0;1;7;33;20;146;177;22;0;7;7.0;158.0;10.0;175;198;205;0
120600000;76;12;12000;12060;Castelmary;ZZZZZZ;1206000;Z;5;105;56;47;2;99;6;1;1;8;13;33;1;1;1;14;16;12;11;56;27;6;5;13;4;1;51;22;6;5;13;4;1;5;5;0;0;0;0;0;1;1;9;45;49;7;1;0;5.0;39.0;4.0;44;50;55;0
120610000;76;12;12000;12061;Castelnau-de-Mandailles;ZZZZZZ;1206100;Z;5;442;257;147;39;425;17;2;17;43;76;119;3;15;33;41;74;43;48;254;87;20;10;52;51;33;243;84;19;10;48;49;32;11;3;1;0;4;2;1;22;27;50;159;225;24;1;8;4.0;82.0;58.0;196;242;256;5
120620000;76;12;12000;12062;Castelnau-Pégayrols;ZZZZZZ;1206200;Z;5;343;140;182;21;336;6;1;6;19;46;68;1;3;11;18;29;36;42;132;44;5;5;26;32;20;127;42;5;4;24;32;20;4;2;0;1;1;0;0;15;13;21;91;121;12;0;7;4.0;69.0;24.0;97;136;140;0
120630000;76;12;12000;12063;La Cavalerie;ZZZZZZ;1206300;Z;5;625;433;73;118;455;168;15;35;67;119;197;13;22;35;82;122;91;68;432;62;35;42;86;128;79;325;56;25;29;69;88;57;106;5;10;13;17;39;21;78;119;77;158;239;180;40;14;17.0;233.0;115.0;336;391;411;5
120640000;76;12;12000;12064;Le Cayrol;ZZZZZZ;1206400;Z;5;163;113;15;35;150;11;3;7;31;33;39;3;3;15;26;36;16;14;110;50;25;14;6;11;4;101;46;24;11;6;11;3;8;3;1;3;0;0;1;10;8;6;89;100;13;0;0;0.0;38.0;19.0;87;98;105;5
120650000;76;12;12000;12065;Centrès;ZZZZZZ;1206500;Z;5;400;235;124;41;384;13;4;6;20;53;152;5;3;12;31;68;56;60;234;88;55;22;34;27;8;225;85;51;22;33;27;7;7;3;3;0;1;0;0;11;22;20;182;203;25;0;7;9.0;126.0;29.0;155;201;230;0
120660000;76;12;12000;12066;Clairvaux-d'Aveyron;ZZZZZZ;1206600;Z;5;577;442;88;47;545;31;0;17;58;89;278;3;3;23;68;110;108;127;433;113;28;41;110;95;46;412;109;25;41;108;86;43;20;4;3;0;2;8;3;31;54;69;288;352;81;7;9;4.0;270.0;87.0;359;420;440;10
120670000;76;12;12000;12067;Le Clapier;ZZZZZZ;1206700;Z;5;108;40;59;9;102;2;2;2;7;12;17;0;3;5;9;7;6;10;40;15;0;5;9;7;4;37;13;0;5;8;7;4;2;1;0;0;1;0;0;5;8;6;21;29;8;1;3;1.0;18.0;3.0;18;35;40;0
120680000;76;12;12000;12068;Colombiès;ZZZZZZ;1206800;Z;5;566;424;115;27;516;27;20;16;53;100;235;20;10;25;63;113;100;93;413;137;42;60;72;62;40;374;131;38;56;70;39;40;21;5;4;4;2;6;0;26;55;49;294;345;75;9;4;26.0;231.0;68.0;376;370;405;0
120690000;76;12;12000;12069;Combret;ZZZZZZ;1206900;Z;5;241;123;104;14;231;8;3;5;22;31;62;1;10;8;22;21;25;35;118;66;11;6;12;8;14;110;60;11;6;12;8;12;7;5;0;0;0;0;2;7;18;18;79;112;5;0;6;9.0;49.0;15.0;89;113;122;0
120700000;76;12;12000;12070;Compeyre;ZZZZZZ;1207000;Z;5;335;237;77;21;317;17;2;7;33;53;142;1;7;13;26;63;71;56;235;69;6;17;78;50;15;219;61;5;14;75;49;15;15;8;1;2;3;1;0;23;25;30;159;201;27;0;9;2.0;124.0;60.0;167;213;232;5
120710000;76;12;12000;12071;Compolibat;ZZZZZZ;1207100;Z;5;222;156;29;38;215;6;0;5;16;32;103;0;1;8;17;38;50;42;154;30;18;23;44;22;18;149;30;17;21;42;22;18;5;0;1;2;2;0;0;10;25;25;96;124;20;2;12;1.0;87.0;26.0;127;142;156;0
120720000;76;12;12000;12072;Comprégnac;ZZZZZZ;1207200;Z;5;175;116;43;16;173;1;0;4;19;35;57;1;0;10;20;27;25;33;112;33;5;4;31;24;14;111;33;5;4;31;23;14;1;0;0;0;0;1;0;8;19;14;75;97;15;1;4;0.0;61.0;24.0;71;108;113;0
120730000;76;12;12000;12073;Comps-la-Grand-Ville;ZZZZZZ;1207300;Z;5;329;249;53;26;325;2;0;9;20;69;152;0;2;9;29;66;79;65;233;60;21;18;31;48;57;229;59;21;18;31;47;55;2;0;0;0;0;1;1;21;40;47;142;211;35;9;4;3.0;120.0;56.0;212;235;253;0
120740000;76;12;12000;12074;Condom-d'Aubrac;ZZZZZZ;1207400;Z;5;232;140;71;21;220;9;1;12;28;35;63;1;3;12;25;35;31;32;140;69;12;11;23;15;10;130;65;12;8;21;15;9;9;4;0;3;2;0;0;6;8;19;107;128;9;0;3;2.0;52.0;7.0;98;114;141;0
120750000;76;12;12000;12075;Connac;ZZZZZZ;1207500;Z;5;146;50;90;5;143;0;2;4;11;15;18;2;2;5;12;9;10;10;50;27;1;3;6;8;5;50;27;1;3;6;8;5;0;0;0;0;0;0;0;3;9;2;36;46;3;0;1;1.0;16.0;4.0;42;44;50;5
120760000;76;12;12000;12076;Conques-en-Rouergue;ZZZZZZ;1207600;Z;5;1310;789;358;163;1137;165;14;37;138;203;397;16;25;67;148;205;179;150;786;216;55;114;182;125;94;697;184;50;105;167;108;85;83;32;4;9;15;15;8;71;95;131;492;629;127;8;33;28.0;337.0;215.0;573;705;769;9
120770000;76;12;12000;12077;Cornus;ZZZZZZ;1207700;Z;5;434;240;166;28;414;17;5;18;37;65;115;2;9;21;45;61;57;45;236;88;13;32;44;33;26;221;86;12;29;42;27;25;12;2;1;3;2;3;1;9;42;37;152;199;30;3;11;2.0;93.0;57.0;132;216;240;5
120780000;76;12;12000;12078;Les Costes-Gozon;ZZZZZZ;1207800;Z;5;139;89;32;18;134;3;0;6;21;18;44;1;0;6;11;22;18;31;89;58;5;2;11;7;6;87;57;5;2;11;7;5;0;0;0;0;0;0;0;11;8;11;59;82;7;0;0;2.0;43.0;9.0;86;88;90;0
120790000;76;12;12000;12079;Coubisou;ZZZZZZ;1207900;Z;5;355;224;94;37;344;9;0;11;25;64;124;5;3;16;48;52;44;56;219;96;11;18;43;34;17;210;91;11;17;42;32;17;7;3;0;1;1;2;0;10;24;29;161;194;19;0;11;6.0;102.0;49.0;143;203;220;0
120800000;76;12;12000;12080;Coupiac;ZZZZZZ;1208000;Z;5;339;197;110;32;301;36;1;10;30;50;106;0;2;11;25;50;47;61;197;91;11;28;50;12;6;179;81;11;27;45;10;6;18;10;0;1;5;2;0;15;13;31;138;150;43;16;4;0.0;103.0;45.0;154;161;200;0
120820000;76;12;12000;12082;La Couvertoirade;ZZZZZZ;1208200;Z;5;198;94;84;20;185;11;2;9;26;22;35;0;2;11;23;15;16;27;93;48;2;6;13;10;14;88;46;1;6;11;10;14;4;2;1;0;1;0;0;5;17;16;56;68;16;0;10;2.0;37.0;15.0;62;90;90;15
120830000;76;12;12302;12083;Cransac;ZZZZZZ;1208300;Z;5;1398;824;348;226;748;649;10;97;210;244;263;12;33;130;214;216;120;100;814;234;111;172;188;71;38;527;131;74;119;136;40;28;286;103;38;53;52;31;9;81;158;133;453;524;282;61;18;81.0;351.0;279.0;525;664;813;20
120840000;76;12;12401;12084;Creissels;ZZZZZZ;1208400;Z;5;822;709;45;68;676;144;5;41;103;243;317;4;10;66;106;262;163;99;705;73;30;149;235;108;111;594;63;24;119;198;88;101;109;9;6;29;35;19;10;82;114;104;408;563;137;51;9;25.0;431.0;180.0;533;658;710;5
120850000;76;12;12000;12085;Crespin;ZZZZZZ;1208500;Z;5;268;138;127;3;260;6;2;12;23;36;65;3;2;9;24;32;24;45;136;74;15;18;15;8;6;128;72;13;16;15;8;4;6;2;2;2;0;0;0;16;18;11;93;107;19;0;12;2.0;58.0;23.0;129;123;134;5
120860000;76;12;12000;12086;La Cresse;ZZZZZZ;1208600;Z;5;214;150;48;17;201;13;0;4;20;45;81;1;2;11;23;40;36;37;144;32;10;14;33;29;25;136;32;8;13;29;28;25;8;0;2;1;4;1;0;8;18;24;100;122;23;3;5;2.0;78.0;40.0;130;139;147;5
120880000;76;12;12000;12088;Curières;ZZZZZZ;1208800;Z;5;202;102;79;21;195;6;0;6;17;20;59;1;4;13;23;25;21;15;102;40;8;13;18;16;7;97;40;8;13;18;13;5;5;0;0;0;0;3;2;6;14;6;76;87;11;0;4;3.0;53.0;8.0;63;95;100;0
120890101;76;12;12302;12089;Decazeville;ZZZZZZ;1208901;H;4;1485;971;62;451;454;1030;47;178;300;246;201;35;73;220;275;171;103;94;971;282;213;269;108;71;29;292;78;60;92;42;13;6;679;203;152;177;66;58;23;200;182;127;462;387;566;135;19;112.0;519.0;318.0;464;664;932;20
120890102;76;12;12302;12089;Decazeville;ZZZZZZ;1208901;H;4;942;753;29;160;396;540;27;77;197;257;194;15;55;127;230;184;104;37;752;27;44;470;172;18;20;316;23;28;105;134;14;11;432;4;14;364;37;4;9;107;138;110;397;286;457;349;10;350.0;286.0;96.0;415;551;727;0
120890103;76;12;12302;12089;Decazeville;ZZZZZZ;1208901;H;4;1319;1005;65;249;959;348;8;62;218;314;403;7;39;111;246;291;183;127;1002;149;97;231;396;53;75;740;124;80;166;272;44;54;258;25;16;62;124;9;21;126;142;146;590;665;327;183;13;73.0;560.0;227.0;735;844;1002;25
120900000;76;12;12000;12090;Druelle Balsac;ZZZZZZ;1209000;Z;5;1345;1202;58;85;1284;60;1;26;124;369;682;2;7;34;134;355;369;301;1167;154;41;77;339;312;244;1122;148;38;74;327;299;235;45;6;3;3;12;12;9;79;216;192;715;1013;162;14;27;15.0;749.0;294.0;1078;1172;1215;5
