IRIS;REG;DEP;UU2010;COM;LIBCOM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;P17_LOG;P17_RP;P17_RSECOCC;P17_LOGVAC;P17_MAISON;P17_APPART;P17_RP_1P;P17_RP_2P;P17_RP_3P;P17_RP_4P;P17_RP_5PP;P17_RP_M30M2;P17_RP_3040M2;P17_RP_4060M2;P17_RP_6080M2;P17_RP_80100M2;P17_RP_100120M2;P17_RP_120M2P;P17_RP_ACHTOT;P17_RP_ACH19;P17_RP_ACH45;P17_RP_ACH70;P17_RP_ACH90;P17_RP_ACH05;P17_RP_ACH14;P17_RPMAISON_ACHTOT;P17_RPMAISON_ACH19;P17_RPMAISON_ACH45;P17_RPMAISON_ACH70;P17_RPMAISON_ACH90;P17_RPMAISON_ACH05;P17_RPMAISON_ACH14;P17_RPAPPART_ACHTOT;P17_RPAPPART_ACH19;P17_RPAPPART_ACH45;P17_RPAPPART_ACH70;P17_RPAPPART_ACH90;P17_RPAPPART_ACH05;P17_RPAPPART_ACH14;P17_MEN_ANEM0002;P17_MEN_ANEM0204;P17_MEN_ANEM0509;P17_MEN_ANEM10P;P17_RP_PROP;P17_RP_LOC;P17_RP_LOCHLMV;P17_RP_GRAT;P17_RP_CCCOLL;P17_RP_CCIND;P17_RP_CINDELEC;P17_RP_GARL;P17_RP_VOIT1P;C17_RP_HSTU1P;C17_RP_HSTU1P_SUROCC
122810000;76;12;12301;12281;Toulonjac;ZZZZZZ;1228100;Z;5;354;316;16;22;348;6;0;3;16;94;203;0;1;6;18;104;96;90;303;39;4;33;118;69;39;298;38;4;33;115;68;39;5;1;0;0;3;1;0;29;42;42;203;273;39;0;4;0.0;140.0;101.0;290;303;316;0
122820000;76;12;12000;12282;Tournemire;ZZZZZZ;1228200;Z;5;279;182;67;30;218;61;2;4;30;60;86;2;5;15;29;70;34;27;181;50;27;27;48;20;10;150;41;15;21;44;19;10;31;9;12;6;4;1;0;25;26;31;100;139;41;7;2;8.0;80.0;54.0;114;162;183;10
122830000;76;12;12000;12283;Trémouilles;ZZZZZZ;1228300;Z;5;302;212;56;34;289;13;0;11;30;50;120;0;2;12;39;58;47;53;212;58;25;19;40;48;21;202;54;22;19;39;47;20;10;4;3;0;1;1;1;13;26;37;136;182;19;7;11;1.0;106.0;30.0;145;195;216;0
122840000;76;12;12000;12284;Le Truel;ZZZZZZ;1228400;Z;5;331;164;139;28;295;31;1;9;30;33;90;0;3;16;21;47;48;29;162;55;13;27;32;28;7;143;53;12;21;23;27;6;19;2;1;5;8;1;1;20;30;25;89;112;49;0;3;2.0;52.0;55.0;116;150;159;0
122860000;76;12;12202;12286;Vabres-l'Abbaye;ZZZZZZ;1228600;Z;5;610;512;58;40;567;41;3;23;50;157;279;5;13;39;66;138;130;121;501;128;22;44;154;88;65;464;109;19;41;148;84;63;35;18;3;3;6;3;2;56;76;60;320;416;90;2;6;2.0;220.0;153.0;371;470;515;0
122870000;76;12;12000;12287;Vailhourles;ZZZZZZ;1228700;Z;5;395;288;68;39;385;9;2;18;51;94;122;1;3;17;50;78;61;77;287;114;12;24;48;52;37;278;114;12;23;47;48;34;9;0;0;1;1;4;3;25;29;65;169;232;50;5;6;1.0;143.0;45.0;226;274;281;5
122880000;76;12;12000;12288;Valady;ZZZZZZ;1228800;Z;5;815;644;125;46;763;50;2;27;58;166;391;2;14;28;76;170;178;175;613;136;30;61;166;151;69;576;130;24;49;158;145;69;37;6;6;12;8;6;0;60;92;100;392;545;92;6;8;13.0;321.0;189.0;549;625;636;5
122890000;76;12;12000;12289;Valzergues;ZZZZZZ;1228900;Z;5;136;106;17;14;125;9;0;2;12;38;53;0;1;2;14;35;34;20;102;27;5;9;24;20;17;91;25;5;7;19;20;16;8;1;0;1;5;0;1;5;10;17;74;92;14;0;0;2.0;55.0;29.0;93;98;104;0
122900000;76;12;12000;12290;Vaureilles;ZZZZZZ;1229000;Z;5;286;216;42;27;274;12;0;5;15;71;124;1;2;7;22;76;38;70;210;58;19;34;40;23;36;205;54;19;33;40;23;36;5;4;0;1;0;0;0;14;42;28;133;171;40;0;5;4.0;109.0;54.0;188;204;214;0
122910000;76;12;12000;12291;Verrières;ZZZZZZ;1229100;Z;5;248;154;85;9;238;9;2;8;29;47;68;4;4;10;25;44;37;31;154;56;12;20;32;19;15;145;53;11;19;31;16;15;8;3;1;1;1;2;0;7;24;25;98;133;19;2;2;2.0;61.0;19.0;99;145;154;5
122920000;76;12;12000;12292;Versols-et-Lapeyre;ZZZZZZ;1229200;Z;5;306;184;101;21;300;6;2;4;32;54;92;1;3;15;22;48;47;48;181;48;10;17;46;36;24;175;42;10;17;46;36;24;6;6;0;0;0;0;0;17;26;29;112;162;15;0;7;1.0;80.0;40.0;131;174;190;0
122930000;76;12;12000;12293;Veyreau;ZZZZZZ;1229300;Z;5;158;66;69;23;147;11;0;9;10;21;26;2;2;8;18;15;8;13;64;32;3;2;4;7;16;57;30;2;1;3;5;16;7;2;1;1;1;2;0;8;13;14;31;53;12;2;1;3.0;30.0;7.0;36;61;65;0
122940000;76;12;12000;12294;Vézins-de-Lévézou;ZZZZZZ;1229400;Z;5;453;297;90;66;423;19;3;14;41;75;164;9;5;13;53;80;66;71;291;125;27;19;57;39;24;264;116;26;18;51;29;24;16;8;1;1;6;0;0;26;50;28;193;247;37;0;13;28.0;137.0;29.0;211;272;295;0
122950000;76;12;12000;12295;Viala-du-Pas-de-Jaux;ZZZZZZ;1229500;Z;5;88;49;32;7;84;4;1;5;4;17;22;0;3;5;10;6;20;5;49;15;6;2;12;12;2;47;15;6;2;12;10;2;2;0;0;0;0;2;0;7;4;4;34;41;8;0;0;0.0;30.0;5.0;39;46;50;0
122960000;76;12;12000;12296;Viala-du-Tarn;ZZZZZZ;1229600;Z;5;466;235;202;28;448;16;0;19;39;69;108;2;10;33;43;54;51;42;228;100;34;18;29;31;15;213;98;33;13;25;28;15;14;1;1;5;5;3;0;19;48;25;143;190;36;4;9;3.0;82.0;51.0;125;219;237;9
122970000;76;12;12000;12297;Le Vibal;ZZZZZZ;1229700;Z;5;342;222;87;33;331;9;2;10;29;59;122;0;0;19;29;58;59;58;205;32;21;23;62;37;31;195;32;19;21;57;36;31;9;0;2;1;5;1;0;21;33;44;124;191;27;3;4;7.0;80.0;46.0;186;218;214;5
122980000;76;12;12000;12298;Villecomtal;ZZZZZZ;1229800;Z;5;315;194;66;55;265;50;3;23;35;47;86;4;11;25;35;51;33;35;192;78;19;19;41;15;20;151;54;18;16;32;14;17;41;24;1;3;9;1;3;20;41;23;110;130;52;4;12;2.0;69.0;70.0;120;174;190;10
122990000;76;12;12000;12299;Villefranche-de-Panat;ZZZZZZ;1229900;Z;5;640;337;254;49;587;42;2;23;65;88;158;2;7;27;74;95;70;61;332;24;38;88;82;64;35;289;23;38;76;68;56;28;34;1;0;11;14;6;2;34;54;38;211;256;64;10;17;14.0;178.0;76.0;246;299;335;0
123000101;76;12;12301;12300;Villefranche-de-Rouergue;120081;1230001;H;1;1587;895;78;614;388;1196;48;316;298;148;84;42;136;302;247;101;27;40;877;603;77;72;80;24;20;200;123;31;15;22;7;3;674;477;46;57;59;17;17;268;239;149;239;199;696;27;0;25.0;551.0;296.0;141;499;847;60
123000102;76;12;12301;12300;Villefranche-de-Rouergue;120071;1230001;H;1;1581;1261;106;214;867;714;25;217;329;332;357;16;63;250;308;303;170;151;1249;133;168;249;344;205;150;707;95;87;199;211;65;49;543;38;81;50;132;141;100;189;248;231;592;783;460;0;19;57.0;600.0;505.0;1022;1082;1235;18
123000103;76;12;12301;12300;Villefranche-de-Rouergue;120081;1230001;H;1;757;648;28;81;406;351;8;42;169;238;191;4;14;75;222;184;76;73;648;34;34;283;264;30;3;356;21;31;91;181;29;3;292;13;3;192;83;1;0;73;89;94;391;325;304;214;19;210.0;333.0;66.0;406;543;641;21
123000104;76;12;12301;12300;Villefranche-de-Rouergue;120081;1230001;H;1;1199;989;89;121;710;484;90;115;216;244;324;62;89;85;245;202;163;143;954;225;18;214;297;81;119;573;96;15;111;275;39;36;380;129;3;102;21;42;83;191;170;116;512;524;411;84;53;188.0;453.0;213.0;764;876;902;48
123000105;76;12;12301;12300;Villefranche-de-Rouergue;120071;1230001;H;1;1180;920;66;195;791;385;35;99;234;252;300;24;55;132;199;239;149;122;918;220;144;196;262;72;24;628;138;63;161;193;52;21;286;81;78;35;69;20;3;96;188;140;496;556;326;0;38;16.0;536.0;235.0;594;745;891;25
123000106;76;12;12301;12300;Villefranche-de-Rouergue;120071;1230001;H;1;1265;1147;58;60;1164;97;3;45;129;428;541;3;16;50;96;340;321;320;1116;51;20;175;432;220;218;1029;51;20;136;425;213;184;84;0;0;39;7;3;34;85;170;164;728;945;185;35;16;7.0;597.0;278.0;1109;1113;1144;8
123010000;76;12;12000;12301;Villeneuve;ZZZZZZ;1230100;Z;5;1196;926;171;99;1052;129;20;66;164;259;416;19;31;84;150;241;197;203;918;305;49;95;266;144;59;795;243;42;81;237;135;57;114;56;7;13;29;7;2;87;163;109;566;660;235;7;31;26.0;423.0;279.0;677;830;883;15
123030000;76;12;12000;12303;Vimenet;ZZZZZZ;1230300;Z;5;227;119;84;24;219;8;1;8;11;42;58;0;7;5;22;32;26;28;119;63;14;7;17;10;8;112;58;13;7;17;10;8;7;6;1;0;0;0;0;11;15;16;77;97;17;5;5;2.0;64.0;16.0;98;108;119;0
123050000;76;12;12302;12305;Viviez;ZZZZZZ;1230500;Z;5;887;667;24;196;623;265;4;45;157;247;214;5;16;100;221;194;74;56;666;235;103;122;131;39;36;486;188;73;69;99;34;22;180;46;30;53;32;5;14;72;108;97;390;435;218;90;13;59.0;453.0;88.0;486;586;661;20
123070000;76;12;12000;12307;Curan;ZZZZZZ;1230700;Z;5;198;130;49;19;187;11;0;4;19;29;78;0;1;4;25;39;33;28;125;16;16;22;27;24;20;117;16;16;22;26;17;20;8;0;0;0;1;7;0;13;14;15;88;108;17;6;5;5.0;68.0;25.0;110;120;135;0
