INSEE_COM;DEP;IRIS;TYP_IRIS;LAB_IRIS;P19_NSCOL15P_DIPLMIN;P19_NSCOL15P_BEPC;P19_NSCOL15P_CAPBEP;P19_NSCOL15P_BAC;P19_NSCOL15P_SUP2;P19_NSCOL15P_SUP34;P19_NSCOL15P_SUP5
04001;04;040010000;Z;5;244.04855103663;80.9611900661922;272.483610568417;186.421287914997;127.757840511038;121.188654935552;90.890283519273
04004;04;040040000;Z;5;88.5914715419687;41.9294853200662;130.153098081306;89.209709625057;33.0240482085345;22.9096512289798;20.7098601360114
04006;04;040060000;Z;5;84.9054735221264;38.3417376417036;203.194423571192;151.259435612436;69.9369477947803;52.9934392087274;46.0471797977707
04008;04;040080000;Z;5;177.528999812616;64.682268800876;280.505125038861;167.107752865508;50.3240950329478;42.3320440949507;34.8236771280283
04012;04;040120000;Z;5;7.50939917939732;5.63204938454799;15.0834101454976;17.8348230510686;8.44807407682199;10.3254238716713;2.94524826567986
04013;04;040130000;Z;5;61.0;25.0;133.0;96.0;62.0;43.0;40.0
04018;04;040180000;Z;5;134.921150405942;71.810650887574;289.870372918672;150.678409247282;88.5719003715423;67.9818356956105;42.6982248520713
04019;04;040190000;Z;5;373.503938147784;170.319808236345;472.319272250786;428.785805859054;205.498570532602;193.305172850242;173.587841254982
04022;04;040220000;Z;5;70.0;37.0;96.0;73.0;26.0;19.0;14.0
04023;04;040230000;Z;5;39.0;16.0;52.0;21.0;19.0;10.0;3.0
04025;04;040250000;Z;5;39.3877551020411;18.7091836734695;110.285714285715;59.0816326530614;30.5255102040817;35.4489795918367;20.6785714285715
04026;04;040260000;Z;5;23.8918918918919;11.027027027027;34.0;21.1351351351351;12.8648648648649;11.027027027027;0.918918918918919
04027;04;040270000;Z;5;18.2403161378875;10.7295977281691;37.5535920485919;45.0643104583103;28.9699138660566;26.8239943204228;11.802557500986
04028;04;040280000;Z;5;25.734375;3.8125;29.546875;20.015625;10.484375;3.8125;11.4375
