IRIS;REG;DEP;UU2010;COM;LIBCOM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;P17_LOG;P17_RP;P17_RSECOCC;P17_LOGVAC;P17_MAISON;P17_APPART;P17_RP_1P;P17_RP_2P;P17_RP_3P;P17_RP_4P;P17_RP_5PP;P17_RP_M30M2;P17_RP_3040M2;P17_RP_4060M2;P17_RP_6080M2;P17_RP_80100M2;P17_RP_100120M2;P17_RP_120M2P;P17_RP_ACHTOT;P17_RP_ACH19;P17_RP_ACH45;P17_RP_ACH70;P17_RP_ACH90;P17_RP_ACH05;P17_RP_ACH14;P17_RPMAISON_ACHTOT;P17_RPMAISON_ACH19;P17_RPMAISON_ACH45;P17_RPMAISON_ACH70;P17_RPMAISON_ACH90;P17_RPMAISON_ACH05;P17_RPMAISON_ACH14;P17_RPAPPART_ACHTOT;P17_RPAPPART_ACH19;P17_RPAPPART_ACH45;P17_RPAPPART_ACH70;P17_RPAPPART_ACH90;P17_RPAPPART_ACH05;P17_RPAPPART_ACH14;P17_MEN_ANEM0002;P17_MEN_ANEM0204;P17_MEN_ANEM0509;P17_MEN_ANEM10P;P17_RP_PROP;P17_RP_LOC;P17_RP_LOCHLMV;P17_RP_GRAT;P17_RP_CCCOLL;P17_RP_CCIND;P17_RP_CINDELEC;P17_RP_GARL;P17_RP_VOIT1P;P17_RP_VOIT1;P17_RP_VOIT2P;C17_RP_HSTU1P;C17_RP_HSTU1P_SUROCC;P17_NPER_RP_PROP;P17_NPER_RP_LOC;P17_NPER_RP_LOCHLMV;P17_NPER_RP_GRAT;P17_RP_SDB
371300000;24;37;37000;37130;Ligueil;ZZZZZZ;3713000;Z;5;1130;962;45;123;995;123;12;78;199;300;372;17;32;88;232;297;148;148;940;248;113;161;258;102;58;836;226;98;137;231;87;56;92;23;9;22;28;9;2;97;171;156;537;637;307;103;18;24.0;497.0;311.0;654;781;465;317;954;10;1319;576;204;31;944.0
371310000;24;37;37701;37131;Limeray;ZZZZZZ;3713100;Z;5;654;534;51;69;602;35;0;19;83;145;287;0;10;39;103;151;104;126;533;133;33;89;126;64;88;507;124;29;87;125;55;87;25;9;3;2;1;9;1;44;98;112;280;436;89;4;9;1.0;297.0;147.0;400;499;211;288;533;21;1089;205;6;14;518.0
371320000;24;37;37301;37132;Loches;ZZZZZZ;3713200;Z;5;3873;3222;264;387;2503;1357;169;413;836;835;968;83;183;555;867;740;352;443;3218;841;296;715;728;336;301;2092;627;231;351;440;250;194;1115;213;64;364;284;85;105;442;672;563;1546;1560;1598;774;64;206.0;1852.0;909.0;1773;2388;1550;839;3097;58;3116;2614;1199;138;3147.0
371330000;24;37;37000;37133;Loché-sur-Indrois;ZZZZZZ;3713300;Z;5;347;240;68;39;330;16;3;23;41;52;120;2;13;26;39;54;41;64;240;99;38;36;43;12;12;228;96;36;35;40;12;10;11;2;2;1;3;0;2;21;39;30;150;181;51;17;8;4.0;90.0;60.0;158;220;108;112;238;0;380;111;27;15;208.0
371340000;24;37;37000;37134;Louans;ZZZZZZ;3713400;Z;5;293;262;6;25;290;3;3;7;31;62;160;1;2;13;22;70;58;96;247;87;14;29;41;52;24;244;87;14;28;40;51;24;2;0;0;1;0;1;0;28;51;40;144;222;34;2;6;1.0;96.0;82.0;201;252;84;168;258;5;561;74;3;13;255.0
371360000;24;37;37000;37136;Le Louroux;ZZZZZZ;3713600;Z;5;243;217;12;14;239;1;0;8;31;49;129;0;2;11;26;52;49;77;212;74;21;13;41;32;31;211;74;20;13;41;32;31;1;0;1;0;0;0;0;16;36;31;134;187;24;0;6;4.0;72.0;58.0;152;207;85;122;215;5;470;53;0;8;213.0
371370000;24;37;37000;37137;Lublé;ZZZZZZ;3713700;Z;5;87;71;10;6;87;0;2;9;9;17;34;1;0;8;8;22;12;20;70;32;10;7;9;3;9;70;32;10;7;9;3;9;0;0;0;0;0;0;0;5;7;9;50;62;8;0;1;0.0;24.0;12.0;36;66;38;28;70;0;125;18;0;1;68.0
371380000;24;37;37000;37138;Lussault-sur-Loire;ZZZZZZ;3713800;Z;5;413;325;42;46;389;20;3;19;37;77;189;2;10;13;33;91;82;95;298;60;12;40;108;44;34;284;58;12;38;105;38;32;11;1;0;2;2;5;2;19;65;55;186;293;28;4;4;1.0;129.0;101.0;264;318;125;193;323;0;727;55;8;7;315.0
371390000;24;37;37701;37139;Luynes;ZZZZZZ;3713900;Z;5;2191;2030;50;110;1792;394;20;135;318;448;1109;14;43;161;374;497;404;537;1984;308;61;236;726;436;216;1647;281;50;196;555;393;172;333;24;11;40;170;44;44;171;345;337;1178;1446;549;309;36;25.0;981.0;735.0;1529;1893;828;1065;1988;35;3568;1131;584;85;1987.0
371400000;24;37;37000;37140;Luzé;ZZZZZZ;3714000;Z;5;170;117;40;13;168;2;2;4;30;35;46;1;1;9;17;32;24;33;116;62;16;9;17;7;5;113;62;16;8;16;7;5;2;0;0;1;1;0;0;5;20;17;76;89;23;5;5;0.0;77.0;18.0;73;106;49;58;115;5;193;48;10;6;115.0
371410000;24;37;37000;37141;Luzillé;ZZZZZZ;3714100;Z;5;519;404;72;42;509;1;6;20;63;121;195;7;5;30;52;104;86;119;402;199;33;37;65;30;37;395;197;33;35;62;30;37;1;1;0;0;0;0;0;35;70;71;227;333;65;0;6;0.0;137.0;146.0;293;377;140;237;407;5;821;149;0;13;393.0
371420000;24;37;37000;37142;Maillé;ZZZZZZ;3714200;Z;5;302;269;14;19;283;19;0;17;58;83;111;1;3;29;58;98;39;41;267;49;23;57;94;24;20;251;49;23;53;84;22;20;16;0;0;4;10;2;0;19;38;28;184;195;71;41;3;5.0;111.0;115.0;221;247;114;133;270;5;428;144;88;6;265.0
371430000;24;37;37000;37143;Manthelan;ZZZZZZ;3714300;Z;5;687;592;41;53;660;24;5;29;105;177;276;3;5;44;98;187;115;140;586;211;41;85;117;60;73;565;206;38;82;112;60;67;20;3;3;3;5;0;6;42;104;105;341;452;136;48;4;4.0;262.0;187.0;482;535;233;302;578;5;1068;284;102;12;580.0
371440000;24;37;37000;37144;Marçay;ZZZZZZ;3714400;Z;5;263;209;30;24;261;2;0;15;14;65;115;1;5;9;14;40;53;87;207;126;5;10;28;17;21;206;126;5;10;28;16;21;1;0;0;0;0;1;0;21;32;44;112;166;42;0;1;0.0;89.0;63.0;192;194;67;127;210;5;411;106;0;2;205.0
371450000;24;37;37000;37145;Marcé-sur-Esves;ZZZZZZ;3714500;Z;5;133;100;15;18;127;7;0;1;17;23;58;0;0;2;19;29;18;31;98;37;9;9;23;11;8;96;37;9;7;23;11;8;2;0;0;2;0;0;0;10;9;14;67;78;21;4;1;0.0;30.0;35.0;83;92;31;60;101;0;199;42;9;1;100.0
371460000;24;37;37000;37146;Marcilly-sur-Maulne;ZZZZZZ;3714600;Z;5;150;106;23;21;148;2;1;14;22;16;54;2;2;8;22;22;23;26;106;65;12;6;18;2;3;106;65;12;6;18;2;3;0;0;0;0;0;0;0;15;14;16;62;80;25;9;1;0.0;39.0;26.0;79;99;48;50;110;11;184;45;15;1;104.0
371470000;24;37;37000;37147;Marcilly-sur-Vienne;ZZZZZZ;3714700;Z;5;296;243;28;25;293;3;2;10;34;71;127;0;6;8;42;89;49;49;238;67;20;39;62;26;25;236;66;19;39;62;26;25;2;1;1;0;0;0;0;16;24;36;168;212;30;4;2;1.0;111.0;77.0;190;227;96;131;232;0;486;65;7;3;241.0
371480000;24;37;37000;37148;Marigny-Marmande;ZZZZZZ;3714800;Z;5;364;279;39;46;340;2;20;17;55;72;115;2;21;20;60;76;45;55;278;129;30;22;42;43;12;256;128;30;22;40;24;12;2;0;0;0;0;2;0;26;40;48;165;198;76;18;5;0.0;121.0;75.0;218;239;115;124;255;5;436;148;41;11;272.0
371490000;24;37;37000;37149;Marray;ZZZZZZ;3714900;Z;5;238;185;35;18;230;7;0;6;25;49;105;0;5;9;19;51;30;72;179;70;23;12;19;22;34;173;69;21;10;19;21;34;5;0;2;2;0;1;0;13;32;41;100;154;25;7;7;0.0;75.0;53.0;137;181;73;108;192;5;399;48;10;24;181.0
371500000;24;37;37000;37150;Mazières-de-Touraine;ZZZZZZ;3715000;Z;5;618;545;35;38;604;14;7;31;94;156;257;5;11;26;99;158;128;118;544;136;29;22;170;91;96;532;135;24;22;167;89;95;12;1;5;0;3;2;1;40;96;112;297;417;122;53;6;6.0;154.0;199.0;472;525;194;331;530;15;1062;252;102;16;537.0
371510000;24;37;37701;37151;La Membrolle-sur-Choisille;ZZZZZZ;3715100;Z;5;1380;1314;14;52;1163;215;20;89;177;335;693;16;28;96;187;350;247;390;1206;134;45;92;542;245;148;1082;126;33;83;502;218;120;122;8;12;9;40;25;28;145;252;183;734;951;343;136;20;15.0;824.0;364.0;1103;1255;535;720;1310;10;2212;721;260;40;1294.0
371520000;24;37;37701;37152;Mettray;ZZZZZZ;3715200;Z;5;927;873;16;38;823;100;1;37;113;180;543;1;5;39;135;185;180;328;847;126;27;64;397;145;89;744;124;26;57;320;130;88;99;1;0;7;77;13;1;76;119;109;569;666;199;118;7;15.0;489.0;261.0;694;825;341;484;863;0;1565;434;240;15;861.0
371530000;24;37;37106;37153;Monnaie;ZZZZZZ;3715300;Z;5;1829;1710;12;107;1641;187;20;80;206;407;997;15;24;110;259;511;401;390;1614;249;84;161;465;383;272;1456;240;72;103;420;356;265;157;8;12;58;45;27;7;223;285;326;876;1260;403;146;47;30.0;709.0;636.0;1330;1612;568;1044;1695;20;3372;867;258;106;1680.0
371540000;24;37;37701;37154;Montbazon;ZZZZZZ;3715400;Z;5;2012;1817;41;154;1666;330;27;103;277;442;968;23;40;146;279;539;367;422;1643;171;66;290;608;360;148;1394;141;54;248;547;299;105;245;30;11;42;59;61;42;264;367;289;897;1314;472;138;30;37.0;916.0;690.0;1382;1705;756;950;1776;5;3253;997;265;62;1779.0
371550000;24;37;37000;37155;Monthodon;ZZZZZZ;3715500;Z;5;336;267;29;40;331;4;1;10;42;85;129;2;4;13;53;79;48;68;265;122;30;16;44;39;14;262;121;30;15;44;38;14;2;0;0;1;0;1;0;21;40;43;163;222;44;5;1;0.0;107.0;62.0;184;251;103;148;270;0;529;101;12;1;262.0
371560101;24;37;37701;37156;Montlouis-sur-Loire;ZZZZZZ;3715601;H;Z;745;725;0;20;745;0;0;10;61;174;480;0;0;19;85;295;181;146;723;0;0;42;598;72;11;723;0;0;42;598;72;11;0;0;0;0;0;0;0;65;113;101;446;550;173;120;3;9.0;522.0;167.0;615;713;291;422;725;3;1402;534;366;9;694.0
371560102;24;37;37701;37156;Montlouis-sur-Loire;ZZZZZZ;3715601;H;Z;1459;1293;23;143;910;492;72;147;256;331;487;25;88;160;244;344;233;198;1234;99;49;146;303;334;303;819;99;49;100;212;233;127;359;0;0;46;36;102;176;210;356;226;501;748;534;105;10;106.0;627.0;455.0;996;1169;653;516;1221;17;1718;1075;305;24;1189.0
371560103;24;37;37701;37156;Montlouis-sur-Loire;ZZZZZZ;3715601;H;Z;810;787;0;23;464;346;0;47;262;213;264;7;7;154;217;217;101;84;779;0;3;201;293;256;27;459;0;0;100;183;159;16;321;0;3;100;110;97;10;93;161;141;392;401;386;358;0;22.0;559.0;168.0;541;684;405;279;787;16;857;780;683;0;772.0
371560104;24;37;37701;37156;Montlouis-sur-Loire;ZZZZZZ;3715601;H;Z;998;941;10;47;937;60;3;49;133;262;493;0;4;57;178;327;203;172;923;103;29;141;342;105;202;863;103;29;141;342;102;145;60;0;0;0;0;3;57;73;176;171;521;758;168;60;15;3.0;490.0;306.0;798;896;373;524;942;14;1849;362;117;34;901.0
371560105;24;37;37701;37156;Montlouis-sur-Loire;ZZZZZZ;3715601;H;Z;788;738;13;37;771;17;8;21;102;178;429;3;15;19;119;175;190;217;708;126;18;78;216;177;92;694;126;18;78;213;168;90;14;0;0;0;3;8;3;57;106;113;463;618;104;1;16;0.0;248.0;308.0;651;710;257;452;734;12;1491;201;4;31;706.0
371570000;24;37;37000;37157;Montrésor;ZZZZZZ;3715700;Z;5;304;192;63;50;291;13;2;4;39;47;100;2;5;15;51;56;24;38;190;64;15;26;49;28;8;176;59;15;26;40;26;8;13;3;0;0;8;1;0;20;36;26;109;121;59;28;12;0.0;77.0;72.0;128;156;97;58;196;5;209;112;61;20;187.0
371580000;24;37;37000;37158;Montreuil-en-Touraine;ZZZZZZ;3715800;Z;5;337;309;12;16;333;4;1;10;35;70;192;0;4;12;42;100;62;88;309;80;12;20;94;42;62;305;79;12;20;93;40;62;4;1;0;0;1;2;0;24;37;68;180;266;41;12;2;1.0;97.0;103.0;256;295;91;204;311;0;694;97;25;5;305.0
371590000;24;37;37202;37159;Monts;ZZZZZZ;3715900;Z;5;3297;3139;33;125;2889;405;17;116;364;867;1776;13;51;151;515;1045;639;724;2960;243;101;487;1131;546;452;2584;234;97;343;1020;493;397;374;8;4;143;111;53;54;236;544;558;1801;2477;630;330;33;228.0;1499.0;963.0;2538;2980;1158;1823;3112;25;6256;1351;672;65;3097.0
371600000;24;37;37000;37160;Morand;ZZZZZZ;3716000;Z;5;163;138;8;17;163;0;0;3;19;30;85;1;2;2;16;43;32;42;131;36;8;14;25;14;33;131;36;8;14;25;14;33;0;0;0;0;0;0;0;16;14;27;80;116;19;5;3;0.0;43.0;54.0;114;130;37;93;132;0;294;45;14;8;136.0
371610000;24;37;37000;37161;Mosnes;ZZZZZZ;3716100;Z;5;458;365;43;50;448;8;1;20;67;85;192;1;8;30;61;88;63;114;354;132;49;47;63;31;32;346;129;48;44;63;31;31;6;3;1;2;0;0;0;43;64;48;210;303;55;6;7;2.0;148.0;99.0;279;341;153;188;370;10;667;124;18;13;360.0
371620000;24;37;37000;37162;Mouzay;ZZZZZZ;3716200;Z;5;227;191;26;10;226;0;1;3;19;47;120;0;6;5;23;60;37;59;191;93;23;5;42;15;13;190;92;23;5;42;15;13;0;0;0;0;0;0;0;16;18;33;124;169;19;0;3;0.0;63.0;39.0;125;180;55;125;181;5;415;51;0;9;182.0
371630000;24;37;37701;37163;Nazelles-Négron;ZZZZZZ;3716300;Z;5;1885;1672;82;131;1695;184;29;87;320;523;713;5;45;137;405;549;283;249;1639;175;83;256;774;255;95;1460;171;79;238;707;184;81;172;2;3;17;66;71;13;130;264;247;1031;1219;431;264;22;23.0;1058.0;345.0;1353;1519;765;754;1640;15;2618;861;533;34;1640.0
371650000;24;37;37000;37165;Neuil;ZZZZZZ;3716500;Z;5;219;187;18;14;212;4;2;5;30;47;104;3;1;10;34;57;31;52;184;59;11;23;51;22;19;177;57;10;22;49;22;18;4;2;1;0;1;0;0;18;31;26;112;154;27;5;6;1.0;61.0;60.0;142;180;72;109;184;0;365;64;9;11;181.0
371660000;24;37;37000;37166;Neuillé-le-Lierre;ZZZZZZ;3716600;Z;5;348;316;14;18;347;1;0;11;43;87;175;0;4;25;58;73;70;86;316;90;26;16;76;80;28;315;90;25;16;76;80;28;1;0;1;0;0;0;0;20;46;52;198;243;68;26;5;0.0;127.0;91.0;259;301;122;179;320;0;626;160;62;8;310.0
371670000;24;37;37000;37167;Neuillé-Pont-Pierre;ZZZZZZ;3716700;Z;5;946;845;19;82;768;175;29;60;153;220;382;28;33;69;166;221;167;160;838;225;35;109;244;161;64;691;193;32;98;155;154;59;144;32;3;10;90;7;2;116;155;129;445;526;306;79;13;32.0;360.0;278.0;539;746;347;399;824;20;1304;614;147;28;829.0
371680000;24;37;37000;37168;Neuilly-le-Brignon;ZZZZZZ;3716800;Z;5;183;137;24;22;183;0;2;3;17;42;74;1;0;7;23;32;40;33;135;59;21;10;28;9;7;135;59;21;10;28;9;7;0;0;0;0;0;0;0;7;17;17;97;117;13;0;6;0.0;70.0;27.0;101;126;58;67;135;10;255;30;0;15;128.0
371690000;24;37;37000;37169;Neuville-sur-Brenne;ZZZZZZ;3716900;Z;5;370;337;12;21;366;0;1;8;24;89;215;3;1;12;30;113;91;87;330;39;8;26;91;88;78;327;38;8;25;91;87;78;0;0;0;0;0;0;0;30;45;61;201;285;49;0;3;0.0;83.0;137.0;272;326;91;235;340;5;746;148;0;5;327.0
371700000;24;37;37000;37170;Neuvy-le-Roi;ZZZZZZ;3717000;Z;5;586;468;27;92;504;81;2;35;69;133;229;3;7;34;108;125;73;118;468;229;29;43;97;54;16;421;217;28;34;75;52;14;46;12;1;8;22;2;1;37;81;80;269;335;128;49;5;6.0;171.0;179.0;340;431;183;248;460;5;810;254;101;12;458.0
371710000;24;37;37701;37171;Noizay;ZZZZZZ;3717100;Z;5;622;500;49;73;609;13;2;32;76;122;268;2;5;32;73;139;106;143;489;166;32;51;139;49;52;480;162;31;51;136;49;51;9;4;1;0;3;0;1;34;60;86;319;437;56;4;7;1.0;196.0;151.0;435;469;173;296;492;5;1012;118;9;9;492.0
371720000;24;37;37701;37172;Notre-Dame-d'Oé;ZZZZZZ;3717200;Z;5;1766;1690;8;67;1507;257;10;91;209;422;958;6;19;121;235;521;395;394;1558;83;34;90;629;413;309;1378;77;24;87;603;342;246;178;6;10;3;25;71;63;142;346;246;958;1261;426;160;4;13.0;774.0;701.0;1470;1625;660;964;1683;20;3072;954;355;9;1656.0
371730000;24;37;37000;37173;Nouans-les-Fontaines;ZZZZZZ;3717300;Z;5;518;369;67;82;509;9;0;23;79;139;128;0;4;33;101;117;42;72;365;130;40;37;95;38;25;360;129;40;37;94;35;25;5;1;0;0;1;3;0;36;45;59;229;298;65;29;6;2.0;169.0;112.0;280;340;171;169;375;0;622;118;54;10;289.0
371740000;24;37;37000;37174;Nouâtre;ZZZZZZ;3717400;Z;5;495;397;43;55;442;50;7;32;83;129;146;4;5;44;92;122;65;66;390;76;28;90;106;61;28;348;69;27;78;89;56;28;42;6;1;12;17;5;0;40;78;52;228;252;133;68;12;4.0;179.0;139.0;280;360;208;152;385;0;530;280;139;13;384.0
371750000;24;37;37000;37175;Nouzilly;ZZZZZZ;3717500;Z;5;579;506;30;43;550;22;4;25;52;116;309;3;6;31;63;134;105;164;499;120;37;27;161;94;60;478;120;34;24;158;88;54;21;0;3;3;3;6;6;35;67;96;308;398;88;35;20;4.0;183.0;168.0;406;489;177;312;505;10;1021;188;74;41;488.0
371760000;24;37;37000;37176;Noyant-de-Touraine;ZZZZZZ;3717600;Z;5;525;481;10;33;508;9;3;15;72;140;250;2;7;9;78;158;109;117;461;84;44;29;85;99;121;450;83;41;28;84;98;117;8;1;2;1;1;0;3;55;73;93;259;381;97;18;3;2.0;130.0;239.0;402;456;167;289;485;5;985;201;39;5;472.0
371770000;24;37;37000;37177;Orbigny;ZZZZZZ;3717700;Z;5;449;338;52;59;424;17;3;13;56;101;165;2;5;21;70;103;72;65;335;139;32;43;63;33;26;321;137;32;41;54;33;25;10;1;0;2;6;0;1;33;33;63;210;241;92;24;5;0.0;151.0;70.0;269;313;172;141;327;0;536;187;44;9;328.0
371780000;24;37;37000;37178;Panzoult;ZZZZZZ;3717800;Z;5;358;274;60;24;357;1;2;13;73;70;116;0;1;18;49;85;62;59;272;112;16;31;64;31;18;271;112;16;31;64;30;18;1;0;0;0;0;1;0;17;41;42;174;218;48;19;8;7.0;117.0;60.0;230;253;121;132;270;5;478;103;47;14;269.0
371790000;24;37;37701;37179;Parçay-Meslay;ZZZZZZ;3717900;Z;5;1043;982;13;49;959;81;2;33;126;277;544;2;15;31;141;302;227;264;905;88;26;99;333;283;77;828;85;22;97;309;242;73;75;2;4;2;22;41;4;78;154;125;625;754;218;107;10;8.0;464.0;330.0;825;942;402;540;991;19;1815;505;228;21;969.0
371800000;24;37;37000;37180;Parçay-sur-Vienne;ZZZZZZ;3718000;Z;5;367;284;39;44;344;14;1;20;51;82;130;1;7;32;50;71;53;70;281;119;16;27;49;44;26;267;118;12;26;47;40;24;12;0;4;1;2;4;1;22;38;58;166;213;64;17;7;3.0;98.0;99.0;201;264;121;143;280;10;485;150;42;9;278.0
371810000;24;37;37000;37181;Paulmy;ZZZZZZ;3718100;Z;5;175;108;38;29;173;1;0;7;22;19;60;0;4;10;13;30;18;33;107;58;15;10;11;5;8;106;58;14;10;11;5;8;1;0;1;0;0;0;0;9;14;19;66;97;10;0;1;1.0;36.0;20.0;62;98;52;46;105;0;214;18;0;1;96.0
371820000;24;37;37000;37182;Pernay;ZZZZZZ;3718200;Z;5;540;507;17;16;524;14;1;19;72;123;292;0;7;25;65;174;97;139;486;94;24;22;104;127;115;475;93;24;18;103;125;112;10;1;0;3;1;2;3;42;103;110;252;385;118;51;4;3.0;182.0;192.0;404;492;147;345;505;15;1052;286;113;11;502.0
371830000;24;37;37301;37183;Perrusson;ZZZZZZ;3718300;Z;5;736;663;22;51;647;81;4;52;154;199;254;5;15;51;154;214;122;102;651;119;44;58;235;135;60;573;115;42;48;177;132;59;71;2;1;9;57;1;1;54;105;108;396;442;212;119;9;2.0;359.0;171.0;523;620;318;302;665;5;974;411;203;15;654.0
371840000;24;37;37000;37184;Le Petit-Pressigny;ZZZZZZ;3718400;Z;5;263;163;69;31;258;3;1;10;21;54;77;1;3;11;44;38;24;41;160;70;38;15;19;11;7;158;70;38;14;19;11;6;1;0;0;1;0;0;0;13;29;21;100;143;18;0;2;0.0;86.0;29.0;117;149;82;68;161;10;290;43;0;3;157.0
371850000;24;37;37701;37185;Pocé-sur-Cisse;ZZZZZZ;3718500;Z;5;833;731;34;68;722;110;6;58;142;205;320;6;13;61;162;181;123;185;696;161;47;107;185;111;85;609;154;47;65;161;102;80;86;8;0;41;23;9;5;76;116;135;403;496;222;114;13;7.0;382.0;216.0;611;680;327;353;714;10;1190;423;203;24;716.0
371860000;24;37;37104;37186;Pont-de-Ruan;ZZZZZZ;3718600;Z;5;472;436;18;18;465;7;1;6;53;133;243;2;1;14;77;149;96;97;415;42;13;35;96;88;141;409;39;13;35;96;88;138;6;3;0;0;0;0;3;39;104;93;200;377;56;19;3;1.0;170.0;165.0;366;420;149;271;435;0;1057;126;47;6;432.0
371870000;24;37;37000;37187;Ports;ZZZZZZ;3718700;Z;5;207;162;35;9;202;2;3;7;29;47;76;4;4;21;35;43;32;25;159;57;19;28;36;18;2;156;57;17;28;36;17;2;2;0;2;0;0;0;0;7;23;26;107;127;30;3;6;0.0;61.0;43.0;133;140;71;69;153;0;270;72;6;12;156.0
371880000;24;37;37000;37188;Pouzay;ZZZZZZ;3718800;Z;5;447;371;35;40;430;6;1;21;78;115;156;1;4;28;82;120;68;69;365;74;29;64;87;63;49;358;73;29;63;85;62;47;5;0;0;0;2;1;2;36;54;77;204;265;104;54;2;1.0;179.0;119.0;296;345;161;184;374;10;643;227;118;2;357.0
371890000;24;37;37000;37189;Preuilly-sur-Claise;ZZZZZZ;3718900;Z;5;691;473;104;114;635;52;16;27;97;111;222;13;22;45;111;136;63;83;468;198;51;75;94;24;26;426;188;46;62;82;24;24;41;10;5;12;12;0;2;50;70;76;277;347;112;30;14;7.0;207.0;175.0;292;393;257;136;450;0;650;211;53;21;461.0
371900000;24;37;37000;37190;Pussigny;ZZZZZZ;3719000;Z;5;118;82;20;16;112;3;0;6;17;26;33;0;1;6;21;21;21;12;81;34;10;6;22;8;1;79;34;10;6;21;7;1;2;0;0;0;1;1;0;5;10;7;60;67;13;0;2;0.0;28.0;27.0;63;72;34;38;80;0;135;30;0;3;80.0
371910000;24;37;37000;37191;Razines;ZZZZZZ;3719100;Z;5;135;104;19;12;132;3;0;3;19;24;57;0;2;2;16;31;28;24;104;53;7;9;22;6;6;102;52;7;9;22;5;6;2;1;0;0;0;1;0;14;6;21;63;76;27;9;1;1.0;39.0;32.0;89;97;52;44;101;5;171;60;19;3;79.0
371920000;24;37;37000;37192;Reignac-sur-Indre;ZZZZZZ;3719200;Z;5;585;515;30;40;564;22;1;19;82;144;269;0;7;28;69;173;97;141;487;120;40;62;157;69;39;471;115;39;61;152;67;37;17;5;1;1;5;3;2;36;104;67;308;401;112;34;2;2.0;261.0;135.0;462;485;193;293;519;5;967;268;86;2;512.0
371930000;24;37;37201;37193;Restigné;ZZZZZZ;3719300;Z;5;715;569;61;85;688;22;3;21;89;140;316;4;12;29;79;144;112;189;558;267;45;37;90;65;54;543;260;42;36;90;63;52;13;6;3;1;0;0;2;30;79;91;369;474;90;13;5;0.0;250.0;184.0;449;531;229;302;566;0;1041;173;27;12;561.0
371940000;24;37;37000;37194;Reugny;ZZZZZZ;3719400;Z;5;758;664;47;48;725;32;3;24;82;183;372;3;13;42;83;205;153;165;654;196;48;47;206;116;42;629;182;47;45;203;112;41;24;14;1;2;3;3;1;62;96;94;412;538;114;16;11;7.0;223.0;258.0;534;616;234;382;669;5;1377;271;52;21;653.0
371950101;24;37;37701;37195;La Riche;ZZZZZZ;3719501;H;Z;1838;1657;33;149;351;1484;312;488;387;266;204;219;282;394;354;220;126;62;1656;77;59;246;558;545;171;332;52;46;60;60;80;34;1321;25;13;185;495;465;137;442;503;258;454;509;1095;275;53;247.0;409.0;994.0;1048;1244;932;312;1362;87;966;1782;585;83;1639.0
371950102;24;37;37701;37195;La Riche;ZZZZZZ;3719501;H;Z;2240;2015;21;204;461;1710;42;489;706;455;323;33;113;455;670;482;195;67;2007;22;42;193;707;642;401;407;22;27;56;111;160;30;1535;0;14;137;531;482;370;317;614;392;692;652;1338;690;26;800.0;873.0;319.0;1420;1615;1173;442;1977;90;1340;2716;1472;34;1986.0
371950103;24;37;37701;37195;La Riche;ZZZZZZ;3719501;H;Z;1320;1152;33;135;392;913;235;288;224;212;194;114;144;324;253;153;95;70;1115;77;33;198;221;459;127;346;33;32;49;67;121;44;760;44;1;142;154;336;84;265;374;176;337;497;636;22;20;264.0;336.0;523.0;922;963;706;256;924;35;948;889;28;29;1110.0
371950104;24;37;37701;37195;La Riche;ZZZZZZ;3719501;H;Z;617;574;4;39;613;1;8;23;79;158;306;13;10;18;85;160;161;126;571;78;46;103;122;138;84;569;78;45;103;122;138;83;0;0;0;0;0;0;0;50;85;91;348;424;150;55;0;0.0;308.0;205.0;474;531;224;307;567;18;1100;412;175;0;560.0
371960000;24;37;37101;37196;Richelieu;ZZZZZZ;3719600;Z;5;1225;865;145;215;911;312;23;106;182;248;306;20;35;121;210;227;124;127;856;310;38;174;240;52;43;676;218;33;136;207;41;42;179;92;5;38;33;11;1;94;135;139;498;496;357;149;12;9.0;380.0;368.0;450;698;451;248;851;15;956;604;231;27;850.0
371970000;24;37;37000;37197;Rigny-Ussé;ZZZZZZ;3719700;Z;5;323;226;61;36;311;8;3;19;42;60;103;1;3;14;48;59;55;47;224;133;12;26;23;20;11;218;130;10;26;22;20;11;6;3;2;0;1;0;0;23;36;38;129;173;50;15;3;1.0;75.0;87.0;174;207;97;110;230;10;368;108;39;6;220.0
371980000;24;37;37000;37198;Rillé;ZZZZZZ;3719800;Z;5;187;140;30;17;186;1;2;4;27;30;77;0;3;8;26;37;26;40;138;78;11;12;17;15;5;137;78;11;12;17;15;4;1;0;0;0;0;0;1;12;24;21;83;118;16;1;5;0.0;41.0;42.0;89;130;69;62;136;0;266;31;2;8;134.0
371990000;24;37;37000;37199;Rilly-sur-Vienne;ZZZZZZ;3719900;Z;5;279;218;31;29;275;2;1;15;43;52;107;1;0;27;37;75;34;43;217;100;19;17;37;22;21;213;98;19;17;35;22;21;2;1;0;0;1;0;0;25;40;31;121;155;61;15;2;0.0;73.0;67.0;190;201;95;106;212;0;359;128;26;2;213.0
372000000;24;37;37000;37200;Rivarennes;ZZZZZZ;3720000;Z;5;485;411;43;30;473;5;5;28;63;123;193;6;8;32;80;112;80;93;404;123;41;40;70;68;62;396;119;40;39;69;68;61;5;3;1;0;1;0;0;35;56;68;253;335;69;21;7;3.0;100.0;171.0;301;379;170;209;413;10;813;148;49;10;403.0
