INSEE_COM;DEP;IRIS;TYP_IRIS;LAB_IRIS;P19_NSCOL15P_DIPLMIN;P19_NSCOL15P_BEPC;P19_NSCOL15P_CAPBEP;P19_NSCOL15P_BAC;P19_NSCOL15P_SUP2;P19_NSCOL15P_SUP34;P19_NSCOL15P_SUP5
65001;65;650010000;Z;5;54.4976285301375;15.4718236723895;76.6590451294734;35.6938288905658;29.5711624369786;18.2482489725918;5.14552726132692
65002;65;650020000;Z;5;123.0;45.0;225.0;108.0;85.0;55.0;23.0
65003;65;650030000;Z;5;6.30882352941177;4.20588235294118;27.3382352941176;24.1838235294118;18.9264705882353;17.875;6.30882352941177
65004;65;650040000;Z;5;44.5575839943939;34.8705831410859;90.2674739931427;56.4097713755761;37.0348260649809;46.0968096008831;19.108491172759
65005;65;650050000;Z;5;24.0;6.0;78.0;67.0;56.0;46.0;26.0
65007;65;650070000;Z;5;138.805251641139;46.2684172137129;392.275711159739;193.12035010941;129.752735229759;103.601021152444;62.3617797228302
65009;65;650090000;Z;5;18.6724137931034;13.7586206896552;27.5172413793103;31.448275862069;23.5862068965517;17.6896551724138;7.86206896551724
65010;65;650100000;Z;5;31.0;10.0;44.0;27.0;29.0;16.0;13.0
65011;65;650110000;Z;5;21.0;6.0;42.0;19.0;14.0;8.0;4.0
65017;65;650170000;Z;5;18.0087674280946;9.0007203021589;51.0089623430842;53.0111297060332;36.001750436628;16.0020934990922;10.0001103676024
65018;65;650180000;Z;5;15.0;4.0;24.0;10.0;9.0;7.0;3.0
65019;65;650190000;Z;5;49.8409090909091;31.2727272727273;108.477272727273;88.9318181818182;60.5909090909091;45.9318181818182;43.0
65020;65;650200000;Z;5;29.5293766502245;17.2875500845522;77.802843390829;28.1547477656969;25.218053863619;14.2073508904516;4.02397818612332
65021;65;650210000;Z;5;43.1848170603426;19.2578112472634;88.8375680497691;61.6292051356939;41.7120014688037;31.6591307720349;22.0114714189582
65022;65;650220000;Z;5;15.5263157894737;1.03508771929825;24.8421052631579;14.4912280701754;11.3859649122807;11.3859649122807;8.28070175438597
65025;65;650250000;Z;5;506.690442600518;156.273254084666;676.759107667548;468.176303839748;242.228353177526;214.21733193105;182.305768454322
65028;65;650280000;Z;5;55.538159718809;11.6604373816564;49.089048058283;24.7986839266249;14.3453822043143;12.4451935611875;5.6872313340323
65029;65;650290000;Z;5;62.0;16.0;121.0;76.0;48.0;44.0;21.0
