INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
73008;73;730080101;13.1;16330;22150;29920;0.61;0.277;53.1;45.4;3.1;4.6;45.0;14.0;4.6;0.9;2.5;1.2
73008;73;730080102;11.0;17040;22710;29830;0.56;0.281;56.7;49.6;2.8;4.3;41.9;14.9;4.0;0.7;2.3;1.0
73008;73;730080201;8.8;18370;24950;33510;0.61;0.296;63.5;56.9;2.8;3.8;37.4;16.0;3.0;1.2;1.2;0.6
73008;73;730080202;8.9;18430;24410;33610;0.62;0.263;67.5;60.7;2.7;4.1;35.4;11.7;3.3;1.2;1.4;0.7
73008;73;730080203;16.1;14580;19560;25240;0.55;0.246;69.1;61.8;3.2;4.1;29.5;7.8;7.3;2.3;3.3;1.7
73008;73;730080204;22.5;13710;18680;24980;0.6;0.272;70.0;62.3;3.7;4.0;27.7;8.2;7.9;2.6;3.4;1.9
73008;73;730080301;;13730;17990;23720;0.56;0.239;66.7;59.0;4.9;2.8;28.6;6.4;10.7;3.9;4.1;2.7
73008;73;730080302;10.2;17060;22150;28460;0.51;0.235;65.6;59.2;3.0;3.4;36.0;9.4;4.1;1.4;1.8;0.9
73008;73;730080401;;22110;28260;37740;0.55;0.252;74.7;67.8;2.4;4.5;29.7;13.7;2.0;1.0;0.7;0.3
73008;73;730080402;;19540;27780;39860;0.73;0.331;63.1;54.1;2.2;6.8;40.0;17.6;2.0;0.6;0.9;0.5
73008;73;730080403;11.6;16790;22290;30680;0.62;0.283;71.8;66.2;2.7;2.9;30.3;10.0;5.0;1.9;2.0;1.1
73011;73;730110101;14.0;16130;21570;28010;0.55;0.249;71.7;63.1;3.1;5.5;28.0;10.5;5.3;2.2;2.0;1.1
73011;73;730110102;17.8;14710;19530;25730;0.56;0.267;64.4;54.9;3.2;6.3;33.4;10.8;6.7;1.8;3.2;1.7
73011;73;730110103;10.5;17340;22260;28530;0.5;0.263;68.7;59.6;3.0;6.1;32.6;12.2;3.9;1.4;1.7;0.8
73011;73;730110104;20.5;14140;18800;24300;0.54;0.233;61.6;55.6;3.3;2.7;35.3;7.6;8.8;2.9;3.9;2.0
73011;73;730110105;24.7;13230;17770;22770;0.54;0.228;63.1;56.5;4.0;2.6;32.6;5.5;10.6;3.6;4.5;2.5
73011;73;730110106;27.0;12890;17630;24300;0.65;0.26;67.2;59.5;3.7;4.0;28.0;7.0;11.2;4.3;4.4;2.5
73065;73;730650101;18.2;14880;21220;29320;0.68;0.305;70.4;59.9;3.2;7.3;32.9;9.5;6.0;1.8;2.8;1.4
73065;73;730650201;19.9;14130;18650;24240;0.54;0.257;72.4;64.4;3.9;4.1;24.0;7.2;10.8;3.4;4.7;2.7
73065;73;730650202;39.3;11210;14340;19090;0.55;0.227;62.3;55.5;5.6;1.2;23.6;2.9;20.5;5.5;9.9;5.1
73065;73;730650301;13.8;16760;23210;32080;0.66;0.285;76.3;67.1;2.8;6.4;27.3;9.9;6.1;2.0;2.6;1.5
73065;73;730650302;10.1;17980;24450;32220;0.58;0.272;67.0;59.5;2.4;5.1;37.3;11.0;4.1;1.1;2.0;1.0
73065;73;730650303;11.6;16770;22410;28840;0.54;0.233;69.6;62.1;3.3;4.2;32.7;7.7;5.7;1.7;2.6;1.4
73065;73;730650401;10.2;17920;23100;29730;0.51;0.251;73.9;67.2;2.6;4.1;27.1;10.1;5.4;2.5;1.8;1.1
73065;73;730650402;;21470;26750;34430;0.48;0.255;67.3;61.1;1.7;4.5;35.0;14.2;2.7;1.5;0.8;0.4
73065;73;730650501;7.9;19530;25180;31100;0.46;0.235;76.9;69.0;2.1;5.8;27.2;9.3;4.7;2.2;1.8;0.7
73065;73;730650601;;12070;16780;23230;0.67;0.25;69.3;62.5;4.1;2.7;24.3;4.5;14.0;5.3;5.6;3.1
73065;73;730650602;44.9;10830;13690;17580;0.49;0.202;59.2;52.2;6.1;0.9;21.1;2.3;25.4;8.8;10.8;5.8
73065;73;730650603;16.1;15050;20800;26160;0.53;0.23;73.7;68.1;3.4;2.2;26.8;5.3;8.5;3.5;3.2;1.8
73065;73;730650604;12.8;15830;20680;26270;0.51;0.218;67.2;60.1;3.6;3.5;33.8;6.7;6.6;2.9;2.5;1.2
73065;73;730650605;43.9;10900;13990;17990;0.51;0.207;54.1;46.9;5.9;1.3;27.1;2.3;24.2;5.9;12.3;6.0
73065;73;730650701;19.0;14510;20150;27310;0.63;0.267;69.0;60.9;4.4;3.7;27.8;9.4;9.1;2.8;4.3;2.0
73065;73;730650801;16.3;16150;24900;36530;0.82;0.391;66.0;57.5;2.2;6.3;31.6;21.0;4.6;1.3;2.1;1.2
73065;73;730650802;12.4;15870;20710;26490;0.51;0.228;76.3;69.2;3.4;3.7;25.3;7.1;6.7;2.1;3.0;1.6
73065;73;730650901;18.8;14670;20700;29400;0.71;0.32;79.2;67.7;3.8;7.7;20.8;10.5;7.4;1.9;3.4;2.1
73065;73;730650902;15.5;16210;23940;33130;0.71;0.298;63.9;57.2;2.7;4.0;37.1;12.4;4.8;1.2;2.3;1.3
73065;73;730650903;16.9;15470;21420;30550;0.7;0.331;64.8;55.7;2.5;6.6;31.7;15.6;5.7;1.6;2.5;1.6
73065;73;730651001;26.9;12920;17360;22710;0.56;0.244;69.7;63.1;4.4;2.2;24.6;5.4;13.2;3.6;6.0;3.6
73065;73;730651002;12.8;17280;23600;31890;0.62;0.303;70.0;60.4;3.0;6.6;31.5;13.1;4.5;1.4;2.0;1.1
