INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
39198;39;391980102;16.8;15230;20550;26830;0.56;0.256;60.1;55.6;2.5;2.0;38.5;8.3;7.8;2.6;3.5;1.7
39198;39;391980104;13.5;15800;21330;28110;0.58;0.273;71.0;62.5;2.2;6.3;30.9;7.8;6.7;2.4;3.0;1.3
39198;39;391980105;20.3;14130;19550;26980;0.66;0.308;71.1;60.6;3.7;6.8;28.1;8.8;9.2;1.2;5.1;2.9
39198;39;391980106;18.7;14870;20110;26260;0.57;0.266;53.5;46.7;2.4;4.4;46.0;8.1;7.8;1.4;4.4;2.0
39198;39;391980107;14.8;15680;21670;28170;0.58;0.265;62.8;56.5;2.5;3.8;39.2;9.0;5.9;1.6;2.8;1.5
39198;39;391980108;15.6;14960;20510;27190;0.6;0.252;54.6;49.0;2.2;3.4;46.2;7.3;6.9;2.4;3.0;1.5
39198;39;391980109;;18560;24370;30610;0.49;0.282;62.9;53.7;1.2;8.0;39.9;12.8;3.4;1.5;1.3;0.6
39198;39;391980110;16.0;15520;21270;27710;0.57;0.293;64.0;57.0;2.1;4.9;35.4;10.5;6.7;2.1;3.1;1.5
39198;39;391980113;46.4;10430;13440;17630;0.54;0.238;53.4;;;;24.7;2.6;27.8;6.0;15.4;6.4
39198;39;391980114;;10050;12970;16020;0.46;0.202;47.0;40.3;4.8;1.9;25.3;1.5;32.8;7.7;17.8;7.3
39198;39;391980115;17.9;14940;20530;26690;0.57;0.273;56.0;48.0;2.5;5.5;44.1;7.9;7.7;1.9;4.0;1.8
39300;39;393000101;;18460;23960;30300;0.49;0.262;64.9;57.4;2.2;5.3;38.1;11.2;3.4;1.2;1.5;0.7
39300;39;393000102;17.1;14870;20500;27590;0.62;0.281;64.7;58.4;2.8;3.5;35.3;9.1;7.5;1.0;4.3;2.2
39300;39;393000103;29.8;12540;16610;23050;0.63;0.27;56.4;49.8;3.0;3.6;36.6;5.8;14.3;3.3;7.7;3.3
39300;39;393000105;40.0;11240;14780;19380;0.55;0.236;46.2;40.7;4.7;0.8;38.0;4.6;20.4;5.4;10.2;4.8
39300;39;393000106;12.8;16260;21320;28170;0.56;0.255;53.7;47.9;2.4;3.4;47.6;8.3;6.3;1.6;3.1;1.6
39300;39;393000107;19.9;14200;18710;25430;0.6;0.286;71.7;64.3;3.9;3.5;23.7;10.3;10.1;1.3;5.8;3.0
39300;39;393000108;;18890;24460;32230;0.55;0.263;59.2;52.9;1.7;4.6;45.4;10.2;3.3;1.2;1.4;0.7
39478;39;394780101;15.3;15330;19930;25060;0.49;0.243;62.9;55.0;3.6;4.3;37.0;8.0;6.4;1.7;3.1;1.6
39478;39;394780102;;16270;20720;26740;0.51;0.247;65.4;60.7;2.2;2.5;36.1;8.5;5.2;1.7;2.3;1.2
39478;39;394780103;28.3;12620;16560;21140;0.51;0.212;62.9;56.7;4.4;1.8;30.0;3.4;14.2;4.2;6.4;3.6
39478;39;394780104;21.0;14010;18840;24090;0.53;0.24;61.1;56.0;3.2;1.9;36.9;6.4;8.6;2.5;4.2;1.9
