INSEE_COM;DEP;IRIS;TYP_IRIS;LAB_IRIS;C19_MEN;C19_MENPSEUL;C19_MENSFAM;C19_MENFAM;C19_FAM;C19_COUPAENF;C19_FAMMONO;C19_COUPSENF;C19_NE24F0;C19_NE24F1;C19_NE24F2;C19_NE24F3;C19_NE24F4P;C19_MENHSEUL;C19_MENFSEUL;P19_POP15P_PSEUL;P19_POP15P_MARIEE;P19_POP15P_PACSEE;P19_POP15P_CONCUB_UNION_LIBRE;P19_POP15P_VEUFS;P19_POP15P_DIVORCEE;P19_POP15P_CELIBATAIRE;C19_COUPAENF;C19_FAMMONO;C19_COUPSENF;C19_NE24F0;C19_NE24F1;C19_NE24F2;C19_NE24F3;C19_NE24F4P
37001;37;370010000;Z;5;486.0465128164;161.253784340341;10.0344223156346;314.758306160425;314.758306160425;111.891045932335;15.1121560822129;187.755104145877;212.65959210868;44.4949227806634;33.9878617082992;23.6159295627819;0.0;83.2277596595306;78.02602468081;153.971355370132;466.300541051944;25.7782430891001;132.338125860723;128.389203196304;53.2599979280512;191.299089720548;111.891045932335;15.1121560822129;187.755104145877;212.65959210868;44.4949227806634;33.9878617082992;23.6159295627819;0.0
37002;37;370020000;Z;5;672.195582712006;178.9077486977;10.0509805281454;483.236853486161;488.035337682113;255.140413897984;49.5013325291842;183.393591254945;213.24229969079;84.2796034554756;139.455599657911;42.1696404732342;8.88819440470262;63.1439113050705;115.763837392629;186.274538349958;609.227106824016;91.3278461952912;183.562015251633;73.7200143479153;80.2748476334067;327.442704451983;255.140413897984;49.5013325291842;183.393591254945;213.24229969079;84.2796034554756;139.455599657911;42.1696404732342;8.88819440470262
37003;37;370030101;H;1;1263.53088014637;551.115330540758;14.6478788482503;697.767670757361;697.767670757361;254.563568421672;107.387674704348;335.816427631341;382.645586088776;129.019992148472;138.828561521207;40.4270827051355;6.84644829376939;243.79967662322;307.315653917538;548.115398300727;930.030080275202;102.223348340188;266.728880806793;174.314992722988;188.73270788204;572.116085588587;254.563568421672;107.387674704348;335.816427631341;382.645586088776;129.019992148472;138.828561521207;40.4270827051355;6.84644829376939
37003;37;370030102;H;1;1302.79907970702;663.671132637489;18.1828176923607;620.945129377172;620.945129377172;142.972660783316;131.239022419333;346.733446174524;385.240240340951;130.518352087234;75.9282663890776;26.1156715743649;3.14259898554487;246.76569806835;416.905434569139;663.671132637489;803.717330696707;82.8545439675145;146.755240998014;293.8606685536;189.298771190652;484.584661560508;142.972660783316;131.239022419333;346.733446174524;385.240240340951;130.518352087234;75.9282663890776;26.1156715743649;3.14259898554487
37003;37;370030103;H;1;1014.49333198733;233.254951208928;6.32065665368957;774.917724124714;783.578104889953;349.676874786029;143.316241396274;290.58498870765;314.26504839445;146.56079547535;181.549456222054;93.8791697553429;47.3236350427558;107.062539865098;126.19241134383;233.254951208928;985.239954654981;98.7061665476478;239.819928397938;61.4172528574051;125.568880463955;546.149435494659;349.676874786029;143.316241396274;290.58498870765;314.26504839445;146.56079547535;181.549456222054;93.8791697553429;47.3236350427558
37003;37;370030104;H;1;1020.89882775433;456.237731070348;21.3722687492835;543.288827934696;545.953320838143;171.695513177001;135.338477056134;238.919330605008;272.54698792393;128.400540649522;108.271116645066;23.6949404225548;13.0397351970696;218.32258058141;237.915150488939;458.237685897036;635.127509346581;55.6869626572653;145.972939721782;142.974359486652;159.688024106874;606.902419764023;171.695513177001;135.338477056134;238.919330605008;272.54698792393;128.400540649522;108.271116645066;23.6949404225548;13.0397351970696
37003;37;370030105;H;1;1165.3390394274;375.687340121415;9.22414888136196;780.427550424619;784.232128609757;277.548822751583;85.0657151297092;421.617590728465;460.966784056956;169.976915628196;112.920250810381;31.4799896378343;8.88818847638833;131.428710872764;244.258629248651;376.687317534759;1109.02634768511;128.290885180478;258.418558833121;361.903433608275;154.880949511817;425.238876577083;277.548822751583;85.0657151297092;421.617590728465;460.966784056956;169.976915628196;112.920250810381;31.4799896378343;8.88818847638833
37004;37;370040000;Z;5;185.740014938054;64.3875915374693;0.0;121.352423400585;126.527956869226;61.2607708635319;5.00763771142108;60.2595482942734;70.330174899219;25.4274890427399;25.5947594586259;5.17553346864153;0.0;24.7644582836421;39.6231332538273;60.4252782120866;169.674572671506;20.2760647085401;54.7612019475118;20.868203300337;12.8884675184324;66.6296684822176;61.2607708635319;5.00763771142108;60.2595482942734;70.330174899219;25.4274890427399;25.5947594586259;5.17553346864153;0.0
37006;37;370060000;Z;5;1115.49233793243;273.893207974492;14.9396295258809;826.659500432058;831.639376940685;368.510861638377;34.8591355603884;428.269379741919;458.14863879368;154.376171767432;174.295677801934;39.8390120690122;4.97987650862638;134.456665732932;139.436542241559;273.893207974492;1146.3675722859;180.271529612291;224.094442888207;129.476789224304;96.6096042673648;385.413011508769;368.510861638377;34.8591355603884;428.269379741919;458.14863879368;154.376171767432;174.295677801934;39.8390120690122;4.97987650862638
37007;37;370070000;Z;5;85.0;20.0;0.0;65.0;65.0;25.0;5.0;35.0;35.0;15.0;10.0;5.0;0.0;5.0;15.0;19.0;92.0;2.0;16.0;11.0;5.0;22.0;25.0;5.0;35.0;35.0;15.0;10.0;5.0;0.0
