IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
360010000;36;36000;36001;ZZZZZZ;3600100;Z;1428;135;155;178;271;343;345;197;658;573;1301;20;39;15;119;194;114;691;108;1390;38;43;1377;51
360020000;36;36000;36002;ZZZZZZ;3600200;Z;116;20;12;11;29;24;21;22;59;35;98;15;0;0;5;20;5;39;15;116;0;1;116;0
360030000;36;36000;36003;ZZZZZZ;3600300;Z;894;206;129;194;201;110;54;263;510;121;721;5;25;20;94;104;184;192;99;890;4;7;894;0
360040000;36;36000;36004;ZZZZZZ;3600400;Z;331;46;38;52;64;81;50;62;172;98;302;15;5;0;29;44;58;107;44;324;7;9;331;0
360050000;36;36108;36005;ZZZZZZ;3600500;Z;3860;649;578;713;833;729;358;903;2103;854;3205;30;95;195;440;605;535;910;395;3830;30;70;3824;36
360060000;36;36203;36006;ZZZZZZ;3600600;Z;4927;650;678;715;1013;1032;839;931;2476;1520;4260;10;170;270;395;795;485;1600;535;4810;117;164;4793;134
360070000;36;36000;36007;ZZZZZZ;3600700;Z;603;110;68;109;124;124;68;133;313;157;490;15;10;20;30;80;125;165;45;600;3;6;603;0
360080000;36;36000;36008;ZZZZZZ;3600800;Z;223;26;26;21;51;57;43;36;99;87;190;15;0;0;5;35;30;100;5;223;0;2;223;0
360090000;36;36000;36009;ZZZZZZ;3600900;Z;1250;243;198;252;272;219;66;356;693;202;1048;25;0;92;204;222;127;250;127;1236;14;36;1227;23
360100000;36;36000;36010;ZZZZZZ;3601000;Z;862;123;109;103;180;201;146;167;429;266;720;20;20;5;45;120;120;330;60;845;17;17;862;0
360110000;36;36000;36011;ZZZZZZ;3601100;Z;174;26;25;32;41;33;17;41;94;39;150;10;5;5;20;20;30;50;10;174;0;0;174;0
360120000;36;36000;36012;ZZZZZZ;3601200;Z;351;46;47;51;57;96;54;63;168;120;320;25;10;5;5;45;50;150;30;344;7;7;351;0
360130000;36;36000;36013;ZZZZZZ;3601300;Z;438;59;47;61;79;115;76;80;217;141;381;0;15;29;15;34;54;185;49;436;2;3;438;0
360140000;36;36000;36014;ZZZZZZ;3601400;Z;205;25;14;26;59;52;29;33;108;65;169;5;5;0;15;51;46;31;15;197;8;7;205;0
360150000;36;36000;36015;ZZZZZZ;3601500;Z;55;3;9;6;9;8;21;6;25;25;59;0;5;0;0;0;10;29;15;49;6;7;55;0
360160000;36;36000;36016;ZZZZZZ;3601600;Z;968;136;99;124;194;242;173;178;470;320;849;30;34;25;25;166;93;399;78;952;16;27;968;0
360170000;36;36000;36017;ZZZZZZ;3601700;Z;397;49;33;60;93;108;54;65;207;125;351;5;0;5;38;49;81;124;49;383;14;15;397;0
360180000;36;36201;36018;ZZZZZZ;3601800;Z;6389;905;907;882;1230;1409;1057;1288;3071;2031;5425;67;144;216;512;861;695;2165;765;6258;131;203;6066;323
360190000;36;36000;36019;ZZZZZZ;3601900;Z;305;60;45;56;79;48;18;76;182;47;249;10;15;5;29;49;59;59;24;303;2;3;305;0
360200000;36;36000;36020;ZZZZZZ;3602000;Z;79;11;9;10;17;21;12;14;40;25;73;0;5;0;0;5;5;54;5;73;6;6;79;0
360210000;36;36000;36021;ZZZZZZ;3602100;Z;895;165;110;166;215;180;59;213;518;164;735;10;15;5;90;125;150;220;120;884;11;25;895;0
360220000;36;36000;36022;ZZZZZZ;3602200;Z;439;91;53;87;80;78;50;113;230;96;339;11;11;5;42;74;46;118;32;434;5;8;439;0
360230000;36;36000;36023;ZZZZZZ;3602300;Z;266;48;28;52;45;68;25;58;141;67;219;0;0;20;46;31;41;71;10;260;6;9;266;0
360240000;36;36000;36024;ZZZZZZ;3602400;Z;147;34;26;28;35;11;12;43;84;20;136;0;6;6;17;28;34;23;23;146;1;1;147;0
360250000;36;36000;36025;ZZZZZZ;3602500;Z;605;112;74;120;135;98;66;141;337;127;475;20;25;25;100;120;70;70;45;588;17;16;605;0
360260000;36;36000;36026;ZZZZZZ;3602600;Z;572;134;76;133;94;84;50;167;306;99;481;19;15;19;19;97;107;121;83;568;4;9;572;0
360270000;36;36000;36027;ZZZZZZ;3602700;Z;258;61;33;64;44;43;14;70;152;36;194;0;10;5;24;24;58;53;19;258;0;4;258;0
