IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
810010000;81;81000;81001;ZZZZZZ;8100100;Z;223;43;18;36;51;48;27;51;115;57;182;5;10;20;25;25;5;69;25;218;5;12;223;0
810020000;81;81401;81002;ZZZZZZ;8100200;Z;2517;398;297;389;563;584;286;525;1317;675;2070;15;105;75;266;266;281;807;256;2466;51;154;2517;0
810030000;81;81000;81003;ZZZZZZ;8100300;Z;938;136;130;139;189;178;165;178;478;282;816;25;40;10;120;70;130;305;115;919;19;32;938;0
810040101;81;81502;81004;810011;8100401;H;2419;244;871;408;363;253;281;504;1467;448;2171;3;73;206;286;373;183;456;592;2145;274;312;2263;156
810040102;81;81502;81004;810011;8100401;H;2143;134;711;283;259;280;476;395;1063;684;2030;3;37;145;214;254;166;681;529;1963;180;232;1690;453
810040201;81;81502;81004;810041;8100402;H;1833;262;367;273;360;318;252;378;1017;439;1573;3;67;175;305;202;78;494;249;1786;48;84;1742;91
810040202;81;81502;81004;810031;8100402;H;2226;182;746;250;351;343;354;451;1190;586;2049;0;39;152;295;271;89;619;584;2094;132;185;2095;131
810040203;81;81502;81004;810011;8100402;H;2156;207;520;297;375;384;373;362;1153;641;1948;6;62;212;320;283;100;624;341;2040;116;151;2156;0
810040301;81;81502;81004;810031;8100403;H;2704;407;921;386;394;341;255;700;1559;445;2288;0;49;170;306;370;177;480;736;2477;227;297;2698;6
810040302;81;81502;81004;810021;8100403;H;2365;260;469;383;441;389;422;354;1355;656;2106;3;71;171;316;277;147;726;396;2254;111;140;1991;374
810040303;81;81502;81004;810021;8100403;H;2528;318;475;297;534;479;426;475;1327;726;2203;0;83;245;281;325;150;773;346;2451;77;179;2486;42
810040304;81;81502;81004;810071;8100403;H;3791;524;763;525;768;836;376;722;2149;919;3267;0;130;277;452;418;198;1071;721;3651;140;267;3744;47
810040401;81;81502;81004;810031;8100404;H;1773;295;598;277;254;180;170;493;1005;275;1479;0;30;35;188;311;158;316;439;1532;241;252;1773;0
810040402;81;81502;81004;810041;8100404;H;2238;271;330;351;385;587;313;373;1153;712;1971;3;65;150;240;239;89;810;375;2181;57;116;2088;150
810040501;81;81502;81004;810041;8100405;H;2913;502;503;433;601;559;315;738;1527;647;2406;21;131;217;336;270;116;738;577;2845;68;144;2877;36
810040601;81;81502;81004;810051;8100406;H;3037;370;816;477;491;504;379;586;1717;733;2675;6;89;206;445;463;250;748;468;2882;155;239;2923;113
810040602;81;81502;81004;810051;8100406;H;2257;368;320;313;399;402;455;495;1054;708;1889;1;46;77;212;316;203;708;325;2144;113;161;2257;0
810040603;81;81502;81004;810051;8100406;H;2705;397;476;394;597;560;281;551;1544;610;2308;3;94;130;366;429;225;740;321;2670;35;163;2705;0
810040701;81;81502;81004;810061;8100407;H;2562;635;448;449;459;394;177;793;1312;458;1927;0;35;35;73;329;256;472;726;2041;521;635;2562;0
810040702;81;81502;81004;810061;8100407;H;2330;313;316;337;411;573;381;435;1116;779;2017;3;67;127;216;278;171;835;320;2250;80;177;2330;0
810040801;81;81502;81004;810021;8100408;H;1782;404;407;353;305;191;121;542;1016;224;1380;0;46;58;152;287;233;249;355;1451;331;403;1728;54
810040802;81;81502;81004;810061;8100408;H;1901;230;259;209;336;474;393;354;813;733;1670;3;73;149;191;176;65;800;213;1869;32;83;1901;0
810040803;81;81502;81004;810071;8100408;H;2447;359;245;359;424;541;519;450;1102;895;2087;3;49;95;246;327;131;901;337;2342;105;160;2153;293
810040804;81;81502;81004;810071;8100408;A;862;123;184;144;153;145;113;204;448;210;746;1;45;17;94;86;76;231;197;824;38;55;677;185
810050000;81;81000;81005;ZZZZZZ;8100500;Z;509;61;67;61;115;130;76;80;273;156;457;20;20;20;34;69;49;197;49;495;14;24;509;0
810060000;81;81000;81006;ZZZZZZ;8100600;Z;203;29;22;45;39;47;21;34;122;47;180;10;5;30;20;15;5;70;25;200;3;10;203;0
810070000;81;81000;81007;ZZZZZZ;8100700;Z;93;11;12;15;14;28;14;18;40;35;93;0;5;10;5;24;5;44;0;80;13;13;93;0
