INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
27056;27;270560101;19.6;14110;19310;27230;0.68;0.303;59.0;48.8;2.4;7.8;37.3;10.6;9.3;1.3;5.5;2.5
27056;27;270560102;;13150;18180;23860;0.59;0.263;50.4;44.9;3.5;2.0;41.9;6.0;14.5;2.9;7.9;3.7
27056;27;270560103;;12160;16870;23320;0.66;0.271;55.0;48.5;3.3;3.2;37.2;4.0;16.4;3.3;9.0;4.1
27056;27;270560104;17.6;15290;20240;26620;0.56;0.271;54.1;47.3;2.5;4.3;45.6;9.0;6.6;1.2;3.7;1.7
27056;27;270560105;10.1;17420;23780;29630;0.51;0.259;63.6;55.0;2.4;6.2;37.5;10.1;5.5;1.8;2.5;1.2
27229;27;272290101;20.7;14530;19580;26180;0.59;0.281;72.1;62.4;2.7;7.0;30.4;6.9;8.3;2.4;3.8;2.1
27229;27;272290102;16.8;15460;21520;30100;0.68;0.319;76.5;67.7;2.6;6.2;25.4;10.0;7.6;1.5;4.1;2.0
27229;27;272290103;10.6;18220;24680;33660;0.63;0.309;70.7;61.1;2.0;7.6;34.8;12.7;4.0;0.9;2.1;1.0
27229;27;272290201;;18650;23720;30150;0.48;0.262;66.8;60.6;2.2;4.0;36.9;9.7;4.4;1.3;2.1;1.0
27229;27;272290202;10.2;17100;23080;30160;0.57;0.249;73.4;67.6;2.4;3.4;29.8;6.6;7.2;2.7;2.9;1.6
27229;27;272290203;;17480;22760;30190;0.56;0.271;75.7;66.8;3.1;5.8;28.7;8.3;6.0;1.8;2.9;1.3
27229;27;272290302;15.6;14910;20080;26240;0.56;0.251;74.6;68.5;3.1;3.0;25.9;6.2;9.2;2.6;4.4;2.2
27229;27;272290303;23.0;13610;18180;23980;0.57;0.255;68.5;62.8;3.6;2.1;27.1;5.6;12.3;3.8;5.5;3.0
27229;27;272290401;30.5;12240;16470;21730;0.58;0.252;59.8;;;;30.0;4.5;16.7;4.1;8.8;3.8
27229;27;272290402;43.5;10650;13930;18850;0.59;0.252;62.0;55.4;5.8;0.8;20.5;2.4;24.0;4.6;13.4;6.0
27229;27;272290403;33.2;11670;15590;21060;0.6;0.238;65.9;59.3;4.8;1.8;22.1;2.4;19.6;7.7;7.9;4.0
27229;27;272290501;44.9;10520;14120;18140;0.54;0.231;53.2;;;;22.4;1.8;30.3;7.9;15.3;7.1
27229;27;272290502;23.6;13450;18480;24590;0.6;0.261;72.4;65.2;4.3;2.9;24.9;4.2;12.5;3.2;6.3;3.0
27229;27;272290601;59.3;9790;12260;15640;0.48;0.216;48.9;;;;19.7;2.1;35.7;10.8;16.5;8.4
27229;27;272290602;53.1;9870;12740;16230;0.5;0.212;48.5;;;;21.5;1.5;34.8;8.7;17.6;8.5
27229;27;272290701;56.5;9440;12240;16300;0.56;0.247;53.9;;;;18.1;1.3;35.3;9.7;17.1;8.5
27229;27;272290801;37.3;11030;15740;22530;0.73;0.281;62.3;55.8;4.8;1.7;29.4;4.2;16.3;4.7;7.8;3.8
27229;27;272290802;18.3;14810;20650;29400;0.71;0.287;68.8;62.1;3.0;3.7;31.4;7.9;8.7;2.9;3.8;2.0
27229;27;272290803;;17450;22690;28150;0.47;0.205;56.9;52.4;2.7;1.8;47.8;4.8;5.4;1.7;2.5;1.2
27229;27;272290902;20.4;14090;19120;25450;0.59;0.27;69.3;61.0;3.5;4.8;27.9;5.6;12.4;3.4;6.1;2.9
27229;27;272290903;;16280;21450;27750;0.53;0.261;68.9;60.9;2.0;6.0;33.6;7.8;6.5;1.7;3.2;1.6
27229;27;272290904;28.7;12520;18830;26410;0.74;0.288;72.1;63.3;4.2;4.6;23.8;5.7;13.0;3.3;6.6;3.1
27284;27;272840101;20.7;14050;18840;24290;0.54;0.23;66.1;60.7;3.7;1.7;31.2;4.0;11.5;3.7;5.3;2.5
27284;27;272840102;13.0;15750;20730;26900;0.54;0.229;69.0;63.7;3.2;2.1;31.7;5.4;8.2;2.5;4.0;1.7
27284;27;272840103;9.1;17010;21230;26810;0.46;0.218;69.5;64.8;2.7;2.0;32.9;5.3;6.9;2.9;2.8;1.2
27284;27;272840104;22.1;13510;18150;23060;0.53;0.249;62.1;54.7;3.7;3.7;34.1;6.4;10.8;3.3;4.9;2.6
27284;27;272840105;17.8;15280;20200;25380;0.5;0.238;64.1;58.8;3.1;2.2;35.9;5.2;8.8;2.8;4.0;2.0
27375;27;273750101;20.0;14010;19480;26510;0.64;0.285;73.9;65.6;4.0;4.3;24.8;7.6;9.4;1.8;4.8;2.8
27375;27;273750102;16.5;15120;20820;27620;0.6;0.255;66.8;59.9;3.0;3.9;34.0;7.0;7.9;1.8;4.1;2.0
27375;27;273750103;23.5;13530;18530;24120;0.57;0.267;70.0;63.4;4.3;2.3;26.6;6.0;11.4;3.4;5.1;2.9
27375;27;273750104;44.3;10890;13720;17940;0.51;0.225;55.6;46.7;6.2;2.7;25.2;2.0;25.9;6.3;12.6;7.0
