dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-02-24T02:54:29.000Z|97220|C1504|LIB|D|||Temps plein||||11380|97220|
2021-02-03T17:14:36.000Z|97220|K1104|CDI|E|||Temps plein||6|88|18230|97220|
