dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-09T17:37:37.000Z|79081|J1301|CDD|D|EHPAD EMILIEN BOUIN|Mensuel de 1400,00 Euros à 1500,00 Euros sur 12 mois|Temps partiel||5|87|10698|79081|
2021-03-09T11:56:40.000Z|79081|D1507|CDD|E|Netto|Horaire de 10,25 Euros sur 12 mois|Temps plein||5|47|14769|79081|
2021-03-08T16:35:45.000Z|79081|I1203|CDI|D|Directeur CADA 79|Mensuel de 1554,58 Euros sur 12 mois|Temps plein||4|87||79081|
2021-03-05T15:15:05.000Z|79081|D1507|CDD|D|LES FORMATIONS DU MARAIS ||Temps plein||5|85|14769|79081|
2021-03-03T10:49:32.000Z|79081|N1103|CDI|D|AUTODISTRIBUTION TALBOT|Horaire de 10,25 Euros|Temps plein||6|45||79081|
2021-03-03T11:58:45.000Z|79081|N1103|MIS|D|Start People|Horaire de 10,25 Euros ï¿½ 10,25 Euros|Temps plein|||78|17993|79081|
2021-03-02T09:36:48.000Z|79081|M1605|MIS|E|TRIANGLE TRAVAIL TEMPORAIRE|Horaire de 10,25 Euros à 12,50 Euros sur 12 mois|Temps plein||6|78|30556|79081|
2021-02-23T14:50:30.000Z|79081|D1401|MIS|E|NIORT INTERIM|Horaire de 10,25 Euros sur 12 mois|Temps plein||2|78|11210|79081|
2021-02-23T09:11:23.000Z|79081|K2204|CDD|E|SOLNET SERVICES|Horaire de 10,56 Euros sur 12 mois|Temps plein||3|81|10571|79081|
2021-02-23T09:09:27.000Z|79081|K2204|CDI|E|SOLNET SERVICES|Horaire de 10,56 Euros sur 12 mois|Temps plein||3|81|10571|79081|
2021-02-18T11:42:11.000Z|79081|D1507|CDD|D|Les formations du Marais||Temps plein||6|47|14769|79081|
2021-02-18T11:35:06.000Z|79081|D1507|CDD|D|Les formations du Marais||Temps plein||6|47|14769|79081|
2021-01-19T17:37:22.000Z|79081|M1605|CDI|E|AGRANDIR MA MAISON - AMM|Mensuel de 1600,00 Euros à 1800,00 Euros sur 12 mois|Temps plein||6|71|30556|79081|
2021-01-11T11:34:13.000Z|79081|I1401|CDI|E|B.M.A.|Annuel de 24000,00 Euros sur 12 mois|Temps plein||8|64|19575|79081|
2021-03-15T10:15:18.000Z|79081|K1303|CDI|D||Horaire de 10,25 Euros|Temps partiel||6|97||79081|
2021-03-15T05:06:06.000Z|79081|C1109|CDI|E|||Temps plein||7|||79081|
2021-03-15T05:02:55.000Z|79081|C1109|CDD|D|||Temps plein||7|||79081|
2021-03-12T04:52:34.000Z|79081|M1204|CDD|D|MAIF||Temps plein||||13426|79081|
2021-03-11T07:18:56.000Z|79081|C1109|CDD|D|||Temps plein|||65|15363|79081|
2021-02-23T12:11:47.000Z|79081|M1205|CDI|E|B.M.A.|Mensuel de 3000,00 Euros sur 12 mois|Temps plein||9|64||79081|
2020-12-31T11:48:55.000Z|79081|N1302|CDI|E|CENTRAL GARAGE|Mensuel de 2500,00 Euros sur 12 mois|Temps plein||9|46|38672|79081|
2021-03-16T11:11:56.000Z|79081|K1302|CDI|E|Petits-fils Niort|Horaire de 12,50 Euros|Temps plein|||88|38087|79081|
2021-03-08T16:51:04.000Z|79081|K1205|CDD|D|Directeur CADA 79|Mensuel de 1842,00 Euros sur 12 mois|Temps plein||6|87|14575|79081|
2021-03-05T03:01:45.000Z|79081|C1102|REP|D|||Temps plein|||||79081|
2021-03-03T14:19:23.000Z|79081|F1105|CDI|E|TERREFORT||Temps plein||9|43|15270|79081|
2021-03-03T12:54:30.000Z|79081|F1105|CDI|E|TERREFORT||Temps plein||7|43|19454|79081|
2021-03-03T12:03:24.000Z|79081|F1105|CDI|E|TERREFORT||Temps plein||6|43|19454|79081|
2021-03-03T12:07:33.000Z|79081|I1306|MIS|E|Start People|Horaire de 11,00 Euros ï¿½ 13,50 Euros|Temps plein|||78||79081|
2021-03-01T04:03:14.000Z|79081|C1203|CDI|D|||Temps plein|||||79081|
||||||||||||79081|
2021-02-09T17:01:27.000Z|79081|I1103|CDI|E|AYALA CONSEILS RH|Mensuel de 3800,00 Euros à 4000,00 Euros sur 12 mois|Temps plein||9|70||79081|
2021-02-02T14:30:06.000Z|79081|I1401|CDD|D|STIMUT INFORMATIQUE SARL||Temps plein||6|62|11194|79081|
2021-01-28T16:54:15.000Z|79081|D1402|CDI|E|AGRANDIR MA MAISON - AMM|Annuel de 36000,00 Euros à 48000,00 Euros sur 12 mois|Temps plein||9|41||79081|
2021-01-28T16:51:19.000Z|79081|F1103|CDI|E|AGRANDIR MA MAISON - AMM|Annuel de 25000,00 Euros à 40000,00 Euros sur 12 mois|Temps plein||7|41|19779|79081|
2021-01-27T09:54:18.000Z|79081|D1214|CDD|D|||Temps plein||6|47|20613|79081|
2021-01-19T17:44:18.000Z|79081|M1402|CDI|E|ITF PROTECTACOMPTE|Annuel de 35000,00 Euros à 40000,00 Euros sur 12 mois|Temps plein||8|70||79081|
2021-01-14T02:50:02.000Z|79081|C1504|LIB|D|||Temps plein||||13464|79081|
2021-03-11T10:51:21.000Z|79081|M1203|MIS|E|NIORT INTERIM|Horaire de 10,25 Euros à 13,00 Euros sur 12 mois|Temps plein||2|78|12786|79081|
2021-02-25T16:20:22.000Z|79081|J1501|CDD|D|EHPAD EMILIEN BOUIN|Mensuel de 1600,00 Euros à 2000,00 Euros sur 12 mois|Temps plein||6|87|10893|79081|
2021-01-28T17:04:19.000Z|79081|F1201|CDI|E|ITF PROTECTACOMPTE|Mensuel de 1900,00 Euros à 2300,00 Euros sur 12 mois|Temps plein||7|70|13210|79081|
