dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-15T07:10:57.000Z|69277|N4103|MIS|D|Aquila Rh||Temps plein|||78|12903|69277|
2021-03-12T03:58:01.000Z|69277|N1103|MIS|E|Alp Emploi||Temps plein|||78|17993|69277|
2021-03-11T14:46:29.000Z|69277|N1105|CDD|D|SYLVIE BOZZETTO|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps plein||1|43|16361|69277|
2021-03-10T16:15:08.000Z|69277|A1203|MIS|E|AQUILA RH|Mensuel de 1900,00 Euros sur 12 mois|Temps plein||3|78||69277|
2021-03-10T10:43:26.000Z|69277|K2204|CDD|E|Département du Rhône - Cécile ESPENEL|Mensuel de 1560,00 Euros à 1600,00 Euros sur 12 mois|Temps plein||6|84|10686|69277|
2021-03-10T09:10:35.000Z|69277|N1103|MIS|D|ADEQUAT|Mensuel de 1650,00 Euros à 2250,00 Euros sur 12 mois|Temps plein||5|78|17240|69277|
2021-03-10T09:04:14.000Z|69277|D1401|CDI|E|Randstad||Temps plein||||11188|69277|
2021-03-09T16:36:07.000Z|69277|N1103|CDD|D|MIL'S|Horaire de 11,50 Euros à 11,50 Euros sur 12 mois|Temps plein||2|28|14740|69277|
2021-03-09T15:01:40.000Z|69277|N1103|CDI|S|RANDSTAD|Annuel de 19200,00 Euros sur 12 mois|Temps plein||5|78|17993|69277|
2021-03-09T14:52:06.000Z|69277|N1103|CDD|D|RANDSTAD|Mensuel de 1600,00 Euros sur 12 mois|Temps plein||5|78|17993|69277|
2021-03-08T15:52:10.000Z|69277|N1103|MIS|S|RANDSTAD|Mensuel de 1770 Euros sur 12 mois|Temps plein||5|78|16287|69277|
2021-03-08T01:33:33.000Z|69277|N1103|MIS|D|ADEQUAT|Mensuel de 1650,00 Euros à 2250,00 Euros sur 12 mois|Temps plein||5|78|17240|69277|
2021-03-05T15:14:31.000Z|69277|N1103|CDI|E|CRESCENDO|Horaire de 11,50 Euros à 12,00 Euros sur 12 mois|Temps plein||1|78|16276|69277|
2021-03-05T04:43:00.000Z|69277|K1201|CDI|E|||Temps plein||||11335|69277|
2021-03-03T18:03:23.000Z|69277|N1303|CDI|E|CRESCENDO|Annuel de 28000,00 Euros à 32000,00 Euros sur 13 mois|Temps plein||6|78|11295|69277|
2021-03-03T01:37:56.000Z|69277|N1103|MIS|D|ADEQUAT|Mensuel de 1650,00 Euros à 2250,00 Euros sur 12 mois|Temps plein||5|78|17240|69277|
2021-03-02T10:15:31.000Z|69277|M1604|CDD|D|COMMUNE DE GENAS|Annuel de 26000,00 Euros|Temps plein||6|84|11227|69277|
2021-03-02T15:40:27.000Z|69277|N1103|MIS|E|Start People|Horaire de 10,25 Euros ï¿½ 13,00 Euros|Temps plein|||78|16290|69277|
2021-03-01T10:30:27.000Z|69277|N1103|MIS|D|ADEQUAT|Mensuel de 1650,00 Euros à 2250,00 Euros sur 12 mois|Temps plein||5|78|17240|69277|
2021-03-01T03:05:28.000Z|69277|A1203|MIS|D|Aquila Rh||Temps plein|||78||69277|
2021-03-01T03:05:15.000Z|69277|A1203|MIS|D|Aquila Rh||Temps plein|||78|17480|69277|
2021-02-25T13:54:32.000Z|69277|N1303|MIS|D||Mensuel de 1470,00 Euros|Temps plein|||78|11295|69277|
2021-02-23T09:37:18.000Z|69277|N1103|CDI|D|FGET INTERNATIONAL|Horaire de 10,25 Euros sur 13 mois|Temps plein||1|46|18040|69277|
2021-02-19T15:52:22.000Z|69277|N1103|MIS|E|IZIWORK|Horaire de 10,45 Euros sur 12 mois|Temps plein||3|78|14740|69277|
2021-02-19T10:41:39.000Z|69277|N1103|MIS|D|Start People|Horaire de 10,30 Euros|Temps plein|||78|17993|69277|
2021-02-18T18:04:50.000Z|69277|N1103|CDD|D|||Temps plein||5|85|16290|69277|
2021-02-07T03:04:54.000Z|69277|M1604|MIS|E|Start People|Horaire de 11,50 Euros ï¿½ 12,00 Euros|Temps plein|||78|11227|69277|
2021-01-28T09:21:33.000Z|69277|K1201|CDD|D|Département du Rhône - Cécile ESPENEL|Mensuel de 1700,00 Euros à 1750,00 Euros sur 12 mois|Temps plein||6|84|11335|69277|
2021-01-22T16:22:07.000Z|69277|C1102|MIS|E|SKILLS RH|Annuel de 22000 Euros à 23000 Euros sur 12 mois|Temps plein||6|78|11773|69277|
2021-01-13T17:25:58.000Z|69277|D1401|CDI|E|SKILLS RH|Annuel de 26000,00 Euros à 28000,00 Euros sur 12 mois|Temps plein||6|78|11188|69277|
