dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-02T15:58:07.000Z|94034|D1106|CDI|E|BOULANGERIE DE MARIE BLACHERE|Mensuel de 1554,62 Euros sur 12 mois|Temps plein||5|47|20560|94034|
2021-03-01T14:46:23.000Z|94034|M1607|CDD|E||Mensuel de 2161,69 Euros sur 12 mois|Temps plein||6|84|19365|94034|
2021-02-15T11:17:41.000Z|94034|M1607|CDI|E||Annuel de 24212,00 Euros sur 13 mois|Temps plein||6|88|11183|94034|
2021-02-12T03:52:35.000Z|94034|D1212|CDI|E|||Temps plein||||20561|94034|
2021-01-29T03:57:08.000Z|94034|D1401|CDI|E|||Temps plein|||82||94034|
2021-03-09T14:57:04.000Z|94034|D1301|CDI|E|BOULANGERIE DE MARIE BLACHERE|Mensuel de 1830,66 Euros sur 12 mois|Temps plein||8|47|10297|94034|
2021-03-09T09:31:50.000Z|94034|D1401|CDI|D|RANDSTAD|Mensuel de 1700,00 Euros sur 12 mois|Temps plein||6|78|11181|94034|
2021-03-08T11:02:16.000Z|94034|I1604|CDI|E|OPEN SOURCING|Mensuel de 2000,00 Euros à 2500,00 Euros sur 12 mois|Temps plein||7|70|18316|94034|
2021-03-04T17:41:57.000Z|94034|K1302|CDI|D||Horaire de 10,25 Euros|Temps plein||6|88|11255|94034|
2021-03-02T11:27:50.000Z|94034|K1304|CDI|E|O2 ANTONY|Horaire de 10,25 Euros|Temps partiel||5|88|14774|94034|
2021-02-25T08:55:04.000Z|94034|J1307|CDI|D|Vitalis Medical||Temps plein||||18027|94034|
2021-02-19T11:15:00.000Z|94034|K1203|CDI|E|ESAT DE FRESNES|Mensuel de 1817,00 Euros à 1929,00 Euros sur 12 mois|Temps plein||6|88||94034|
||||||||||||94034|
2021-03-11T11:12:12.000Z|94034|H2603|CDI|D|STELIAU TECHNOLOGY|Mensuel de 1600,00 Euros à 1800,00 Euros sur 12 mois|Temps plein||1|46||94034|
2021-03-11T07:08:08.000Z|94034|D1403|MIS|D|||Temps plein|||78|13489|94034|
2021-03-10T16:29:53.000Z|94034|I1304|CDI|E|CIMEM|Annuel de 25000,00 Euros à 35000,00 Euros sur 12 mois|Temps plein||7|70||94034|
2021-03-10T12:22:20.000Z|94034|H2902|MIS|D|CRIT INTERIM|Horaire de 12,85 Euros sur 12 mois|Temps plein||2|78|11974|94034|
2021-03-10T12:08:24.000Z|94034|C1504|CDI|D|CENTURY 21 Eureka|Mensuel de 1802,66 Euros à 1802,66 Euros sur 13 mois|Temps plein||5|68|11211|94034|
2021-03-10T13:44:58.000Z|94034|N1303|CDI|E|RANDSTAD||Temps plein||||11295|94034|
2021-03-09T12:58:27.000Z|94034|F1106|CDI|E|APPROACH PEOPLE RECRUITMENT|Annuel de 30000 Euros à 80000 Euros sur 12 mois|Temps plein||9|70|15615|94034|
