dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-10T11:02:50.000Z|95280|M1609|CDI|E|||Temps plein||||19397|95280|
2021-03-08T03:56:38.000Z|95280|D1401|CDI|E|||Temps plein||||11188|95280|
2021-03-04T11:11:34.000Z|95280|M1607|CDD|E|ALLIANCIA|Mensuel de 2100,00 Euros à 2200,00 Euros sur 12 mois|Temps plein||6|43|11183|95280|
2021-02-19T09:58:26.000Z|95280|K1205|CDI|E|||Temps plein|||||95280|
2021-02-18T11:42:41.000Z|95280|D1401|CDI|E|STPM|Mensuel de 1590,00 Euros à 1700,00 Euros sur 12 mois|Temps plein||6|43|11188|95280|
2021-03-12T05:44:33.000Z|95280|F1603|MIS|D|Aquila Rh||Temps plein|||78|18285|95280|
2021-03-10T16:33:14.000Z|95280|K1304|CDI|D|DomAliance Viarmes|Horaire de 10,25 Euros|Temps partiel||||10857|95280|
2021-03-10T09:52:07.000Z|95280|N1202|CDI|E|Riverchelles Garonor||Temps plein||||10645|95280|
2021-03-06T14:50:43.000Z|95280|N1202|CDI|E|Expectra||Temps plein||||10645|95280|
2021-03-03T13:53:56.000Z|95280|N1202|CDI|E|Www.xalyseffirel.com Xalys-effirel||Temps plein||||10645|95280|
2021-03-02T16:18:35.000Z|95280|K2503|CDI|D|SOCIETE OISE PROTECTION|Horaire de 10,59 Euros sur 12 mois|Temps partiel||6|80|10370|95280|
2021-02-27T20:54:24.000Z|95280|N1202|CDI|E|||Temps plein||||10645|95280|
2021-01-30T21:00:31.000Z|95280|J1304|CDI|E|||Temps plein||||11448|95280|
2021-03-16T02:50:03.000Z|95280|N4203|CDI|E|Adéquat Interim||Temps plein||||15018|95280|
2021-03-15T20:53:18.000Z|95280|F1610|CDI|E|||Temps plein||||13822|95280|
2021-03-15T20:48:00.000Z|95280|J1102|CDI|E|||Temps plein||||14825|95280|
2021-03-15T05:18:29.000Z|95280|F1204|CDI|E|||Temps plein|||||95280|
2021-03-15T05:17:52.000Z|95280|F1106|CDI|E|||Temps plein||8|||95280|
2021-03-15T05:11:39.000Z|95280|M1810|CDD|E|||Temps plein||8|||95280|
2021-03-15T05:11:17.000Z|95280|M1810|CDD|D|||Temps plein||7|||95280|
2021-03-15T05:02:58.000Z|95280|H2909|CDI|E|Lynx Rh||Temps plein||||17122|95280|
2021-03-12T12:49:53.000Z|95280|J1103|CDI|E|||Temps plein||||17366|95280|
2021-03-12T08:22:44.000Z|95280|H2901|CDI|D|Lynx Rh Val D'oise||Temps plein||||16520|95280|
2021-03-12T08:18:27.000Z|95280|I1606|CDI|D|Aquila Rh Roissy||Temps plein||||17621|95280|
2021-03-12T07:14:37.000Z|95280|F1604|CDI|D|Aquila Rh Roissy||Temps plein||||16074|95280|
2021-03-12T07:12:28.000Z|95280|F1610|CDI|D|Aquila Rh Roissy||Temps plein||||13822|95280|
2021-03-12T05:43:40.000Z|95280|H2901|CDI|D|Lynx Rh||Temps plein||||16520|95280|
2021-03-12T05:42:55.000Z|95280|F1610|CDI|D|Aquila Rh||Temps plein||||13822|95280|
2021-03-12T05:40:29.000Z|95280|F1604|CDI|D|Aquila Rh||Temps plein||||16074|95280|
2021-03-12T14:30:06.000Z|95280|K1705|CDI|E|||Temps plein||||17877|95280|
2021-03-12T05:39:59.000Z|95280|I1603|MIS|D|Aquila Rh||Temps plein|||78|16463|95280|
2021-03-12T05:39:27.000Z|95280|F1302|MIS|D|Aquila Rh Roissy||Temps plein|||78||95280|
2021-03-11T12:46:06.000Z|95280|F1606|CDI|E|TORIN   CIE|Mensuel de 1700,00 Euros à 2500,00 Euros sur 12 mois|Temps plein||3|70|17619|95280|
2021-03-11T12:10:30.000Z|95280|N1101|MIS|E|ADEQUAT|Mensuel de 1555 Euros à 1650 Euros sur 12 mois|Temps plein||5|78|11686|95280|
2021-03-11T12:47:07.000Z|95280|J1102|CDI|E|||Temps plein||||15459|95280|
2021-03-11T12:44:24.000Z|95280|J1102|CDI|E|||Temps plein||||11678|95280|
2021-03-11T12:42:16.000Z|95280|N1202|CDI|E|Page Personnel Transport Et Logistique||Temps plein||||10634|95280|
2021-03-11T12:36:35.000Z|95280|G1401|CDI|E|||Temps plein||||18849|95280|
2021-03-11T12:27:07.000Z|95280|F1203|CDI|E|||Temps plein||||12079|95280|
2021-03-11T11:53:06.000Z|95280|K1705|CDI|E|Ergalis||Temps plein||||14655|95280|
2021-03-11T11:43:34.000Z|95280|M1203|CDI|E|Randstad||Temps plein||||12788|95280|
2021-03-11T07:18:49.000Z|95280|F1613|MIS|D|Aquila Rh||Temps plein|||78|14913|95280|
2021-03-10T15:54:07.000Z|95280|F1605|CDI|E|SK COM|Mensuel de 1800,00 Euros sur 12 mois|Temps plein||5|43|38136|95280|
2021-03-10T14:39:41.000Z|95280|I1603|CDI|D|EXPERTEAM|Mensuel de 2200,00 Euros à 2700,00 Euros sur 12 mois|Temps plein||4|78|16463|95280|
2021-03-10T11:27:24.000Z|95280|C1205|CDI|E|||Temps plein||||13413|95280|
2021-03-10T09:59:29.000Z|95280|K1705|CDI|E|Ergalis||Temps plein||||14655|95280|
2021-03-10T09:59:06.000Z|95280|H2909|CDI|E|Ergalis||Temps plein|||||95280|
2021-03-09T14:41:19.000Z|95280|K1207|CDI|E|ESPERER 95|Mensuel de 1789,05 Euros à 2073,49 Euros sur 12 mois|Temps plein||6|88|14597|95280|
2021-03-09T11:53:42.000Z|95280|N4103|CDI|E|3 Forêts|Horaire de 10,25 Euros|Temps partiel|||88|13331|95280|
2021-03-09T08:00:01.000Z|95280|F1606|CDI|E|Proman Transport Saint-denis||Temps plein|||||95280|
2021-03-09T07:47:20.000Z|95280|G1401|CDI|E|Ccld||Temps plein|||||95280|
2021-03-08T14:37:37.000Z|95280|I1307|CDI|E|SIIV|Mensuel de 2200,00 Euros à 2700,00 Euros sur 12 mois|Temps plein||7|43||95280|
2021-03-08T01:35:01.000Z|95280|I1304|CDI|S|ADEQUAT|Mensuel de 2250,00 Euros à 2750,00 Euros sur 12 mois|Temps plein||7|78||95280|
2021-03-08T03:10:50.000Z|95280|H3301|CDI|E|R Interim||Temps plein||||12981|95280|
2021-03-08T03:08:48.000Z|95280|M1604|CDI|E|||Temps plein||||38398|95280|
2021-03-08T03:08:38.000Z|95280|H1303|CDI|E|||Temps plein||||11063|95280|
2021-03-06T17:25:47.000Z|95280|D1507|CDD|D|GREMEAUX CONSEILS ET SERVICES|Mensuel de 1560,00 Euros à 1600,00 Euros sur 12 mois|Temps plein||5|78|38109|95280|
2021-03-06T14:56:51.000Z|95280|N1202|CDI|E|Riverchelles Garonor||Temps plein||||10636|95280|
2021-03-06T16:59:35.000Z|95280|J1102|CDI|E|||Temps plein||||19261|95280|
2021-03-06T12:52:59.000Z|95280|M1203|CDI|E|Lynx Rh Val D'oise||Temps plein||||12792|95280|
2021-03-05T15:21:42.000Z|95280|K1207|CDI|E|ESPERER 95|Mensuel de 1789,05 Euros à 2073,49 Euros sur 12 mois|Temps plein||6|88|14597|95280|
2021-03-05T14:30:43.000Z|95280|K1207|CDI|E|ESPERER 95|Mensuel de 1789,05 Euros à 2073,49 Euros sur 12 mois|Temps plein||6|88|14597|95280|
2021-03-05T11:04:51.000Z|95280|F1704|CDI|D|TORIN   CIE|Mensuel de 1555,00 Euros à 1700,00 Euros sur 12 mois|Temps plein||1|70|16351|95280|
2021-03-05T08:59:07.000Z|95280|M1704|CDI|E|||Temps plein||||18753|95280|
2021-03-04T11:33:27.000Z|95280|F1202|CDD|E|ALLIANCIA||Temps plein||6|43|12101|95280|
