dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-08T16:49:14.000Z|93071|G1801|CDI|E||Mensuel de 2200,00 Euros sur 12 mois|Temps plein||6|56|19426|93071|
2021-02-23T17:03:50.000Z|93071|D1401|CDI|E|LE BON CANDIDAT|Annuel de 25000,00 Euros à 30000,00 Euros sur 12 mois|Temps plein||7|78|11210|93071|
2021-03-04T09:56:17.000Z|93071|M1502|CDD|E||Mensuel de 2300,00 Euros à 2300,00 Euros sur 12 mois|Temps plein||6|78|11863|93071|
2021-02-01T04:06:49.000Z|93071|K1304|CDD|D|Particulier Employeur||Temps plein|||97|10857|93071|
2021-03-15T20:56:45.000Z|93071|D1505|CDI|E|||Temps plein||||11640|93071|
2021-03-15T17:56:06.000Z|93071|K1207|CDD|E|I.D.E.E.S|Mensuel de 1800 Euros à 2000 Euros sur 12 mois|Temps plein||6|85|13707|93071|
2021-03-15T17:08:58.000Z|93071|H2903|CDI|E||Annuel de 19800,00 Euros|Temps plein||||17282|93071|
2021-03-15T12:41:11.000Z|93071|K2111|LIB|E|E2C 93||Temps plein||9|85|15134|93071|
2021-03-10T09:52:06.000Z|93071|K1202|CDI|E|||Temps plein||||14586|93071|
2021-03-08T18:13:54.000Z|93071|M1203|CDI|E||Mensuel de 1600,00 Euros à 1900,00 Euros sur 13 mois|Temps plein||6|73|10871|93071|
2021-03-08T17:08:14.000Z|93071|D1211|CDI|E||Mensuel de 1900,00 Euros sur 12 mois|Temps plein||6|56|20515|93071|
2021-03-08T14:02:27.000Z|93071|H2903|CDI|E|Randstad|De 19800,00 Euros|Temps plein||||17282|93071|
2021-03-06T16:57:35.000Z|93071|D1106|CDI|D|||Temps plein||||20623|93071|
2021-03-03T10:03:22.000Z|93071|F1608|CDI|E||Mensuel de 1554,58 Euros sur 12 mois|Temps plein||2|43|16386|93071|
2021-03-02T14:39:25.000Z|93071|M1203|CDI|E||Annuel de 25000,00 Euros à 30000,00 Euros sur 12 mois|Temps plein||9|80|12786|93071|
2021-03-02T11:26:21.000Z|93071|C1206|CDD|E||Annuel de 22000 Euros sur 12 mois|Temps plein||6|53|11767|93071|
2021-03-02T05:06:45.000Z|93071|K2103|CDI|E|||Temps plein||8|||93071|
2021-02-20T08:45:30.000Z|93071|C1504|LIB|D|||Temps plein||||13464|93071|
2021-02-19T09:32:58.000Z|93071|H2903|CDI|E|RANDSTAD|Annuel de 19800,00 Euros sur 12 mois|Temps plein||3|78||93071|
2021-02-19T05:55:01.000Z|93071|H2903|CDI|E||Annuel de |Temps plein|||25|17282|93071|
2021-02-19T05:44:16.000Z|93071|H1403|CDI|D||Annuel de |Temps plein|||25||93071|
2021-02-18T10:22:37.000Z|93071|C1207|CDI|E||Mensuel de 2100,00 Euros à 2350,00 Euros sur 12 mois|Temps plein||7|64||93071|
2021-02-17T10:58:00.000Z|93071|F1107|MIS|E|EURO BTP|Mensuel de 1800,00 Euros à 2000,00 Euros sur 12 mois|Temps plein||6|78|17234|93071|
2021-02-17T06:41:10.000Z|93071|C1504|LIB|D|||Temps plein||||16963|93071|
2021-02-16T11:32:50.000Z|93071|K2107|CDI|E|C.D.S.S.R. ISOCRATE|Horaire de 20,00 Euros à 25,00 Euros sur 12 mois|Temps partiel||6|96|38345|93071|
2021-02-15T05:15:16.000Z|93071|M1301|CDI|E|Michael Page|Annuel de 60000,00 Euros ï¿½ 65000,00 Euros|Temps plein|||||93071|
2021-02-04T05:49:07.000Z|93071|D1106|CDD|D|||Temps plein|||47|20612|93071|
2020-10-12T17:25:18.000Z|93071|M1302|CDI|E|ENTREPRISE RECRUT||Temps plein||9|||93071|
2021-03-16T11:17:52.000Z|93071|K1302|CDI|E|Senior Compagnie Aulnay-sous-Bois||Temps plein|||96|11453|93071|
2021-03-12T16:33:48.000Z|93071|D1102|CDI|E|BEL EPI|Mensuel de 1900,00 Euros à 2000,00 Euros sur 12 mois|Temps plein||6|10|11573|93071|
2021-03-11T12:48:49.000Z|93071|K1303|CDD|D|Kinougarde|Mensuel de 10,55 Euros ï¿½ 10,55 Euros|Temps partiel||5|88|11480|93071|
2021-03-02T14:11:35.000Z|93071|C1504|CDI|D||Mensuel de 3000,00 Euros|Temps plein||||10362|93071|
2021-02-26T02:58:21.000Z|93071|C1504|LIB|D|||Temps plein||||10362|93071|
2021-03-05T16:40:08.000Z|93071|F1201|CDI|E|GROUPE DGE- DGE RECRUTEMENT-DGE PLACEM|Mensuel de 2500,00 Euros à 3000,00 Euros sur 12 mois|Temps plein||6|78|13209|93071|
2021-03-05T04:55:49.000Z|93071|J1412|CDI|D|||Temps plein||||18235|93071|
2021-03-03T14:29:00.000Z|93071|F1603|CDD|D|S STEFANIZZI|Mensuel de 1777 Euros à 2000 Euros sur 12 mois|Temps plein||3|43|17837|93071|
2021-03-02T04:01:29.000Z|93071|J1506|CDI|D|||Temps plein||||15545|93071|
2021-03-02T17:43:55.000Z|93071|J1506|CDI|E|||Temps plein||||15545|93071|
