dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-10T13:59:22.000Z|77285|M1501|CDD|E|UPROMI|Mensuel de 2137,00 Euros à 2138,00 Euros sur 12 mois|Temps plein||7|85|11329|77285|
2021-03-03T14:01:10.000Z|77285|M1605|CDI|E|Randstad||Temps plein||||30556|77285|
2021-02-03T11:00:56.000Z|77285|M1203|CDI|E|Kolibri Consulting||Temps plein||||11213|77285|
2021-03-05T08:55:36.000Z|77285|M1704|CDI|E|||Temps plein||||11772|77285|
2021-02-11T11:52:58.000Z|77285|K1303|CDD|D|Particulier Employeur||Temps plein|||97|11304|77285|
2021-02-03T10:37:45.000Z|77285|G1803|CDI|E||Mensuel de 1475,00 Euros à 1500,00 Euros sur 12 mois|Temps partiel||5|70|19427|77285|
2021-03-15T16:19:25.000Z|77285|K1801|CDD|E||Mensuel de 1627,00 Euros sur 12 mois|Temps partiel||6|94|11867|77285|
2021-03-12T13:34:24.000Z|77285|J1402|FRA|D|MAIGRIR 2000||Temps plein||7|70|14172|77285|
2021-03-11T16:32:26.000Z|77285|E1103|CDD|D|FDSEA||Temps plein||7|94|11222|77285|
2021-03-11T12:47:16.000Z|77285|K1202|CDD|D|FONDATION ACTION ENFANCE|Mensuel de 1900,00 Euros à 2010,00 Euros sur 12 mois|Temps plein||6|87|14586|77285|
2021-03-11T11:27:30.000Z|77285|E1103|CDI|D|FDSEA|Annuel de 15000,00 Euros à 17000,00 Euros sur 13 mois|Temps partiel||7|94|11222|77285|
2021-03-01T11:27:41.000Z|77285|E1301|CDI|E|MELUN-IMPRESSIONS|Annuel de 25000,00 Euros à 30000,00 Euros sur 13 mois|Temps plein||3|18|13309|77285|
2021-02-26T03:52:05.000Z|77285|C1504|LIB|D|||Temps plein||||10362|77285|
2021-02-09T04:01:37.000Z|77285|M1402|CDI|D|CERFRANCE||Temps plein|||||77285|
2021-02-09T06:00:13.000Z|77285|F1502|MIS|E|Randstad||Temps plein|||78|11492|77285|
2021-01-28T09:47:51.000Z|77285|M1402|CDI|E|AGC CHAMPAGNE NORD EST ILE DE FRANCE||Temps plein||8|69||77285|
2020-12-14T09:26:59.000Z|77285|I1604|CDI|D|AUTOS SERVICES|Mensuel de 2000 Euros à 2200 Euros sur 12 mois|Temps plein||5|71|13654|77285|
2021-03-16T11:47:17.000Z|77285|F1703|MIS|E|RANDSTAD|Horaire de 12,00 Euros sur 12 mois|Temps plein||6|78|16250|77285|
2021-03-15T21:53:00.000Z|77285|J1407|CDI|E|||Temps plein||||17370|77285|
2021-03-12T12:51:20.000Z|77285|J1407|CDI|E|||Temps plein||||17370|77285|
2021-03-04T09:25:06.000Z|77285|F1703|MIS|E|CONNECTT PARIS|Horaire de 12,50 Euros à 13,00 Euros sur 12 mois|Temps plein||2|78|16250|77285|
2021-02-26T14:08:45.000Z|77285|K1903|CDI|E|||Temps plein|||||77285|
2021-02-25T21:06:31.000Z|77285|F1613|MIS|S|TEMPORIS||Temps plein|||78|14914|77285|
2021-02-22T17:10:01.000Z|77285|D1101|CDI|E|GAREDIS|Mensuel de 2000,00 Euros à 3000,00 Euros sur 12 mois|Temps plein||2|47|11564|77285|
2021-02-20T08:46:46.000Z|77285|C1504|LIB|D|||Temps plein||||13464|77285|
2021-01-15T15:48:18.000Z|77285|I1304|MIS|E|SOPRATEC|Mensuel de 2100,00 Euros à 2400,00 Euros sur 12 mois|Temps plein||4|78|19870|77285|
2021-03-11T11:51:40.000Z|77285|J1103|CDI|E|||Temps plein||||12626|77285|
2021-03-10T11:02:53.000Z|77285|J1103|CDI|E|||Temps plein||||12626|77285|
2021-03-04T09:42:47.000Z|77285|I1603|MIS|E|CONNECTT PARIS|Horaire de 13,50 Euros à 14,00 Euros sur 12 mois|Temps plein||2|78||77285|
2021-03-04T13:58:18.000Z|77285|I1606|CDI|E|Coderefrj Entreprise Opensourcing||Temps plein||||11698|77285|
2021-02-14T17:58:35.000Z|77285|J1506|CDI|E|||Temps plein||||15545|77285|
2021-02-12T09:01:30.000Z|77285|I1606|CDI|E|||Temps plein||||11698|77285|
2021-01-30T16:58:34.000Z|77285|J1501|CDI|E|||Temps plein||||10891|77285|
