dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-05T20:56:33.000Z|97119|J1307|CDI|D|SAULO JEAN-JACQUES|Mensuel de 1662,00 Euros à 1662,00 Euros sur 12 mois|Temps plein||6|47||97119|
2021-03-05T21:53:06.000Z|97119|J1202|CDI|D|SAULO JEAN-JACQUES|Mensuel de 2771 Euros à 4156 Euros sur 12 mois|Temps plein||9|47|17686|97119|
