dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-12T12:10:19.000Z|94011|M1607|CDI|E|||Temps plein||||11183|94011|
2021-03-11T10:45:28.000Z|94011|N1103|MIS|D|Aquila RH|Horaire de 10,50 Euros à 11,00 Euros sur 12 mois|Temps plein||5|78|17993|94011|
2021-03-11T09:14:02.000Z|94011|D1401|CDI|D|EAVS GPE( EQUIP AUDIOVIS SYSTEMES )|Mensuel de 1750,00 Euros à 1750,00 Euros sur 12 mois|Temps plein||6|46|11188|94011|
2021-03-10T14:09:47.000Z|94011|N4105|CDD|D|HERMES EXPRESS|Mensuel de 1600,00 Euros sur 12 mois|Temps plein||5|49|11999|94011|
2021-03-08T11:31:04.000Z|94011|D1401|CDI|S|ADEQUAT INTERIM|Mensuel de 1650,00 Euros à 2250,00 Euros sur 12 mois|Temps plein||5|78|11188|94011|
2021-03-05T08:35:32.000Z|94011|N1105|CDD|D|SEAC-GF ET SEAC-TB|Mensuel de 1628,00 Euros à 1650,00 Euros sur 12 mois|Temps plein||3|70|16361|94011|
2021-03-05T03:08:46.000Z|94011|M1607|CDI|E|DomusVi||Temps plein|||70|11183|94011|
2021-02-28T03:11:13.000Z|94011|D1401|MIS|E|Randstad||Temps plein|||78|11188|94011|
2021-02-26T13:49:57.000Z|94011|N1103|MIS|D|Aquila Rh||Temps plein|||78|17993|94011|
2021-02-23T08:48:24.000Z|94011|D1401|MIS|E||Horaire de 15,95 Euros ï¿½ 15,95 Euros|Temps plein|||78|11188|94011|
2021-02-06T16:57:37.000Z|94011|N1103|CDI|D|||Temps plein||||17993|94011|
2021-01-28T08:57:34.000Z|94011|D1401|CDI|E|Randstad||Temps plein||||11188|94011|
2021-03-11T09:52:23.000Z|94011|D1401|CDI|E|RANDSTAD|Annuel de 25000 Euros sur 12 mois|Temps plein||8|78|11210|94011|
2021-03-04T15:18:30.000Z|94011|D1401|CDI|D|COLOP FRANCE|Horaire de 10,25 Euros sur 12 mois|Temps partiel||6|46|11210|94011|
2021-03-04T15:12:52.000Z|94011|D1401|CDI|D|COLOP FRANCE|Mensuel de 1554,58 Euros à 2000,00 Euros sur 12 mois|Temps plein||6|46|11210|94011|
2021-03-02T13:27:51.000Z|94011|K1303|CDD|D|||Temps plein||||16999|94011|
2021-02-09T03:59:36.000Z|94011|K1201|CDI|D|||Temps plein||||11335|94011|
2021-02-03T10:49:46.000Z|94011|M1203|CDI|E|Kolibri Consulting||Temps plein||||11213|94011|
2020-12-02T14:53:39.000Z|94011|A1203|MIS|E|RAS 750|Horaire de 11,00 Euros à 13,00 Euros sur 12 mois|Temps plein||4|78|17515|94011|
2020-12-02T14:52:34.000Z|94011|A1203|MIS|E|RAS 750|Horaire de 11,00 Euros à 13,00 Euros sur 12 mois|Temps plein||4|78|17515|94011|
2021-03-15T15:11:51.000Z|94011|M1603|MIS|D|Partnaire Paris Italie||Temps plein|||78|15044|94011|
2021-03-15T15:09:35.000Z|94011|I1306|MIS|E|Gif 4||Temps plein|||78|20067|94011|
2021-03-15T13:25:54.000Z|94011|N1303|CDI|D|||Temps plein||||12360|94011|
2021-03-15T13:25:45.000Z|94011|N1303|CDI|D|||Temps plein||||13467|94011|
2021-03-15T11:11:37.000Z|94011|F1104|CDI|D|SELECT T T|Annuel de 36000,00 Euros sur 12 mois|Temps plein||7|78|14041|94011|
2021-03-15T07:07:29.000Z|94011|N1103|MIS|D|||Temps plein|||78|16277|94011|
2021-03-15T05:55:04.000Z|94011|F1201|MIS|E|Aquila RH|Annuel de 30000,00 Euros à 40000,00 Euros sur 12 mois|Temps plein||9|78|13213|94011|
2021-03-15T05:06:48.000Z|94011|M1302|CDI|E|Partnaire||Temps plein||8|||94011|
2021-03-15T05:00:45.000Z|94011|K2111|CDI|E|Ergalis Electricite Paris||Temps plein||||15145|94011|
2021-03-15T04:51:04.000Z|94011|F1201|CDI|E|||Temps plein||7||13221|94011|
2021-03-14T16:40:02.000Z|94011|I1306|MIS|E|Aquila RH|Horaire de 14 Euros à 15 Euros sur 12 mois|Temps plein||2|78|16886|94011|
2021-03-12T10:46:46.000Z|94011|N4104|MIS|E|GROUPE PARTNAIRE|Horaire de 10,25 Euros sur 12 mois|Temps plein||5|78|13801|94011|
2021-03-12T13:01:39.000Z|94011|F1201|CDI|E|Manpower Construction Experts Et Cadres||Temps plein||||13209|94011|
