dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-12T12:54:24.000Z|14061|G1204|CDI|E|||Temps plein||||13480|14061|
2021-03-12T12:44:19.000Z|14061|D1105|CDI|E|||Temps plein||||17862|14061|
2021-03-11T12:46:14.000Z|14061|H2502|CDI|E|||Temps plein||||12214|14061|
2021-03-10T09:50:35.000Z|14061|G1804|CDI|E|||Temps plein||||19452|14061|
2021-03-08T03:47:30.000Z|14061|K2103|CDI|E|Randstad Search||Temps plein|||||14061|
2021-03-08T03:07:23.000Z|14061|H2209|CDI|E|Supplay||Temps plein||||19677|14061|
2021-03-07T20:50:29.000Z|14061|G1804|CDI|E|||Temps plein||||19452|14061|
2021-02-12T10:01:03.000Z|14061|H1403|CDI|E|||Temps plein|||||14061|
2021-02-11T02:59:17.000Z|14061|G1804|CDI|E|||Temps plein||||12602|14061|
2021-02-05T11:45:07.000Z|14061|E1303|CDI|E|||Temps plein|||||14061|
2021-01-26T03:11:24.000Z|14061|K1304|CDI|D|||Temps plein||||10805|14061|
||||||||||||14061|
2020-06-23T03:57:52.000Z|14061|A1414|CDI|S|||Temps plein|||||14061|
2021-03-15T20:53:55.000Z|14061|F1107|CDI|E|||Temps plein||||20160|14061|
2021-03-12T12:45:23.000Z|14061|M1203|CDI|E|Randstad||Temps plein||||12786|14061|
2021-01-19T13:37:44.000Z|14061|D1407|CDI|D|BEL AGRI||Temps plein||2|46|20291|14061|
2021-03-15T21:19:23.000Z|14061|J1506|CDI|E|||Temps plein||||15545|14061|
2021-03-08T02:50:48.000Z|14061|J1506|CDI|E|||Temps plein||||15545|14061|
2021-01-19T13:36:25.000Z|14061|I1603|CDI|D|BEL AGRI||Temps plein||2|46|16445|14061|
