dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-12T10:07:34.000Z|59339|N1105|CDD|D|STOCK LOGISTIQUE|Horaire de 10,25 Euros|Temps plein||5|49|16361|59339|
2021-03-12T08:20:49.000Z|59339|N1103|MIS|D|Start People|Horaire de 10,25 Euros|Temps plein|||78|17993|59339|
2021-03-12T08:19:32.000Z|59339|N1105|MIS|E|Start People|Horaire de 10,25 Euros|Temps plein|||78|16361|59339|
2021-02-18T14:26:06.000Z|59339|H3302|MIS|D|GI GROUP|Mensuel de 1560,00 Euros à 2012,00 Euros sur 12 mois|Temps plein||1|78||59339|
2021-03-15T16:04:41.000Z|59339|K1304|CDI|D|DOMALIANCE LILLE-NORD|Horaire de 10,25 Euros à 10,75 Euros sur 12 mois|Temps partiel||5|88|10857|59339|
2021-03-10T16:15:44.000Z|59339|K1304|CDI|D|Azaé Lille Nord|Horaire de 10,25 Euros|Temps partiel||||10857|59339|
2021-03-15T05:08:13.000Z|59339|D1403|CDD|D|||Temps plein|||||59339|
2021-03-09T10:18:16.000Z|59339|H3202|MIS|E|GI GROUP|Mensuel de 1582,00 Euros à 2012,00 Euros sur 12 mois|Temps plein||1|78|16894|59339|
2021-03-04T14:41:52.000Z|59339|J1501|CDD|D|EHPAD LES CYGNES|Mensuel de 1711,28 Euros à 1830,90 Euros sur 12 mois|Temps plein||6|87|10891|59339|
2021-03-03T14:51:32.000Z|59339|H2415|MIS|E|ISA INTERIM|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps plein||2|78|13646|59339|
2021-02-18T11:02:23.000Z|59339|F1401|MIS|E|Start People|Horaire de 10,25 Euros|Temps plein|||78|10233|59339|
2021-03-12T08:22:57.000Z|59339|N1101|MIS|E|Start People|Horaire de 10,25 Euros|Temps plein|||78|11679|59339|
2021-03-03T15:04:16.000Z|59339|K2107|CDD|D|Complétude|Horaire de 12,86 Euros ï¿½ 17,86 Euros|Temps partiel||5|85|18109|59339|
2021-03-03T15:11:47.000Z|59339|K2107|CDD|E|Complétude Lille|Horaire de 12,86 Euros|Temps plein|||96|18109|59339|
2021-03-02T10:29:46.000Z|59339|D1504|FRA|D|ELYSEE CONCEPT||Temps plein||9|70|14259|59339|
2021-03-09T18:09:14.000Z|59339|I1604|MIS|E|EQUIVALENCE RH|Horaire de 10,50 Euros à 12,00 Euros sur 12 mois|Temps partiel||3|78|16532|59339|
2021-02-26T03:54:17.000Z|59339|C1504|LIB|D|||Temps plein||||10362|59339|
2021-02-19T03:02:43.000Z|59339|C1504|LIB|D|||Temps plein||||10362|59339|
2021-01-06T09:09:43.000Z|59339|H3404|MIS|E|Randstad||Temps plein|||78|17632|59339|
