dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-15T15:23:25.000Z|91685|K1302|CDI|E|||Temps plein||||11255|91685|
2021-03-15T15:21:18.000Z|91685|K1302|CDI|E|||Temps plein||||11255|91685|
2021-03-11T16:15:42.000Z|91685|F1608|CDI|E|GM BATIMENT|Mensuel de 2500,00 Euros à 3000,00 Euros sur 12 mois|Temps plein||4|43|11692|91685|
2021-03-02T17:42:39.000Z|91685|F1606|CDI|E|GM BATIMENT|Mensuel de 2000,00 Euros à 2700,00 Euros sur 12 mois|Temps plein||4|43|17647|91685|
2021-03-02T17:35:24.000Z|91685|H2206|CDI|E|GM BATIMENT|Mensuel de 2500,00 Euros à 2800,00 Euros sur 12 mois|Temps plein||4|43||91685|
2021-02-25T14:32:53.000Z|91685|K1303|CDI|E|GRAINE DE FRAISE|Horaire de 10,25 Euros sur 12 mois|Temps partiel||5|88|11480|91685|
2021-02-11T14:35:45.000Z|91685|N4103|CDD|E|Page Personnel|Annuel de 22000,00 Euros ï¿½ 27000,00 Euros|Temps plein||||13307|91685|
2021-02-23T10:47:25.000Z|91685|D1403|CDI|E|PRO ROSS EAU||Temps plein||6|43|12738|91685|
2021-02-22T14:26:23.000Z|91685|D1407|CDI|E|PRO ROSS EAU|Mensuel de 1554,58 Euros|Temps plein||6|43|20291|91685|
2021-02-02T15:17:01.000Z|91685|I1401|CDI|E|Page Personnel|Annuel de 28000,00 Euros ï¿½ 35000,00 Euros|Temps plein|||62|19778|91685|
2021-03-12T04:50:46.000Z|91685|J1506|CDI|D|||Temps plein||||15545|91685|
2021-03-12T04:47:29.000Z|91685|J1412|CDI|D|||Temps plein||||18235|91685|
2021-03-11T16:22:59.000Z|91685|F1603|CDI|E|GM BATIMENT|Mensuel de 2500,00 Euros à 3300,00 Euros sur 12 mois|Temps plein||4|43|17839|91685|
2021-03-11T12:53:35.000Z|91685|K2107|CDD|D|Complétude|Horaire de 18,68 Euros ï¿½ 23,68 Euros|Temps plein||5|85|18173|91685|
2021-03-10T06:17:24.000Z|91685|J1404|CDI|D|||Temps plein||||16419|91685|
2021-02-26T10:37:26.000Z|91685|J1506|MIS|D|Appel Médical par Randstad||Temps plein|||78|15545|91685|
2021-02-19T06:01:45.000Z|91685|J1404|CDI|D|||Temps plein||||16419|91685|
2021-02-18T04:45:40.000Z|91685|J1404|CDI|D|||Temps plein||||16419|91685|
2021-01-26T15:01:02.000Z|91685|F1202|CDD|E|ARDI|Mensuel de 2200 Euros à 2500 Euros|Temps plein||4|43|12091|91685|
