dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-12T17:02:53.000Z|17306|M1601|SAI|D|LE REGENT|Horaire de 10,25 Euros|Temps plein||5|56||17306|
2021-03-12T17:01:36.000Z|17306|M1601|SAI|D|LE REGENT|Horaire de 10,25 Euros|Temps plein||5|56||17306|
2021-03-12T16:50:20.000Z|17306|G1801|SAI|E|LE REGENT|Horaire de 10,25 Euros|Temps plein||5|56|19426|17306|
2021-03-12T11:56:05.000Z|17306|K2204|SAI|D|AXEO|Horaire de 10,3 Euros|Temps partiel||5|96|10537|17306|
2021-03-12T09:40:49.000Z|17306|K1201|CDI|E|HABITAT ET HUMANISME CHARENTE MARITIME|Mensuel de 630,00 Euros sur 12 mois|Temps partiel||6|88||17306|
2021-03-11T19:37:01.000Z|17306|G1605|MIS|D|JPCA SAISON|Horaire de 10,25 Euros|Temps partiel||6|78|17846|17306|
2021-03-11T19:13:15.000Z|17306|G1703|MIS|D|JPCA SAISON|Horaire de 10,25 Euros|Temps partiel||5|78|18325|17306|
2021-03-11T19:06:41.000Z|17306|G1501|MIS|D|JPCA SAISON|Horaire de 10,25 Euros|Temps partiel||5|78|20500|17306|
2021-03-11T15:54:16.000Z|17306|G1801|SAI|E|LES VOILES BLANCHES|Horaire de 10,25 Euros sur 12 mois|Temps plein||5|56|19426|17306|
2021-03-11T15:51:32.000Z|17306|G1801|SAI|E|LES VOILES BLANCHES|Horaire de 10,25 Euros sur 12 mois|Temps plein||5|56|19426|17306|
2021-03-11T15:45:42.000Z|17306|G1801|SAI|E|LES VOILES BLANCHES|Horaire de 10,25 Euros sur 12 mois|Temps plein||5|56|19426|17306|
2021-03-11T15:41:43.000Z|17306|G1801|SAI|E|LES VOILES BLANCHES|Horaire de 10,25 Euros sur 12 mois|Temps plein||5|56|19426|17306|
2021-03-11T13:06:59.000Z|17306|K2204|MIS|D|ADEQUAT INTERIM|Horaire de 10,25 Euros|Temps partiel||5|78||17306|
2021-03-11T10:16:05.000Z|17306|M1603|MIS|D|MANPOWER|Horaire de 10,25 Euros|Temps plein||5|78|15044|17306|
2021-03-11T09:54:25.000Z|17306|I1604|CDD|E|GROUPE DUBREUIL||Temps plein||6|70|18016|17306|
2021-03-11T09:53:45.000Z|17306|K2303|MIS|D|MANPOWER|Horaire de 10,25 Euros|Temps partiel||5|78|19263|17306|
2021-03-11T09:31:01.000Z|17306|G1605|CDD|D|FORUM|Horaire de 10,25 Euros sur 12 mois|Temps partiel||5|56|10826|17306|
2021-03-11T09:24:23.000Z|17306|G1801|CDD|E|FORUM|Mensuel de 1900,00 Euros à 2000,00 Euros sur 12 mois|Temps plein||6|56|19426|17306|
2021-03-11T09:02:12.000Z|17306|N1103|MIS|D|RANDSTAD|Horaire de 10,30 Euros sur 12 mois|Temps plein||6|78|17993|17306|
2021-03-11T07:14:52.000Z|17306|M1203|CDI|D||Annuel de 27000,00 Euros ï¿½ 35000,00 Euros|Temps plein|||69|11213|17306|
2021-03-10T16:08:47.000Z|17306|N1105|MIS|D|RANDSTAD|Horaire de 10,25 Euros|Temps partiel||5|78|16361|17306|
2021-03-10T15:34:08.000Z|17306|G1603|SAI|D|MC DONALD'S FRANCE|Horaire de 10,25 Euros|Temps partiel||5|56||17306|
2021-03-10T13:00:02.000Z|17306|D1507|SAI|D|SUPER U|Horaire de 10,25 Euros|Temps plein||5|47|14779|17306|
2021-03-10T12:57:29.000Z|17306|D1505|SAI|D|SUPER U|Horaire de 10,25 Euros|Temps plein||5|47|15487|17306|
