dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-11T09:50:19.000Z|22171|M1603|CDI|D|ATL||Temps partiel||1|53|14502|22171|
2021-03-05T11:12:15.000Z|22171|G1801|CDD|D||Horaire de 12,25 Euros|Temps partiel||6|56|19425|22171|
2021-02-24T16:21:55.000Z|22171|N1105|MIS|S|RANDSTAD|Horaire de 10,25 Euros sur 12 mois|Temps plein||6|78|10523|22171|
2021-03-11T13:59:27.000Z|22171|K2503|CDI|E|SERIS SECURITY|Horaire de 10,30 Euros à 10,40 Euros sur 12 mois|Temps plein||5|80|10556|22171|
2021-03-10T16:20:51.000Z|22171|K1304|CDD|E|ASSOCIATION ICAR|Horaire de 10,25 Euros sur 12 mois|Temps partiel||5|88|10857|22171|
2021-02-25T12:50:08.000Z|22171|N1105|MIS|D|Randstad||Temps plein|||78|16361|22171|
2021-03-09T11:58:16.000Z|22171|H3301|CDD|E|Samsic||Temps plein||||12981|22171|
2021-03-01T23:01:01.000Z|22171|I1304|CDI|E|RESEAU ALLIANCE|Mensuel de 2100 Euros à 2200 Euros sur 12 mois|Temps plein||7|78||22171|
2021-02-26T10:00:56.000Z|22171|K2503|CDD|D|G.P.S|Horaire de 10,28 Euros à 10,59 Euros sur 12 mois|Temps plein||6|80|19280|22171|
2021-02-25T13:47:34.000Z|22171|H2604|MIS|D|Randstad|Mensuel de 1470,00 Euros|Temps plein|||78||22171|
2021-02-24T16:50:34.000Z|22171|H1203|CDI|S|ADEQUAT INTERIM|Mensuel de 1650,00 Euros à 2250,00 Euros sur 12 mois|Temps plein||7|78|14056|22171|
2021-02-12T10:32:24.000Z|22171|I1304|CDI|D|RANDSTAD|Annuel de 30000,00 Euros sur 12 mois|Temps plein||7|78||22171|
2020-12-16T13:36:20.000Z|22171|I1302|CDI|E|LE MERCATO DE L'EMPLOI|Annuel de 26000,00 Euros ï¿½ 29000,00 Euros|Temps plein||7|||22171|
2021-03-12T14:47:15.000Z|22171|K1303|CDI|E|KANGOUROU KIDS|Horaire de 10,25 Euros sur 12 mois|Temps partiel||6|88||22171|
2021-03-09T12:20:10.000Z|22171|K1303|CDI|D|UNION DE MUTUELLES||Temps partiel||6|65||22171|
2021-03-08T09:22:08.000Z|22171|F1703|MIS|D|Groupe Crit||Temps plein|||78|16263|22171|
2021-03-03T10:48:08.000Z|22171|D1208|CDD|D|BELLE  ET  ZEN|Mensuel de 1111,00 Euros|Temps partiel||6|96|14890|22171|
2021-02-14T11:09:23.000Z|22171|I1401|CDI|D|Randstad||Temps plein|||33|19841|22171|
2021-02-09T09:56:12.000Z|22171|K1303|CDI|E|KANGOUROU KIDS|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps partiel||6|88||22171|
2021-03-15T16:54:09.000Z|22171|I1304|CDI|E|||Temps plein||||19870|22171|
2021-03-14T16:45:23.000Z|22171|I1304|CDI|E|Le Mercato De L'emploi||Temps plein||||19870|22171|
2021-03-03T08:57:42.000Z|22171|I1304|CDI|E|RESEAU ALLIANCE|Annuel de 26000,00 Euros à 30000,00 Euros sur 13 mois|Temps plein||2|78|19870|22171|
2021-03-03T16:14:57.000Z|22171|I1304|CDI|E|RÉSEAU ALLIANCE|Annuel de 26000,00 Euros ï¿½ 30000,00 Euros|Temps plein||7||19870|22171|
