dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-15T14:52:56.000Z|54528|H2201|MIS|E|TRIANGLE TRAVAIL TEMPORAIRE|Horaire de 10,25 Euros sur 12 mois|Temps plein||5|78|18522|54528|
2021-03-12T12:14:43.000Z|54528|M1401|CDD|D|QUALISENS/ REACT FRANCE|Horaire de 10,25 Euros à 10,26 Euros sur 12 mois|Temps partiel||6|70|14841|54528|
2021-03-11T17:12:29.000Z|54528|D1401|CDD|E|COOPERATIVE AGRICOLE LORRAINE|Mensuel de 1600,00 Euros à 1800,00 Euros sur 12 mois|Temps plein||6|82|11188|54528|
2021-03-11T15:55:35.000Z|54528|N1103|CDD|E|TOUL EMBAL|Horaire de 10,25 Euros|Temps plein||1|46|17993|54528|
2021-03-11T10:35:36.000Z|54528|N1105|CDI|E|Proman Nancy||Temps plein||||16361|54528|
2021-03-10T21:59:33.000Z|54528|N4105|CDI|E|ASSOCIATION MAINTIEN DOMICILE PAYS HAUT|Horaire de 10,25 Euros sur 12 mois|Temps partiel||1|88|16204|54528|
2021-03-10T11:25:36.000Z|54528|M1401|CDD|D|QUALISENS/ REACT FRANCE|Horaire de 10,25 Euros à 10,26 Euros sur 12 mois|Temps partiel||6|70|14841|54528|
2021-03-05T18:08:56.000Z|54528|M1401|CDD|D|SPHINX MARKETING CONSEIL|Horaire de 12,71 Euros sur 12 mois|Temps partiel||6|70|14847|54528|
2021-03-05T11:32:01.000Z|54528|N1105|MIS|E|ADECCO|Horaire de 10,25 Euros sur 12 mois|Temps plein||1|78|16361|54528|
2021-03-05T11:20:44.000Z|54528|K1302|CDI|D|L'ESPRIT TRANQUILLE|Horaire de 10,25 Euros à 10,50 Euros sur 12 mois|Temps partiel||6|88||54528|
2021-03-04T13:01:33.000Z|54528|N1103|CDI|D|Start People|Horaire de 10,25 Euros ï¿½ 11,00 Euros|Temps plein|||78|17993|54528|
2021-03-03T12:04:21.000Z|54528|N1103|MIS|D|Start People|Horaire de 10,25 Euros|Temps plein|||78|17993|54528|
2021-03-02T16:10:38.000Z|54528|N1105|MIS|D|Start People|Horaire de 10,25 Euros|Temps plein|||78|16361|54528|
2021-03-01T17:01:56.000Z|54528|M1401|CDD|D|SPHINX MARKETING CONSEIL|Mensuel de 1920,00 Euros sur 12 mois|Temps partiel||6|70|14847|54528|
2021-02-22T15:40:29.000Z|54528|D1106|CDD|E|BOULANGERIE DE MARIE BLACHERE|Horaire de 10,25 Euros sur 12 mois|Temps partiel||5|47|20560|54528|
2021-02-16T10:52:13.000Z|54528|K2204|CDD|D|TFN PROPRETE EST/GROUPE ATALIAN|Horaire de 10,56 Euros à 10,57 Euros sur 12 mois|Temps partiel||5|81|10571|54528|
2021-02-15T14:35:38.000Z|54528|N1103|MIS|E|AXIA INTERIM|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps plein||5|78|17993|54528|
2021-02-15T03:00:22.000Z|54528|D1106|CDI|E|MANGEONS FRAIS||Temps plein||||20525|54528|
2021-02-12T10:25:46.000Z|54528|D1507|CDI|E|PROVENC'HALLES|Horaire de 10,29 Euros sur 12 mois|Temps partiel||5|47|38124|54528|
2021-01-26T09:46:38.000Z|54528|M1609|CDI|E|SCM DES DRS PROTTE ET WATELET||Temps partiel||5|66|19397|54528|
2020-11-24T05:41:19.000Z|54528|H2201|MIS|D|Randstad||Temps plein|||78|18522|54528|
2021-03-16T11:05:45.000Z|54528|D1209|CDD|D|LA NATURE EN FLEURS|Horaire de 10,25 Euros|Temps plein||6|47|15095|54528|
2021-03-12T12:05:15.000Z|54528|G1803|CDI|D|||Temps plein||6|56|19427|54528|
2021-03-10T18:02:03.000Z|54528|M1705|CDI|E|LES SAVEURS DU COLOMBIER||Temps plein||6|46|11303|54528|
2021-03-09T15:59:53.000Z|54528|A1203|CDI|D|||Temps plein||||16069|54528|
2021-03-08T11:28:33.000Z|54528|A1203|CDI|D|TOPIARIUS|Mensuel de 1557,65 Euros sur 12 mois|Temps plein||3|81|17515|54528|
2021-03-03T09:48:34.000Z|54528|K1304|CDD|E|ASS U2AF 54||Temps partiel||6|88|10857|54528|
2021-02-26T14:53:52.000Z|54528|K2301|CDI|E|||Temps plein|||||54528|
2021-02-24T17:14:53.000Z|54528|G1603|CDI|E|BOULANGERIE DE MARIE BLACHERE|Horaire de 10,25 Euros sur 12 mois|Temps partiel||5|47|18046|54528|
2021-02-22T15:41:42.000Z|54528|D1301|CDI|E|BOULANGERIE DE MARIE BLACHERE|Mensuel de 1889,58 Euros sur 12 mois|Temps plein||8|47|10297|54528|
2021-02-11T14:24:50.000Z|54528|H2801|MIS|E|LEADER PAI 54|Horaire de 10,25 Euros|Temps plein||6|78||54528|
2021-02-05T13:39:12.000Z|54528|K1302|CDD|D|ADAPA|Horaire de 10,25 Euros à 10,49 Euros sur 12 mois|Temps partiel||5|88||54528|
2021-01-05T14:17:36.000Z|54528|K1304|CDD|D|ACTIE SERVICES|Horaire de 11,25 Euros à 11,27 Euros sur 12 mois|Temps partiel||5|78|10857|54528|
2021-03-15T16:57:06.000Z|54528|M1810|CDI|E|||Temps plein||||20241|54528|
2021-03-15T15:58:58.000Z|54528|I1307|CDI|E|ADAMIS TECHNOLOGIES|Mensuel de 1800 Euros à 2400 Euros sur 12 mois|Temps plein||7|46||54528|
2021-03-15T05:14:40.000Z|54528|I1305|CDI|E|||Temps plein||7|||54528|
2021-03-15T04:52:02.000Z|54528|G1804|CDI|D|||Temps plein||||19452|54528|
2021-03-12T16:39:54.000Z|54528|K2503|CDI|E||Mensuel de 1600,00 Euros à 1650,00 Euros sur 12 mois|Temps plein||6|80|10599|54528|
2021-03-12T15:56:50.000Z|54528|F1603|CDI|E|3D ENERGIES||Temps plein||6|43|17839|54528|
2021-03-12T13:46:59.000Z|54528|H2401|CDI|E|CARROSSERIE INDUSTRIELLE FRANCIS||Temps plein||6|29|13814|54528|
2021-03-12T13:27:27.000Z|54528|D1402|CDI|D|A C L|Mensuel de 1554,62 Euros à 4500,00 Euros sur 12 mois|Temps plein||6|20||54528|
2021-03-12T11:35:18.000Z|54528|H1203|CDI|E|EFINOR|Annuel de 30000,00 Euros à 35000,00 Euros sur 12 mois|Temps plein||6|64|14124|54528|
2021-03-12T09:17:50.000Z|54528|F1704|CDD|D|SOLEY||Temps plein||1|43|16351|54528|
2021-03-12T12:58:45.000Z|54528|M1302|CDI|E|||Temps plein|||||54528|
2021-03-11T10:01:42.000Z|54528|H2909|CDI|E|CALORIVER|Horaire de 10,25 Euros|Temps plein||6|23|17284|54528|
2021-03-11T07:24:20.000Z|54528|N4101|MIS|D|Aquila Rh Nancy||Temps plein|||78|13132|54528|
2021-03-10T14:53:08.000Z|54528|N4203|CDI|E|TRANSALLIANCE||Temps plein||||15018|54528|
2021-03-10T11:33:23.000Z|54528|K2306|CDI|E|BLIQUE ACTIMUM||Temps plein||7|70||54528|
2021-03-09T17:27:21.000Z|54528|F1704|MIS|D|PNS TERTIAIRE|Horaire de 10,25 Euros sur 12 mois|Temps plein||1|78|16351|54528|
2021-03-09T11:33:37.000Z|54528|K1206|CDD|D|ASSOCIATION MOSAIQUE|Mensuel de 1561,00 Euros sur 12 mois|Temps plein||6|94||54528|
2021-03-07T11:13:03.000Z|54528|G1804|CDI|D|||Temps plein||||19452|54528|
2021-03-06T02:54:16.000Z|54528|A1301|CDI|D|||Temps plein||||20179|54528|
2021-03-05T22:00:11.000Z|54528|N4201|CDI|E|Start People||Temps plein||||12348|54528|
2021-03-05T18:21:40.000Z|54528|N4101|MIS|S|RANDSTAD|Horaire de 10,50 Euros sur 12 mois|Temps plein||6|78|13132|54528|
2021-03-05T09:20:30.000Z|54528|K1302|CDI|D|SENIOR COMPAGNIE|Mensuel de 1066,00 Euros sur 12 mois|Temps partiel||6|88|11255|54528|
2021-03-05T12:19:26.000Z|54528|H2504|CDI|E|Start People|Annuel de 28000,00 Euros ï¿½ 35000,00 Euros|Temps plein|||78||54528|
2021-03-04T02:54:05.000Z|54528|D1102|CDI|D|||Temps plein||||11573|54528|
2021-03-03T17:13:34.000Z|54528|M1302|FRA|D|ELYSEE CONCEPT||Temps plein||9|70||54528|
2021-03-03T15:05:27.000Z|54528|I1310|MIS|E|TEMPORIS||Temps plein||6|78||54528|
2021-03-03T03:22:38.000Z|54528|F1705|CDI|E|Manpower Recrutement||Temps plein||||10589|54528|
2021-03-02T16:30:18.000Z|54528|A1203|CDD|D|ACTIE SERVICES|Horaire de 11,27 Euros à 11,27 Euros sur 12 mois|Temps partiel||5|78|38436|54528|
2021-03-02T16:04:23.000Z|54528|K2110|CDD|D|TOUL PERMIS|Horaire de 11,00 Euros sur 12 mois|Temps plein||6|85||54528|
2021-03-02T15:59:50.000Z|54528|N1103|MIS|D|Start People|Horaire de 10,25 Euros|Temps plein|||78|10580|54528|
2021-02-24T15:30:34.000Z|54528|J1305|CDI|D|PROMEDIC|Horaire de 11,45 Euros|Temps plein||6|86|10927|54528|
2021-02-24T14:58:28.000Z|54528|H2202|MIS|E|NAT-FR INTERIM|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps plein||3|78|17312|54528|
2021-02-22T16:42:25.000Z|54528|H2209|CDI|D|BLIQUE ACTIMUM||Temps plein||6|70|14019|54528|
2021-02-22T11:01:55.000Z|54528|D1504|FRA|D|ELYSEE CONCEPT||Temps plein||9|70|14259|54528|
2021-02-22T10:03:51.000Z|54528|F1704|CDD|E|CMC TOULOISE|Horaire de 10,25 Euros|Temps plein||1|43|16354|54528|
2021-02-19T12:38:51.000Z|54528|D1407|CDI|E|GROUPE SAINT GOBAIN|Mensuel de 1800,00 Euros à 2000,00 Euros sur 12 mois|Temps plein||8|46|11402|54528|
2021-02-18T15:38:35.000Z|54528|I1604|CDI|D|CARROSSERIE INDUSTRIELLE FRANCIS||Temps plein||6|29||54528|
2021-02-18T13:35:34.000Z|54528|F1104|CDI|E|CONNECTT GRAND EST|Annuel de 25000,00 Euros à 35000,00 Euros sur 12 mois|Temps plein||6|78|14105|54528|
2021-02-16T17:34:54.000Z|54528|N4101|MIS|D|IZIWORK|Horaire de 10,25 Euros sur 12 mois|Temps plein||3|78|11989|54528|
2021-02-16T09:35:20.000Z|54528|N1303|MIS|E|AXIA INTERIM|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps plein||5|78|12268|54528|
2021-02-15T11:31:52.000Z|54528|N4101|CDI|D|PERRENOT BETON|Mensuel de 1750,00 Euros à 1800,00 Euros sur 12 mois|Temps plein||3|49|11989|54528|
2021-02-12T09:56:34.000Z|54528|N4101|CDI|D|GANDON TRANSPORT AGENCE SOGARIS|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps plein||3|49|13132|54528|
2021-02-11T14:34:30.000Z|54528|H2905|MIS|E|LEADER PAI 54|Horaire de 10,25 Euros|Temps plein||6|78|17833|54528|
2021-02-08T10:28:05.000Z|54528|K2110|CDI|E|GO FORMATION|Mensuel de 2000 Euros sur 12 mois|Temps plein||6|85||54528|
2021-02-04T02:53:17.000Z|54528|K1304|CDI|D|||Temps plein||||10805|54528|
2021-02-03T14:35:11.000Z|54528|D1211|CDD|E|KUSTER|Horaire de 10,25 Euros|Temps plein||6|56|20515|54528|
2021-02-03T14:28:23.000Z|54528|D1102|CDI|E|LA VIENNOISE|Mensuel de 1700,00 Euros sur 12 mois|Temps plein||5|10|11573|54528|
2021-02-02T15:23:21.000Z|54528|D1501|CCE|D|LEDEUIL JEAN-MARIE||Temps plein||6|46|11035|54528|
2021-02-02T12:14:55.000Z|54528|H2504|CDI|E|Start People|Annuel de 23000,00 Euros ï¿½ 26000,00 Euros|Temps plein|||78||54528|
2021-02-01T17:19:30.000Z|54528|N1104|MIS|E|NAT-FR INTERIM|Horaire de 10,25 Euros à 10,80 Euros sur 12 mois|Temps plein||3|78|17884|54528|
2021-01-18T15:01:07.000Z|54528|N4101|CDI|D|TOB|Mensuel de 2500 Euros sur 12 mois|Temps plein||6|49|11989|54528|
2021-01-07T11:13:04.000Z|54528|H2102|MIS|D|Randstad||Temps plein|||78||54528|
2020-12-09T11:08:10.000Z|54528|N4101|CDI|D|TOB|Mensuel de 2500,00 Euros sur 12 mois|Temps plein||6|49|12902|54528|
2020-12-07T16:02:33.000Z|54528|H2909|MIS|D|SYNERGIE|Mensuel de 1600,00 Euros à 1800,00 Euros sur 12 mois|Temps plein||5|78|11175|54528|
2020-12-05T06:40:48.000Z|54528|K2304|MIS|D|Randstad||Temps plein|||78|10638|54528|
2020-11-13T17:52:42.000Z|54528|I1309|CDI|E|NAT-FR INTERIM|Annuel de 30000,00 Euros à 35000,00 Euros sur 13 mois|Temps plein||7|78||54528|
2020-11-03T14:19:31.000Z|54528|H2907|MIS|E|NAT-FR INTERIM|Horaire de 10,25 Euros à 11,00 Euros sur 12 mois|Temps plein||3|78|17440|54528|
2020-11-03T14:10:41.000Z|54528|H2907|MIS|E|NAT-FR INTERIM|Horaire de 10,25 Euros à 10,50 Euros sur 12 mois|Temps plein||3|78|12950|54528|
2020-11-03T11:11:32.000Z|54528|N4103|CDI|D|TERRES TOULOISES MOBILITES|Horaire de 10,61 Euros à 10,62 Euros sur 12 mois|Temps partiel||2|49|12903|54528|
2021-03-16T10:54:29.000Z|54528|N4101|CDI|E|GROUPE MAUFFREY||Temps plein||||13231|54528|
2021-03-15T20:46:23.000Z|54528|I1304|CDI|E|Adecco France||Temps plein||||19870|54528|
2021-03-15T15:16:11.000Z|54528|F1606|MIS|E|Manpower Nancy Btp||Temps plein|||78|17619|54528|
2021-03-15T05:06:12.000Z|54528|M1810|CDI|E|||Temps plein|||||54528|
2021-03-15T04:58:55.000Z|54528|F1302|CDI|E|||Temps plein|||||54528|
2021-03-14T16:40:48.000Z|54528|C1504|CDI|D|Capifrance||Temps plein||||10362|54528|
2021-03-11T02:51:54.000Z|54528|I1304|CDI|D|||Temps plein||||19870|54528|
2021-03-08T12:06:20.000Z|54528|H2206|MIS|E|NAT-FR INTERIM|Horaire de 10,5 Euros à 12 Euros sur 12 mois|Temps plein||3|78|16611|54528|
2021-03-08T12:00:34.000Z|54528|I1604|MIS|E|PIMENT INTERIM|Horaire de 11,00 Euros à 15,00 Euros sur 12 mois|Temps plein||7|78|16528|54528|
2021-03-07T14:55:59.000Z|54528|F1302|MIS|D|Aquila Rh Commercy||Temps plein|||78||54528|
2021-03-06T09:02:38.000Z|54528|H2206|MIS|D|Aquila Rh Commercy||Temps plein|||78|16611|54528|
2021-03-05T15:35:12.000Z|54528|I1604|CDI|D|CONNECTT GRAND EST|Annuel de 25000,00 Euros à 35000,00 Euros sur 12 mois|Temps plein||2|78|16528|54528|
2021-03-05T08:54:27.000Z|54528|N4101|CDI|E|Sup Interim Toul||Temps plein||||13231|54528|
2021-03-04T16:42:40.000Z|54528|I1401|MIS|E|RANDSTAD|Annuel de 25000 Euros sur 12 mois|Temps plein||6|78|19841|54528|
2021-03-04T04:00:51.000Z|54528|K1303|CDI|D||Horaire de 10,25 Euros|Temps plein|||70|11480|54528|
2021-03-03T03:57:01.000Z|54528|C1504|LIB|D|||Temps plein||||13464|54528|
2021-03-02T19:21:03.000Z|54528|N4101|CDI|E|TRANSALLIANCE||Temps plein||||13231|54528|
2021-03-02T19:19:38.000Z|54528|N4101|CDI|E|TRANSALLIANCE||Temps plein||||13231|54528|
2021-02-26T03:51:47.000Z|54528|C1504|LIB|D|||Temps plein||||11380|54528|
2021-02-25T11:24:23.000Z|54528|I1604|CDI|E|TOB|Horaire de 10,25 Euros à 15,00 Euros|Temps plein||4|49|16528|54528|
2021-02-24T19:11:38.000Z|54528|D1103|CDI|D|||Temps plein||||11741|54528|
2021-02-23T08:58:23.000Z|54528|N4101|CDI|E|GROUPE MAUFFREY||Temps plein||||13231|54528|
2021-02-21T17:02:14.000Z|54528|C1504|LIB|D|||Temps plein||||10362|54528|
2021-02-20T08:46:09.000Z|54528|C1504|LIB|D|||Temps plein||||10362|54528|
2021-02-15T15:09:25.000Z|54528|N1101|MIS|E|AXIA INTERIM|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps plein||2|78|11679|54528|
