dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-09T13:23:20.000Z|13037|K2204|CDD|D|3N PROPRETE|Horaire de 10,44 Euros|Temps partiel||2|81||13037|
2021-02-26T15:34:49.000Z|13037|D1212|CDD|E|CAP SUD BRICOLAGE WELDOM|Mensuel de 1554,58 Euros sur 12 mois|Temps plein||6|47|20561|13037|
2021-03-08T11:37:39.000Z|13037|K1304|CDI|D|SENET AIX|Horaire de 10,81 Euros sur 12 mois|Temps partiel||6|96|14774|13037|
2021-03-05T13:25:38.000Z|13037|K1304|CDI|E|BOSTON SERVICES|Horaire de 10,15 Euros|Temps partiel||||14771|13037|
2021-03-12T11:25:52.000Z|13037|K1302|CDI|E|ADAR||Temps partiel||6|88|11456|13037|
2021-03-06T09:00:28.000Z|13037|F1607|MIS|D|Temporis Salon De Provence||Temps plein|||78|38497|13037|
2021-02-25T06:00:46.000Z|13037|C1504|LIB|D|||Temps plein||||13464|13037|
2021-02-23T14:46:55.000Z|13037|D1101|CDI|E|SUPER U||Temps plein||6|47|12005|13037|
2021-02-20T08:52:39.000Z|13037|C1504|CDI|D|||Temps plein||||13464|13037|
2021-02-15T09:54:42.000Z|13037|K1202|CDD|D||Mensuel de 1789,00 Euros sur 12 mois|Temps plein||6|84|14586|13037|
2021-03-11T11:30:55.000Z|13037|J1405|CDI|D|GRANDVISION FRANCE|Mensuel de 2051 Euros à 2051 Euros sur 12 mois|Temps plein||6|47|17350|13037|
2021-03-10T15:27:06.000Z|13037|F1302|MIS|E|APPEL INTERIM LA CIOTAT|Horaire de 10,5 Euros à 11,5 Euros sur 12 mois|Temps plein||3|78|13198|13037|
2021-03-05T15:06:13.000Z|13037|M1203|CDD|D|DELTA CONSEIL||Temps plein||6|70|12786|13037|
2021-03-16T11:18:51.000Z|13037|K1303|CDD|E|Kinougarde Marseille|Horaire de 10,25 Euros|Temps plein|||||13037|
2021-03-12T14:05:44.000Z|13037|K1303|CDD|D|Kinougarde|Mensuel de 10,25 Euros ï¿½ 10,25 Euros|Temps partiel||5|88||13037|
2021-03-12T08:18:25.000Z|13037|K1303|CDD|D|||Temps plein|||||13037|
2021-03-05T15:10:19.000Z|13037|I1306|CDI|E|DELTA CONSEIL|Annuel de 23000,00 Euros à 30000,00 Euros sur 12 mois|Temps plein||6|70|20151|13037|
2021-03-05T12:18:48.000Z|13037|K2107|CDD|D|Complétude|Horaire de 12,86 Euros ï¿½ 17,86 Euros|Temps partiel||5|85|18173|13037|
2021-03-05T13:26:00.000Z|13037|K2107|CDD|E|Complétude Marseille|Horaire de 12,86 Euros|Temps plein|||96|38344|13037|
2021-02-02T15:16:14.000Z|13037|I1306|CDI|E|NRH020|Annuel de 23000,00 Euros à 27000,00 Euros sur 12 mois|Temps plein||7|78|20151|13037|
