dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-15T08:37:27.000Z|49267|D1505|CDI|D|||Temps plein||||15487|49267|
2021-03-12T12:05:33.000Z|49267|K2204|CDD|D|NV NETTOYAGE|Horaire de 10,56 Euros à 10,56 Euros sur 12 mois|Temps partiel||5|81|10571|49267|
2021-03-02T16:04:37.000Z|49267|H1403|MIS|D|Start People|Horaire de 10,25 Euros ï¿½ 10,30 Euros|Temps plein|||78|10553|49267|
2021-02-26T14:57:15.000Z|49267|H1403|MIS|D|Start People|Horaire de 10,25 Euros ï¿½ 11,00 Euros|Temps plein|||78|10553|49267|
2021-02-25T11:39:08.000Z|49267|H2909|MIS|E||Horaire de 10,94 Euros à 10,94 Euros sur 13 mois|Temps plein||5|78|10535|49267|
2021-02-24T16:28:57.000Z|49267|K1403|CDD|D|FEDERATION DEPARTEMENTALE ADMR|Mensuel de 2018,50 Euros sur 12 mois|Temps plein||6|88||49267|
2021-02-23T08:49:22.000Z|49267|A1414|SAI|E||Horaire de 10,25 Euros|Temps plein||2|01|17504|49267|
2021-02-17T14:01:54.000Z|49267|K1303|CDD|E|COLLECTIF D'ENFANTS PIGEON VOL|Mensuel de 1539,00 Euros à 1818,00 Euros sur 12 mois|Temps partiel||6|88|11180|49267|
2021-02-10T03:00:41.000Z|49267|N1103|CDI|D|||Temps plein||||17993|49267|
2021-01-22T02:59:21.000Z|49267|D1507|CDI|D|||Temps plein||||38100|49267|
2020-12-04T20:35:07.000Z|49267|A1414|SAI|S|||Temps plein||||17504|49267|
2020-12-04T20:35:06.000Z|49267|A1414|SAI|S|||Temps plein||||17504|49267|
2021-03-16T12:24:36.000Z|49267|M1501|CDD|E|RD ANGERS|Annuel de 30000 Euros à 35000 Euros sur 12 mois|Temps plein||8|49|15369|49267|
2021-03-16T11:10:55.000Z|49267|K1304|CDI|E|ACCES PROPRE|Horaire de 12,00 Euros|Temps plein|||88|14771|49267|
2021-03-15T15:08:32.000Z|49267|H2502|CDI|E|CROSSWAY TECHNOLOGIES|Annuel de 26000,00 Euros à 35000,00 Euros sur 12 mois|Temps plein||7|26|18771|49267|
2021-03-11T05:52:14.000Z|49267|E1101|CDI|D|||Temps plein||||14563|49267|
2021-03-03T15:14:21.000Z|49267|N1103|SAI|D|FRANCE BOISSONS LOIRE SUD-OUEST|Mensuel de 1600,00 Euros à 1800,00 Euros sur 12.9 mois|Temps plein||1|46|10748|49267|
2021-03-02T11:55:02.000Z|49267|D1506|CDD|D|REASSORT - MERCHANDISING & ANIMATIONS|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps partiel||6|73|16389|49267|
2021-02-27T14:47:39.000Z|49267|H2903|MIS|D|Aquila Rh||Temps plein|||78|17282|49267|
2021-02-26T11:10:31.000Z|49267|A1414|CDD|E||Horaire de 10,25 Euros sur 13 mois|Temps plein||3|01|17653|49267|
2021-02-23T13:14:38.000Z|49267|K1403|CDI|D|ASEA - ITEP LE COLOMBIER|Mensuel de 3427 Euros à 3636 Euros sur 12 mois|Temps plein||7|87|38657|49267|
2021-02-18T11:24:59.000Z|49267|I1203|CDI|E||Mensuel de 1770,00 Euros sur 12 mois|Temps plein||6|68|10489|49267|
2021-02-17T13:56:02.000Z|49267|K1202|CDD|E|COLLECTIF D'ENFANTS PIGEON VOL|Mensuel de 1539,00 Euros à 1818,00 Euros sur 12 mois|Temps partiel||6|88|14586|49267|
2021-02-17T13:49:54.000Z|49267|J1304|CDD|E|COLLECTIF D'ENFANTS PIGEON VOL|Mensuel de 1539,00 Euros à 1818,00 Euros sur 12 mois|Temps partiel||6|88|11448|49267|
2021-03-16T11:11:57.000Z|49267|F1705|CDI|E|||Temps plein|||||49267|
2021-03-16T10:11:06.000Z|49267|K1303|CDI|D|ACASAIDE|Horaire de 10,25 Euros à 11,00 Euros sur 12 mois|Temps partiel||5|88||49267|
2021-03-16T02:47:00.000Z|49267|A1203|CDI|E|CRIT||Temps plein||||17515|49267|
2021-03-15T15:30:51.000Z|49267|H1504|CDI|E|CROSSWAY TECHNOLOGIES|Annuel de 24000,00 Euros à 28000,00 Euros sur 12 mois|Temps plein||7|26||49267|
2021-03-15T11:41:21.000Z|49267|J1410|CDI|D|cs labodent||Temps plein||3|32|20107|49267|
2021-03-15T09:57:21.000Z|49267|N1105|CDD|E|ANDRE BRIANT JEUNES PLANTS|Horaire de 10,25 Euros|Temps plein||6|01|13897|49267|
2021-03-15T05:10:11.000Z|49267|M1803|CDI|E|||Temps plein|||||49267|
2021-03-15T05:07:44.000Z|49267|D1403|CDI|E|||Temps plein||7|||49267|
