dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-16T11:15:00.000Z|72181|K1304|CDI|D|Générale Des Services Le Mans||Temps plein|||88|14771|72181|
2021-03-16T11:10:57.000Z|72181|K1304|CDI|D|Axeo Services La Suze sur Sarthe|Horaire de 10,25 Euros|Temps partiel|||81|14771|72181|
2021-03-16T10:41:55.000Z|72181|K2501|CDI|E||Horaire de 10,25 Euros|Temps plein||6|68||72181|
2021-03-16T09:04:55.000Z|72181|C1109|CDI|E|IFINANCE|Mensuel de 1800,00 Euros à 1800,00 Euros sur 12 mois|Temps plein||6|66|15363|72181|
2021-03-16T08:09:12.000Z|72181|M1501|CDI|E|AAMIPI|Mensuel de 2000,00 Euros sur 13 mois|Temps plein||7|88|11329|72181|
2021-03-16T02:50:41.000Z|72181|J1301|CDD|E|KORIAN||Temps plein||||10698|72181|
2021-03-15T20:52:36.000Z|72181|D1212|CDI|E|||Temps plein||||20604|72181|
2021-03-15T18:56:30.000Z|72181|K1301|CDD|D|DOMINO ASSIST'M PARIS|Mensuel de 1573,00 Euros à 1797,00 Euros sur 12 mois|Temps plein||6|78||72181|
2021-03-15T18:02:08.000Z|72181|M1606|CDD|D|LABORIZON MAINE ANJOU|Mensuel de 1577,13 Euros à 1577,13 Euros sur 12 mois|Temps plein||6|86|17160|72181|
2021-03-15T17:16:08.000Z|72181|K1304|CDI|D|||Temps plein||||14771|72181|
2021-03-15T17:05:36.000Z|72181|N1105|MIS|E|Partnaire Le Mans||Temps plein|||78|16361|72181|
2021-03-15T16:16:49.000Z|72181|I1203|CDD|D|ASSOCIATION MONTJOIE|Mensuel de 778,00 Euros à 896,00 Euros sur 12 mois|Temps partiel||3|87||72181|
2021-03-15T15:22:11.000Z|72181|M1401|CDD|D|QUALISENS/ REACT FRANCE|Horaire de 10,25 Euros à 10,26 Euros sur 12 mois|Temps partiel||6|70|14841|72181|
2021-03-15T15:16:26.000Z|72181|M1502|CDD|E||Annuel de 20000,00 Euros ï¿½ 25000,00 Euros|Temps plein||||11863|72181|
2021-03-15T15:13:46.000Z|72181|N1105|MIS|D|Partnaire||Temps plein|||78|16361|72181|
2021-03-15T14:05:06.000Z|72181|K1801|CDD|E|CATALYS CONSEIL|Mensuel de 1900 Euros à 2000 Euros sur 12 mois|Temps plein||7|70||72181|
2021-03-15T12:31:58.000Z|72181|D1408|CDD|D|CAISSE PRIMAIRE ASSURANCE MALADIE SARTHE|Annuel de 21000,00 Euros à 21100,00 Euros sur 13 mois|Temps plein||6|84|13353|72181|
2021-03-15T11:40:08.000Z|72181|G1803|SAI|E|CONCORDIA HOTEL|Horaire de 10,25 Euros sur 12 mois|Temps partiel||5|55|38899|72181|
2021-03-15T11:06:19.000Z|72181|M1401|CDD|D|QUALISENS/ REACT FRANCE|Horaire de 10,25 Euros à 10,26 Euros sur 12 mois|Temps partiel||6|70|14841|72181|
2021-03-15T11:00:37.000Z|72181|D1212|CDI|D||Mensuel de 1554,58 Euros sur 12 mois|Temps plein||6|47|20629|72181|
2021-03-15T09:04:21.000Z|72181|K1302|CDD|E|MAS ROBIN DES BOIS|Horaire de 10,25 Euros à 12,00 Euros sur 12 mois|Temps plein||6|87||72181|
2021-03-15T08:45:49.000Z|72181|M1502|CDD|E|A'SARTHE INTERIM||Temps plein||6|78|11863|72181|
2021-03-15T08:36:37.000Z|72181|M1502|CDI|E|||Temps plein||||11863|72181|
2021-03-15T05:02:04.000Z|72181|C1109|CDD|E|Up Skills||Temps plein||7||15363|72181|
2021-03-14T16:39:11.000Z|72181|M1604|CDI|E|Ranger||Temps plein||||38398|72181|
2021-03-13T15:12:31.000Z|72181|C1109|CDD|E|RANDSTAD|Annuel de 25149 Euros sur 12 mois|Temps plein||6|78|15363|72181|
2021-03-12T16:07:06.000Z|72181|K1304|CDD|E||Horaire de 11,00 Euros|Temps partiel||6|97|14771|72181|
2021-03-12T15:50:46.000Z|72181|G1501|CDD|E|ESPS||Temps partiel||6|81|20500|72181|
2021-03-12T15:11:14.000Z|72181|M1609|CDD|E|CENTRE HOSPITALIER||Temps plein||6|86|19397|72181|
2021-03-12T12:33:46.000Z|72181|M1401|CDD|D|QUALISENS/ REACT FRANCE|Horaire de 10,25 Euros à 10,26 Euros sur 12 mois|Temps partiel||6|70|14841|72181|
2021-03-12T11:36:33.000Z|72181|H3302|CDD|D|DROUAULT|Mensuel de 1554,62 Euros à 1554,62 Euros sur 12 mois|Temps plein||2|13||72181|
2021-03-12T11:32:45.000Z|72181|M1607|CDD|E|UNIVERSITE DU MANS|Mensuel de 843,00 Euros sur 12 mois|Temps partiel||7|85|11183|72181|
