dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-16T11:06:31.000Z|13104|G1803|CDI|E||Horaire de 10,25 Euros|Temps plein||6|56|19427|13104|
2021-03-12T09:45:59.000Z|13104|G1803|CDD|D|STANTINA MAX|Horaire de 10,25 Euros à 10,30 Euros sur 12 mois|Temps partiel||1|56|12761|13104|
2021-01-26T03:12:57.000Z|13104|K1304|CDI|D|||Temps plein||||10805|13104|
2021-03-12T12:09:54.000Z|13104|K1302|CDI|E|ADAR||Temps partiel||6|88|11456|13104|
2021-03-11T08:59:40.000Z|13104|G1602|CDI|E|LA BRASSERIE DU PORT DE SAUSSET|Mensuel de 2100,00 Euros sur 12 mois|Temps plein||6|56|19354|13104|
2021-02-20T08:49:59.000Z|13104|C1504|CDI|D|||Temps plein||||13464|13104|
2021-02-18T03:11:36.000Z|13104|C1504|LIB|D|||Temps plein||||13464|13104|
2021-03-11T09:16:39.000Z|13104|G1803|CDI|E|LA BRASSERIE DU PORT DE SAUSSET|Mensuel de 2300,00 Euros sur 12 mois|Temps plein||6|56|12274|13104|
2021-02-22T21:48:16.000Z|13104|J1501|CDI|D||Annuel de 15000,00 Euros ï¿½ 25000,00 Euros|Temps plein||||10891|13104|
2021-02-12T10:58:55.000Z|13104|K1303|CDD|D|Particulier Employeur||Temps plein|||97|11480|13104|
2021-03-06T09:02:34.000Z|13104|J1506|CDI|D|||Temps plein||||15545|13104|
2021-02-25T15:26:29.000Z|13104|C1504|CDI|D|L'IMMOBILIERE BLEUE|Mensuel de 1600,00 Euros à 3000,00 Euros sur 12 mois|Temps plein||5|68|16963|13104|
2021-02-23T15:47:00.000Z|13104|J1506|CDI|D|COLISEE FRANCE||Temps plein||7|87|38222|13104|
