dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-05T10:53:54.000Z|94022|I1203|CDI|E|ARPAVIE|Horaire de 10,25 Euros|Temps partiel||3|88||94022|
2021-03-04T14:52:00.000Z|94022|K2104|CDD|D|OGEC SAINT ANDRE|Horaire de 10,25 Euros sur 12 mois|Temps partiel||6|85||94022|
2021-02-25T09:51:55.000Z|94022|M1609|LIB|D|||Temps plein||||19397|94022|
2021-02-17T10:01:12.000Z|94022|M1607|CDI|E|ARCESI IDF|Annuel de 26000,00 Euros à 28000,00 Euros sur 12 mois|Temps plein||6|74|11183|94022|
2021-02-11T07:49:18.000Z|94022|M1607|CDD|E|MEGAL|Mensuel de 1760,00 Euros à 1800,00 Euros sur 12 mois|Temps plein||5|43|19365|94022|
2021-01-23T12:51:40.000Z|94022|M1609|CDI|E|||Temps plein||||19397|94022|
2021-03-10T09:56:02.000Z|94022|K1207|CDI|D|ETAI|Mensuel de 1554,58 Euros à 2500,00 Euros sur 12 mois|Temps plein||6|87|16740|94022|
2021-03-09T06:01:48.000Z|94022|K1201|CDI|D|||Temps plein||||11335|94022|
2021-03-08T15:16:58.000Z|94022|D1402|CDI|E|||Temps plein|||||94022|
2021-03-06T03:05:45.000Z|94022|D1402|CDI|D|||Temps plein|||||94022|
2021-02-19T01:51:28.000Z|94022|I1203|CDD|E||Mensuel de 1800,00 Euros à 2000,00 Euros sur 12 mois|Temps plein||2|41||94022|
2021-02-03T10:55:37.000Z|94022|M1203|CDI|E|Kolibri Consulting||Temps plein||||11213|94022|
2021-01-23T14:00:10.000Z|94022|K1201|CDI|E|||Temps plein||||11335|94022|
2021-01-23T13:01:50.000Z|94022|K1207|CDI|E|||Temps plein||||14597|94022|
2021-01-23T12:54:18.000Z|94022|K1207|CDI|E|||Temps plein||||14597|94022|
2021-01-22T14:50:34.000Z|94022|D1209|CDI|E|GINKGO FLEURS|Mensuel de 1560,00 Euros à 1650,00 Euros sur 12 mois|Temps plein||6|47|15095|94022|
2021-03-15T16:40:48.000Z|94022|F1603|CDI|E|ALTIVEC||Temps plein||7|43||94022|
2021-03-15T05:04:38.000Z|94022|I1304|CDI|D|||Temps plein||7|||94022|
2021-03-12T12:10:42.000Z|94022|I1102|CDI|E|||Temps plein||||15652|94022|
2021-03-11T12:29:17.000Z|94022|F1106|CDI|E|||Temps plein||||18826|94022|
2021-03-10T11:25:32.000Z|94022|K2111|CDD|E|ENVERGURE|Mensuel de 1800,00 Euros à 1900,00 Euros sur 12 mois|Temps plein||6|85|38245|94022|
2021-03-10T11:08:43.000Z|94022|K1801|CDI|E|R2T PLACEMENT|Annuel de 25000,00 Euros à 30000,00 Euros sur 12 mois|Temps plein||6|78||94022|
2021-03-10T10:46:54.000Z|94022|J1506|CDI|E|CONNECTT1|Mensuel de 2500,00 Euros à 3100,00 Euros sur 12 mois|Temps plein||6|78|15544|94022|
2021-03-10T10:00:34.000Z|94022|J1506|CDI|E|CONNECTT1|Mensuel de 2500 Euros à 2700 Euros sur 12 mois|Temps plein||6|78|15544|94022|
2021-03-10T08:48:19.000Z|94022|D1403|CDI|E|CCLD||Temps plein|||||94022|
2021-03-10T06:58:16.000Z|94022|H1203|CDI|E|||Temps plein|||71||94022|
2021-03-09T14:25:18.000Z|94022|J1506|CDI|E|CONNECTT1|Mensuel de 2500 Euros à 3100 Euros sur 12 mois|Temps plein||6|78|15544|94022|
2021-03-09T14:20:32.000Z|94022|J1404|CDI|D|SESSAD|Mensuel de 2300 Euros à 2745 Euros sur 12 mois|Temps plein||6|88|16136|94022|
2021-03-09T14:19:32.000Z|94022|J1506|CDD|E|CONNECTT1|Mensuel de 2500 Euros à 2700 Euros sur 12 mois|Temps plein||6|78|38452|94022|
2021-03-09T12:18:38.000Z|94022|I1604|CDI|E|AUTO FLASH CONTROLE|Mensuel de 2300,00 Euros à 2400,00 Euros sur 12 mois|Temps plein||6|71|13654|94022|
2021-03-09T12:16:01.000Z|94022|K1801|CDI|D|ATELIERS PROTEGERS ALTER EGO|Mensuel de 1789,00 Euros à 1789,00 Euros sur 12 mois|Temps plein||6|88||94022|
2021-03-09T12:04:23.000Z|94022|J1504|CDI|E|CONNECTT1|Mensuel de 2500 Euros à 2900 Euros sur 12 mois|Temps plein||6|78|15536|94022|
2021-03-09T12:03:39.000Z|94022|J1506|CDD|E|CONNECTT1|Mensuel de 2500 Euros à 3100 Euros sur 12 mois|Temps plein||6|78|15544|94022|
2021-03-09T06:06:04.000Z|94022|J1404|CDI|D|||Temps plein||||16419|94022|
2021-03-09T06:02:58.000Z|94022|G1703|CDI|D|||Temps plein|||55|18325|94022|
2021-03-07T09:17:31.000Z|94022|G1603|CDI|D|||Temps plein||||14813|94022|
2021-03-06T16:59:06.000Z|94022|J1102|CDI|E|||Temps plein||||18227|94022|
2021-03-06T07:06:34.000Z|94022|K1305|CDI|D||Annuel de 21450,00 Euros ï¿½ 22100,00 Euros|Temps plein|||||94022|
2021-03-05T06:01:26.000Z|94022|C1504|CDI|D|||Temps plein||||13464|94022|
2021-03-05T02:59:03.000Z|94022|J1506|CDI|E|||Temps plein||||38163|94022|
2021-03-04T16:17:48.000Z|94022|J1404|CDD|D|Appel Médical par Randstad||Temps plein||||16419|94022|
2021-03-03T07:57:20.000Z|94022|M1803|CDI|D|||Temps plein||||14310|94022|
2021-03-03T07:56:31.000Z|94022|I1102|CDI|D|||Temps plein||||15652|94022|
2021-03-03T07:51:04.000Z|94022|H1206|CDI|D|||Temps plein||||15832|94022|
2021-03-03T06:59:35.000Z|94022|I1101|CDI|D|||Temps plein||||14362|94022|
2021-03-03T06:54:26.000Z|94022|K2306|CDI|D|||Temps plein|||||94022|
2021-03-03T06:54:02.000Z|94022|H1203|CDI|D|||Temps plein|||||94022|
2021-03-02T13:10:02.000Z|94022|F1608|CDD|E|MEGAL|Mensuel de 2200,00 Euros à 2300,00 Euros sur 12 mois|Temps plein||3|43|11692|94022|
2021-03-02T17:51:59.000Z|94022|M1803|CDI|E|||Temps plein||||14310|94022|
2021-03-02T17:00:04.000Z|94022|C1504|CDI|E|||Temps plein||||13464|94022|
2021-03-02T16:53:40.000Z|94022|H1206|CDI|E|||Temps plein||||18831|94022|
2021-02-28T13:10:07.000Z|94022|I1307|CDI|E|Recrutop Paris Centre|Annuel de |Temps plein|||62|20128|94022|
2021-02-27T20:58:20.000Z|94022|M1803|CDI|E|||Temps plein||||14310|94022|
2021-02-26T14:56:33.000Z|94022|H2502|CDI|E|||Temps plein|||||94022|
