dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-02-02T11:09:54.000Z|34324|D1105|CDI|E|POISSONNERIE BARBA|Horaire de 12,8 Euros sur 12 mois|Temps plein||6|47|17862|34324|
2021-03-09T12:28:52.000Z|34324|D1101|CDI|D|GILBERT BANEGAS|Mensuel de 1800 Euros sur 12 mois|Temps plein||6|10|11564|34324|
