dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-02-17T12:20:57.000Z|44098|K1301|CDD|D|MAISON ST CHARLES||Temps plein||1|87|38389|44098|
2021-02-16T10:44:52.000Z|44098|K1304|CDI|E|MERCI+ Saint-Nazaire|Horaire de 10,25 Euros|Temps partiel||||14771|44098|
2021-02-17T11:57:18.000Z|44098|J1501|CDD|D|MAISON ST CHARLES||Temps plein||6|87|10891|44098|
2021-02-17T08:46:36.000Z|44098|J1507|FRA|D|ELYSEE CONCEPT||Temps plein||9|70|18242|44098|
2021-02-05T14:06:49.000Z|44098|J1502|CDI|D|MAISON ST CHARLES||Temps partiel||9|87|38859|44098|
2021-01-19T02:57:22.000Z|44098|C1504|LIB|D|||Temps plein||||13464|44098|
2021-02-08T05:10:35.000Z|44098|K1303|CDD|D|Particulier Employeur||Temps plein|||97||44098|
2021-03-10T14:26:48.000Z|44098|F1602|CDD|D|BER'ELEC|Horaire de 10,46 Euros|Temps plein||2|43|14635|44098|
2021-03-08T15:20:46.000Z|44098|F1602|MIS|E|REGIONAL INTERIM|Horaire de 10,25 Euros à 13 Euros sur 12 mois|Temps plein||3|78|14635|44098|
2021-03-03T17:25:17.000Z|44098|H2902|MIS|E|REGIONAL INTERIM|Horaire de 10,25 Euros à 14 Euros sur 12 mois|Temps plein||2|78|11971|44098|
2021-03-03T17:11:49.000Z|44098|H2913|MIS|E|REGIONAL INTERIM|Horaire de 10,25 Euros à 13,50 Euros sur 12 mois|Temps plein||2|78|19475|44098|
2021-03-02T16:50:22.000Z|44098|G1602|CDI|E|HOTEL GOLF BRETESCHE|Mensuel de 2200 Euros sur 12 mois|Temps plein||6|55|12196|44098|
2021-02-20T18:56:45.000Z|44098|H2602|MIS|D|||Temps plein|||78||44098|
2021-02-20T18:49:43.000Z|44098|F1703|MIS|E|||Temps plein|||78|16250|44098|
