dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-12T07:23:16.000Z|91692|J1307|CDI|D|||Temps plein||||18027|91692|
2021-03-11T13:47:16.000Z|91692|M1601|CDI|D|Agence Mahola||Temps plein|||||91692|
2021-03-11T07:14:32.000Z|91692|D1507|CDD|D|||Temps plein||5|47|38097|91692|
2021-03-11T07:14:09.000Z|91692|D1505|CDD|D|||Temps plein||5|47|15487|91692|
2021-03-10T13:57:34.000Z|91692|D1401|CDI|D|Lynx Rh Essonne||Temps plein||8||11188|91692|
2021-03-10T09:08:25.000Z|91692|J1307|CDI|E|L'appel Médical||Temps plein||7||18027|91692|
2021-03-08T11:44:37.000Z|91692|K2204|CDI|E||Horaire de 10,44 Euros sur 12 mois|Temps partiel||6|81|10537|91692|
2021-03-08T08:34:17.000Z|91692|G1603|CDI|D|||Temps plein||||14813|91692|
2021-03-07T17:08:49.000Z|91692|M1607|MIS|D|Lynx Rh Essonne||Temps plein|||78|11183|91692|
2021-03-05T11:30:48.000Z|91692|D1212|SAI|E|CASTORAMA|Mensuel de 1555,00 Euros sur 12 mois|Temps plein||6|47|20561|91692|
2021-03-05T03:10:21.000Z|91692|D1507|CDD|D|||Temps plein||||14769|91692|
2021-03-04T11:09:17.000Z|91692|M1607|MIS|E|Randstad||Temps plein|||78|19364|91692|
2021-03-03T16:02:20.000Z|91692|D1507|CDD|D|Carrefour||Temps plein||5|95|14769|91692|
2021-03-03T09:53:43.000Z|91692|D1212|CDD|D|DEOMA FORMATION|Mensuel de 900,00 Euros à 1539,00 Euros sur 12 mois|Temps plein||5|85|20561|91692|
2021-03-02T14:28:48.000Z|91692|K1301|CDD|E|MAISON DE VAUBRUN||Temps plein||5|87||91692|
2021-02-26T11:55:13.000Z|91692|D1507|CDI|D||Horaire de 10,40 Euros|Temps partiel||5|47|14769|91692|
2021-02-23T15:45:18.000Z|91692|D1211|CDD|D|HAPPESMOKE||Temps plein||5|47|140929|91692|
2021-02-19T06:50:24.000Z|91692|D1507|CDD|D|||Temps plein||5|47|38097|91692|
2021-02-18T13:48:39.000Z|91692|D1401|CDI|E||Mensuel de 2000 Euros à 2500 Euros sur 12 mois|Temps plein||8|46|11188|91692|
2021-02-12T02:49:28.000Z|91692|D1507|CDD|D|||Temps plein||||38097|91692|
2021-02-09T10:45:01.000Z|91692|D1401|CDI|E|EUROFINS HYDROLOGIE IDF|Mensuel de 1555,00 Euros à 1800,00 Euros sur 12 mois|Temps plein||6|71|11210|91692|
2021-02-09T04:58:37.000Z|91692|D1507|CDD|D|||Temps plein||5|47|38097|91692|
2021-01-29T06:07:52.000Z|91692|M1607|MIS|E|Randstad||Temps plein|||78|19400|91692|
2021-03-16T11:24:40.000Z|91692|K1304|CDI|E|Ménage et compagnie Essonne|Horaire de 11,67 Euros|Temps partiel||||14771|91692|
2021-03-16T11:14:29.000Z|91692|I1203|CDI|D|Générale des Services Gif sur Yvette||Temps plein|||||91692|
2021-03-16T11:10:54.000Z|91692|K1304|CDI|D|Générale des Services Gif sur Yvette||Temps plein||||14771|91692|
2021-03-15T15:49:04.000Z|91692|M1401|CDD|D|QUALISENS/ REACT FRANCE|Horaire de 10,25 Euros à 10,26 Euros sur 12 mois|Temps partiel||6|70|14841|91692|
2021-03-15T11:19:32.000Z|91692|M1401|CDD|D|QUALISENS/ REACT FRANCE|Horaire de 10,25 Euros à 10,26 Euros sur 12 mois|Temps partiel||6|70|14841|91692|
2021-03-12T14:46:52.000Z|91692|J1304|CDD|D|MAIRIE||Temps plein||6|84|11448|91692|
2021-03-12T12:48:36.000Z|91692|M1401|CDD|D|QUALISENS/ REACT FRANCE|Horaire de 10,25 Euros à 10,26 Euros sur 12 mois|Temps partiel||6|70|14841|91692|
2021-03-12T11:08:58.000Z|91692|M1401|CDD|D|QUALISENS/ REACT FRANCE|Horaire de 10,25 Euros à 10,26 Euros sur 12 mois|Temps partiel||6|70|14841|91692|
2021-03-12T08:27:14.000Z|91692|K1301|CDI|E|TOUT A DOM SERVICES||Temps plein||6|88|10856|91692|
2021-03-08T15:44:50.000Z|91692|J1304|CDI|E||Mensuel de 1554,61 Euros sur 12 mois|Temps plein||6|88|11448|91692|
2021-02-26T14:07:54.000Z|91692|H1504|CDI|E|||Temps plein||||10770|91692|
2021-02-05T11:47:38.000Z|91692|K2111|CDI|E|CERAP||Temps plein||7|71|15123|91692|
2021-03-16T11:11:51.000Z|91692|A1203|CDI|D|Générale des Services Gif sur Yvette||Temps plein|||||91692|
2021-03-15T15:25:41.000Z|91692|M1402|CDI|E|Badenoch & Clark||Temps plein||||18934|91692|
2021-03-15T10:08:20.000Z|91692|I1305|CDI|E|I D SEARCH FRANCE|Annuel de 32000 Euros à 32000 Euros sur 12 mois|Temps plein||7|78|14666|91692|
2021-03-15T07:05:36.000Z|91692|M1802|CDI|D|||Temps plein||||15894|91692|
2021-03-15T05:06:27.000Z|91692|I1401|CDI|D|||Temps plein||7|||91692|
2021-03-15T05:02:54.000Z|91692|M1801|CDI|E|||Temps plein||7||10316|91692|
