dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-09T14:10:29.000Z|76312|K2204|CDD|E|SAMSIC II|Horaire de 10,34 Euros|Temps partiel||6|81|10571|76312|
2021-03-03T09:37:06.000Z|76312|N1103|CDD|E|||Temps plein||5|52|17993|76312|
2021-03-02T07:08:19.000Z|76312|N1103|MIS|D|Randstad||Temps plein|||78|17993|76312|
2021-01-19T13:51:38.000Z|76312|K1303|CDI|E|LIBERTY PAYS DE BRAY||Temps partiel||6|88|11180|76312|
2021-03-03T07:56:56.000Z|76312|C1206|CDD|D|||Temps plein||||11779|76312|
2021-02-22T15:05:38.000Z|76312|K2503|CDI|E|ANAIS SECURITE|Mensuel de 1066,00 Euros à 1066,00 Euros sur 12 mois|Temps partiel||6|80|10556|76312|
2021-01-26T10:34:10.000Z|76312|K1104|CDD|D|LE CERCLE DES AINES GOURNAY-EN-BRAY||Temps plein||9|87|38675|76312|
2021-03-15T15:21:01.000Z|76312|H2604|MIS|E|Manpower||Temps plein|||78||76312|
2021-03-12T10:35:32.000Z|76312|C1504|CCE|D|LOUVIGNE JEREMIE||Temps plein||9|46|13464|76312|
2021-03-10T16:07:32.000Z|76312|C1504|CDD|D|Century 21 Notre Dame|Horaire de 10,25 Euros|Temps plein||6|68|10362|76312|
2021-03-04T14:48:31.000Z|76312|H1502|CDI|E|SIKA FRANCE|Mensuel de 1554,58 Euros à 1555,00 Euros sur 13 mois|Temps plein||8|20|18603|76312|
2021-03-02T16:43:26.000Z|76312|H2502|CDI|E|||Temps plein||9|17|18680|76312|
2021-03-02T16:09:00.000Z|76312|E1301|CDD|D|||Temps partiel||2|17||76312|
2021-03-02T15:50:44.000Z|76312|E1301|CDD|D|||Temps partiel||2|17||76312|
2021-03-02T12:26:14.000Z|76312|J1501|CDI|D|SERVICE SOINS A DOMICILE * SIAD|Mensuel de 876,00 Euros sur 13 mois|Temps partiel||6|88|10892|76312|
2021-03-02T12:13:16.000Z|76312|J1501|CDI|D|SERVICE SOINS A DOMICILE * SIAD|Mensuel de 1658,00 Euros sur 13 mois|Temps plein||6|88|10892|76312|
2021-02-26T08:40:00.000Z|76312|J1501|CDI|D|||Temps plein|||86|10892|76312|
2021-02-22T15:20:07.000Z|76312|I1604|CDI|E|GUEUDET AUTO SEINE MARITIME||Temps plein||3|45||76312|
2021-02-17T11:20:30.000Z|76312|F1702|MIS|E|CRIT INTERIM|Horaire de 10,25 Euros à 12,00 Euros sur 12 mois|Temps plein||6|78|16257|76312|
2021-02-17T03:00:59.000Z|76312|C1504|LIB|D|||Temps plein||||13464|76312|
2021-02-09T11:23:52.000Z|76312|F1607|CDI|E|CLOSE AND COOK||Temps plein||4|43|17525|76312|
2021-02-02T11:33:56.000Z|76312|J1506|CDD|D|CENTRE DE SOINS INFIRMIERS|Mensuel de 2069,76 Euros sur 13 mois|Temps plein||4|86||76312|
2021-01-31T04:59:05.000Z|76312|H1102|CDI|E|Domino consulting|Annuel de 40000,00 Euros ï¿½ 60000,00 Euros|Temps plein||9|||76312|
2021-01-25T10:56:45.000Z|76312|F1201|CDI|E|Domino consulting||Temps plein||9||13213|76312|
2021-01-21T11:16:07.000Z|76312|H2605|MIS|D|SOS ROUEN INTERIM|Horaire de 10,25 Euros à 10,50 Euros sur 12 mois|Temps plein||5|78|16875|76312|
2021-01-19T13:31:50.000Z|76312|G1203|CDD|E|LIBERTY PAYS DE BRAY|Horaire de 10,25 Euros|Temps plein||6|88||76312|
2021-01-19T12:35:48.000Z|76312|H1208|CDI|E|Domino consulting|Annuel de 36000,00 Euros ï¿½ 42000,00 Euros|Temps plein||9||11436|76312|
2020-12-14T16:51:20.000Z|76312|F1611|CDD|E|QUALIFACADE VICTOR LOUREIRO|Mensuel de 1750,00 Euros à 2300,00 Euros sur 12 mois|Temps plein||1|43|18290|76312|
2021-02-26T11:23:52.000Z|76312|I1401|CDD|D||Horaire de 10,25 Euros|Temps plein||5|47|19841|76312|
2020-11-13T12:07:03.000Z|76312|H2206|CDI|D|LE BOIS INTERIEUR||Temps plein||3|43|16611|76312|
2021-03-04T10:46:23.000Z|76312|J1506|MIS|D|Appel Médical par Randstad||Temps plein|||78|15545|76312|
2021-03-03T16:39:26.000Z|76312|I1604|CDI|E|GARAGE PARIS DIEPPE|Mensuel de 1800,00 Euros sur 12 mois|Temps plein||2|45|16446|76312|
2021-03-01T17:26:07.000Z|76312|J1506|CDI|D|LE CERCLE DES AINES GOURNAY-EN-BRAY||Temps plein||7|87|38222|76312|
2021-01-31T04:59:12.000Z|76312|F1202|CDI|E|Domino consulting||Temps plein||9||12094|76312|
2021-01-31T04:59:08.000Z|76312|F1602|CDI|E|Domino consulting||Temps plein||9||16801|76312|
