dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-04T13:54:50.000Z|91691|M1601|CDD|E|ABP SARL|Mensuel de 1600,00 Euros sur 13 mois|Temps plein||5|81||91691|
2021-02-26T15:01:18.000Z|91691|D1507|CDI|E||Horaire de 10,25 Euros|Temps plein||5|47|14769|91691|
2021-02-26T14:54:30.000Z|91691|N1103|CDI|E||Horaire de 10,25 Euros|Temps plein||5|47||91691|
2021-02-26T14:35:47.000Z|91691|D1507|CDI|E||Horaire de 10,25 Euros|Temps plein||6|47|38120|91691|
2021-02-16T04:02:14.000Z|91691|M1609|CDI|D|||Temps plein||||19397|91691|
2021-03-12T09:35:08.000Z|91691|D1403|CCE|D|ECOLAVIE FRANCE||Temps plein||6|47|13489|91691|
2021-02-26T14:42:58.000Z|91691|D1509|CDI|E||Mensuel de 2500 Euros à 3000 Euros sur 12 mois|Temps plein||8|47|12131|91691|
2021-02-19T21:48:17.000Z|91691|K2110|CDI|D||Mensuel de 2100,00 Euros à 2300,00 Euros sur 12 mois|Temps plein||6|85||91691|
2021-02-17T09:43:49.000Z|91691|K1302|CDI|E|A P SERVICES|Horaire de 10,3 Euros à 12 Euros sur 12 mois|Temps plein||6|88||91691|
2021-01-28T10:58:36.000Z|91691|K2301|CDI|D|Lynx Rh||Temps plein|||||91691|
2021-03-16T11:30:13.000Z|91691|K2107|CDD|E|Complétude Essonne|Horaire de 17,06 Euros|Temps plein|||96|38345|91691|
2021-03-15T15:26:24.000Z|91691|K2111|CDD|E|UNIV FORMATIONS|Horaire de 18,00 Euros sur 12 mois|Temps partiel||6|85||91691|
2021-03-15T15:24:14.000Z|91691|K1302|CDI|E|||Temps plein||||11255|91691|
2021-03-15T15:23:01.000Z|91691|K1302|CDI|E|||Temps plein||||11255|91691|
2021-03-15T13:41:35.000Z|91691|K1304|CDI|D|A P SERVICES|Horaire de 10,25 Euros à 11,00 Euros sur 12 mois|Temps partiel||5|88|10857|91691|
2021-03-12T15:38:01.000Z|91691|D1502|CDI|E|CARREFOUR CITY|Mensuel de 2400 Euros sur 12 mois|Temps plein||8|47||91691|
2021-03-12T03:01:08.000Z|91691|M1805|CDI|D|||Temps plein||||38095|91691|
2021-03-11T13:44:00.000Z|91691|K1302|CDI|E|ONELA Savigny sur Orge|Horaire de 10,15 Euros|Temps partiel||||11255|91691|
2021-03-09T07:58:36.000Z|91691|K2602|CDI|E|||Temps plein||||13461|91691|
2021-03-02T07:09:07.000Z|91691|K2302|CDI|D|Lynx Rh||Temps plein|||||91691|
2021-02-25T16:01:12.000Z|91691|M1704|CDI|D|DOMINO ASSIST'M||Temps plein||||18753|91691|
2021-02-24T08:52:56.000Z|91691|C1504|CCE|D|L'ADRESSE||Temps plein||6|68|16967|91691|
2021-02-19T11:50:29.000Z|91691|K2501|CDI|E||Mensuel de 1555,00 Euros sur 12 mois|Temps plein||3|68||91691|
2021-02-17T22:00:30.000Z|91691|K1101|CDI|D|||Temps plein|||||91691|
2021-02-10T12:53:26.000Z|91691|K1303|CDD|D|Particulier Employeur||Temps plein|||97|11304|91691|
2021-02-08T05:11:17.000Z|91691|K1304|CDD|D|Particulier Employeur||Temps plein|||97|10857|91691|
2021-02-02T12:13:49.000Z|91691|K1303|CDD|D|Particulier Employeur||Temps plein|||97|11480|91691|
2021-03-15T13:46:23.000Z|91691|J1501|CDI|E|A P SERVICES|Horaire de 10,25 Euros à 12 Euros sur 12 mois|Temps partiel||6|88|10892|91691|
2021-03-15T11:23:32.000Z|91691|D1504|FRA|D|ELYSEE CONCEPT||Temps plein||9|70|14259|91691|
2021-02-26T03:56:36.000Z|91691|C1504|LIB|D|||Temps plein||||10362|91691|
2021-02-24T08:54:03.000Z|91691|C1504|CCE|D|L'ADRESSE||Temps plein||6|68|10362|91691|
2021-02-21T16:59:52.000Z|91691|C1504|LIB|D|||Temps plein||||13464|91691|
2021-02-20T08:52:18.000Z|91691|C1504|CDI|D|||Temps plein||||13464|91691|
2021-02-20T08:45:00.000Z|91691|C1504|LIB|D|||Temps plein||||13464|91691|
2021-02-14T04:55:53.000Z|91691|J1501|CDI|D|||Temps plein||||10891|91691|
2021-01-16T05:11:19.000Z|91691|C1504|LIB|D|||Temps plein||||10362|91691|
2021-03-15T21:51:16.000Z|91691|K2107|CDD|D|Complétude|Horaire de 17,06 Euros ï¿½ 22,06 Euros|Temps plein||5|85|18173|91691|
2021-03-06T11:46:06.000Z|91691|F1603|CDI|E|TETTBRO|Mensuel de 2300,00 Euros sur 12 mois|Temps plein||6|43|17838|91691|
2021-03-04T16:22:14.000Z|91691|K1302|CDI|D|Senior Compagnie Val d'Yerres||Temps plein||||11453|91691|
2021-03-03T15:03:19.000Z|91691|K2105|CDD|D|Allegro Essonne|Horaire de 20,00 Euros|Temps plein||||18137|91691|
2021-02-14T04:54:08.000Z|91691|J1504|CDI|D|||Temps plein|||||91691|
2021-02-14T04:53:35.000Z|91691|J1506|CDI|D|||Temps plein||||15545|91691|
