dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-12T08:15:51.000Z|56251|D1507|CDD|D|||Temps partiel||5|47|14769|56251|
2021-03-12T08:10:52.000Z|56251|D1507|CDI|D|||Temps partiel||5|47|14769|56251|
2021-03-10T16:45:30.000Z|56251|G1803|CDI|D|COURTEPAILLE|Horaire de 10,25 Euros|Temps partiel||6|56|19427|56251|
2021-03-05T06:01:11.000Z|56251|D1507|CDD|D|||Temps partiel||5|47|14769|56251|
2021-02-25T11:23:21.000Z|56251|N1303|MIS|D|MANPOWER FRANCE|Horaire de 10,50 Euros à 11,50 Euros sur 12 mois|Temps plein||6|78|11295|56251|
2021-02-21T05:15:45.000Z|56251|A1203|CDD|D|Centre Services Sarzeau|Horaire de 11,50 Euros|Temps plein||||16067|56251|
2021-03-11T10:22:23.000Z|56251|K1304|CDI|D|O2 VANNES EST|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps partiel||5|88|10857|56251|
2021-03-10T16:13:33.000Z|56251|K1304|CDI|D|Centre Services Sarzeau|Horaire de 10,25 Euros|Temps partiel||||10857|56251|
2021-03-04T16:12:15.000Z|56251|K1304|CDI|D|Adhap Services Vannes|Horaire de 10,21 Euros|Temps partiel||||10805|56251|
2021-03-04T16:09:26.000Z|56251|K1304|CDI|D|Adhap Services Vannes|Horaire de 10,00 Euros|Temps partiel||||10805|56251|
2021-03-04T16:03:32.000Z|56251|K1304|CDI|D|Adhap Services Vannes|Horaire de 10,21 Euros|Temps partiel||||10805|56251|
2021-03-03T15:44:17.000Z|56251|A1203|MIS|E|RESEAU ALLIANCE|Horaire de 10,25 Euros ï¿½ 12,50 Euros|Temps plein||2|78|17487|56251|
2021-02-25T17:54:02.000Z|56251|A1203|MIS|E|RESEAU ALLIANCE|Horaire de 10,25 Euros ï¿½ 11,50 Euros|Temps plein||1|78|17487|56251|
2020-12-27T09:05:00.000Z|56251|H2102|MIS|D|Randstad||Temps plein|||78||56251|
2020-12-03T21:58:00.000Z|56251|A1411|CDI|S|||Temps plein||||17398|56251|
2021-03-15T16:38:45.000Z|56251|H3301|CDI|D|||Temps plein||||12981|56251|
2021-03-15T15:29:44.000Z|56251|D1403|CDI|D|ODYSSEE||Temps plein||5|47||56251|
